stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,stop_direction,clust,max_distance,quant
008951,Béke tér,47.430019,19.215675,,,008951,2.0,-64.0,11,0.0,1
F03807,Szent László utca,47.441814,19.207651,,,F03807,2.0,30.0,12,0.0,1
F03851,Selmecbánya utca,47.438409,19.20479,,,F03851,2.0,29.0,13,0.0,1
F03809,Szent László utca,47.439856,19.211861,,,F03809,2.0,-157.0,15,0.0,1
F03814,Billentyű utca,47.447556,19.207644,,,F03814,1.0,-45.0,16,0.0,1
F03852,Selmecbánya utca,47.436262,19.209357,,,F03852,2.0,-154.0,21,0.0,1
F03804,Honvéd utca,47.434346,19.202617,,,F03804,2.0,120.0,23,0.0,1
F03674,Pestszentimre felső vasútállomás,47.413951,19.172628,,,F03674,2.0,-45.0,29,0.0,1
F03675,Pestszentimre felső vasútállomás,47.413069,19.173792,,,F03675,1.0,126.0,30,0.0,1
F03661,Vásáros tér,47.410317,19.184076,,,F03661,2.0,139.0,38,0.0,1
F03874,Eke utca,47.406529,19.182468,,,F03874,1.0,137.0,39,0.0,1
008959,Templom utca 6.,47.408876,19.11362,,,008959,2.0,167.0,57,0.0,1
049174,"Soroksár, Kertvárosi körút",47.413026,19.136152,,,049174,2.0,130.0,59,0.0,1
045755,Maros utca,47.418292,19.138131,,,045755,1.0,47.0,64,0.0,1
F04525,Dinnyehegyi út,47.417133,19.135863,,,F04525,1.0,-130.0,65,0.0,1
008957,Előd utca,47.418567,19.117365,,,008957,1.0,138.0,71,0.0,1
F03871,Zöldségpiac,47.416527,19.169056,,,F03871,2.0,139.0,79,0.0,1
F03872,Zöldségpiac,47.417509,19.168144,,,F03872,1.0,-40.0,80,0.0,1
087373,"Soroksár, IKEA áruház",47.412767,19.160899,,,087373,1.0,,81,0.0,1
009566,"Soroksár, Auchan áruház",47.417204,19.158231,,,009566,1.0,50.0,82,0.0,1
044388,"Soroksár, Auchan áruház",47.419788,19.155599,,,044388,1.0,-7.0,83,0.0,1
F03628,Közdűlő út,47.4236,19.169835,,,F03628,2.0,138.0,84,0.0,1
F03678,Besence utca 9.,47.424762,19.168367,,,F03678,2.0,139.0,85,0.0,1
009314,"BILK, DF épület",47.375229,19.120911,,,009314,2.0,46.0,93,0.0,1
042934,"Soroksár, BILK",47.378287,19.121299,,,042934,2.0,,94,0.0,1
F04264,Sáska utca,47.394418,19.101733,,,F04264,2.0,110.0,109,0.0,1
F04260,Árnyas utca,47.398323,19.098385,,,F04260,2.0,-28.0,113,0.0,1
F04261,Denevér utca,47.39719,19.099073,,,F04261,2.0,155.0,114,0.0,1
008832,Szakorvosi rendelőintézet,47.443871,19.181125,,,008832,2.0,29.0,137,0.0,1
050184,Lőrinci piac,47.44313,19.184332,,,050184,2.0,28.0,140,0.0,1
F03714,Szarvas csárda tér,47.439483,19.187452,,,F03714,2.0,116.0,144,0.0,1
F03786,Tövishát utca,47.427276,19.172852,,,F03786,2.0,51.0,153,0.0,1
F03879,Goroszló utca,47.428595,19.175401,,,F03879,2.0,51.0,154,0.0,1
F03627,Ipacsfa utca (Közdűlő út),47.425656,19.173485,,,F03627,2.0,45.0,155,0.0,1
F03629,Szentlőrinci út (gyorsétterem),47.424552,19.158777,,,F03629,1.0,,167,0.0,1
F03761,Barta Lajos utca,47.437898,19.169516,,,F03761,1.0,-50.0,175,0.0,1
F03758,Havanna utca,47.444352,19.169352,,,F03758,2.0,160.0,182,0.0,1
F03757,Dembinszky utca,47.443548,19.163424,,,F03757,2.0,30.0,190,0.0,1
F03841,Tinódi utca,47.454673,19.168254,,,F03841,1.0,-38.0,198,0.0,1
F03842,Tinódi utca,47.453832,19.170156,,,F03842,2.0,123.0,199,0.0,1
F01658,Gyula utca,47.461508,19.169172,,,F01658,1.0,-48.0,203,0.0,1
F01723,Gyömrői út 156.,47.460265,19.170482,,,F01723,1.0,116.0,204,0.0,1
F03735,Lajosmizsei sorompó,47.451499,19.158673,,,F03735,1.0,118.0,209,0.0,1
F04036,Szegfű utca,47.446001,19.146921,,,F04036,2.0,-132.0,223,0.0,1
067368,Nagykőrösi út MOL kút,47.44263,19.132926,,,067368,2.0,,226,0.0,1
F03985,Zalaegerszeg utca,47.442524,19.135944,,,F03985,1.0,133.0,227,0.0,1
F03909,Alvinc utca,47.437654,19.140655,,,F03909,1.0,120.0,229,0.0,1
F03991,Pincér utca,47.441436,19.14194,,,F03991,2.0,139.0,231,0.0,1
F03986,Vas Gereben utca,47.440723,19.138566,,,F03986,1.0,132.0,233,0.0,1
F03923,Kós Károly tér,47.456464,19.125265,,,F03923,1.0,-78.0,236,0.0,1
F03957,Ady Endre út (Hunyadi utca),47.454562,19.139152,,,F03957,1.0,45.0,244,0.0,1
F03948,"Kispest, Kossuth tér",47.458139,19.143163,,,F03948,2.0,124.0,246,0.0,1
F03950,Simonyi Zsigmond utca,47.457455,19.14687,,,F03950,1.0,41.0,248,0.0,1
F03942,Sós utca,47.459126,19.149287,,,F03942,1.0,25.0,249,0.0,1
106390,KÖKI-Regina tároló,47.464388,19.142967,,,106390,,,251,0.0,1
F03943,Wesselényi utca,47.46144,19.153037,,,F03943,2.0,-24.0,252,0.0,1
F03944,Wesselényi utca,47.460558,19.154375,,,F03944,2.0,117.0,253,0.0,1
004716,"ÉD metró járműtelep,porta",47.469651,19.12909,,,004716,2.0,,265,0.0,1
008575,Távíró utca,47.461082,19.119025,,,008575,1.0,42.0,285,0.0,1
F01408,"József Attila ltp., Távíró utca",47.460599,19.114913,,,F01408,1.0,3.0,287,0.0,1
F01467,Friss utca,47.463421,19.117928,,,F01467,1.0,4.0,288,0.0,1
F01479,Gyáli út,47.464706,19.103857,,,F01479,1.0,44.0,292,0.0,1
F01879,Pöttyös utca,47.467939,19.118838,,,F01879,2.0,,295,0.0,1
F01449,Mártírok útja / Határ út,47.450887,19.110592,,,F01449,1.0,131.0,303,0.0,1
F04110,Székelyhíd utca,47.432264,19.11908,,,F04110,1.0,-45.0,320,0.0,1
F04060,Pöltenberg utca,47.430714,19.108964,,,F04060,2.0,144.0,324,0.0,1
F04107,Vécsey utca,47.438562,19.115283,,,F04107,2.0,40.0,330,0.0,1
F04088,Udvarhely utca,47.437965,19.134359,,,F04088,1.0,8.0,335,0.0,1
F04049,Szilágyság utca,47.432881,19.136949,,,F04049,1.0,-131.0,337,0.0,1
F04154,"Pesterzsébet, Mátyás király tér",47.432732,19.132813,,,F04154,2.0,,338,0.0,1
F04070,Eperjes utca,47.42941,19.130082,,,F04070,2.0,-66.0,342,0.0,1
091120,Szikratávíró utca,47.44726,19.068739,,,091120,2.0,179.0,350,0.0,1
F04172,Thököly utca,47.445716,19.109034,,,F04172,2.0,-45.0,355,0.0,1
008895,Teremszeg utca,47.432951,19.092221,,,008895,2.0,163.0,376,0.0,1
F04125,János utca,47.438383,19.09683,,,F04125,1.0,165.0,381,0.0,1
F04126,János utca,47.439813,19.096566,,,F04126,1.0,-13.0,382,0.0,1
009715,Zodony utca,47.430372,19.099913,,,009715,2.0,,385,0.0,1
F04155,Attila utca,47.431405,19.101638,,,F04155,2.0,-129.0,386,0.0,1
F04044,Pöltenberg utca,47.433042,19.111711,,,F04044,2.0,-44.0,392,0.0,1
F02997,Visonta utca,47.586026,19.120973,,,F02997,2.0,15.0,400,0.0,1
F02998,Visonta utca,47.587042,19.121865,,,F02998,2.0,128.0,401,0.0,1
F03000,Kanizsai Dorottya utca,47.585599,19.124607,,,F03000,2.0,129.0,402,0.0,1
007968,Mogyoród útja,47.570602,19.128267,,,007968,1.0,38.0,409,0.0,1
F03025,Csobogós utca,47.569542,19.126896,,,F03025,2.0,-138.0,410,0.0,1
F03008,Szántóföld utca,47.57614,19.132116,,,F03008,2.0,40.0,412,0.0,1
F03010,Vághó Ferenc utca,47.574352,19.13,,,F03010,2.0,39.0,415,0.0,1
F03011,Kosd utca,47.572103,19.130754,,,F03011,2.0,-53.0,416,0.0,1
F03012,"Rákospalota, Bogáncs utca",47.570292,19.134406,,,F03012,2.0,-52.0,417,0.0,1
F03032,Sportcentrum,47.574654,19.135052,,,F03032,2.0,129.0,419,0.0,1
F00738,Galopp utca,47.580597,19.116672,,,F00738,1.0,9.0,421,0.0,1
045883,"Fót, Auchan áruház",47.580948,19.161548,,,045883,1.0,43.0,431,0.0,1
F00477,Szent István utca,47.592415,19.052111,,,F00477,2.0,21.0,445,0.0,1
F00482,Szent István utca,47.590814,19.049851,,,F00482,2.0,-122.0,446,0.0,1
F00436,Égető utca,47.604054,19.052418,,,F00436,2.0,-60.0,453,0.0,1
F00442,Donát utca,47.604207,19.043933,,,F00442,2.0,106.0,456,0.0,1
F00451,Pince köz,47.601572,19.036089,,,F00451,2.0,,457,0.0,1
008642,Székesdűlő,47.611641,19.105779,,,008642,1.0,37.0,459,0.0,1
008643,Székesdűlő,47.61094,19.103504,,,008643,1.0,-116.0,460,0.0,1
009747,"Ezred utca, lakótelep",47.609052,19.101471,,,009747,2.0,-56.0,461,0.0,1
008400,"Dunakeszi, Auchan áruház",47.608972,19.117347,,,008400,2.0,,462,0.0,1
043481,"Káposztásmegyer, Aquaworld",47.599639,19.112654,,,043481,1.0,,469,0.0,1
009748,Európa Center,47.60521,19.103768,,,009748,2.0,32.0,471,0.0,1
F00350,Ady lépcső,47.543425,18.94502,,,F00350,2.0,132.0,482,0.0,1
F00273,Nagybányai út,47.533628,18.993368,,,F00273,1.0,,512,0.0,1
064215,Szépvölgyi dűlő,47.545841,18.992119,,,064215,2.0,,514,0.0,1
F00563,Máramaros út,47.546588,19.017132,,,F00563,2.0,,517,0.0,1
F00674,Verhovina utca,47.554504,19.020356,,,F00674,2.0,-22.0,521,0.0,1
F00669,Laborc utca,47.552221,19.027823,,,F00669,1.0,174.0,523,0.0,1
F00584,Óbudai rendelőintézet,47.546735,19.032621,,,F00584,1.0,-40.0,531,0.0,1
F00587,Óbudai rendelőintézet,47.544878,19.034772,,,F00587,1.0,134.0,534,0.0,1
049895,Óbudai-sziget,47.554453,19.057889,,,049895,2.0,,537,0.0,1
F00576,Bogdáni út,47.550154,19.043979,,,F00576,1.0,6.0,539,0.0,1
F00577,Bogdáni út,47.548409,19.043102,,,F00577,1.0,-171.0,540,0.0,1
003118,"Óbuda, Bogdáni út",47.551471,19.041971,,,003118,2.0,,545,0.0,1
011321,Búza utca,47.55189,19.039647,,,011321,1.0,-168.0,546,0.0,1
011320,Búza utca,47.553437,19.040325,,,011320,1.0,12.0,548,0.0,1
F00608,Remetehegyi út,47.535342,19.027243,,,F00608,2.0,,554,0.0,1
F00688,Kolostor út,47.533228,19.02577,,,F00688,2.0,19.0,555,0.0,1
F00611,Flórián tér,47.542896,19.042252,,,F00611,1.0,10.0,560,0.0,1
009691,Flórián tér,47.539901,19.042054,,,009691,1.0,122.0,564,0.0,1
008521,Serfőző utca,47.538309,19.046968,,,008521,1.0,178.0,566,0.0,1
062948,Mátyás király út,47.586373,19.050011,,,062948,1.0,6.0,574,0.0,1
062946,Attila utca,47.581318,19.049413,,,062946,1.0,1.0,583,0.0,1
F00698,Fóti út,47.583613,19.08193,,,F00698,2.0,3.0,588,0.0,1
009576,Rév utca,47.58481,19.081824,,,009576,2.0,-177.0,589,0.0,1
F00707,"Megyer, Julianus barát utca",47.584925,19.086158,,,F00707,2.0,,590,0.0,1
F00709,Megyeri temető,47.582507,19.090767,,,F00709,1.0,-144.0,591,0.0,1
F00710,Megyeri temető,47.58141,19.089955,,,F00710,1.0,36.0,592,0.0,1
F00711,Fiumei út,47.582551,19.085997,,,F00711,2.0,5.0,593,0.0,1
F00747,Ugró Gyula utca,47.580363,19.099139,,,F00747,1.0,-69.0,596,0.0,1
F00884,Izzó utca,47.579991,19.095754,,,F00884,1.0,-143.0,597,0.0,1
F00708,Gárdonyi Géza utca,47.58424,19.090438,,,F00708,2.0,120.0,599,0.0,1
064377,Ürömhegyi út / Jutas utca [11],47.582618,19.015383,,,064377,2.0,,604,0.0,1
076394,Aranyvölgy vasútállomás,47.574337,19.016474,,,076394,1.0,-60.0,606,0.0,1
F00631,Bóbita utca,47.571951,19.016865,,,F00631,1.0,150.0,607,0.0,1
007949,Kocsis Sándor út,47.574343,19.013009,,,007949,1.0,180.0,608,0.0,1
F00529,Szőlővész utca,47.575818,19.013692,,,F00529,1.0,134.0,609,0.0,1
056123,Borsmenta utca,47.572507,19.010551,,,056123,1.0,-134.0,610,0.0,1
056124,Citronella utca,47.571696,19.006817,,,056124,1.0,,611,0.0,1
F00545,Jablonka út,47.562091,19.008167,,,F00545,2.0,,620,0.0,1
F00546,Erdőalja út,47.559451,19.006597,,,F00546,2.0,86.0,621,0.0,1
043955,Óbudai autóbuszgarázs (Törökkő kapu),47.56689,19.031889,,,043955,,,627,0.0,1
F00558,Óbudai temető,47.56438,19.022503,,,F00558,1.0,164.0,630,0.0,1
007879,"Római úti lakótelep, Varsa utca",47.570863,19.058543,,,007879,2.0,93.0,637,0.0,1
F00664,Nánási út,47.570279,19.061613,,,F00664,2.0,-176.0,638,0.0,1
F00499,Pók utca,47.565278,19.05797,,,F00499,2.0,-80.0,639,0.0,1
F00665,Silvanus sétány,47.567193,19.061506,,,F00665,2.0,179.0,640,0.0,1
F00485,Római tér,47.569797,19.048509,,,F00485,1.0,-7.0,642,0.0,1
F00502,Kadosa utca,47.57126,19.05413,,,F00502,2.0,91.0,643,0.0,1
F00486,Monostori út,47.57314,19.050621,,,F00486,2.0,96.0,644,0.0,1
F00504,Sujtás utca,47.563461,19.050927,,,F00504,2.0,20.0,646,0.0,1
F00514,Dinamó utca,47.563968,19.036284,,,F00514,1.0,15.0,651,0.0,1
F00549,Kubik utca,47.562554,19.023634,,,F00549,1.0,-16.0,652,0.0,1
F00550,Kubik utca,47.561331,19.02382,,,F00550,1.0,152.0,653,0.0,1
F01929,Jégvirág utca,47.46223,19.008853,,,F01929,1.0,47.0,674,0.0,1
077969,Andor utcai autóbuszgarázs (kapu),47.457701,19.027184,,,077969,,,693,0.0,1
087616,Mezőkövesd út MOL töltőállomás,47.439699,19.044018,,,087616,,,719,0.0,1
090915,Andor utca / Tétényi út,47.457018,19.033547,,,090915,1.0,-1.0,738,0.0,1
083777,Budafoki Szomszédok Piaca,47.427563,19.039417,,,083777,1.0,-101.0,760,0.0,1
F04413,Mező utca,47.421788,19.032129,,,F04413,1.0,-165.0,766,0.0,1
008106,Vihar utca,47.434282,19.035651,,,008106,1.0,143.0,775,0.0,1
009475,Méhész utca,47.438572,19.034695,,,009475,2.0,155.0,777,0.0,1
066477,Hunyadi János út tároló,47.431139,19.042741,,,066477,2.0,,781,0.0,1
009431,Régi vám,47.446818,19.006063,,,009431,2.0,7.0,784,0.0,1
096830,Jogar utca,47.435114,19.013117,,,096830,1.0,12.0,791,0.0,1
F01915,Alabástrom utca,47.451643,19.017994,,,F01915,2.0,101.0,801,0.0,1
041092,Csepeli Kórház,47.424622,19.058674,,,041092,2.0,-46.0,802,0.0,1
044076,Déli utca,47.423173,19.061198,,,044076,1.0,-45.0,803,0.0,1
F04269,Mansfeld Péter utca,47.425624,19.063008,,,F04269,2.0,-161.0,804,0.0,1
041093,Duna utca,47.428215,19.059125,,,041093,2.0,34.0,805,0.0,1
F04279,Karácsony Sándor utca,47.427418,19.070219,,,F04279,1.0,4.0,808,0.0,1
F04278,Karácsony Sándor utca,47.425916,19.069927,,,F04278,1.0,-177.0,809,0.0,1
041094,Színesfém utca,47.430535,19.0646,,,041094,2.0,93.0,812,0.0,1
F04182,Károli Gáspár utca,47.429324,19.072367,,,F04182,2.0,-175.0,816,0.0,1
067563,"Csepel, Szent István út MOL kút",47.419083,19.074285,,,067563,2.0,,833,0.0,1
F04237,Posztó utca,47.410861,19.076149,,,F04237,2.0,-47.0,843,0.0,1
F04234,Csille utca,47.406651,19.07722,,,F04234,2.0,130.0,844,0.0,1
F04235,Szent László utcai lakótelep,47.406848,19.080228,,,F04235,2.0,0.0,845,0.0,1
F04236,Fémmű utca,47.408845,19.078308,,,F04236,2.0,-27.0,847,0.0,1
F04273,Vas Gereben utca,47.41328,19.058619,,,F04273,1.0,32.0,855,0.0,1
F04274,Vas Gereben utca,47.412228,19.057334,,,F04274,1.0,-148.0,856,0.0,1
F04282,Jupiter utca,47.408324,19.062275,,,F04282,1.0,-65.0,859,0.0,1
F04393,Mechanikai Művek,47.425962,18.969053,,,F04393,2.0,,868,0.0,1
009448,Görgey utca,47.406802,18.991613,,,009448,2.0,-18.0,883,0.0,1
043571,Dukát utca,47.408304,18.991015,,,043571,2.0,-5.0,884,0.0,1
009446,Botond utca,47.403953,18.995789,,,009446,2.0,-123.0,893,0.0,1
F04420,Arany János utca,47.428393,19.02388,,,F04420,2.0,14.0,901,0.0,1
F04422,Kiránduló utca,47.427726,19.020314,,,F04422,1.0,132.0,903,0.0,1
008918,"Budatétény, benzinkút",47.4301,19.003628,,,008918,2.0,-156.0,909,0.0,1
009451,Gyűszű utca,47.417266,19.0224,,,009451,2.0,-131.0,913,0.0,1
009454,Wesselényi utca,47.415917,19.026059,,,009454,2.0,108.0,914,0.0,1
009455,Ostor utca,47.416544,19.029864,,,009455,1.0,19.0,918,0.0,1
009472,Promontor utca,47.418055,19.027015,,,009472,1.0,-104.0,919,0.0,1
F04517,DEXTER,47.405176,19.022261,,,F04517,2.0,61.0,923,0.0,1
F04476,"Baross Gábor-telep, Ispiláng utca",47.416584,19.001462,,,F04476,2.0,23.0,928,0.0,1
F00320,Budenz út,47.52029,18.988862,,,F00320,2.0,98.0,944,0.0,1
F02359,Zirzen Janka utca,47.51136,18.992669,,,F02359,2.0,-112.0,947,0.0,1
F00427,Nyúl utca,47.509002,19.017008,,,F00427,1.0,-69.0,964,0.0,1
F00159,Szent János Kórház,47.510357,19.008366,,,F00159,1.0,-40.0,966,0.0,1
F00298,Zilah utca,47.515604,19.011558,,,F00298,2.0,128.0,975,0.0,1
F00299,Detrekő utca,47.517349,19.012433,,,F00299,2.0,-27.0,976,0.0,1
F00297,Hankóczy Jenő utca,47.516889,19.008902,,,F00297,2.0,132.0,978,0.0,1
F02274,Mindszenty József bíboros tér,47.487243,18.989793,,,F02274,2.0,,989,0.0,1
F02439,Thomán István utca,47.494641,18.998513,,,F02439,2.0,,1016,0.0,1
F02415,Márvány utca,47.494621,19.020478,,,F02415,2.0,-50.0,1021,0.0,1
F02404,Goldmark Károly utca,47.501797,19.015553,,,F02404,2.0,,1025,0.0,1
F02405,Határőr út,47.503497,19.016043,,,F02405,1.0,-38.0,1026,0.0,1
F02488,Csemegi utca,47.501645,19.018128,,,F02488,1.0,-35.0,1027,0.0,1
F02422,Agárdi út,47.495169,19.015235,,,F02422,2.0,-126.0,1030,0.0,1
F02406,Ráth György utca,47.500027,19.020717,,,F02406,1.0,-62.0,1033,0.0,1
F02309,Nagy Jenő utca,47.492148,19.019086,,,F02309,2.0,82.0,1038,0.0,1
F02313,"Széchenyi-hegy, Gyermekvasút",47.495117,18.9795,,,F02313,2.0,,1051,0.0,1
F00331,Csibor utca,47.53669,18.969139,,,F00331,1.0,-59.0,1061,0.0,1
F00332,Csibor utca,47.53607,18.970574,,,F00332,1.0,114.0,1062,0.0,1
090693,Hűvösvölgyi út MOL kút,47.537117,18.967521,,,090693,,,1064,0.0,1
F00416,Széher út 16.,47.521951,18.984624,,,F00416,2.0,135.0,1069,0.0,1
F00417,Bölöni György utca / Széher út,47.524126,18.980545,,,F00417,2.0,126.0,1072,0.0,1
F02380,Fácános tér,47.511005,18.972058,,,F02380,2.0,,1082,0.0,1
007919,Pólus Center,47.552544,19.143552,,,007919,2.0,-123.0,1086,0.0,1
009072,AsiaCenter,47.548412,19.146959,,,009072,1.0,-46.0,1087,0.0,1
008246,Rákospalotai köztemető,47.55124,19.13601,,,008246,2.0,-50.0,1091,0.0,1
F03157,Vásárcsarnok,47.545962,19.140592,,,F03157,1.0,5.0,1094,0.0,1
F03166,Nyírpalota út,47.547923,19.14021,,,F03166,1.0,-175.0,1095,0.0,1
F03209,Zsókavár utca,47.54095,19.143279,,,F03209,1.0,-45.0,1102,0.0,1
008353,Észak-Pesti Kórház,47.539377,19.122388,,,008353,2.0,46.0,1125,0.0,1
F03071,Rákos úti szakrendelő,47.553326,19.118391,,,F03071,1.0,-157.0,1130,0.0,1
F03116,Szerencs utca,47.551519,19.117777,,,F03116,1.0,15.0,1136,0.0,1
009538,Irány utca,47.540469,19.109767,,,009538,1.0,-39.0,1144,0.0,1
F03035,"Kossuth utca, lakótelep",47.566693,19.128827,,,F03035,2.0,-39.0,1156,0.0,1
F03036,Juhos utca,47.564491,19.127455,,,F03036,1.0,-124.0,1157,0.0,1
F03048,Hubay Jenő tér,47.562905,19.117925,,,F03048,1.0,74.0,1161,0.0,1
F03047,"Rákospalota, Széchenyi tér",47.563349,19.120694,,,F03047,2.0,126.0,1164,0.0,1
F03042,Telek utca,47.559231,19.131279,,,F03042,2.0,42.0,1165,0.0,1
F03043,Rákosmező utca 39.,47.56086,19.130219,,,F03043,1.0,-31.0,1166,0.0,1
F03041,Cserba Elemér út,47.559441,19.127692,,,F03041,1.0,133.0,1167,0.0,1
008944,Újpest-városkapu M (Váci út),47.556577,19.076558,,,008944,1.0,18.0,1172,0.0,1
F00832,Munkásotthon utca,47.559074,19.099332,,,F00832,1.0,157.0,1181,0.0,1
F00812,Csányi László utca,47.558036,19.085353,,,F00812,1.0,30.0,1190,0.0,1
F00813,Aradi utca,47.556539,19.084371,,,F00813,2.0,121.0,1191,0.0,1
F00752,Vadgesztenye utca,47.575378,19.104398,,,F00752,1.0,31.0,1203,0.0,1
F00768,Irányi Dániel utca,47.577055,19.086658,,,F00768,2.0,125.0,1221,0.0,1
F00770,Irányi Dániel utca / Baross utca,47.574053,19.08983,,,F00770,1.0,33.0,1224,0.0,1
F01074,Rippl-Rónai utca,47.514904,19.072299,,,F01074,1.0,-128.0,1241,0.0,1
F01068,Ferdinánd híd (Izabella utca),47.510112,19.062341,,,F01068,1.0,-39.0,1254,0.0,1
F02511,Jászai Mari tér,47.51389,19.049372,,,F02511,1.0,,1269,0.0,1
F00932,Szent István körút,47.512046,19.052319,,,F00932,1.0,25.0,1271,0.0,1
F01131,Keleti pályaudvar M (Garay utca),47.501824,19.082036,,,F01131,1.0,,1280,0.0,1
062517,Rózsák tere,47.501817,19.075598,,,062517,1.0,45.0,1286,0.0,1
062942,Péterfy Sándor utca,47.501636,19.077828,,,062942,1.0,-30.0,1287,0.0,1
F01127,Bethlen Gábor tér,47.504514,19.078414,,,F01127,1.0,128.0,1291,0.0,1
F01128,Nefelejcs utca,47.505936,19.079239,,,F01128,1.0,-125.0,1292,0.0,1
F01123,Bethlen Gábor utca,47.506422,19.076609,,,F01123,1.0,144.0,1295,0.0,1
F01143,Cserhát utca,47.503703,19.085939,,,F01143,1.0,-122.0,1306,0.0,1
F02898,Kassai tér,47.524799,19.09655,,,F02898,1.0,31.0,1314,0.0,1
F02951,Fűrész utca,47.527397,19.098651,,,F02951,1.0,26.0,1316,0.0,1
008241,Szőnyi út,47.526625,19.09622,,,008241,1.0,-40.0,1317,0.0,1
F02698,Kós Károly sétány,47.518741,19.085166,,,F02698,2.0,135.0,1321,0.0,1
008242,Teleki Blanka utca,47.523865,19.093761,,,008242,1.0,-156.0,1323,0.0,1
005924,Mill.FAV járműtelep (kapu),47.518788,19.093168,,,005924,,,1327,0.0,1
F02713,Vakok Intézete,47.513549,19.093168,,,F02713,1.0,-44.0,1331,0.0,1
F02977,Ajtósi Dürer sor,47.514692,19.094857,,,F02977,2.0,-45.0,1334,0.0,1
F02561,Fiastyúk utca,47.543621,19.078675,,,F02561,1.0,-165.0,1343,0.0,1
F02562,Fiastyúk utca,47.544978,19.079712,,,F02562,1.0,17.0,1344,0.0,1
F02566,Cserhalom utca,47.541932,19.066613,,,F02566,1.0,86.0,1361,0.0,1
F02572,Lomb utca,47.53524,19.069958,,,F02572,1.0,16.0,1367,0.0,1
009420,Honvédkórház,47.531561,19.070886,,,009420,1.0,-135.0,1373,0.0,1
F02583,Hajdú utca,47.531039,19.07556,,,F02583,2.0,-72.0,1375,0.0,1
F02588,Béke tér,47.530761,19.08082,,,F02588,2.0,-4.0,1378,0.0,1
F02676,Frangepán utca,47.535132,19.083134,,,F02676,2.0,20.0,1380,0.0,1
F02584,Béke utca,47.532665,19.0807,,,F02584,1.0,104.0,1381,0.0,1
049177,Kárpát utca,47.527408,19.059105,,,049177,1.0,,1387,0.0,1
049178,Révész utca,47.52685,19.061482,,,049178,1.0,-69.0,1388,0.0,1
083948,"Árpád fejedelem útja, MOL-töltőállomás",47.536055,19.046334,,,083948,,,1398,0.0,1
F00602,Galagonya utca,47.530133,19.039386,,,F00602,1.0,-165.0,1399,0.0,1
F00603,Nagyszombat utca,47.531833,19.040023,,,F00603,1.0,-8.0,1400,0.0,1
F00248,Császár-Komjádi uszoda,47.51961,19.038046,,,F00248,1.0,173.0,1404,0.0,1
F00247,Császár-Komjádi uszoda,47.521409,19.038272,,,F00247,1.0,2.0,1405,0.0,1
081954,Kacsa utca,47.510526,19.039256,,,081954,1.0,1.0,1411,0.0,1
049903,Mansfeld Péter park,47.517075,19.033226,,,049903,2.0,3.0,1413,0.0,1
F00227,Vérhalom utca,47.519063,19.033424,,,F00227,2.0,5.0,1414,0.0,1
F01991,Budafoki út / Szerémi sor,47.472823,19.052568,,,F01991,1.0,0.0,1451,0.0,1
056219,Újbuda-központ,47.47286,19.045954,056219,,CSLM4UK1,1.0,-174.0,1454,0.0,1
F01355,Földváry utca,47.462763,19.080141,,,F01355,1.0,149.0,1467,0.0,1
098921,Gubacsi út VB telephely,47.465388,19.086774,,,098921,,,1475,0.0,1
F01356,Koppány utca,47.465426,19.078392,,,F01356,1.0,-27.0,1481,0.0,1
F01492,Péceli utca,47.469484,19.099352,,,F01492,1.0,131.0,1483,0.0,1
F01501,Albert Flórián út,47.473613,19.097127,,,F01501,1.0,29.0,1485,0.0,1
022006,Szenes Iván tér,47.47999,19.095703,,,022006,2.0,118.0,1498,0.0,1
F01225,Csobánc utca,47.488403,19.08825,,,F01225,1.0,84.0,1530,0.0,1
F00956,Arany János utca,47.504733,19.054679,,,F00956,2.0,,1542,0.0,1
F01022,Hold utca (Belvárosi piac),47.505148,19.052398,,,F01022,1.0,-7.0,1543,0.0,1
F01021,Hercegprímás utca,47.502261,19.051986,,,F01021,1.0,81.0,1546,0.0,1
F01020,Széchenyi utca,47.503142,19.048522,,,F01020,1.0,159.0,1548,0.0,1
F00986,Zrínyi utca,47.499679,19.049464,,,F00986,1.0,170.0,1551,0.0,1
F00958,Kossuth Lajos tér,47.505808,19.044242,F00958,,CSF00958,2.0,-79.0,1553,0.0,1
F00110,Döbrentei tér,47.490074,19.044767,,,F00110,1.0,76.0,1566,0.0,1
F00102,Szarvas tér,47.492492,19.042355,,,F00102,1.0,-59.0,1569,0.0,1
F00953,Ferenciek tere,47.49182,19.056789,,,F00953,2.0,,1571,0.0,1
F00924,Petőfi tér,47.493105,19.050566,,,F00924,1.0,168.0,1573,0.0,1
F00982,Szervita tér,47.495371,19.052782,,,F00982,1.0,-27.0,1576,0.0,1
F01400,Török Pál utca,47.487779,19.061075,,,F01400,1.0,-18.0,1585,0.0,1
F01189,Corvin-negyed,47.484862,19.072242,,,F01189,2.0,,1591,0.0,1
F01339,Ráday utca,47.485548,19.06593,,,F01339,1.0,-127.0,1594,0.0,1
F01173,Szövetség utca,47.500288,19.072996,,,F01173,1.0,40.0,1596,0.0,1
F01163,Kiss József utca,47.497509,19.074043,,,F01163,1.0,160.0,1601,0.0,1
F01019,Astoria,47.494825,19.062457,F01019,,CSF01019,2.0,69.0,1606,0.0,1
