stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,stop_direction,clust,max_distance,quant
F03142,Késmárk utca,47.530129,19.148166,,,F03143,2.0,-57.0,1814,65.86115515135327,2
F03253,Rákosi út,47.521348,19.166998,,,F03253,1.0,140.0,1817,79.7190586967967,4
F03254,József utca,47.521348,19.166998,,,F03253,2.0,-123.0,1817,79.7190586967967,4
F03256,Rákosi út,47.521348,19.166998,,,F03253,1.0,-34.0,1817,79.7190586967967,4
F03255,József utca,47.521348,19.166998,,,F03253,2.0,56.0,1817,79.7190586967967,4
F03357,Szent Korona utca,47.526079,19.169273,,,F03357,2.0,146.0,1818,59.4104746416983,2
009238,Szent Korona utca,47.526079,19.169273,,,F03357,2.0,-34.0,1818,59.4104746416983,2
009383,János utca,47.523533,19.172315,,,009383,2.0,-124.0,1819,52.239321606510536,3
F03251,Rákosi út,47.523533,19.172315,,,009383,2.0,147.0,1819,52.239321606510536,3
F03252,János utca,47.523533,19.172315,,,009383,2.0,54.0,1819,52.239321606510536,3
F03258,Csömöri út,47.528796,19.166603,,,F03258,1.0,144.0,1820,80.97590754248662,3
009239,Csömöri út,47.528796,19.166603,,,F03258,2.0,-34.0,1820,80.97590754248662,3
F03259,János utca,47.528796,19.166603,,,F03258,1.0,52.0,1820,80.97590754248662,3
F03359,Szent Korona utca,47.523824,19.16452,,,F03359,1.0,143.0,1822,49.47327487498446,2
F03360,Szent Korona utca,47.523824,19.16452,,,F03359,1.0,-29.0,1822,49.47327487498446,2
F03262,József utca,47.52594,19.161989,,,F03262,1.0,55.0,1823,53.83079149327749,3
F03260,József utca,47.52594,19.161989,,,F03262,1.0,-117.0,1823,53.83079149327749,3
