stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,gini_house_walk15,gini_house_multimodal,walk15_mean_price,multimodal_mean_price,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
007877,3.094,0.9241,32,0.513,7.154,8.781,2,5,6,10,22,6,17,12,9,2,2,3,2,11,3,2,12,2,2.081,1.013,Bíróság,47.519544,18.97806,2120,3.2314658460656614e-07,0.0009837678307919,0.0540533354603706,0.0068660410316393,0.139,0.151,0.852,0.78,0.123854,0.13317,0.278032,0.360259
007878,3.874,0.8772,46,0.77,7.15,8.78,2,6,11,14,31,8,26,24,15,2,2,3,2,11,3,2,12,2,2.099,1.775,Bíróság,47.519418,18.978021,2120,3.2314658460656614e-07,0.0009837678307919,0.0540533354603706,0.0068660410316393,0.139,0.1509,0.852,0.78,0.124168,0.139979,0.27422,0.373276
007879,2.639,0.425,16,1.044,9.057,8.701,5,5,14,3,35,2,50,10,24,3,2,10,2,13,1,46,4,15,2.298,0.3409999999999997,"Római úti lakótelep, Varsa utca",47.570863,19.058543,1752,6.2607131788810625e-09,0.0004918839153959,0.0497650053852932,0.0,0.1582,0.17,0.709,0.639,0.128583,0.13398,0.276003,0.344026
007881,4.646,0.6776,43,1.404,6.495,6.97,22,16,29,8,74,20,119,17,101,11,9,23,4,52,11,64,14,50,3.188,1.4579999999999995,Váradi utca,47.543722,19.030125,1947,1.9852159987255306e-06,0.0019675356615838,0.0613217506711308,0.0012713912741004,0.1481,0.1493,0.615,0.658,0.153945,0.1756,0.379244,0.371556
007883,5.021,0.5949,48,2.254,6.725,7.175,20,12,28,8,62,18,101,16,84,11,9,17,3,44,9,53,13,36,3.224,1.7969999999999997,Perényi út,47.5458,19.029579,1973,1.029145234346044e-06,0.0009837678307919,0.0579020819686138,0.0,0.1457,0.1493,0.615,0.658,0.149009,0.164973,0.358126,0.354507
007884,12.517,0.2596,149,8.704,1.025,2.562,223,133,301,63,223,83,1720,122,585,107,42,82,17,43,31,938,32,211,3.213,9.303999999999998,Deák Ferenc tér M,47.497413,19.055158,366,0.002881170524049,0.0044269552385636,0.0972960038286671,0.2526679187957686,0.1748,0.1914,0.952,0.813,0.26154,0.2443,0.449846,0.474775
007885,6.385,0.032,61,2.651,1.291,2.979,168,73,141,35,121,48,1190,56,340,75,23,47,10,41,23,653,22,153,2.384,4.001,Dorottya utca (Vörösmarty tér M),47.497476,19.049623,369,0.0006732052278956,0.0014756517461878,0.0900274554955274,0.0015807653771373,0.1699,0.192,1.038,0.814,0.264149,0.250705,0.444352,0.460155
007897,10.667,0.4663,105,4.683,4.036,6.043,15,27,65,21,102,23,146,51,160,5,13,22,5,32,9,66,18,37,3.103,7.564,Kelenföld vasútállomás M,47.464572,19.022964,1413,0.0001472116012855,0.0044269552385636,0.0722947263610824,0.0676980425782687,0.1386,0.1515,0.656,0.694,0.133432,0.136003,0.456879,0.414838
007898,10.387,0.366,103,4.793,4.027,6.035,15,26,58,21,98,22,134,52,151,5,13,22,4,32,9,67,18,38,3.105,7.282,Kelenföld vasútállomás M,47.464653,19.023017,1413,0.0001472116012855,0.0044269552385636,0.0722947263610824,0.0676980425782687,0.1378,0.1515,0.656,0.694,0.133445,0.136706,0.456605,0.413148
007900,5.08,0.2345,61,1.838,3.379,5.105,43,35,58,29,99,15,231,37,160,36,19,40,20,56,9,174,24,106,3.228,1.852,Maros utcai rendelőintézet,47.503724,19.022401,1260,0.0001389269565136,0.0009837678307919,0.0738118578223142,0.0001862540294773,0.131,0.154,0.75,0.787,0.220012,0.210819,0.451596,0.446455
007913,3.467,0.8776,24,1.95,11.311,9.388,1,1,4,3,7,6,2,8,1,0,0,2,2,2,2,2,2,0,2.853,0.6139999999999999,526. sor,47.479281,19.211332,77,2.246617340184041e-07,0.0014756517461878,0.047835294117647,0.0019704839065554,0.1407,0.1569,0.348,0.392,0.105623,0.127436,0.125209,0.188412
007914,2.361,0.8842,20,1.275,11.321,9.398,0,0,1,0,4,0,2,3,0,0,0,2,2,2,2,2,2,0,2.83,-0.4689999999999998,526. sor,47.4793,19.211468,77,2.246617340184041e-07,0.0014756517461878,0.047835294117647,0.0019704839065554,0.1407,0.1569,0.348,0.392,0.105729,0.118962,0.124172,0.19792
007919,2.916,0.7089,19,0.628,9.325,7.567,0,9,25,2,43,6,20,14,19,1,4,12,0,32,0,11,4,11,2.047,0.8689999999999998,Pólus Center,47.552544,19.143552,815,5.195913940675147e-06,0.0009837678307919,0.0584783546670501,0.0037434814352,0.0986,0.1512,0.425,0.448,0.147978,0.132267,0.437469,0.409455
007923,6.292,0.445,56,3.007,10.589,9.528,5,5,17,2,41,8,21,18,11,2,4,11,1,24,4,11,10,4,3.355,2.937,Kele utca,47.431808,19.173804,872,2.202697033980114e-05,0.0014756517461878,0.0666666666666666,0.0006031097001228,0.1645,0.1532,0.381,0.388,0.111938,0.118968,0.360942,0.334248
007924,6.164,0.5245,44,7.861,13.38,12.74,1,4,17,1,13,4,12,8,14,1,0,7,0,0,0,5,2,5,1.621,4.542999999999999,Ültetvény utca,47.396895,19.175423,922,1.9319020121020328e-05,0.0009837678307919,0.0652125100240577,0.0038897287848634,0.1762,0.1836,0.371,0.375,0.129915,0.132413,0.183145,0.214086
007927,4.15,0.8077,26,2.446,13.379,11.902,0,2,9,0,14,5,7,11,1,1,0,2,0,2,1,4,1,0,1.827,2.3230000000000004,Ferihegy vasútállomás,47.438423,19.222716,981,2.7475716193693063e-05,0.0009837678307919,0.060663026288306,0.0029483986661037,0.237,0.2043,0.433,0.4,0.14408,0.136258,0.287241,0.314073
007928,2.392,0.8688,14,2.538,13.46,11.989,0,1,3,0,9,4,2,8,0,1,1,3,0,3,1,6,3,1,2.131,0.2610000000000001,Ferihegy vasútállomás,47.437667,19.223377,981,2.7475716193693063e-05,0.0009837678307919,0.060663026288306,0.0029483986661037,0.1558,0.2043,0.38,0.4,0.137613,0.136928,0.287643,0.32467
007930,7.012,0.4161,65,3.295,6.849,8.25,9,15,19,5,63,8,45,29,35,1,10,9,2,27,5,24,14,22,2.687,4.324999999999999,Savoyai Jenő tér (Törley tér),47.430333,19.036354,1506,2.3539472217099383e-08,0.0009837678307919,0.0545376505620087,0.0004428735013976,0.1624,0.1997,0.461,0.551,0.122502,0.126305,0.328994,0.31915
007931,3.741,0.5303,38,0.816,6.836,8.23,6,7,11,4,42,6,27,16,18,1,10,9,2,27,5,24,14,22,2.655,1.0860000000000003,Savoyai Jenő tér (Törley tér),47.430369,19.036792,1506,2.3539472217099383e-08,0.0009837678307919,0.0545376505620087,0.0004428735013976,0.1654,0.2006,0.462,0.553,0.12331,0.123678,0.332141,0.321593
007949,2.431,0.7103,19,0.379,10.135,10.481,3,3,8,0,13,3,30,5,16,0,0,1,0,1,1,3,1,0,2.497,-0.0659999999999998,Kocsis Sándor út,47.574343,19.013009,1683,1.0870058105353808e-10,0.0014756517461878,0.0420275773675397,0.0019670515238718,0.1906,0.1227,0.658,0.749,0.095786,0.123054,0.080016,0.250789
007950,11.176,0.6401,114,6.177,2.03,0.796,146,86,222,41,141,70,1063,94,291,19,28,83,11,34,24,162,36,81,3.418,7.758,Keleti pályaudvar M,47.501104,19.082712,494,0.0246691455078393,0.0054107230693556,0.0929583904892546,0.2946823744991729,0.1597,0.156,0.623,0.601,0.237783,0.236145,0.491875,0.478124
007967,10.264,0.485,100,4.849,4.01,6.04,31,32,74,23,91,30,228,53,219,5,13,20,4,23,9,63,15,36,2.598,7.665999999999999,Kelenföld vasútállomás M,47.465732,19.021875,1413,0.0001472116012855,0.0044269552385636,0.0722947263610824,0.0676980425782687,0.1394,0.1515,0.657,0.694,0.135105,0.15951,0.465626,0.429248
007968,4.431,0.4754,43,1.656,10.312,8.87,1,6,16,4,34,6,16,10,23,0,4,9,3,24,6,12,8,16,3.096,1.335,Mogyoród útja,47.570602,19.128267,1808,6.718927147493362e-08,0.0014756517461878,0.0504366378882603,0.0,0.2172,0.166,0.437,0.419,0.139311,0.124422,0.269106,0.302538
007973,2.499,0.897,28,0.44,9.442,10.76,2,5,8,4,18,6,21,18,10,1,4,2,0,13,4,10,4,7,2.48,0.0190000000000001,Hűvösvölgy,47.542892,18.964574,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2138,0.1875,0.571,0.807,0.139329,0.134261,0.159727,0.289399
007974,2.716,0.856,31,0.604,9.41,10.731,3,5,8,5,19,6,21,18,12,1,6,5,0,13,5,14,6,9,3.045,-0.3289999999999997,Hűvösvölgy,47.542605,18.964773,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2121,0.1875,0.571,0.807,0.132276,0.131759,0.15393,0.274152
007975,2.713,0.918,30,0.505,9.484,10.798,1,7,9,5,24,7,24,19,15,1,6,4,1,16,6,17,7,9,2.86,-0.1469999999999998,Hűvösvölgy,47.543243,18.964281,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2105,0.1875,0.563,0.807,0.123081,0.139179,0.149987,0.297696
007976,2.025,0.8812,22,0.398,9.502,10.818,1,4,4,2,13,5,17,11,8,1,6,4,1,16,6,17,7,9,2.885,-0.8599999999999999,Hűvösvölgy,47.543264,18.963995,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2116,0.1875,0.567,0.807,0.121113,0.126355,0.147475,0.249971
007977,2.025,0.8812,22,0.398,9.469,10.789,1,4,4,2,13,5,17,11,8,1,4,2,0,13,4,10,3,7,2.443,-0.4180000000000001,Hűvösvölgy,47.542968,18.964195,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2071,0.1875,0.582,0.807,0.138517,0.126355,0.159918,0.249971
007978,2.025,0.8812,22,0.398,9.442,10.764,1,4,4,2,13,5,17,11,8,1,4,2,0,13,4,10,5,7,2.533,-0.508,Hűvösvölgy,47.542707,18.964355,2085,6.038759540110586e-10,0.0014756517461878,0.0450157211815242,0.0290959502848666,0.2138,0.1875,0.571,0.807,0.137607,0.126355,0.157937,0.249971
007979,7.442,0.3903,88,2.933,2.034,2.165,135,85,185,38,100,48,1075,67,337,74,35,82,17,39,22,455,39,154,3.301,4.141,Vörösmarty utca M,47.507468,19.066509,416,0.0003586160463154,0.0024594195769798,0.0831050974941748,0.0040467927294086,0.1601,0.1924,0.771,0.809,0.256052,0.251419,0.445884,0.46015
007980,6.624,0.5069,71,1.962,2.034,2.148,104,64,148,30,82,35,855,51,272,74,33,84,18,38,22,457,39,153,3.323,3.301,Vörösmarty utca M,47.507444,19.066767,416,0.0003586160463154,0.0024594195769798,0.0831050974941748,0.0040467927294086,0.1599,0.1458,0.77,0.682,0.256566,0.249021,0.446055,0.463012
007995,6.293,0.4373,53,4.633,9.289,10.73,9,12,22,3,44,10,42,26,30,2,4,6,1,12,3,17,10,16,2.701,3.592,Jókai Mór utca,47.410717,19.020681,1642,2.8748077074211547e-10,0.0024594195769798,0.0482508188161579,0.0145272583630512,0.2119,0.1768,0.489,0.45,0.138815,0.142689,0.268779,0.2885
008020,10.963,0.4445,131,10.057,5.744,3.615,5,30,46,11,122,11,92,53,73,1,8,8,4,51,2,21,16,22,2.538,8.424999999999999,Örs vezér tere M+H,47.500932,19.136306,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.145,0.1398,0.537,0.516,0.168659,0.148312,0.478946,0.439493
008021,10.963,0.4445,131,10.057,5.764,3.63,5,30,46,11,122,11,92,53,73,1,11,12,4,54,2,26,19,25,2.725,8.238,Örs vezér tere M+H,47.50194,19.136228,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1406,0.1398,0.535,0.516,0.165264,0.148312,0.479252,0.439493
008022,10.963,0.4445,131,10.057,5.761,3.629,5,30,46,11,122,11,92,53,73,1,9,8,4,53,2,25,16,24,2.65,8.312999999999999,Örs vezér tere M+H,47.501517,19.136333,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1446,0.1398,0.538,0.516,0.166498,0.148312,0.478854,0.439493
008023,11.641,0.4034,140,10.354,5.745,3.613,5,30,46,11,122,11,95,53,73,1,9,8,4,52,2,25,16,24,2.639,9.002,Örs vezér tere M+H,47.501472,19.136134,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1437,0.1398,0.538,0.516,0.166416,0.147793,0.479159,0.437461
008024,10.971,0.4431,132,10.059,5.742,3.612,5,30,47,11,122,11,92,53,74,1,9,9,4,51,2,23,17,22,2.597,8.374,Örs vezér tere M+H,47.501148,19.136213,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.145,0.1398,0.537,0.516,0.167904,0.148323,0.479275,0.439627
008025,11.408,0.4121,137,10.152,5.737,3.604,5,30,46,11,122,11,93,53,73,1,9,8,4,53,2,25,18,24,2.584,8.824,Örs vezér tere M+H,47.501778,19.135922,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1446,0.1398,0.538,0.516,0.167538,0.14788,0.478649,0.438074
008026,10.996,0.4583,133,10.051,5.734,3.603,5,30,46,11,122,11,92,53,73,1,8,8,4,50,2,23,15,23,2.538,8.458,Örs vezér tere M+H,47.501355,19.136028,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1437,0.1398,0.538,0.516,0.168449,0.148312,0.478283,0.439493
008028,10.963,0.4445,131,10.057,5.717,3.587,5,30,46,11,122,11,92,53,73,1,8,8,4,51,2,21,16,22,2.472,8.491,Örs vezér tere M+H,47.501112,19.135882,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1461,0.1398,0.537,0.516,0.168727,0.148312,0.479521,0.439493
008029,10.963,0.4445,131,10.057,5.73,3.595,5,30,46,11,122,11,92,53,73,1,10,12,4,54,2,26,18,24,2.661,8.302,Örs vezér tere M+H,47.502111,19.135697,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1425,0.1398,0.537,0.516,0.165861,0.148312,0.479983,0.439493
008030,12.147,0.3019,145,9.737,5.713,3.579,5,31,51,11,134,11,94,56,76,1,9,8,4,53,2,24,16,24,2.477,9.67,Örs vezér tere M+H,47.501742,19.135604,726,0.5442157530461749,0.0088539104771273,0.0836246966393813,0.2277085449037489,0.1437,0.1398,0.539,0.516,0.168137,0.146927,0.479104,0.440689
008036,5.045,0.8118,49,2.159,3.193,1.445,19,22,75,12,60,29,107,28,46,7,4,13,0,15,3,18,9,2,2.385,2.66,Kőbányai út 31.,47.487461,19.104252,610,0.0016552909751423,0.0019675356615838,0.0794233699261632,0.0002008877433586,0.1853,0.159,0.584,0.564,0.228695,0.21535,0.463478,0.489574
008037,4.343,0.7127,44,1.525,3.153,1.414,13,12,44,4,43,15,50,20,19,7,4,12,0,16,3,18,10,2,2.348,1.995,Kőbányai út 31.,47.487452,19.103721,610,0.0016552909751423,0.0019675356615838,0.0794233699261632,0.0002008877433586,0.1899,0.159,0.566,0.564,0.234176,0.207012,0.461875,0.473765
008040,4.259,0.6491,51,1.187,1.998,4.083,26,18,47,17,58,20,166,27,151,24,14,39,15,39,19,145,23,140,2.979,1.2800000000000002,Tas vezér utca,47.478606,19.040827,1312,0.0001266797202622,0.0009837678307919,0.0773268418850557,0.0043101353418347,0.1095,0.1847,0.703,0.807,0.198322,0.192269,0.48518,0.47485
008041,4.751,0.5994,57,1.474,1.982,4.071,26,18,47,19,67,20,171,29,154,25,14,39,16,41,18,144,23,140,3.008,1.7430000000000003,Tas vezér utca,47.478849,19.040827,1312,0.0001266797202622,0.0009837678307919,0.0773268418850557,0.0043101353418347,0.1104,0.1847,0.702,0.807,0.197607,0.191968,0.485009,0.467013
008047,4.807,0.7444,45,1.352,8.657,7.395,8,14,24,5,38,8,44,17,34,2,5,13,3,16,3,13,6,20,3.549,1.2580000000000005,Lajosmizsei sorompó,47.450468,19.16141,1029,0.0001057819968108,0.0014756517461878,0.0684696214468543,0.0018186004411777,0.1325,0.1313,0.423,0.432,0.113259,0.135681,0.399041,0.444793
008050,4.206,0.645,43,1.226,4.158,6.265,3,11,20,7,35,5,35,17,40,3,9,7,4,26,4,16,14,14,3.264,0.9420000000000006,Liptó utca,47.4861,19.007031,1230,6.850348063055505e-07,0.0009837678307919,0.0558485797483654,0.0032185518809329,0.1629,0.1535,0.863,0.751,0.132901,0.156151,0.285554,0.322615
008051,3.709,0.6987,47,0.65,4.156,6.263,7,19,31,11,34,7,66,23,58,3,9,7,4,26,4,16,14,14,3.223,0.4860000000000002,Liptó utca,47.48601,19.007071,1230,6.850348063055505e-07,0.0009837678307919,0.0558485797483654,0.0032185518809329,0.1631,0.1633,0.871,0.791,0.132808,0.19019,0.28492,0.387144
008067,7.144,0.4147,84,3.762,6.539,7.307,4,12,26,4,65,7,44,51,18,3,8,12,1,28,3,23,24,10,2.911,4.2330000000000005,Szent Imre tér,47.430889,19.0703,1544,2.0428846998477675e-07,0.0024594195769798,0.058493497525607,0.0040583219198929,0.1371,0.1371,0.39,0.392,0.116964,0.114774,0.367061,0.374575
008087,11.189,0.4899,160,5.442,3.581,5.137,118,63,119,67,197,41,727,82,295,38,20,42,21,82,12,223,25,106,3.771,7.418,Fény utcai piac,47.508464,19.023646,1267,0.0008084083617852,0.0059026069847515,0.0841961401474364,0.1806627076215421,0.1472,0.1517,0.781,0.804,0.217402,0.225296,0.454896,0.439033
008090,10.629,0.3417,113,5.02,1.68,3.641,79,54,129,30,163,47,586,65,286,24,14,42,12,51,19,159,20,139,3.197,7.431999999999999,Móricz Zsigmond körtér M,47.477256,19.048786,1301,0.0006183761624346,0.0039350713231677,0.0836006250514022,0.1147316697220299,0.1197,0.1846,0.727,0.807,0.195584,0.199094,0.505878,0.474084
008093,7.533,0.4846,53,8.72,10.259,9.4,3,4,23,3,35,6,25,10,10,0,2,8,0,19,1,10,1,3,2.429,5.104000000000001,Dél-pesti autóbuszgarázs,47.426707,19.161776,896,0.0005381030190523,0.0009837678307919,0.0807066296149265,0.007491410791391,0.1799,0.1716,0.399,0.372,0.130267,0.126013,0.25418,0.282645
008094,5.425,0.5763,45,2.447,10.254,9.413,5,5,15,2,35,7,17,16,9,0,1,7,0,17,0,12,0,3,2.334,3.091,Dél-pesti autóbuszgarázs,47.42616,19.16094,897,0.0005381030190523,0.0009837678307919,0.0807066296149265,0.007491410791391,0.1817,0.1532,0.399,0.388,0.132389,0.115257,0.234777,0.338318
008095,7.574,0.501,53,8.949,10.113,9.33,3,8,28,3,37,6,23,9,12,0,2,3,0,6,0,14,0,4,1.801,5.773,Nagykőrösi út,47.425255,19.157029,895,0.0025274203150055,0.0059026069847515,0.0874935444999139,0.0843427089332602,0.196,0.1728,0.321,0.371,0.125925,0.126777,0.12453,0.290998
008096,8.272,0.4397,62,10.165,10.144,9.356,5,9,25,3,42,9,22,16,15,0,2,3,0,7,0,14,0,4,1.912,6.36,Nagykőrösi út,47.425183,19.157506,895,0.0025274203150055,0.0059026069847515,0.0874935444999139,0.0843427089332602,0.1894,0.1532,0.323,0.388,0.126653,0.126141,0.126776,0.312082
008098,7.413,0.026,60,2.444,6.936,8.684,5,6,17,5,32,8,26,20,32,0,0,4,1,1,1,0,2,3,2.723,4.69,Szabina út,47.43645,19.013416,1580,2.1073280328686503e-06,0.0024594195769798,0.0602656073990632,0.0155220689092656,0.1592,0.214,0.546,0.529,0.113694,0.126157,0.094214,0.219651
008106,5.239,0.4971,49,2.176,6.445,7.894,9,14,18,5,57,8,40,27,30,1,10,10,3,33,5,25,13,21,2.872,2.367,Vihar utca,47.434282,19.035651,1503,1.424849206539867e-07,0.0019675356615838,0.0575806497295153,0.0005755872280574,0.1654,0.1997,0.504,0.551,0.12486,0.126095,0.340232,0.34264
008109,4.559,0.65,44,1.905,11.045,12.695,1,4,12,3,16,4,5,8,2,0,4,9,2,17,2,2,5,3,3.291,1.2680000000000002,Damjanich utca,47.402518,18.991053,1652,1.3713365430254301e-10,0.0009837678307919,0.0433854755756631,0.0016747857085742,0.1687,0.1806,0.398,0.378,0.143619,0.11626,0.210508,0.192434
008110,4.693,0.6892,45,1.92,11.334,12.965,1,5,13,3,18,4,8,9,5,3,4,10,2,20,3,5,6,3,3.256,1.4369999999999998,Barosstelep vasútállomás,47.399613,18.990911,1651,2.9802694010635404e-11,0.0009837678307919,0.0420336600090973,0.0009453107395612,0.1657,0.1763,0.4,0.381,0.143071,0.123885,0.216503,0.208329
008111,3.777,0.3885,32,2.209,11.728,13.486,4,3,8,2,16,2,6,4,1,0,0,2,0,5,0,1,0,0,3.14,0.637,Barackos út / Angeli utca,47.402248,18.974427,1625,2.11559024683855e-08,0.0014756517461878,0.0510444913126443,0.0057821323003739,0.1977,0.1545,0.346,0.314,0.10905,0.156476,0.08353,0.208603
008112,4.26,0.4886,37,2.486,11.423,13.19,4,6,10,3,17,2,5,6,3,0,0,4,0,5,0,1,0,0,2.62,1.6399999999999997,Szakiskola utca,47.40492,18.975841,1624,1.3496564161355167e-08,0.0019675356615838,0.0487588439860894,0.0065953012882859,0.2069,0.1824,0.368,0.377,0.108607,0.14364,0.079605,0.214292
008113,4.346,0.5201,39,2.399,11.131,12.861,4,5,8,3,15,2,5,6,3,0,0,4,0,5,0,1,1,0,2.727,1.6190000000000002,Szilvafa utca,47.405214,18.982168,1650,2.8787942806567303e-09,0.0009837678307919,0.046773265846083,0.0057291169412434,0.1737,0.1824,0.398,0.377,0.108182,0.135867,0.12497,0.206007
008114,4.741,0.5852,44,2.04,10.881,12.546,3,5,12,4,17,4,6,7,3,0,2,9,1,15,2,2,4,3,3.264,1.477,Mátyás király utca,47.404326,18.990746,1653,6.425637911082786e-10,0.0014756517461878,0.0450127310970884,0.0050185155788958,0.1773,0.1806,0.401,0.378,0.145948,0.11849,0.213696,0.192695
008115,4.685,0.4886,37,1.418,7.427,9.085,2,2,11,2,8,1,5,9,14,0,1,8,2,5,0,4,5,8,2.976,1.7089999999999996,Szebeni utca,47.430338,19.016061,1592,2.541359078180304e-08,0.0009837678307919,0.051180705906047,0.0029751923232483,0.1606,0.1939,0.481,0.572,0.104918,0.13271,0.193083,0.171973
008116,3.432,0.6516,28,0.607,7.413,9.062,1,2,7,2,7,1,4,9,11,0,1,8,2,5,0,5,5,8,2.888,0.544,Szebeni utca,47.430177,19.016896,1592,2.541359078180304e-08,0.0009837678307919,0.051180705906047,0.0029751923232483,0.1562,0.1931,0.459,0.576,0.103666,0.118221,0.19985,0.221015
008119,4.929,0.7005,44,2.62,11.053,12.635,2,6,14,2,23,5,23,12,12,0,3,10,1,12,2,5,9,3,2.461,2.4680000000000004,Mátra utca,47.400093,18.997693,1667,8.874342335463293e-12,0.0009837678307919,0.0410731963553346,0.0005979452347429,0.1679,0.1763,0.416,0.381,0.138745,0.129719,0.232872,0.232333
008124,5.504,0.3089,44,1.771,7.505,9.2,3,3,9,4,9,1,11,11,17,0,1,6,2,6,0,4,5,5,3.217,2.2869999999999995,Zöldike utca,47.430738,19.012823,1604,1.1925342667667517e-07,0.0009837678307919,0.053858584788195,0.0039308156150491,0.1505,0.2151,0.481,0.528,0.106543,0.130074,0.174818,0.17802
008125,3.789,0.5835,32,1.26,7.477,9.182,2,2,9,2,7,1,4,9,12,0,1,6,2,5,0,4,5,5,3.159,0.6300000000000003,Zöldike utca,47.431205,19.012359,1604,1.1925342667667517e-07,0.0009837678307919,0.053858584788195,0.0039308156150491,0.1524,0.1931,0.481,0.576,0.107278,0.11703,0.171709,0.199514
008126,5.728,0.2188,46,2.732,7.347,9.077,3,2,10,4,17,5,9,13,17,1,0,6,1,6,0,4,5,3,3.225,2.503,Hír utca,47.432896,19.011523,1603,5.617123431389207e-07,0.0014756517461878,0.0568782698710237,0.0049008662106675,0.1616,0.2151,0.495,0.528,0.112826,0.131304,0.149555,0.192138
008127,3.572,0.5888,33,1.421,7.35,9.081,2,2,7,2,7,1,4,7,12,0,0,6,1,6,0,4,4,3,2.959,0.613,Hír utca,47.432914,19.011403,1603,5.617123431389207e-07,0.0014756517461878,0.0568782698710237,0.0049008662106675,0.1571,0.1931,0.491,0.576,0.110994,0.115241,0.147269,0.178969
008128,5.29,0.4812,51,2.114,6.263,7.713,5,12,21,7,55,11,42,27,24,1,10,10,3,38,5,27,14,20,2.921,2.369,Ady Endre út,47.435802,19.036578,1504,1.416659907786608e-07,0.0029513034923757,0.0575317655714973,0.0059562874482084,0.1677,0.1997,0.514,0.551,0.123232,0.127979,0.34313,0.349378
008132,9.587,0.5304,87,5.456,3.687,1.552,48,52,120,26,89,29,353,60,121,4,10,25,5,10,4,34,7,17,3.31,6.276999999999999,Puskás Ferenc Stadion M,47.501283,19.107691,591,0.0475708508668455,0.0039350713231677,0.089398003605822,0.1814341159034148,0.1501,0.1594,0.572,0.599,0.154228,0.223957,0.480564,0.476051
008146,5.307,0.5512,52,3.015,3.23,1.885,20,21,42,12,75,8,71,31,22,6,3,9,2,20,4,20,11,2,3.087,2.22,Vajda Péter utca,47.481389,19.103174,451,0.0011485278708018,0.0009837678307919,0.0876406431866189,0.0259892505221398,0.1708,0.1674,0.547,0.597,0.217536,0.202971,0.452248,0.480285
008147,5.419,0.3931,52,4.352,3.251,1.869,15,19,42,8,42,9,69,16,33,6,2,9,2,21,4,21,11,2,3.152,2.2669999999999995,Vajda Péter utca,47.48177,19.103619,451,0.0011485278708018,0.0009837678307919,0.0876406431866189,0.0259892505221398,0.1774,0.1602,0.551,0.606,0.219305,0.196337,0.447883,0.475817
008148,7.048,0.4807,68,5.79,3.423,1.73,27,27,65,13,82,19,102,33,42,7,2,11,0,15,2,13,11,2,2.947,4.101,Kőbányai út / Könyves Kálmán körút,47.485742,19.107077,608,0.0038052310934308,0.0039350713231677,0.084874545985889,0.0326580170303572,0.1803,0.1674,0.632,0.596,0.228425,0.198213,0.443593,0.487025
008149,6.789,0.1723,73,2.85,3.449,1.724,21,20,57,12,53,18,81,24,38,6,3,11,1,17,2,13,12,2,3.112,3.677,Kőbányai út / Könyves Kálmán körút,47.486236,19.107515,608,0.0038052310934308,0.0039350713231677,0.084874545985889,0.0326580170303572,0.1851,0.1583,0.613,0.565,0.226201,0.187609,0.446711,0.46999
008152,6.969,0.4256,74,3.564,2.748,2.893,22,25,50,16,56,7,207,24,72,12,8,19,8,14,5,45,7,17,2.829,4.140000000000001,Mester utca / Könyves Kálmán körút,47.469596,19.083728,1384,9.297583477157398e-05,0.0019675356615838,0.0801055991173805,0.0560208431293307,0.1253,0.17,0.654,0.632,0.185165,0.210265,0.450954,0.451153
008153,5.296,0.7159,51,2.277,2.771,2.872,18,17,30,8,44,7,100,17,33,9,8,16,7,12,4,34,4,17,2.754,2.5420000000000003,Mester utca / Könyves Kálmán körút,47.469723,19.084482,1384,9.297583477157398e-05,0.0019675356615838,0.0801055991173805,0.0560208431293307,0.127,0.1617,0.649,0.629,0.181716,0.201697,0.448753,0.45466
