stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,gini_house_walk15,gini_house_multimodal,walk15_mean_price,multimodal_mean_price,gini_walk15,gini_multimodal,arpu_low_ratio_walk15,arpu_low_ratio_multimodal
F02615,9.644,0.4671,100,7.466,3.105,3.244,110,85,186,42,174,39,944,75,404,19,26,67,12,50,9,234,29,170,3.283,6.361000000000001,Lehel tér M,47.517354,19.060723,313,0.0005886839041015,0.0039350713231677,0.087754133034057,0.0926452688125017,0.1453,0.1441,0.736,0.736,0.230376,0.236091,0.46987,0.466089
F02616,9.816,0.3604,106,6.85,3.143,3.299,136,95,205,45,180,49,1184,79,456,17,28,67,14,48,10,236,28,169,3.18,6.636000000000001,Lehel tér M,47.517676,19.060152,313,0.0005886839041015,0.0039350713231677,0.087754133034057,0.0926452688125017,0.1444,0.1429,0.738,0.74,0.233954,0.241908,0.46417,0.462893
F02617,8.78,0.4381,94,5.578,3.096,3.241,107,82,177,39,170,36,926,68,396,20,28,72,13,51,11,239,30,177,3.419,5.360999999999999,Lehel tér M,47.517271,19.06063,313,0.0005886839041015,0.0039350713231677,0.087754133034057,0.0926452688125017,0.1433,0.1441,0.735,0.736,0.231789,0.238363,0.467897,0.46463
F02618,8.701,0.4508,91,5.66,3.076,3.204,112,82,176,43,165,36,965,70,407,22,31,71,13,52,11,242,30,173,3.451,5.25,Lehel tér M,47.517093,19.061082,313,0.0005886839041015,0.0039350713231677,0.087754133034057,0.0926452688125017,0.1423,0.1441,0.734,0.736,0.230994,0.239235,0.469934,0.465852
F02620,7.212,0.3671,68,3.337,3.579,3.269,31,45,115,24,119,17,323,54,209,13,19,48,13,55,6,125,27,81,3.444,3.768,Lehel utca / Dózsa György út,47.521309,19.068598,296,0.0009069115978646,0.0024594195769798,0.0827802434952563,0.0291267712595473,0.1438,0.1406,0.704,0.771,0.204794,0.220109,0.50304,0.477023
F02621,6.974,0.4604,68,4.28,3.554,3.216,39,47,122,27,105,21,353,53,240,14,21,55,13,51,6,127,25,87,3.53,3.4440000000000004,Lehel utca / Dózsa György út,47.521014,19.069289,296,0.0009069115978646,0.0024594195769798,0.0827802434952563,0.0291267712595473,0.144,0.1406,0.709,0.771,0.205827,0.226861,0.50153,0.476412
F02623,7.714,0.1696,79,3.067,3.494,3.145,43,48,117,31,117,21,290,65,186,14,18,49,12,51,7,124,24,77,3.463,4.251,Lehel utca / Dózsa György út,47.520427,19.06966,296,0.0009069115978646,0.0024594195769798,0.0827802434952563,0.0291267712595473,0.1506,0.147,0.701,0.724,0.206097,0.21783,0.501142,0.479937
F02624,7.641,0.4121,75,5.284,3.522,3.2,22,37,94,25,121,17,205,54,160,13,19,55,14,55,7,136,25,87,3.566,4.075,Lehel utca / Dózsa György út,47.520751,19.069009,296,0.0009069115978646,0.0024594195769798,0.0827802434952563,0.0291267712595473,0.1431,0.1435,0.699,0.762,0.207019,0.207957,0.50064,0.484923
F02626,6.372,0.3941,60,2.613,3.566,3.205,23,37,90,23,103,14,194,49,153,14,21,50,13,50,6,124,25,84,3.434,2.938,Lehel utca / Dózsa György út,47.521076,19.06978,296,0.0009069115978646,0.0024594195769798,0.0827802434952563,0.0291267712595473,0.1442,0.1406,0.71,0.771,0.206306,0.210334,0.502106,0.486184
F02627,8.258,0.4711,76,5.418,3.928,3.034,30,38,80,16,95,22,192,57,109,3,10,18,9,20,1,43,5,14,2.594,5.664,Vágány utca / Róbert Károly körút,47.522187,19.081531,228,0.0022568539827265,0.0019675356615838,0.0835147681058209,0.067575189156166,0.1248,0.1354,0.636,0.607,0.197396,0.199757,0.519458,0.475583
F02629,6.63,0.1658,56,3.995,3.967,3.111,55,35,95,21,85,24,337,47,118,4,11,22,9,29,1,52,6,18,3.045,3.585,Vágány utca / Róbert Károly körút,47.522783,19.080709,229,0.000550102094066,0.0019675356615838,0.0785396948039405,0.0155223108760396,0.127,0.1541,0.635,0.676,0.19392,0.216962,0.515751,0.485008
F02630,4.165,0.3784,32,1.095,4.181,3.284,7,22,45,12,56,6,70,20,46,3,9,22,8,24,1,45,8,22,3.001,1.164,Vágány utca / Róbert Károly körút,47.524516,19.08197,227,0.0002727951039621,0.0009837678307919,0.0740080087368037,0.0027428425564469,0.128,0.1261,0.645,0.698,0.1946,0.192019,0.51038,0.496412
F02635,4.802,0.6445,35,1.329,4.983,4.0,12,18,44,12,62,7,86,17,36,1,9,27,7,28,3,37,8,31,2.951,1.8509999999999995,Petneházy utca,47.531279,19.08568,239,0.000120264701931,0.0009837678307919,0.073219044875027,0.0004498054319697,0.1148,0.1261,0.652,0.698,0.19894,0.191389,0.468752,0.484832
F02636,3.779,0.7981,34,0.782,4.991,4.0,7,17,39,11,55,8,51,20,42,1,9,27,7,28,3,36,8,31,2.841,0.9379999999999996,Petneházy utca,47.531288,19.085945,239,0.000120264701931,0.0009837678307919,0.073219044875027,0.0004498054319697,0.1151,0.1239,0.653,0.569,0.19793,0.183025,0.464095,0.479099
F02639,5.799,0.2862,58,2.815,3.696,3.463,27,39,94,19,107,10,317,36,197,10,18,52,13,62,6,122,26,89,3.343,2.4560000000000004,Kassák Lajos utca,47.522532,19.06654,295,0.0002110101894609,0.0009837678307919,0.0815908817273347,0.023826479190285,0.1463,0.1406,0.719,0.771,0.202346,0.220612,0.505174,0.47326
F02640,5.721,0.2997,49,2.414,3.664,3.426,35,33,82,18,101,17,203,53,133,12,19,50,13,57,5,121,26,84,3.332,2.389,Kassák Lajos utca,47.522235,19.066752,295,0.0002110101894609,0.0009837678307919,0.0815908817273347,0.023826479190285,0.145,0.1362,0.71,0.664,0.202487,0.215981,0.504639,0.485182
F02642,8.604,0.6337,80,6.664,4.601,4.151,31,49,99,19,174,20,298,58,188,6,16,50,8,68,5,96,22,68,3.444,5.159999999999999,Honvédkórház,47.530449,19.070169,252,5.145729779111063e-05,0.0009837678307919,0.0775539787899595,0.0154348302856974,0.1362,0.1603,0.686,0.653,0.201366,0.203162,0.498152,0.462758
F02645,5.879,0.5664,44,1.632,4.669,3.718,16,24,55,13,70,10,120,30,52,2,10,22,6,29,4,43,9,23,2.853,3.026,Szegedi út,47.528653,19.084137,233,0.0005752648847715,0.0024594195769798,0.0789944047248989,0.0426128142547108,0.1126,0.1261,0.654,0.698,0.20053,0.194688,0.484653,0.487119
F02646,5.441,0.1657,42,1.556,4.603,3.669,10,23,44,14,62,8,90,20,59,2,11,22,6,27,4,45,9,25,2.94,2.501,Szegedi út,47.528167,19.083593,233,0.0005752648847715,0.0024594195769798,0.0789944047248989,0.0426128142547108,0.1123,0.1261,0.654,0.698,0.198109,0.184508,0.487638,0.481955
F02647,5.533,0.6561,46,1.584,4.556,3.611,11,24,54,13,75,8,90,31,47,2,10,22,6,27,4,44,8,24,2.861,2.672,Szegedi út,47.527655,19.083818,233,0.0005752648847715,0.0024594195769798,0.0789944047248989,0.0426128142547108,0.1123,0.1286,0.655,0.688,0.199245,0.185134,0.488436,0.487786
F02648,6.042,0.4207,48,1.98,4.538,3.595,11,25,63,17,82,9,109,26,64,2,10,23,6,27,4,42,9,24,2.912,3.13,Szegedi út,47.527502,19.083725,233,0.0005752648847715,0.0024594195769798,0.0789944047248989,0.0426128142547108,0.1123,0.1261,0.655,0.698,0.19874,0.187176,0.490408,0.488524
F02649,4.389,0.0778,47,1.55,3.012,3.632,39,37,99,21,85,12,338,34,219,23,28,50,12,51,7,227,16,161,2.497,1.8920000000000003,Radnóti Miklós utca,47.515491,19.051044,325,1.5443041404169157e-05,0.0009837678307919,0.070207549124564,0.0009837678307919,0.1441,0.1369,0.829,0.763,0.243649,0.235619,0.460328,0.462539
F02650,2.986,0.1646,28,0.93,3.078,3.733,25,26,65,13,58,9,221,24,152,25,24,51,11,52,8,216,13,146,2.423,0.5630000000000002,Radnóti Miklós utca,47.51586,19.049783,325,1.5443041404169157e-05,0.0009837678307919,0.070207549124564,0.0009837678307919,0.1554,0.1369,0.855,0.763,0.243849,0.233873,0.461343,0.458169
F02653,3.586,0.5001,24,1.504,6.965,5.982,6,9,32,5,59,7,28,23,23,4,7,19,8,51,3,20,18,17,3.299,0.2869999999999999,Angyalföld vasútállomás,47.549176,19.089824,210,6.340160135562713e-09,0.0009837678307919,0.0536425763212749,0.0010642860993446,0.1285,0.1921,0.566,0.415,0.12954,0.13774,0.426207,0.4319
F02654,3.457,0.6559,23,1.232,6.955,5.96,6,6,27,6,54,3,24,22,18,4,6,20,7,47,3,10,19,15,2.977,0.48,Angyalföld vasútállomás,47.548968,19.090355,210,6.340160135562713e-09,0.0009837678307919,0.0536425763212749,0.0010642860993446,0.1312,0.1277,0.559,0.696,0.132648,0.157857,0.434663,0.441696
F02655,3.958,0.7961,47,0.653,6.241,5.161,7,14,46,9,61,9,50,22,37,3,4,12,4,24,2,9,7,10,2.594,1.3640000000000003,Rokolya utca,47.541746,19.092049,219,2.637714331811074e-05,0.0009837678307919,0.0689737065309584,0.0013239622396297,0.1112,0.1503,0.626,0.564,0.138396,0.170256,0.397421,0.465754
F02656,3.779,0.7981,34,0.782,6.23,5.157,7,17,39,11,55,8,51,20,42,3,4,12,4,26,2,9,8,10,2.584,1.1949999999999998,Rokolya utca,47.541719,19.091757,219,2.637714331811074e-05,0.0009837678307919,0.0689737065309584,0.0013239622396297,0.1112,0.1239,0.626,0.569,0.138918,0.183025,0.39452,0.479099
F02657,4.824,0.7168,57,1.327,6.567,5.47,6,21,55,11,75,10,59,30,42,3,4,10,5,30,1,7,6,10,2.716,2.108,Kucsma utca,47.54447,19.093632,204,5.630669272892204e-06,0.0009837678307919,0.0645622280796468,0.0003902665438199,0.1233,0.1503,0.603,0.564,0.131402,0.158945,0.396924,0.458872
F02658,3.641,0.7861,33,0.835,6.57,5.479,7,16,37,11,51,8,46,19,31,3,4,12,5,31,1,7,6,10,2.742,0.899,Kucsma utca,47.54456,19.093433,204,5.630669272892204e-06,0.0009837678307919,0.0645622280796468,0.0003902665438199,0.123,0.1239,0.604,0.569,0.132409,0.176522,0.400402,0.475717
F02659,4.815,0.7335,42,1.044,6.198,5.246,8,21,51,12,75,9,63,30,50,3,5,19,6,40,3,16,11,16,2.97,1.845,Rokolya utca,47.542539,19.087016,217,2.632352172748548e-06,0.0009837678307919,0.0618647678169314,0.0001921294785574,0.1144,0.1239,0.621,0.569,0.134872,0.172337,0.399142,0.46254
F02660,5.196,0.7036,46,0.968,6.214,5.264,9,19,56,17,84,8,83,32,59,3,5,18,7,41,3,18,11,16,3.022,2.174,Rokolya utca,47.542701,19.086976,217,2.632352172748548e-06,0.0009837678307919,0.0618647678169314,0.0001921294785574,0.1143,0.1239,0.62,0.569,0.133576,0.187797,0.398376,0.486461
F02663,3.579,0.6426,24,1.255,5.765,5.061,6,10,35,7,57,3,40,20,31,3,12,28,9,57,4,48,19,30,3.192,0.387,Rozsnyay utca,47.540215,19.077492,224,1.6743455225162411e-06,0.0014756517461878,0.0668771999078917,0.0056823726835127,0.1308,0.1277,0.662,0.696,0.158132,0.175301,0.414657,0.447417
F02664,3.744,0.5691,31,1.319,5.676,4.99,7,13,35,11,55,5,51,22,40,4,11,31,7,62,4,46,18,31,3.207,0.5370000000000004,Rozsnyay utca,47.539484,19.076826,224,1.6743455225162411e-06,0.0014756517461878,0.0668771999078917,0.0056823726835127,0.1298,0.1277,0.665,0.696,0.162348,0.194609,0.428528,0.454192
F02665,5.034,0.2043,48,1.918,5.311,4.669,10,15,47,12,70,6,76,25,50,5,13,41,9,63,5,57,22,42,3.351,1.6829999999999998,Frangepán utca,47.536336,19.075377,225,7.88222624802079e-06,0.0014756517461878,0.0716273825881689,0.0067769070080463,0.1188,0.1261,0.656,0.698,0.183623,0.195319,0.460023,0.469329
F02666,3.698,0.5117,24,1.341,5.406,4.746,7,12,31,10,53,3,48,22,35,5,10,39,7,66,5,51,21,39,3.315,0.383,Fáy utca,47.537128,19.075962,225,7.88222624802079e-06,0.0014756517461878,0.0716273825881689,0.0067769070080463,0.1169,0.1277,0.658,0.696,0.179147,0.190527,0.454035,0.447494
F02667,5.74,0.6676,54,1.852,3.99,3.368,25,35,90,24,88,10,249,41,188,5,16,41,11,39,3,92,18,55,3.072,2.668,Hun utca,47.524185,19.075211,230,0.000214397431113,0.0009837678307919,0.077359208523592,0.000542608162546,0.1324,0.1369,0.671,0.763,0.204951,0.220929,0.514821,0.480516
F02668,5.707,0.4185,54,2.533,3.961,3.351,9,27,63,16,78,9,119,28,85,6,15,39,11,39,3,91,17,57,3.005,2.702,Hun utca,47.523961,19.074946,230,0.000214397431113,0.0009837678307919,0.077359208523592,0.000542608162546,0.1267,0.1286,0.658,0.688,0.204406,0.194363,0.51664,0.494209
F02672,3.98,0.7895,35,1.197,5.315,4.296,7,18,45,12,59,8,51,26,42,2,10,28,7,28,4,25,12,25,3.047,0.9329999999999998,Fáy utca,47.534003,19.087514,240,4.848141343133669e-05,0.0009837678307919,0.0689549910117695,3.512174586592363e-05,0.1147,0.1239,0.655,0.569,0.188678,0.180801,0.440806,0.477528
F02673,5.3,0.7046,46,1.427,5.229,4.363,9,19,56,17,85,8,83,32,59,1,13,31,9,36,5,49,16,38,3.337,1.963,Frangepán utca,47.534365,19.082521,236,4.120301253717776e-05,0.0009837678307919,0.0695327997811067,0.0026609353971062,0.1131,0.1239,0.655,0.569,0.185864,0.188433,0.453487,0.489509
F02674,5.808,0.3444,65,4.057,5.177,4.319,8,25,68,16,87,8,111,24,85,1,15,33,9,38,4,53,14,39,3.351,2.457,Frangepán utca,47.533945,19.082177,236,4.120301253717776e-05,0.0009837678307919,0.0695327997811067,0.0026609353971062,0.1134,0.1286,0.655,0.688,0.188136,0.192573,0.463548,0.491005
F02675,4.644,0.5868,44,1.423,5.235,4.369,8,18,53,15,70,6,78,21,57,2,13,31,9,36,5,49,16,38,3.346,1.298,Frangepán utca,47.534419,19.082534,236,4.120301253717776e-05,0.0009837678307919,0.0695327997811067,0.0026609353971062,0.1131,0.1286,0.655,0.688,0.185992,0.192708,0.453277,0.496607
F02676,2.909,0.5454,24,0.64,5.324,4.443,3,10,25,12,48,6,31,16,34,2,12,33,9,37,5,47,14,34,3.398,-0.4890000000000003,Frangepán utca,47.535132,19.083134,237,1.007419204062906e-05,0.0009837678307919,0.0658760247561647,0.0002002524134967,0.1144,0.1239,0.65,0.569,0.185035,0.176791,0.442932,0.433244
F02677,7.051,0.4072,57,4.624,5.41,4.92,16,43,90,18,126,14,239,49,154,5,7,31,5,56,5,56,17,33,2.938,4.113,Forgách utca M,47.537767,19.070291,241,1.4311634146378682e-05,0.0014756517461878,0.0754555914337675,0.064879721634955,0.1375,0.1261,0.682,0.698,0.184918,0.209796,0.447009,0.466845
F02687,5.703,0.3031,46,2.391,6.498,4.862,3,13,29,7,50,13,34,19,56,1,5,16,5,30,5,14,11,19,3.456,2.2470000000000003,Árvavár utca,47.535232,19.115591,768,8.131545172582366e-07,0.0009837678307919,0.0545025602530763,0.0006136732388511,0.2072,0.2037,0.528,0.49,0.125589,0.125616,0.393036,0.423571
F02688,5.327,0.4762,40,1.977,6.545,4.903,3,10,27,10,58,9,21,16,38,1,5,17,5,30,6,14,10,19,3.38,1.947,Árvavár utca,47.535465,19.116149,768,8.131545172582366e-07,0.0009837678307919,0.0545025602530763,0.0006136732388511,0.2206,0.0934,0.519,0.462,0.124311,0.116948,0.397593,0.433682
F02692,5.995,0.4615,54,2.351,3.364,2.632,64,36,93,20,70,24,429,51,144,17,6,14,5,32,6,59,19,12,2.653,3.342,Állatkert,47.517763,19.077678,429,0.0016287559281341,0.0009837678307919,0.0811252992817238,0.0019955396167801,0.1684,0.1352,0.718,0.656,0.205226,0.234346,0.48556,0.47255
F02695,5.268,0.5867,46,1.607,3.595,2.697,40,28,64,15,52,19,243,38,83,16,5,8,3,25,6,51,11,4,2.368,2.9,Széchenyi fürdő M,47.519039,19.08117,431,0.0004206621100591,0.0014756517461878,0.0757790368271954,0.0011449331475981,0.183,0.1541,0.703,0.676,0.195077,0.223304,0.492075,0.474676
F02699,6.945,0.5687,66,1.658,3.649,2.436,30,22,54,16,60,19,144,43,79,11,5,8,5,34,6,56,11,8,3.002,3.943000000000001,Bethesda utca,47.517265,19.087661,419,0.0003958987406127,0.0019675356615838,0.0726175167881125,0.0015597724252007,0.2047,0.1379,0.675,0.596,0.181836,0.198265,0.485374,0.471738
F02701,5.652,0.2921,53,1.878,3.583,2.24,34,23,56,13,55,21,138,49,68,14,5,15,5,28,11,62,13,12,2.984,2.668,Közlekedési Múzeum,47.515511,19.089943,423,0.0006356292012387,0.0024594195769798,0.0715190318722296,0.002129735331669,0.1629,0.1121,0.635,0.636,0.179598,0.200014,0.478209,0.471549
F02702,6.065,0.4522,60,1.74,3.603,2.26,28,19,48,13,52,17,120,46,58,13,5,15,6,29,10,62,13,12,2.979,3.0860000000000003,Közlekedési Múzeum,47.515691,19.09001,423,0.0006356292012387,0.0024594195769798,0.0715190318722296,0.002129735331669,0.1629,0.0924,0.635,0.65,0.176626,0.195118,0.478299,0.470806
F02703,4.816,0.4048,51,1.437,3.619,2.252,46,24,51,12,51,17,166,45,55,14,6,16,6,29,10,61,15,12,3.078,1.738,Közlekedési Múzeum,47.5156,19.090554,423,0.0006356292012387,0.0024594195769798,0.0715190318722296,0.002129735331669,0.1629,0.1121,0.635,0.636,0.175399,0.210139,0.478798,0.463219
F02705,3.819,0.4899,31,1.051,3.051,1.871,26,16,34,7,48,13,106,33,36,29,11,26,6,37,12,88,30,24,3.291,0.528,Olof Palme sétány,47.511987,19.085055,402,0.0001904969761463,0.0009837678307919,0.0668662018155505,7.016039727772515e-05,0.1622,0.1121,0.668,0.636,0.208435,0.203581,0.46853,0.464059
F02706,3.843,0.4446,35,1.353,3.119,1.922,47,27,63,12,48,15,240,36,59,24,10,24,6,36,12,88,28,19,3.258,0.585,Olof Palme sétány,47.512499,19.08556,402,0.0001904969761463,0.0009837678307919,0.0668662018155505,7.016039727772515e-05,0.1643,0.1121,0.665,0.636,0.207987,0.22847,0.469354,0.469457
F02707,4.694,0.3813,48,1.476,2.856,1.704,72,31,78,13,60,18,322,41,76,29,16,35,6,38,12,95,33,32,3.289,1.4049999999999998,Dvořák sétány,47.510323,19.084059,401,0.0003523289449227,0.0009837678307919,0.0704972605589846,0.0004802894341037,0.1611,0.1121,0.656,0.636,0.219347,0.228861,0.46763,0.469383
F02708,3.944,0.4922,34,0.945,2.881,1.703,43,20,44,11,49,14,153,35,41,21,12,29,5,28,11,69,23,25,2.822,1.122,Dvořák sétány,47.510377,19.084497,401,0.0003523289449227,0.0009837678307919,0.0704972605589846,0.0004802894341037,0.1511,0.1121,0.633,0.636,0.211784,0.21636,0.468198,0.464016
F02709,5.189,0.5791,43,2.256,2.698,1.324,32,23,63,15,44,18,144,44,70,25,14,52,6,28,14,102,31,42,3.197,1.992,Ötvenhatosok tere,47.507147,19.086459,398,0.0010724464586197,0.0014756517461878,0.0706909141486143,4.614362048374429e-05,0.1492,0.1319,0.635,0.614,0.231112,0.200464,0.4787,0.479559
F02711,6.166,0.4903,62,2.314,3.167,1.676,42,31,83,14,57,26,254,61,89,18,9,29,8,27,13,72,21,27,3.324,2.8420000000000005,Zichy Géza utca,47.510421,19.090419,400,0.0026771631207853,0.0024594195769798,0.0740619307832422,0.0012598026421499,0.1402,0.1319,0.615,0.614,0.198731,0.208537,0.472945,0.483505
F02712,8.038,0.3476,80,3.024,3.176,1.67,33,29,91,21,69,20,208,52,111,18,10,31,9,28,13,74,22,29,3.399,4.639,Zichy Géza utca,47.510348,19.090696,400,0.0026771631207853,0.0024594195769798,0.0740619307832422,0.0012598026421499,0.1395,0.1319,0.617,0.614,0.198953,0.205836,0.47455,0.478309
F02714,4.402,0.3985,38,1.841,3.487,1.936,29,23,61,13,44,16,135,37,66,15,11,25,9,19,13,57,21,18,3.327,1.0750000000000002,Vakok Intézete,47.51255,19.09326,391,0.0006386776331088,0.0009837678307919,0.0704654951301514,7.711879002309081e-05,0.1391,0.1121,0.616,0.636,0.170057,0.211568,0.479745,0.472435
F02715,5.227,0.3134,47,1.679,3.546,1.942,23,24,74,16,50,17,166,36,74,14,11,26,10,25,11,63,20,16,3.515,1.7120000000000002,Vakok Intézete,47.512424,19.094614,391,0.0006386776331088,0.0009837678307919,0.0704654951301514,7.711879002309081e-05,0.1485,0.1567,0.609,0.571,0.165513,0.212396,0.478278,0.488213
F02716,7.523,0.5011,79,2.933,2.879,1.177,25,42,100,22,50,33,227,53,119,18,11,45,5,23,11,100,18,33,2.867,4.656,Cházár András utca,47.505814,19.091582,387,0.0033533729236426,0.0009837678307919,0.0789024295583326,1.432817085763935e-06,0.1395,0.1576,0.613,0.596,0.227213,0.207394,0.482021,0.486387
F02717,7.789,0.6134,81,4.282,2.868,1.18,79,57,154,27,79,45,523,65,178,18,11,45,5,24,11,103,19,33,2.883,4.906,Cházár András utca,47.505868,19.09133,387,0.0033533729236426,0.0009837678307919,0.0789024295583326,1.432817085763935e-06,0.1402,0.1556,0.612,0.604,0.227979,0.231326,0.481859,0.485538
F02718,8.262,0.3717,90,3.696,3.263,1.552,37,45,106,23,67,31,267,64,120,14,10,33,7,23,9,62,17,27,3.312,4.950000000000001,Stefánia út / Thököly út,47.508835,19.094491,388,0.0067991554785458,0.0029513034923757,0.079541453108494,0.0041375586579084,0.1493,0.1559,0.621,0.601,0.188719,0.207984,0.474584,0.487209
F02720,8.638,0.3939,86,4.639,3.243,1.474,24,46,106,25,67,28,239,56,119,13,10,32,6,22,9,62,16,25,3.196,5.442,Stefánia út / Thököly út,47.507936,19.09526,388,0.0067991554785458,0.0029513034923757,0.079541453108494,0.0041375586579084,0.1542,0.1559,0.62,0.601,0.191513,0.202217,0.478448,0.483077
F02722,8.89,0.5792,89,4.713,3.195,1.467,61,58,154,27,85,48,474,68,176,15,11,40,6,23,9,78,17,29,3.306,5.5840000000000005,Stefánia út / Thököly út,47.50808,19.094252,388,0.0067991554785458,0.0029513034923757,0.079541453108494,0.0041375586579084,0.1463,0.1559,0.617,0.601,0.199173,0.224108,0.478261,0.483418
F02723,8.627,0.4908,97,4.051,3.305,1.557,24,39,102,22,58,28,242,60,125,14,10,34,7,27,9,64,17,25,3.371,5.256,Stefánia út / Thököly út,47.5087,19.095394,388,0.0067991554785458,0.0029513034923757,0.079541453108494,0.0041375586579084,0.1515,0.1586,0.616,0.596,0.185568,0.203604,0.47686,0.482294
F02724,5.901,0.3125,55,2.118,3.552,1.807,21,25,74,18,49,19,163,38,75,12,9,24,10,29,10,56,20,26,3.49,2.411,Zugló vasútállomás (Hermina út),47.510642,19.097241,389,0.0045380585571591,0.0009837678307919,0.0794450957405236,0.0,0.1353,0.1319,0.606,0.614,0.161414,0.207112,0.473657,0.487241
F02725,9.129,0.4357,89,5.858,3.669,1.898,15,36,93,22,52,22,163,55,113,11,12,24,11,29,10,55,19,29,3.595,5.533999999999999,Zugló vasútállomás,47.511145,19.098662,390,0.0167444390623877,0.0049188391539596,0.0862500530312672,0.0714122000252798,0.134,0.1649,0.607,0.576,0.153953,0.18834,0.476592,0.48082
F02726,5.488,0.5476,53,1.861,3.597,1.84,23,30,85,18,39,26,196,40,93,12,10,24,11,29,11,54,20,27,3.535,1.9530000000000003,Zugló vasútállomás (Hermina út),47.510813,19.097825,389,0.0045380585571591,0.0009837678307919,0.0794450957405236,0.0,0.1343,0.1613,0.608,0.595,0.159362,0.215632,0.474102,0.492179
F02730,9.467,0.5648,97,5.623,3.739,1.971,36,51,138,26,67,39,355,65,158,8,12,24,11,26,10,55,20,29,3.611,5.856,Zugló vasútállomás,47.51172,19.099153,390,0.0167444390623877,0.0049188391539596,0.0862500530312672,0.0714122000252798,0.1334,0.1618,0.603,0.59,0.148698,0.211141,0.476091,0.48645
F02731,9.217,0.0741,88,5.152,3.705,1.903,14,39,93,24,69,22,173,54,110,9,10,23,11,24,10,49,18,25,3.367,5.8500000000000005,Zugló vasútállomás,47.510921,19.09958,390,0.0167444390623877,0.0049188391539596,0.0862500530312672,0.0714122000252798,0.1335,0.1614,0.603,0.573,0.149287,0.185644,0.475336,0.484136
F02732,7.969,0.2979,67,6.521,3.712,1.933,18,37,95,23,47,21,182,51,110,8,12,24,11,26,10,55,20,28,3.575,4.394,Zugló vasútállomás,47.511344,19.099156,390,0.0167444390623877,0.0049188391539596,0.0862500530312672,0.0714122000252798,0.1335,0.1623,0.603,0.575,0.149686,0.194181,0.476021,0.492962
F02733,7.058,0.5449,66,2.421,3.311,1.316,24,26,84,21,60,18,163,45,76,9,7,21,5,9,10,51,17,20,2.824,4.234,Egressy út / Stefánia út,47.504768,19.099664,386,0.0060136205817751,0.0014756517461878,0.0768765362072225,0.0007190930584567,0.1355,0.1319,0.593,0.614,0.166115,0.203337,0.47271,0.481029
F02734,5.939,0.5375,52,3.473,3.386,1.372,18,25,68,11,50,14,129,35,48,8,7,21,5,10,10,46,19,20,2.775,3.164,Egressy út / Stefánia út,47.504785,19.100806,386,0.0060136205817751,0.0014756517461878,0.0768765362072225,0.0007190930584567,0.1307,0.1319,0.58,0.614,0.163344,0.200648,0.473728,0.479959
F02735,6.001,0.4605,56,2.376,3.431,1.41,16,17,54,11,53,16,103,41,50,8,7,21,5,10,9,46,19,19,2.765,3.236,Egressy út / Stefánia út,47.504902,19.10139,386,0.0060136205817751,0.0014756517461878,0.0768765362072225,0.0007190930584567,0.131,0.1319,0.577,0.614,0.160832,0.175734,0.472928,0.472486
F02736,6.146,0.5341,55,2.721,3.308,1.302,18,25,69,11,51,15,132,36,49,9,7,21,5,7,8,48,16,20,2.816,3.33,Egressy út / Stefánia út,47.504516,19.099837,386,0.0060136205817751,0.0014756517461878,0.0768765362072225,0.0007190930584567,0.1351,0.1319,0.593,0.614,0.165643,0.199197,0.472992,0.480842
F02737,7.062,0.5347,66,3.366,3.502,1.416,18,27,77,17,70,16,153,43,59,7,10,24,6,8,6,45,10,21,2.936,4.126,Szobránc köz,47.503336,19.103698,385,0.0103205773669867,0.0009837678307919,0.0821347769877181,0.0006361580313742,0.132,0.1319,0.571,0.614,0.159031,0.198353,0.472585,0.480145
F02738,8.02,0.5389,64,4.667,3.506,1.414,19,41,94,22,80,18,216,53,85,7,12,26,6,8,5,46,10,20,2.982,5.037999999999999,Szobránc köz,47.503138,19.103897,385,0.0103205773669867,0.0009837678307919,0.0821347769877181,0.0006361580313742,0.135,0.1571,0.563,0.565,0.158714,0.19975,0.473639,0.486725
F02740,5.411,0.257,51,2.285,3.83,1.804,12,13,40,11,50,11,67,34,32,8,10,24,10,17,5,45,20,22,3.235,2.176,Egressy út / Hungária körút,47.50704,19.10568,745,0.0140945832018421,0.0019675356615838,0.0831254855460604,0.0094664452582708,0.1328,0.1567,0.584,0.571,0.155967,0.155847,0.477132,0.477145
F02741,5.828,0.3719,57,1.724,3.814,1.787,9,14,42,10,58,14,72,36,36,8,10,24,11,17,5,49,20,21,3.241,2.587,Egressy út / Hungária körút,47.506906,19.105547,745,0.0140945832018421,0.0019675356615838,0.0831254855460604,0.0094664452582708,0.1331,0.1499,0.579,0.571,0.156047,0.145376,0.47753,0.479113
