stop_id,weighted_med_inc_multi,weighted_med_inc_walk,percent_change_income,log_change_income,weighted_gini_multi,weighted_gini_walk,percent_change_gini,log_change_gini,weighted_hh_low_multi,weighted_hh_mid_multi,weighted_hh_high_multi,entropy_multi,weighted_hh_low_walk,weighted_hh_mid_walk,weighted_hh_high_walk,entropy_walk,percent_change_entropy,log_change_entropy,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name
1293155,37232.09642872289,29313.966682768823,27.011457820235773,0.23910711545798013,0.324313099080366,0.2645701370030274,22.58114341780568,0.2036030199571828,648.2702854968616,1602.2188851019632,790.9798339637244,1.4677752595954685,722.6336106485544,1683.3190923642865,722.5367545336188,1.45775470040125,0.6873968021821657,0.006850450016804184,7.234,0.5207,84,4.036,2.582,5.231,6,3,23,6,135,10,104,43,55,0,2,5,0,45,3,16,11,8,3.212,4.022,0.0008437436719123,0.0025728987993138,0.0929900312525394,0.0022456713822959,750,60.21887,24.90872,Metsäläntie
1293156,35587.61567441515,29782.45836965679,19.491867436547214,0.1780781281433414,0.32744225857074305,0.27381074718267273,19.58707316637578,0.178874565793776,1048.6533540402897,2381.140884337336,961.9360069077491,1.4520566017275416,847.4923461810023,1932.224179899419,802.3216836719946,1.4558421594376703,-0.26002528403153763,-0.002603639369560886,7.325,0.3525,80,3.671,2.813,5.26,1,6,17,3,145,7,43,35,31,0,2,5,0,54,4,16,13,8,3.706,3.619,0.0003929566223943,0.0017152658662092,0.0912162203102074,0.0013235584753604,752,60.22082,24.9071,Metsäläntie
1293157,35935.33593242568,29086.45108111116,23.546650061279596,0.21144863204639489,0.3263362102664753,0.2660695474587521,22.650717973302125,0.20417043853785555,845.3101339713836,1990.7476142618232,865.1585115525507,1.457951523523152,796.9898423661248,1829.0160837693504,769.1013864761574,1.4568428596737508,0.07610044158430318,0.0007607149988050247,6.93,0.4544,85,3.059,2.752,5.277,1,4,20,5,148,9,60,40,40,0,2,5,0,59,4,17,14,8,3.755,3.175,0.0003929566223943,0.0017152658662092,0.0912162203102074,0.0013235584753604,752,60.22017,24.90711,Metsäläntie
1293158,36381.61250557744,33896.55860137652,7.331286734518241,0.07075000301559266,0.3265080240194121,0.3232483502417229,1.0084115743364654,0.010033610299561149,1001.730380847887,2299.8265231760233,951.2153366667612,1.4541909965242144,1236.6552336920474,2723.732030524127,1050.5338554808843,1.4487764457764278,0.3737326599677532,0.0037303601465000736,9.013,0.3967,110,4.372,3.145,5.238,1,7,21,3,167,7,57,42,34,0,2,6,0,46,4,19,12,7,3.747,5.266,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.22399,24.90612,Santavuorentie
1293159,35766.569075882435,34098.37860297533,4.892286792667441,0.04776379756554975,0.3274378921316485,0.3256367830566793,0.5531036936498878,0.005515796921268469,917.9233337091059,2125.0418885667773,897.2700823378486,1.4561731876169102,1249.8685215048877,2747.0259408271613,1053.368282624739,1.4480879560265572,0.558338432186003,0.005567855008883547,8.511,0.2039,102,3.358,3.175,5.243,1,6,23,6,170,9,67,44,41,0,2,5,0,46,4,19,12,7,3.738,4.773,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.22425,24.90594,Santavuorentie
1293162,35763.63820126558,33681.8155336131,6.180850511383222,0.05997359122560791,0.32770035946298554,0.3310486555580033,-1.011421142724166,-0.01016570758658579,1012.0798311012554,2328.1254912192608,925.0804845693846,1.4474386860353725,1330.4563215212142,2841.084946131463,1021.3715353685542,1.4408201338887145,0.45936005410992986,0.0045830821573355565,11.5,0.4626,140,7.735,3.526,5.397,4,10,35,5,215,14,173,56,59,0,1,5,0,46,3,17,9,7,3.656,7.843999999999999,0.001430023004483,0.0025728987993138,0.0996401501056193,0.0008342228667761,719,60.22686,24.90237,Teuvo Pakkalan tie
1293163,36824.871796811654,33721.86329424756,9.20177060053921,0.08802709148191527,0.3264180630376924,0.3308868254067459,-1.3505410387857706,-0.013597437962137244,944.7729487865113,2220.677404795373,936.2180358173687,1.4536317312690614,1340.5830822528308,2866.3713239892472,1032.023707323419,1.4409179134651482,0.882341574430065,0.008784716882438426,11.884,0.5007,143,7.904,3.503,5.361,1,7,27,4,203,9,79,58,36,0,1,5,0,49,3,17,10,7,3.698,8.186,0.001430023004483,0.0025728987993138,0.0996401501056193,0.0008342228667761,719,60.22682,24.90304,Teuvo Pakkalan tie
1293164,35607.60400006003,33519.458907455795,6.229650360315834,0.060433077452427576,0.32790936268305015,0.3326389072590444,-1.4218254307548779,-0.014320302134840836,977.9512171470143,2240.842774118018,880.0300637289563,1.4460845928096528,1341.5603809211934,2884.1104403052077,1092.8799930686585,1.4491123264816628,-0.20893712769396128,-0.002091557058242577,11.195,0.4536,134,7.523,3.478,5.64,3,7,29,3,207,10,109,60,49,0,2,6,0,66,4,23,12,8,3.528,7.667,0.0054218203172103,0.0051457975986277,0.109653999295247,0.0682353634235378,714,60.22513,24.89841,Aino Acktén tie
1293165,35723.02319303857,33572.88251175108,6.404397002655063,0.062076715278513155,0.3276968607268512,0.33262351728420064,-1.481151001460903,-0.014922295725852491,986.1967019529706,2260.2192013561325,889.6091028058057,1.4464206110877944,1341.077181760672,2888.4966826092736,1100.0490794130847,1.4497149645689515,-0.2272414620577958,-0.0022750004728435613,11.358,0.4651,136,6.361,3.462,5.638,3,7,29,3,211,10,108,57,49,0,2,7,0,66,4,23,12,8,3.592,7.766,0.0054218203172103,0.0051457975986277,0.109653999295247,0.0682353634235378,714,60.22498,24.89848,Aino Acktén tie
1293168,35455.25562053602,30351.149298662058,16.81684693929849,0.15543711149880196,0.3283817240409238,0.2802867801974388,17.15919095777764,0.15836343050015625,1001.815040272958,2265.999390541757,893.8526041120457,1.4487208538556013,894.82245890505,2044.5369728552869,867.7477402359693,1.4589290842498888,-0.6997071005364186,-0.007021665299183906,8.665,0.3265,111,4.91,2.84,5.382,3,7,27,3,181,10,89,46,42,0,2,5,0,64,4,17,16,8,3.665,4.999999999999999,0.0007532198779921,0.0025728987993138,0.0960809848298108,0.0048855094560997,751,60.22044,24.90502,Metsäläntie
1293173,37256.88203922667,33697.39435996424,10.563094704709425,0.10041616481815345,0.32305338029947467,0.3301442162056263,-2.1477995245978128,-0.02171200414743553,1096.2158604106228,2408.366757468092,921.3215696069412,1.4477411816817047,1192.2523303555643,2463.77666780896,779.1856832218365,1.4214083944052507,1.852584196076335,0.018356328931096108,8.781,0.5518,104,4.697,4.44,6.068,3,6,22,1,161,12,67,40,36,1,4,9,0,61,2,33,16,19,3.554,5.227,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.232603,24.889643,Näyttelijäntie
1294101,35513.23200269069,33879.074674902906,4.823500474758662,0.047107801931918145,0.32724154607548506,0.33151845499381155,-1.2900967816124538,-0.012984908022886944,1062.8897574195842,2339.086238546417,858.0772515813138,1.4402608472768064,1056.6183081360275,2251.369358751927,784.2893380989206,1.4354525781167875,0.33496537839842633,0.0033440561902657005,6.215,0.4668,66,2.414,4.292,6.337,3,6,18,0,127,5,66,37,33,0,3,6,0,48,1,28,11,8,3.257,2.958,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.229233,24.884949,Killinkipolku
1294102,34031.84128539642,33878.33881449936,0.4530991668085067,0.00452075762726183,0.3300733277134132,0.3315177021447134,-0.43568546172828293,-0.0043663733662928465,1166.3899986124154,2461.749827620208,824.1035378073411,1.429395746086868,1056.3687226060017,2249.989742411308,783.0490354428292,1.435326717731518,-0.4132140488559809,-0.004140701372390233,3.964,0.4852,37,1.942,4.296,6.341,3,5,13,0,90,5,51,25,30,0,3,6,0,49,1,29,11,8,3.247,0.7170000000000001,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.229251,24.884878,Killinkipolku
1294103,36483.52589132441,33734.38094152125,8.149386095357187,0.0783432899765315,0.3252083719844665,0.33030304128808846,-1.542422765395737,-0.015544418556312561,1112.1471334293421,2441.085464082525,928.8593814461781,1.4469614776751607,1125.5305813264617,2344.2916495491004,749.4041389191378,1.4224456504323413,1.723498344936274,0.01708814588297538,7.282,0.5559,90,3.787,4.633,6.41,3,6,20,0,141,9,65,37,31,3,4,11,0,50,4,35,13,24,3.273,4.009,0.0002247285280873,0.0025728987993138,0.0927969518073576,0.0051281296240402,721,60.232546,24.883469,Laurinmäenkuja
1294104,33855.98295814895,33749.363315682815,0.3159160114187622,0.0031541804528160684,0.33013245323008744,0.33021974265387627,-0.026433738663627145,-0.00026437232992122665,1139.9854825626653,2386.336227307811,771.3720397527421,1.423904339236131,1120.8841863322546,2333.482360780504,742.8136005622496,1.4217064757852884,0.15459333471971448,0.001544739622361217,3.387,0.5848,34,1.098,4.677,6.456,3,4,6,0,63,2,38,18,24,3,4,11,0,48,4,35,13,25,3.219,0.1680000000000001,0.0002247285280873,0.0025728987993138,0.0927969518073576,0.0051281296240402,721,60.232737,24.882643,Laurinmäenkuja
1294105,35862.47538638145,34091.78951810579,5.193877743892748,0.05063491627121541,0.3261625483188477,0.32951742430319214,-1.01811793152934,-0.010233362011154087,1197.683528423318,2578.6111885998057,941.1725497219475,1.4423980423066785,1098.2451445211532,2315.6449353544435,745.3498245787538,1.422153156708112,1.4235376480426112,0.014135004938290644,5.781,0.5591,65,3.249,4.829,6.734,3,6,19,0,120,9,63,32,30,2,1,10,0,53,3,24,15,14,3.646,2.135,4.286524989457407e-05,0.0025728987993138,0.084935562497751,0.0034216977451247,782,60.232475,24.877616,Niittykulmantie
1294106,33719.1237310576,34113.75844726932,-1.156819811636162,-0.011635630270317951,0.3304354004293201,0.32942080391391837,0.30799406210752917,0.0030752073203270925,1147.5120335908375,2384.846836944217,764.9505992688834,1.4233703192803588,1100.1881350570106,2318.9499348441955,743.8698884747444,1.421550254240247,0.1280338162286522,0.0012795192283154087,3.064,0.588,30,1.012,4.849,6.761,3,4,6,0,59,2,35,17,24,2,2,10,0,55,3,30,15,14,3.684,-0.6200000000000001,4.286524989457407e-05,0.0025728987993138,0.084935562497751,0.0034216977451247,782,60.232502,24.877133,Niittykulmantie
1294107,35196.61925248377,34572.801168166305,1.8043608363786787,0.017882754503361714,0.3269808455898025,0.32894584682310946,-0.5973631381227409,-0.005991544891932999,1150.336560217398,2419.9731806983546,810.4239734834956,1.4298939880248196,986.3104754430387,2126.0044366675284,695.2783844266188,1.4222008431037747,0.5409323836607753,0.0053947459916496455,3.885,0.5786,41,1.458,4.983,6.992,3,4,11,0,74,4,44,20,27,2,1,7,0,43,2,17,13,9,3.48,0.4049999999999998,9.177508923755863e-06,0.0017152658662092,0.0782862918905701,0.0,784,60.23227,24.872952,Niitynperäntie
1294108,35180.65841164644,34430.4566830401,2.178889857641279,0.021554913279706548,0.327354905786383,0.3292116787597063,-0.5640058032930806,-0.005656023218252101,1156.4601695667106,2451.6335062224302,842.300854177687,1.4336005039729962,1008.9161879732054,2161.4883779022502,704.8790733265437,1.4224953044896642,0.7806844386959934,0.007776528655230342,4.25,0.5774,48,1.511,4.87,6.881,3,4,12,0,76,6,52,21,29,2,1,7,0,46,2,17,13,9,3.478,0.7719999999999998,9.177508923755863e-06,0.0017152658662092,0.0782862918905701,0.0,783,60.231812,24.874966,Niitynperäntie
1294121,35834.98079833998,35152.27181372228,1.942147546637931,0.019235285472924458,0.3278771400779093,0.3317804802307732,-1.1764827605737727,-0.011834580819483114,882.2309217056065,2014.7141531314198,750.4824454103696,1.4376026424577684,848.2644096334728,1929.393104885908,770.1685635941167,1.4498608195503802,-0.8454726776059237,-0.008490670719357366,9.846,0.5654,81,4.2,4.262,6.812,3,7,27,2,225,6,98,51,57,0,1,3,0,52,1,18,12,5,3.353,6.493,0.0001060473284357,0.0025728987993138,0.080711497571142,0.0033226941552611,850,60.22517,24.87707,Vihdintien silta
1294122,36341.934157126205,35496.57613599434,2.3815198905188204,0.023536040511526593,0.32766328764930475,0.3316513893160125,-1.2024981034853202,-0.012097866002158236,706.2046976999077,1726.2274198155342,759.4343901987004,1.4539289619821203,818.4027927424678,1888.8753179834703,771.317982053285,1.4513699341498416,0.17631809589452913,0.0017616283801154063,8.29,0.7132,71,4.051,4.184,6.786,1,5,24,6,187,6,83,47,37,0,1,4,0,51,2,25,10,6,3.401,4.888999999999999,0.0001060473284357,0.0025728987993138,0.080711497571142,0.0033226941552611,850,60.22447,24.87771,Vihdintien silta
1294124,36017.728475949916,35388.63989950792,1.7776568362853133,0.017620413059340482,0.32728240716657186,0.3303085688028529,-0.916162013976465,-0.009203845883576731,792.8468887926647,1859.8203797241176,750.3917745193113,1.4469863071484914,791.9459076061979,1818.5217512359507,697.8924646478274,1.441898183394356,0.352876771240357,0.0035225562199399678,10.663,0.5554,95,6.927,4.543,6.983,4,6,29,5,230,7,113,61,61,0,1,2,0,44,2,20,16,3,3.66,7.003,7.64308002844112e-05,0.0042881646655231,0.0864071557504262,0.0542784291092375,867,60.227,24.87358,Marttila
1294132,36723.82378857605,35140.334989920884,4.506185837754117,0.044076078284498485,0.32551262191577784,0.33026140208376015,-1.4378853047980242,-0.014483230515828796,933.7506820190465,2121.1867514731844,822.3084294475907,1.4451907357801104,848.1742557126734,1917.4944681737156,716.3391485404628,1.4395837697877447,0.38948521857761403,0.003887286886454174,11.977,0.5279,126,8.428,4.576,6.951,3,7,29,3,232,7,105,57,53,0,1,2,0,46,2,17,13,3,3.705,8.272,7.64308002844112e-05,0.0042881646655231,0.0864071557504262,0.0542784291092375,867,60.22769,24.87405,Marttila
1294137,37261.13293024284,33654.925248644904,10.715244960299355,0.10179135842995136,0.32441506896437267,0.3302926763057599,-1.7795148857452159,-0.017955386331413668,972.9937009969976,2206.2387774336057,871.9476386623419,1.4486774852211424,1160.7283594409505,2398.4716835982144,755.8449879926803,1.42073825364166,1.9665291272243928,0.019474427633036227,11.571,0.5759,125,8.648,4.524,6.16,3,8,29,2,202,10,108,57,49,1,4,9,0,55,2,32,15,22,3.34,8.231,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.23296,24.88799,Näyttelijäntie
1294139,37646.70766637293,33994.20808844624,10.74447614259348,0.10205534487695224,0.3230092147439661,0.3305568982612048,-2.2833235539603147,-0.023097951167117724,1048.5134017654532,2325.014988687153,906.6445716970113,1.4496647095609505,1076.323133377456,2285.150396290074,769.3503261329369,1.4296677271579172,1.3987153814254392,0.01389023626650691,10.619,0.6307,124,9.573,4.526,6.488,3,8,27,1,188,11,80,53,45,3,4,6,0,52,3,30,13,20,3.518,7.101,0.0009137041008319,0.0034305317324185,0.1014761532208307,0.063888503988902,724,60.23079,24.8821,Lassila
1294140,36258.34953318437,33984.75251068889,6.690050256450705,0.06475771826635052,0.3267176251995803,0.33085216645179977,-1.2496642523336174,-0.012575382236271573,1028.5471287582227,2302.7724255785656,893.5419135599012,1.4474622770477426,1073.9185786861922,2284.424755520366,779.6404292645993,1.4319236473111976,1.0851577013706497,0.010793121163746843,8.236,0.5072,94,6.41,4.426,6.429,4,9,30,1,157,11,143,46,42,2,3,6,0,49,3,32,14,19,3.534,4.702000000000001,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.23009,24.88322,Pohjois-Haagan asema
1294141,36753.76251399922,34054.22397042234,7.927176804620646,0.07628652485505559,0.3258198188055773,0.330550015004774,-1.4310077097193181,-0.014413453653245667,920.9001527609338,2106.9568851949825,826.8012674966302,1.446176311503998,1060.843469969845,2259.749466165148,765.0960884829676,1.4302686779022018,1.1122129602340336,0.011060733536116604,11.201,0.5814,116,8.76,4.525,6.508,4,8,30,1,202,8,110,55,47,2,3,5,0,49,2,32,14,16,3.506,7.695,0.0009137041008319,0.0034305317324185,0.1014761532208307,0.063888503988902,724,60.23063,24.88174,Lassila
1294142,36165.35437933861,34737.38102294409,4.110768613935923,0.04028522918129728,0.32684907952396,0.3304867725198243,-1.1007075920553215,-0.011068102006407803,848.2808582912027,1946.4077295368395,736.0542808457615,1.4395010306786178,925.0366395153833,2044.52329953714,739.5339187061993,1.4371692943200798,0.16224507215353098,0.0016211359702506549,10.144,0.5572,103,4.668,4.532,6.8,4,5,21,1,189,5,93,49,45,0,2,4,0,45,2,19,13,10,3.595,6.549,0.0001745928291481,0.0017152658662092,0.0929528382154813,0.0511834979843778,866,60.22844,24.87667,Vaakatie
1294143,37218.31723049956,34711.59622213961,7.221566511427448,0.06972722255851158,0.324195257004022,0.33058242747792577,-1.932096186307496,-0.019510051201076323,1004.9887897303277,2252.6393192219884,873.3793245575768,1.4471589691562894,934.8168414335073,2062.63925836887,747.0661217814726,1.4376409611039183,0.6620573780161743,0.006598754034781809,10.873,0.657,114,7.879,4.511,6.778,3,7,23,2,195,8,95,48,48,0,2,4,0,44,2,21,15,10,3.661,7.212,0.0001745928291481,0.0017152658662092,0.0929528382154813,0.0511834979843778,866,60.22838,24.87708,Vaakatie
1294180,44629.93494870335,33820.54109487649,31.961031680431578,0.2773364784717035,0.3076823847974518,0.3293429932026625,-6.576914903995477,-0.06803170752444157,831.4694133236866,1996.4440344026996,942.4980318587052,1.466653723445386,1234.856433582204,2542.618983720038,787.1065882865142,1.4177625276560142,3.4484756675156047,0.03390348312646694,10.325,0.7365,76,9.242,4.517,5.9,2,7,20,2,142,8,60,38,32,1,4,8,0,53,1,32,14,19,2.971,7.353999999999999,8.901160950796907e-05,0.0034305317324185,0.0904775699238287,0.0157336990775404,717,60.23438,24.89275,Kantelettarentie
1294191,35453.39043259654,33883.6141710652,4.632847764132097,0.0452873485068269,0.32699812064621203,0.3317574920211874,-1.4345934875440245,-0.014449832670270321,1059.9316699537915,2309.0597480301544,827.7432316211376,1.4375900237996284,1055.6746027108038,2255.2427522303087,797.0350371888118,1.4377073310378274,-0.008159326704854962,-8.159659596028929e-05,5.419,0.4845,56,2.165,4.219,6.319,3,6,18,0,116,5,63,31,32,0,3,6,0,47,1,25,13,8,3.221,2.1979999999999995,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.228558,24.885355,Hopeatien palv.talo
1294242,38392.456635280185,35294.29376179548,8.778084339622993,0.08413969744186776,0.32164793197522057,0.32594122934355013,-1.3171998451918216,-0.01325951861675931,979.6064697818829,2181.3616754464533,860.4437050090618,1.4509754987919308,1272.4629337886975,2663.369621866978,844.8200903306275,1.4203299638521143,2.1576348960985032,0.021346874490311973,8.325,0.744,77,6.507,4.552,5.912,3,6,22,1,148,9,71,38,35,3,3,9,0,53,3,33,14,20,3.203,5.122,8.901160950796907e-05,0.0034305317324185,0.0904775699238287,0.0157336990775404,717,60.23468,24.89256,Kantelettarentie
1294502,32146.005351343003,33935.79988432097,-5.274060252237903,-0.05418230833282665,0.29903386646398633,0.3308390496238071,-9.613491271960203,-0.10107516946139085,951.4335937849531,2161.705750773973,834.8594997405064,1.4445320432939708,1077.1659188048402,2285.0926449507,774.0895332144598,1.4309159743288125,0.9515631392363969,0.009470642942468476,9.169,0.6932,93,5.795,4.436,6.415,5,8,27,1,176,10,166,45,48,2,4,6,0,49,3,31,12,20,3.45,5.719,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.230293,24.883444,Pohjois-Haaga
1294552,34654.707321510956,33935.79988432097,2.118433747371707,0.020963068893617896,0.3294506175439585,0.3308390496238071,-0.419669951726494,-0.004205530376318742,1194.2758402384866,2587.0894296422703,925.6253770399893,1.4380234219001196,1077.1659188048402,2285.0926449507,774.0895332144598,1.4309159743288125,0.4967061447923895,0.004954766295254775,6.073,0.605,64,3.173,4.436,6.415,4,8,23,1,137,8,131,33,41,2,4,6,0,49,3,31,12,20,3.45,2.623,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.230293,24.883444,Pohjois-Haaga
1301101,44360.69016484379,45648.24467312337,-2.820600260753645,-0.028611433822512848,0.31132383037536665,0.3094483284134872,0.6060792027848367,0.006042499302903258,825.714084619464,2226.4716505629885,1568.2676004509635,1.4806207891321912,815.505411053748,2316.198609989453,2021.1638620720496,1.4690624714590013,0.7867819032713275,0.0078370291386452,3.718,0.3792,57,1.359,3.693,8.27,5,3,7,3,60,8,32,20,11,4,2,4,0,31,4,20,10,6,2.156,1.5619999999999998,8.504178833820602e-05,0.0017152658662092,0.0619470855385292,0.0025625924808044,692,60.197547,24.867328,Nuottapolku
1301103,42903.456137720445,43008.77953657806,-0.24488813677691607,-0.002451884782084665,0.31262694930627827,0.31495582738684197,-0.7394300654432011,-0.007421774010132828,690.9695838634617,1817.7500881050144,1197.4038070246006,1.4825043791240624,860.4911356989467,2367.640630410121,1811.7849703087636,1.478036166893121,0.3023073677779975,0.0030185133789837684,6.576,0.7145,110,3.388,3.179,7.802,11,4,13,6,106,11,71,26,34,4,3,7,2,50,5,29,15,11,2.903,3.673,0.005728538127437,0.0025728987993138,0.0758537391821745,0.0057844670517027,696,60.197903,24.876563,Laajalahden aukio
1301104,45073.80922364996,44975.72436667831,0.2180839960952725,0.002178465381243847,0.31063577818809085,0.3108435496937072,-0.06684118291052832,-0.0006686353158849288,837.4402526206135,2358.01601761687,1982.5580307762066,1.4721722314002048,841.521769328033,2365.9249332310605,1976.3913479022863,1.4726633055146667,-0.03334598700347867,-0.0003335154801400446,2.165,0.5814,32,0.351,3.89,8.316,4,3,5,1,38,4,22,10,9,4,2,3,0,30,2,14,10,4,1.967,0.1979999999999999,3.096538924010696e-05,0.0025728987993138,0.0583540114765094,0.003424642407556,688,60.200228,24.863685,Apajapolku
1301105,45686.71473072363,44537.54517579558,2.5802265266128255,0.02547500426278253,0.30639391314699455,0.31234946276490155,-1.906694368925365,-0.01925106199932724,644.0202351538162,1717.5571294398146,1132.2662339062672,1.4801329452268601,855.5841786331891,2376.4689649561774,1985.8650256311103,1.474912036664168,0.35398101262366855,0.0035335597441395225,6.129,0.4488,91,4.531,3.325,7.993,8,3,13,5,102,9,65,29,29,5,2,5,0,41,3,24,9,7,2.611,3.518,0.0024775789040075,0.0034305317324185,0.0706470957278533,0.0119674025868859,689,60.19657,24.874118,Tiilimäki
1301106,45738.078317194275,44812.872877277114,2.0645974705770254,0.02043573537602725,0.30925278451582383,0.3111833636060382,-0.6203991973872084,-0.006223316700503459,811.6950092224985,2308.9770802433877,2026.1240882942357,1.4685027387415315,847.8932616039123,2378.089942241595,1965.7676070016844,1.4734210140015394,-0.33379972277243075,-0.00334358076916348,1.716,0.6634,23,0.262,3.644,8.165,4,3,5,1,31,3,18,10,8,4,3,6,1,38,4,23,11,10,2.446,-0.7300000000000002,8.504178833820601e-05,0.0017152658662092,0.0619470855385292,0.0025625924808044,693,60.19884,24.86811,Nuottapolku
1301107,45073.80922364996,44640.77110668864,0.9700507097567457,0.009653759253987761,0.31063577818809085,0.3115424796092004,-0.29103620868875224,-0.002914605425727484,837.4402526206135,2358.01601761687,1982.5580307762066,1.4721722314002048,854.6266670274766,2390.9459474131518,1954.540416964985,1.474172381990764,-0.13567955925602648,-0.0013577168731208546,2.165,0.5814,32,0.351,3.839,8.288,4,3,5,1,38,4,22,10,9,4,2,3,0,34,4,19,10,6,2.21,-0.0449999999999999,3.096538924010696e-05,0.0025728987993138,0.0583540114765094,0.003424642407556,688,60.199862,24.864593,Ritolehto
1301108,48487.35539615136,45020.2029093712,7.701325766478181,0.07419170790794022,0.3024682156445418,0.31075073858302693,-2.6653268713864047,-0.02701490746265368,764.5380194872796,2137.3227444961058,1766.6299374691057,1.4740299297159232,839.7815660775001,2362.602385340195,1979.292939499287,1.4724484168883376,0.10740701062572408,0.0010734937056535367,2.77,0.4782,43,0.553,3.872,8.331,4,3,6,1,49,5,26,11,10,4,2,3,0,32,3,14,10,4,2.022,0.7480000000000002,3.096538924010696e-05,0.0025728987993138,0.0583540114765094,0.003424642407556,688,60.199587,24.864002,Ritolehto
1301109,47243.484334909146,44376.53042517732,6.460518391733576,0.06260401110154598,0.306111530417336,0.31209385718708776,-1.9168357953824062,-0.019354452854250588,752.7966666331813,2196.5232252780393,2124.330396024156,1.4572104007493394,864.9649664646695,2410.6847307878356,1937.3024749228402,1.4752280508229725,-1.2213467649006369,-0.012288664952162512,1.381,0.7786,14,0.202,4.172,8.486,4,2,3,0,18,2,15,8,4,2,1,2,0,19,2,7,6,3,1.668,-0.2869999999999999,5.631704254741608e-06,0.0017152658662092,0.0551391966656416,0.001712321203778,685,60.201913,24.858765,Munkkin. uimaranta
1301110,44925.17830208886,44307.443965858314,1.3941998927009889,0.013845703263772708,0.3110067228537079,0.31223801638462784,-0.3943445276705776,-0.003951241158870051,840.2036375256848,2360.417251331924,1974.1290979878129,1.4727687087160524,867.6679435362175,2415.8454904665577,1932.7955671491145,1.4754846256386331,-0.18406948302868595,-0.0018423909907447121,2.371,0.5694,38,0.28,4.17,8.491,4,3,6,1,40,5,25,11,10,2,1,2,0,21,2,7,6,3,1.657,0.714,5.631704254741608e-06,0.0017152658662092,0.0551391966656416,0.001712321203778,685,60.201797,24.858775,Munkkin. uimaranta
1301111,46953.43388852728,46871.70584536386,0.1743654123301011,0.0017421357232368475,0.30671676391763,0.30688730166460815,-0.05557015427264237,-0.0005558560020535747,764.1447616707678,2218.1899985247487,2105.408734320016,1.4597133061621141,767.3423351019547,2224.295084730298,2100.0771431993326,1.4603898605810388,-0.04632697317245759,-0.00046337707430043755,1.504,0.7184,20,0.257,4.783,8.912,4,2,3,0,21,2,16,8,4,1,0,0,0,4,0,1,0,0,0.873,0.631,9.924265364266322e-07,0.0008576329331046,0.0522554045299155,0.0,1165,60.204705,24.848228,Tarvo
1301112,41360.06312161876,40489.41740195424,2.1503043894686873,0.02127511509947674,0.31621452741163064,0.31719851731341625,-0.31021264226571155,-0.0031069479908195615,664.0452865190223,1718.1727585623448,1018.9132041342586,1.4787559222563893,778.383512301198,2162.903725351986,1338.4285627961913,1.4692573062725018,0.6464909817590357,0.006444101920751034,7.057,0.4801,81,3.12,2.812,7.325,10,4,15,5,144,10,81,38,37,4,4,11,3,65,6,39,22,16,3.449,3.608000000000001,0.0157436603619046,0.0042881646655231,0.0854539954796096,0.012739606505657,697,60.200773,24.883186,Rakuunantie
1301113,41497.49659591678,40542.409170413346,2.355773731868975,0.023284536173161625,0.3157722116766503,0.31711006811494064,-0.4218902434234273,-0.004227827113521525,646.5120360694949,1679.3970538280967,998.6436103320754,1.4782928508550668,761.9992303828554,2123.0025307910837,1327.056277775529,1.4694196234610268,0.6038593232571794,0.006020433995950561,6.766,0.4617,76,2.972,2.726,7.274,10,4,15,4,130,9,80,37,35,4,4,11,3,65,6,36,21,16,3.305,3.461,0.0157436603619046,0.0042881646655231,0.0854539954796096,0.012739606505657,697,60.200373,24.884701,Rakuunantie
1301122,42187.02245597587,40619.32284145665,3.8594922437239854,0.037868763563098054,0.31631873888404205,0.31799110182032536,-0.5259150104232311,-0.005273028113214819,741.512423531122,1906.0153294541356,1307.32133925644,1.4882412488567172,728.2275485961907,1984.005025102277,1333.0469395037308,1.4771714078008777,0.749394484443719,0.007466004740677222,8.993,0.7513,140,4.713,2.667,7.454,30,7,28,9,172,22,206,44,98,6,3,10,4,57,7,31,18,8,3.499,5.494,0.0383125935446556,0.006861063464837,0.0819350888825082,0.0258290235714408,702,60.196005,24.886202,Munkkiniemen aukio
