x2_value,estimate,se,lower,upper
0.02,-0.9404823211598262,0.18900767839365035,-1.310930563612911,-0.5700340787067415
1.4433,-0.7792974367510527,0.15603946836800991,-1.0851291749191296,-0.47346569858297566
1.9236,-0.7249047577785704,0.14546117028532846,-1.0100034126868627,-0.43980610287027827
2.3749,-0.6737962505533337,0.13587042706378333,-0.9400973941624258,-0.4074951069442416
2.8044000000000002,-0.6251565345036123,0.12712836787138734,-0.8743235569448908,-0.3759895120623337
3.1174999999999997,-0.5896988043635245,0.12104012043297847,-0.8269330810965534,-0.35246452763049557
3.4198,-0.5554641450810316,0.11542984705916569,-0.7817024880579634,-0.3292258021040998
3.727,-0.5206745740205557,0.11004031940675539,-0.7363496369050806,-0.3049995111360308
4.019,-0.48760636194484297,0.10525251210223675,-0.6938974949475936,-0.2813152289420924
4.252700000000001,-0.4611404675541098,0.10168762575910605,-0.6604445517153454,-0.26183638339287413
4.483,-0.435059613988916,0.098434167878528,-0.6279870378790007,-0.24213219009883133
4.7122,-0.4091033324555141,0.09547832136790826,-0.5962374036409557,-0.22196926127007252
5.0123999999999995,-0.37510649250644235,0.09207745732382436,-0.5555749926491622,-0.19463799236372245
5.365899999999999,-0.33507357138053684,0.08883290640332578,-0.5091828685730733,-0.16096427418800044
5.5922,-0.30944570702185936,0.0872279480573498,-0.48040934365959587,-0.13848207038412286
5.829000000000001,-0.2826287459960758,0.0859704716172321,-0.45112777409977395,-0.11412971789237764
6.0746,-0.25481520871595587,0.08514214492957951,-0.4216907463444216,-0.08793967108749015
6.366099999999999,-0.22180362029105782,0.084806601745458,-0.3880215053633875,-0.05558573521872817
6.665800000000001,-0.18786340399280044,0.08520196972025029,-0.35485619605636354,-0.020870611929237337
6.879,-0.16371907928546514,0.08593519885910948,-0.33214897405360755,0.004710815482677294
7.206,-0.126687211652732,0.08776550507028592,-0.2987044406754602,0.04533001736999623
7.494299999999999,-0.09403801459304739,0.09005041100902485,-0.27053357696376557,0.08245754777767081
7.7888,-0.060686684263261625,0.09298393050962897,-0.24293183920310985,0.1215584706765866
8.046800000000001,-0.03146888044294005,0.09600855504131506,-0.21964219053164935,0.15670442964576925
8.3322,0.000851899442020132,0.09980046726803388,-0.19475342204359514,0.1964572209276354
8.678000000000004,0.040012816345381785,0.10495135223501555,-0.16568805416402638,0.24571368685478995
9.197200000000002,0.09881081535123792,0.11365418173844577,-0.12394728754848611,0.32156891825096195
9.7462,0.1609835839456426,0.12387687143751472,-0.0818106225893852,0.4037777904806704
10.3888,0.23375629997253644,0.1368631958636986,-0.03449063472936459,0.5020032346744374
11.336500000000003,0.3410807677264851,0.15746651123605024,0.03245207693265434,0.6497094585203158
16.529,0.9291173814358622,0.2840188846292851,0.37245059663322566,1.4857841662384987
