access_diff,gini_diff,walk_sum,weighted_gini_walk,area_difference,ellipticity,distance_betweenness
0,-0.007657574711651072,9,0.331269330355272,7.841,0.5345,1.988
2,-0.005164484290238247,7,0.3343457959275833,4.597,0.5717,1.829
2,-0.007449800715625787,7,0.3342249556252531,6.494,0.4257,1.844
1,-0.0040140607699320485,8,0.3351544259520103,3.943,0.6796,1.615
1,-0.004116609602523913,8,0.3352500095730283,2.092,0.574,1.62
1,-0.00715348103901875,8,0.3340998400958243,4.24,0.4002,1.313
1,-0.009391192240918056,8,0.3341657634425148,5.177,0.3047,1.348
1,-0.006509055000047725,8,0.33255413708538806,5.505,0.3892,1.105
1,-0.005245183717324686,8,0.33298928715871695,3.989,0.4177,1.149
1,-0.0056058393573137355,8,0.33075942030858185,5.127000000000001,0.3379,0.864
1,-0.00456019021488685,8,0.3310178136502818,3.756,0.501,0.898
0,-0.007333601368380516,9,0.3314147516007103,5.229999999999999,0.4894,1.95
0,-0.008376585689777616,9,0.33136042101800117,8.146,0.5258,1.968
1,-0.00735307137904373,8,0.33359472803837065,4.127000000000001,0.2193,1.705
1,-0.010109916505923244,8,0.3333625467291254,7.648,0.3751,1.722
0,-0.0020454712572169353,9,0.32706102625046535,5.214,0.2766,0.629
0,-0.0013687098056454072,9,0.3272356070136029,3.686,0.4843,0.634
0,-0.0007111751385650011,9,0.3314584640086635,2.437,0.6149,0.837
0,-0.001759728120826809,9,0.33165987894079085,1.1930000000000005,0.7695,0.842
-1,0.0015804086161942954,9,0.33181859281783327,0.6880000000000002,0.3099,0.909
0,-0.0012891158558313576,9,0.33171650603187575,0.914,0.6738,0.888
0,-0.002191115894727147,9,0.33371509609380723,1.3449999999999998,0.478,1.223
0,-0.02163381307971929,9,0.3231397278788509,7.77,0.3894,0.029
0,-0.0010773139799870046,8,0.33432740662433447,0.7509999999999999,0.3735,1.459
0,-0.0011543374295437947,8,0.33412869960892344,2.681,0.5629,2.664
0,-0.007492860376020205,8,0.333622341759869,2.4170000000000003,0.7451,2.762
1,-0.0045581724956999525,8,0.33512996998839184,4.475999999999999,0.5992,2.468
0,-0.004772895388081844,8,0.33529259066624173,4.549,0.7452,2.492
1,-0.005506389949450963,8,0.33525636769329464,6.095999999999999,0.6041,1.903
1,-0.006603615976161714,8,0.3349077208690461,6.895,0.3902,1.865
0,-0.0044485945087154866,8,0.3355776920263425,3.4670000000000005,0.7198,2.229
1,-0.004888122974409659,8,0.33480531651905426,5.934000000000001,0.4168,2.269
0,-0.0019457315154599586,8,0.3355790443801146,0.964,0.3781,2.414
1,-0.0019781110979799066,8,0.33531084528995164,3.095,0.5002,2.41
0,-0.001949908882673379,8,0.3369339931517572,2.0450000000000004,0.4166,2.636
0,0.0005153623641113714,8,0.33566792268574014,0.971,0.4772,2.029
1,-0.004110753174475068,8,0.33546479312411026,4.658,0.5529,2.006
1,-0.003419945266802671,8,0.3358155970138864,4.025,0.4242,2.778
1,-0.0051362210655042095,8,0.3356415243987987,5.09,0.4281,2.437
0,-0.005043304902667023,8,0.32511867819613416,6.334999999999999,0.8469,2.433
1,-0.006308616253098365,8,0.333937064197079,9.079,0.6249,1.846
1,-0.0005267780632396968,8,0.3291713176342008,5.998000000000001,0.5155,2.13
0,-0.003998013778348297,8,0.329135882411357,6.340999999999999,0.5448,2.135
1,-0.002092760323818832,8,0.33094519993673055,6.679,0.5614,2.049
0,-0.0030271371167279737,8,0.32671183374311474,6.144,0.3858,2.037
1,0.0020904953872046828,8,0.3260762510373453,5.86,0.3131,2.024
0,-0.0024301066070238075,9,0.32630675121619906,6.895,0.3718,0.667
0,-0.004432034915889227,9,0.3262978294408643,7.34,0.3585,0.682
0,-0.0008545448695353453,8,0.32565279604842656,1.194,0.1316,0.789
0,-0.0001491336183319647,8,0.3256577171877644,2.7920000000000003,0.4542,0.79
1,-0.001293177470271023,7,0.3249449232086468,2.4410000000000003,0.4187,1.053
0,0.0009244669896545932,8,0.3254472890334425,2.5450000000000004,0.383,1.043
1,-0.004776378237913048,8,0.3330536943575989,7.613999999999999,0.5373,1.833
0,-0.004291503609680225,8,0.33117380294864207,8.424,0.7206,2.152
0,-0.0029638893306018765,8,0.3304595425911984,7.772,0.7881,2.475
1,-0.0006432545738143114,8,0.32989330770523284,6.356,0.731,2.512
1,-0.0005144180818469346,8,0.3287344903755167,5.446999999999999,0.5165,2.039
0,-0.003075929824949142,8,0.32895713016902994,5.503,0.6376,2.042
1,-0.0006038866700300294,8,0.33088072231006954,5.092,0.3361,1.775
1,-0.0017311350618050003,8,0.3289971693353975,4.988000000000001,0.4298,1.768
1,0.0014869141975067945,7,0.31982328323815357,3.5780000000000003,0.6406,1.124
1,0.005675615646012155,7,0.31980839882041273,2.1410000000000005,0.1556,1.111
1,-0.004245440800909717,8,0.334871721003016,5.312999999999999,0.5383,1.832
1,-0.004016160002109748,8,0.3346811328126646,5.312,0.5446,1.814
1,0.0006489674394905554,8,0.31508327600237956,8.016,0.1574,1.301
1,-0.00853247499470261,8,0.31385762565787,9.861,0.1951,1.564
1,0.008185379118669567,8,0.3136987121528546,8.962,0.3332,1.575
1,-0.0012900446854405279,8,0.32316417001044906,7.855,0.5565,2.066
1,0.0038726829024082754,8,0.3230602253980022,6.271,0.3582,2.065
1,-0.0023416622197633963,8,0.32218086102558724,8.426,0.2839,2.205
0,0.0018661588114155525,8,0.32207657626483827,8.408999999999999,0.3375,2.161
1,0.0036881114445793117,8,0.3169955885553477,8.939,0.6811,1.291
1,0.00775995650583039,8,0.3164184155281899,7.269,0.5363,1.354
1,0.0018799727885738804,8,0.31791630727299497,10.799,0.6845,1.659
1,0.004544558504066709,8,0.31760462201133877,6.502,0.5566,1.651
1,-0.001547748443619379,8,0.3211782849401531,11.47,0.6719,1.929
1,0.0017887550252513873,8,0.32032298821371374,6.773000000000001,0.6565,1.879
1,-0.01509321264775182,8,0.3208060834208064,7.387,0.3017,2.265
0,0.0004448128144276531,8,0.32102110507063414,6.684000000000001,0.3097,2.256
1,-0.02377077230209218,8,0.3188065890213681,9.18,0.3793,2.377
1,0.0016333674688730482,8,0.31884680364107937,6.395,0.3234,2.344
1,0.00816003311457869,8,0.31567585590498365,8.325,0.5151,1.18
0,0.0017950634193010795,8,0.3215773945997676,6.537000000000001,0.3251,2.416
1,0.004769742802980259,8,0.3130742876708248,9.105,0.2304,1.594
1,0.006920539166637374,8,0.31394256300096973,5.0,0.2674,1.385
1,0.008367410968259936,8,0.31415551392119656,6.96,0.1109,1.364
1,0.007499928506493836,8,0.3138296001168149,6.8870000000000005,0.3212,1.621
1,0.006438367979281934,8,0.3135179097355749,7.38,0.2779,1.6
0,0.0028040552135212837,8,0.31766760296368896,2.9560000000000004,0.0938,1.955
1,0.003159763160128226,8,0.3174687061851105,4.720000000000001,0.3051,1.942
0,0.0006658898315935469,8,0.3201858448808244,4.802,0.0202,2.235
1,-0.004292689013236262,8,0.31782983168612683,13.959,0.6247,2.455
1,-0.0010596896175154025,8,0.31782983168612683,10.547,0.4377,2.455
1,-0.0015327791749440434,8,0.3245450171367212,7.721999999999999,0.6685,2.443
0,-0.00029937418645187286,8,0.324494884009886,0.786,0.6159,2.652
0,0.0003508350158594187,8,0.32482485271470357,3.118,0.6646,2.649
0,-0.00037626637424159615,8,0.3235256006272326,0.5469999999999997,0.583,2.781
0,-0.0017690173593988834,8,0.3241087767806716,1.4810000000000003,0.6055,2.962
0,-0.000604089517322437,8,0.3224000011895927,2.898,0.5977,2.928
0,0.0024589359806833078,8,0.3216542555380936,1.415,0.6159,2.826
0,-0.0002768466100585565,8,0.32159994235187206,3.506,0.3437,2.45
0,-0.001062375757298728,8,0.3212458185463407,3.884,0.1762,2.774
0,0.0005982353603614654,8,0.321172993603276,5.172999999999999,0.3528,2.767
1,-0.003573194079052988,8,0.3217028354263924,4.823,0.2152,3.083
0,0.0005558839392362791,8,0.32133000792984706,4.738,0.2573,2.998
1,-0.005115343220647661,8,0.32201972936733386,4.443,0.2562,3.247
0,-0.0008389483827917488,8,0.32209980496756735,3.816,0.2822,3.232
0,-0.00044951939099352467,8,0.32321424404686405,4.083,0.5579,2.781
1,-0.00483779688840158,8,0.3234978745013266,3.758,0.2299,2.497
1,-0.001772239585837443,7,0.3331466738258869,3.289,0.7641,2.876
1,-0.0063597743015630925,7,0.33282794852956354,3.5360000000000005,0.7487,2.947
1,-0.007950489274851424,7,0.3284795253550627,3.1500000000000004,0.7012,3.286
1,-0.003131839006889514,7,0.3300753435083608,3.803,0.6217,3.176
0,-0.0020021877024776757,8,0.3288978557447439,6.361000000000001,0.5525,3.187
1,0.009948941447342152,8,0.2975585741262341,9.159,0.6159,3.891
1,0.004164321891243938,8,0.29495149027766593,7.999,0.5602,3.944
1,0.018469962946748963,8,0.3015366373864628,6.493,0.6843,3.901
1,0.008125319639061601,8,0.3013377745220579,7.839,0.7003,3.888
0,0.004470601393162077,5,0.3070096078429285,0.2600000000000002,0.4798,3.925
1,0.009312268204082763,8,0.3115565915952539,7.922,0.5774,3.588
0,-0.0099468875412832,8,0.31126859155058273,8.032,0.7135,3.589
1,0.006167793154709611,8,0.31486397925320864,7.255999999999999,0.4676,3.545
0,-0.000553312152048846,8,0.3148952308740807,7.165000000000001,0.7039,3.543
1,0.0012870556830651414,8,0.31684175482775256,5.1160000000000005,0.3894,4.074
1,0.00029806215163369343,8,0.32007445240304033,8.149,0.161,4.058
2,-0.0012020128873078684,7,0.32256813552717656,10.549,0.3261,3.505
0,-0.06468523177980331,8,0.3021288444088005,2.064,0.1502,2.895
1,-0.006930694513678282,8,0.3121713374627212,10.256,0.5373,3.435
1,-0.003021260591452468,8,0.3129799891983117,10.658,0.2974,3.433
1,-0.009454903032966255,8,0.30650137914860487,12.483,0.571,3.614
1,-0.024406062218558622,8,0.3077980403641307,13.528,0.4607,3.586
0,-0.01266095563640618,8,0.31807986384924597,1.4220000000000002,0.5374,3.053
1,-0.012013671630749512,8,0.3007234195369897,11.419,0.4737,3.807
0,-0.010950360260708558,8,0.3181086742711036,-1.5699999999999998,0.3822,3.052
0,-0.06109094937164816,8,0.3148589420722702,4.456,0.4279,2.911
1,-0.04992513442960245,8,0.3112870366776544,3.878,0.2622,2.891
1,-0.059716300493914465,8,0.3165553713938789,3.811,0.2159,3.185
0,0.0011257271019649573,8,0.31537162075264047,4.681000000000001,0.5961,3.331
0,-0.04446281277155639,8,0.3147673267010619,4.25,0.5028,3.351
0,-0.05622918311773473,8,0.31577973711217755,6.474,0.5026,3.245
0,-0.04980891104679691,8,0.3159903606599258,4.968,0.5293,3.234
1,-0.03547942480413019,8,0.31276153763295667,8.727,0.5595,3.389
0,-0.04818924819162751,8,0.31262241982285116,5.805000000000001,0.4682,3.405
1,-0.01810151714897107,8,0.3104578871951108,10.088,0.5792,3.483
1,-0.0377748600187548,8,0.3102921755349347,9.869,0.572,3.491
1,-0.01740859196758604,8,0.30723365861412594,8.304,0.572,3.602
1,-0.016028740639482397,8,0.299429924528954,6.742000000000001,0.5081,3.904
1,-0.0072720346094163335,8,0.3009805685486692,4.406,0.4622,3.874
2,-0.04919242150516234,7,0.31616797449936707,4.355,0.4827,2.507
1,-0.015380317408724198,8,0.3159216573891176,3.064,0.3638,2.471
2,-0.025349597404973,7,0.2969810551117568,6.019,0.5951,2.422
2,-0.010200109428252835,7,0.3041985287334832,6.767,0.3182,2.422
1,0.004164424115466081,8,0.310241697185997,11.913,0.0711,3.507
2,-0.005414151820406832,7,0.31907180602579843,3.887000000000001,0.4996,3.225
2,-0.006727897697533847,7,0.31919651775538044,8.046,0.6196,3.741
2,-0.006525897163372374,7,0.3202443196309148,10.829,0.6307,3.681
1,-0.00522276897827717,8,0.3127861824923354,12.785999999999998,0.4248,3.413
1,-0.008004359046588694,8,0.3188549446935306,11.648,0.4775,3.43
2,-0.003906372682593751,7,0.31894904558928083,4.996,0.4806,3.223
2,-0.0035627119603916513,7,0.3157552752192829,8.956,0.6799,3.901
2,-0.007194192181757264,7,0.3210242309693819,6.067,0.5787,3.593
1,0.00813386641621533,6,0.293524021746412,-0.0750000000000001,0.3957,4.756
2,-0.002816884648819351,7,0.31529028709120127,6.788,0.6271,3.923
1,-0.007826171373569113,8,0.3176494837536902,13.006,0.299,2.519
1,0.0022370920481653567,8,0.3163539487103343,10.267,0.2918,2.492
2,-0.007321435971894608,7,0.3194666092886193,6.643000000000001,0.5436,3.829
2,-0.005658952738759271,7,0.3197815638498998,7.489,0.5264,3.785
2,-0.006854581234564228,7,0.3166448549500998,5.845000000000001,0.6035,4.089
2,-0.003211528061271951,7,0.31884235389016174,5.704000000000001,0.4003,3.943
2,0.0005869019657846475,7,0.3121724793536383,7.936,0.6322,4.215
2,0.0011844559867477122,7,0.31240680094063666,6.443,0.6139,4.23
2,-0.002673412089155447,7,0.3151477759872651,10.116,0.5006,3.91
2,-0.0038598287653852092,7,0.3148068692862097,9.161,0.6774,3.978
2,-0.002167820452880165,7,0.31438202103164253,10.826,0.4694,3.678
1,-0.007259300944165548,8,0.3173103806647715,10.863,0.3212,3.524
2,-0.0034406123179241965,7,0.3160224609124519,10.129,0.6659,3.733
1,-0.005174453073369389,8,0.318005991259783,7.506,0.6372,3.494
1,0.001911208191713254,8,0.31199725884036955,5.662,0.604,3.684
2,0.00045697199624816776,7,0.3130204437648202,5.7700000000000005,0.6227,3.664
1,0.0056133354320502815,8,0.3069671159752421,3.419,0.7551,3.952
1,0.007098250954030438,8,0.30661862823274055,4.4,0.5605,3.952
2,0.002489498419145586,7,0.3101179195839985,5.516,0.7087,4.106
2,0.002801508061885838,7,0.3099799421054635,3.47,0.612,4.11
2,-0.0013436900842097033,7,0.3140787421503042,6.538,0.7073,3.963
2,-0.0007233283547484204,7,0.3138380140685549,5.720000000000001,0.6439,3.98
1,-0.032728478015734364,8,0.31830869295552855,10.165,0.4335,2.511
1,-0.0003137709425279356,8,0.3179314722228454,10.558,0.3729,2.534
1,-0.005989115740927808,8,0.3182019532360269,6.843999999999999,0.45,2.777
1,-0.0008680863200212774,8,0.3181182808150156,8.082,0.3606,2.714
1,-0.021531383159549944,8,0.31775571928537244,10.779,0.4137,2.543
1,-0.0007530237204209089,8,0.3179830442355698,6.958,0.3589,3.021
2,-0.006613101177532665,7,0.31944806394715003,4.998,0.3971,3.39
1,-0.0032189264493032166,7,0.31926657482502446,5.284000000000001,0.4615,3.32
0,-0.008284661318313902,7,0.30994254948094097,-0.2150000000000003,0.3878,4.325
0,0.0017055135809038724,7,0.3017960550912691,0.5409999999999999,0.2067,4.563
2,0.007184722534746835,7,0.30282441984960046,3.18,0.4829,4.545
2,-0.0063333399785540645,7,0.3189603539994747,6.0,0.6497,3.269
2,-0.002676831486501108,7,0.31903960309836393,7.122999999999999,0.4275,3.277
2,-0.0049054445816353875,7,0.3179308709753659,6.465,0.6675,3.549
2,-0.0032352735903519725,7,0.3185275471635439,8.161999999999999,0.4849,3.502
2,-0.0016468078233443095,7,0.3158838004010252,6.936999999999999,0.5382,3.655
2,-0.0015168603854293639,7,0.3121370888223786,7.830999999999999,0.7794,4.313
2,0.001636788257597721,7,0.31149886281873523,5.911,0.6292,4.496
2,-0.0038173719595210875,7,0.31003768635506485,6.449,0.7636,4.621
3,0.0053541638535233305,6,0.3084424830838399,4.564,0.5877,4.761
1,-0.007825990613508194,8,0.31802878379568505,7.367,0.4792,2.967
1,-0.008513109131517427,8,0.3154738500072982,10.948,0.1689,3.434
2,-0.007459469385736273,7,0.3202639601278532,6.094999999999999,0.5018,3.645
2,-0.006243932740075231,7,0.3201115170171425,7.106000000000001,0.5785,3.641
2,-0.000724047751199608,7,0.3150715384024234,8.842,0.6941,4.243
1,0.003197132520980084,7,0.3157254336661754,6.737,0.7954,4.226
2,-0.007525212314843155,7,0.320322910623064,10.368,0.6819,3.761
2,-0.00544246000987425,7,0.32000840726975727,11.303999999999998,0.6563,3.792
2,-0.006770979362753893,7,0.3218224846129664,4.824,0.4613,3.553
1,-0.0011114822240077538,7,0.3220715800982983,3.1560000000000006,0.1337,3.511
1,-0.0003025029926240208,7,0.32088589708747234,-0.3799999999999999,0.749,3.549
1,-0.0009035977601823952,7,0.321319432468835,2.375,0.4116,3.515
1,0.0008673746288873629,7,0.3191013448221004,-0.7440000000000002,0.807,3.724
1,0.0013347996436377518,7,0.31900856979145603,1.6249999999999996,0.5565,3.732
1,0.0034354051145106257,7,0.31677382086907885,-1.1740000000000002,0.8791,4.053
1,0.0027503290064373465,7,0.3174497695661639,0.5920000000000001,0.6417,3.996
1,0.0065852439861729395,7,0.3129961449623547,-0.298,0.7987,4.527
1,0.006424510324994859,7,0.31415888376985346,-0.326,0.749,4.386
1,0.005615756633673696,7,0.31435296281731406,-0.7440000000000002,0.807,4.339
2,-0.01009372339284248,7,0.32007776047764747,14.833999999999998,0.7443,3.79
2,-0.004870137697532417,7,0.32007776047764747,12.615999999999998,0.6967,3.79
1,-0.05090227271270151,7,0.28354530233297043,1.614,0.0741,2.846
0,-0.029063628632529703,8,0.2797403691191582,3.543,0.3127,2.543
1,-2.0190709881628965e-5,8,0.2691896933007998,4.791,0.3412,2.479
3,0.04451113482920821,6,0.1928041532008366,2.009,0.2406,2.24
2,0.05111723211703342,6,0.19268743136181096,2.454,0.3461,2.248
2,0.027838762039515658,7,0.23875679285893972,5.0120000000000005,0.4875,2.399
3,0.038582457833693934,6,0.22795136746612868,3.919,0.5855,2.42
2,-0.0026169799912215685,7,0.32208587502774605,9.22,0.5102,3.489
1,-0.00533094605919876,7,0.3275617020077438,3.022,0.2608,3.247
1,0.008494661471815323,8,0.3127637671715341,4.659,0.1831,2.424
1,0.003331906566023224,8,0.31724042929303053,5.357999999999999,0.2435,2.402
1,0.002444746353033267,8,0.31737283309664344,4.389,0.5438,2.41
1,0.005246063097864684,8,0.31591383909570464,6.021,0.0954,2.439
1,0.00331720459959578,8,0.316734932825419,4.963000000000001,0.4706,2.446
0,0.0017192310028871782,8,0.3190924309870485,4.21,0.2748,2.692
1,0.002313190910182228,8,0.31785086229040016,3.2550000000000003,0.4651,2.546
1,0.0018529718988629096,8,0.31975512359307207,5.268000000000001,0.1804,2.751
1,0.008005596504562673,8,0.31278002811232236,3.044,0.2541,2.423
1,-0.00027543836909799113,8,0.32220452997323884,5.324,0.1388,2.891
1,-0.002534437464847328,8,0.32291676891395227,3.836,0.253,2.923
1,-0.004734330370005868,8,0.3262821630020857,6.017,0.2725,3.15
0,-0.0038596921059974587,8,0.3257876355584134,5.117000000000001,0.2286,3.112
1,-0.005776743908590898,7,0.32792938664014226,2.3060000000000005,0.1973,3.371
1,-0.011286500193598503,8,0.3271198658757199,8.589,0.2934,3.226
1,-0.004946178553145109,7,0.32713253834900013,4.388,0.2734,3.231
1,-0.0043432155968261,8,0.32490960831968957,8.498999999999999,0.3878,3.124
1,-0.010728192660755365,8,0.3250805649984286,8.766,0.3502,3.106
1,-0.004137548964671334,8,0.3193435348338787,8.001999999999999,0.614,2.789
1,0.003111190918973772,8,0.3187382058706622,7.41,0.6169,2.747
1,0.0002222380101151722,8,0.31855794045858715,3.903,0.404,2.892
1,-0.004385850339823971,8,0.31801289353949885,6.961,0.6191,2.847
0,0.009271687603005396,8,0.3120701705975571,4.863,0.3802,2.781
1,0.0058708822917862835,8,0.31600062786740685,3.896,0.2141,2.861
2,0.006415190499499068,7,0.31564104090175854,5.611000000000001,0.4422,2.878
1,-0.03700128032053157,8,0.31786129376178834,2.2670000000000003,0.8679,2.66
2,-0.02590222768663686,7,0.32619693319691045,9.721,0.494,3.136
2,-0.025039567335118806,7,0.3267479426665866,9.784,0.4324,3.134
1,-0.0035362496215811112,7,0.32784862568904183,0.455,0.2683,3.422
1,0.0007479864404736913,8,0.31789177195254453,3.28,0.5864,2.701
1,-0.0017727283678982686,8,0.3223010758412693,8.522,0.3743,3.19
1,-0.008669544165978815,8,0.3226882580335747,6.003,0.2216,3.214
0,0.0003575562586551895,8,0.317519892803621,-0.4000000000000003,0.7546,2.518
1,0.0033858093251672994,8,0.3154768048861525,6.007999999999999,0.1992,2.172
1,0.003294592107111194,8,0.31839882693321114,6.061,0.5905,2.675
1,0.003096882101434606,8,0.31856174080440297,6.2570000000000014,0.5781,2.636
1,0.018345682237039473,8,0.3022115622501706,4.265,0.3189,2.296
1,0.07026687486472555,8,0.24980977437515245,4.738,0.4133,2.394
1,0.0031923085840033782,8,0.31850111045631896,6.099,0.5908,2.64
1,0.0030872453125964094,8,0.31858436429816006,6.390000000000001,0.5544,2.615
1,0.0032136407513528864,8,0.31847977828896945,6.156,0.5908,2.616
1,0.0031499944445786965,8,0.31868753213702194,4.561999999999999,0.623,2.675
0,0.0034899447839061293,8,0.31865104979939635,2.0380000000000003,0.3908,2.692
0,0.0006106513528002511,8,0.32016585835949846,2.7069999999999994,0.3425,2.765
0,0.004268876136983513,8,0.31705691378429923,2.123,0.2097,2.633
0,0.012104794894709503,8,0.3088780395966558,2.932,0.2111,2.562
0,0.04299918721727952,8,0.2788382308128978,1.861,0.2647,2.388
0,0.04298490493947299,8,0.2778253265311709,2.1670000000000003,0.2378,2.383
1,0.07386412338662021,8,0.247056748659482,2.7840000000000003,0.2562,2.492
1,0.07260927099015219,8,0.2485209583920065,3.065,0.2659,2.51
1,0.062457361272773404,7,0.2592853935835343,1.3330000000000002,0.2593,2.654
1,0.016851195073636194,7,0.30465226401244444,2.027,0.2394,2.836
1,0.0033402947585759457,8,0.31705277861368186,11.14,0.387,2.236
1,0.015941146074045565,7,0.30546904134849323,2.4610000000000003,0.3057,2.84
1,0.05834347412301244,7,0.2630871880403992,1.6909999999999994,0.3705,2.651
1,-0.0003986394074225186,7,0.32313071531029375,2.293,0.2612,2.991
0,0.003099218712109164,7,0.32303106350757677,-1.424,0.3004,2.995
1,-0.004585692512127093,7,0.32590417291890705,2.407,0.2879,3.132
1,-0.0022577962078705327,7,0.32664276633366507,0.1259999999999999,0.379,3.17
1,-0.005563829999658376,7,0.32724672660468807,1.464,0.315,3.318
0,0.0023137462507943907,7,0.27876913313114676,2.184,0.6963,2.847
1,-0.004847514210171322,8,0.3268219678245279,4.699,0.621,3.269
1,-0.005642855322619211,8,0.326440365702642,5.497000000000001,0.6828,3.339
3,-0.004965553824242519,6,0.32675372636909306,4.069000000000001,0.5398,3.705
4,-0.006119978593244424,5,0.3266991427608999,4.771,0.7128,3.61
1,-0.0003306564696204939,8,0.32128658538706717,4.266,0.536,2.968
1,-0.0013189658926568981,8,0.3211247600724437,3.249000000000001,0.3772,2.938
1,0.0006665355054130129,8,0.31872730472029603,9.217,0.5641,2.754
1,0.0024611975548416987,8,0.31854676050264824,8.462,0.5277,2.786
1,0.001552961077961823,8,0.31783771643387715,-0.6579999999999999,0.5398,2.398
1,0.0017264821185326018,8,0.31789339989852333,4.465999999999999,0.5179,2.377
2,-0.027063672066167277,7,0.3252619528194329,8.058,0.5811,3.083
2,-0.0351943545526468,7,0.3264390604832125,10.074,0.6399,3.083
1,0.03903810098867211,8,0.28149205130491917,4.616999999999999,0.2955,2.1
0,0.023947364357870815,8,0.2967136073409503,-0.472,0.594,2.019
0,0.02629546251574305,8,0.2947601769497985,2.256,0.5356,2.016
1,0.037556313115873596,8,0.28160429677556487,2.418,0.2955,2.098
1,0.0321485821816056,8,0.2885901693955339,4.4030000000000005,0.2683,2.171
1,0.03314660087981808,8,0.2860140090116204,2.2780000000000005,0.2955,2.216
1,0.015562783080154352,8,0.2983252344576289,6.839,0.5978,1.998
1,-0.01022732228309875,8,0.2828668167663912,3.334,0.6382,1.828
1,0.004030844984554527,8,0.31514544696403013,6.661,0.5569,2.276
1,0.045058682448812004,8,0.27460583501379365,6.672,0.1448,2.265
1,0.07727964013843133,8,0.24338594486254764,3.916,0.2957,2.428
1,0.009002027830228243,7,0.31223421849686056,4.395,0.2799,3.027
1,-3.5316337573199075e-5,7,0.32209963768290817,2.5250000000000004,0.2645,3.098
1,-0.00023445153447171352,7,0.32302282834420915,3.477,0.2979,3.093
2,-0.004198043772674631,7,0.32637117946402505,4.275,0.3478,3.615
2,-0.004138976990906318,7,0.32631211268225674,4.353999999999999,0.3478,3.65
1,-0.0012138689466234531,7,0.3265266919280483,0.262,0.5161,3.699
0,-0.0014783481703419254,7,0.3265050206216251,-2.123,0.3822,3.708
1,-0.0007528909130653516,7,0.3258430169295328,0.8620000000000001,0.4764,3.972
0,-0.0007082611724267829,7,0.32587151880785936,-1.778,0.291,3.96
1,-0.0013150642503712007,7,0.32573172877229606,1.8320000000000003,0.5148,4.02
0,-0.0005502752472161809,7,0.32571047181722096,-1.298,0.4441,4.055
2,-0.0020724738969368217,7,0.32559194952213927,3.292,0.464,3.958
1,-0.0003475909774463548,7,0.32556271229344486,-0.0779999999999998,0.4714,3.96
2,-0.002475495969405106,7,0.32532905534749146,3.635,0.4541,3.867
2,-0.002460114431497351,7,0.3253136738095837,3.613,0.4541,3.86
2,-0.0022878099865233925,7,0.325050350754944,3.888,0.4446,4.068
2,-0.0035002703713494787,7,0.32478754228121876,4.019,0.4343,4.014
1,-0.0012878247703344003,7,0.3250506253506883,2.487,0.4505,4.136
2,-0.0033575291239947846,7,0.3250682704054023,3.791,0.4476,4.252
2,-0.0014173823454007861,7,0.3243911664377871,4.051,0.4278,3.933
2,0.00018145862734320062,7,0.32342953897883214,3.618,0.4312,3.927
2,-0.0010477201359880284,7,0.3237638831760511,4.295999999999999,0.4356,3.754
2,-0.00482151270247827,7,0.32606753634802044,9.351,0.4984,3.394
2,-0.005075918498437859,7,0.3260610191634291,9.47,0.2357,3.375
2,0.0071566092117608116,7,0.3140914154975813,8.399000000000001,0.4304,3.01
2,0.0020581426401221625,7,0.30939199652872584,7.58,0.1273,2.986
2,-0.00568606539809835,7,0.3263149391161197,6.115,0.4778,3.619
2,-0.005177706232817714,7,0.32637049766804943,8.966000000000001,0.3001,3.615
1,-0.004095717315724112,8,0.3244301649015514,5.913,0.5095,4.001
1,-0.003023570035871115,8,0.3248631880770201,7.616999999999999,0.3925,3.939
0,-0.004016531029284398,8,0.3235733360654174,7.087000000000001,0.5435,4.254
1,-0.0018760683287977198,8,0.32379582336368856,7.496,0.4325,4.201
1,-0.005224677332733407,8,0.3231356074954393,7.497,0.4694,4.44
1,-0.009078840049219494,8,0.3231404579337918,7.622999999999999,0.6549,4.508
2,-0.005672642593590016,7,0.3264436355506791,8.675,0.4826,3.425
2,-0.01113706836303685,7,0.3268014129841119,9.559,0.3798,3.415
2,0.08985587445174029,7,0.23126855857763276,5.936,0.1348,2.687
2,0.07139103001399463,7,0.2475437237212861,0.7860000000000005,0.5174,2.619
2,7.824638717784937e-5,7,0.3209548198900834,8.083,0.0453,3.599
2,-0.002384327090132976,7,0.3225627464748701,8.569,0.1581,3.546
2,0.05928619629526949,7,0.26019549870889197,4.022,0.5207,2.582
2,0.05242614233128723,7,0.2690593403083725,3.619,0.3525,2.813
2,0.0594082970927719,7,0.26152352209929147,3.175,0.4544,2.752
2,0.0036168755537475117,7,0.31703599484260125,5.266,0.3967,3.145
2,0.0024367248666453123,7,0.31934957555718124,4.773,0.2039,3.175
2,-0.002510348853608624,7,0.3242362480523669,7.843999999999999,0.4626,3.526
2,-0.003413218579008115,7,0.3240898726024684,8.186,0.5007,3.503
2,-0.004024274560722962,7,0.32592769053414483,7.667,0.4536,3.478
2,-0.004233384813114083,7,0.32593832135953354,7.766,0.4651,3.462
2,0.04689100888797393,7,0.27545750430473076,4.999999999999999,0.3265,2.84
1,-0.006216956748225644,8,0.32301099965044205,5.227,0.5518,4.44
1,-0.003867041462290499,7,0.32467853323390816,2.958,0.4668,4.292
1,-0.001528285580136568,7,0.3246751896829121,0.7170000000000001,0.4852,4.296
0,-0.004381298751543139,8,0.3232546233779624,4.009,0.5559,4.633
