access_diff,gini_diff,walk_sum,weighted_gini_walk,area_difference,ellipticity,distance_betweenness
0,0.01071716375086218,9,0.30513407098594325,10.419,0.4755,3.254
0,0.018058369416849962,9,0.3036201341098471,8.953,0.7387,3.172
0,0.013197059819367196,9,0.3036201341098471,9.727,0.6577,3.172
0,0.001079888110849525,9,0.3001694398262622,0.1059999999999998,0.0789,3.855
0,0.006575587747995548,9,0.30405972185603064,4.015000000000001,0.397,3.619
0,0.007472112184771951,9,0.3043285043341121,3.619,0.3452,4.064
0,0.001944738258840062,9,0.30087086023014803,0.0140000000000002,0.3544,3.895
0,0.009343245852093285,9,0.30428003479017723,4.6080000000000005,0.3474,3.844
0,0.007312028637986412,9,0.3037941814645367,4.241,0.5168,3.642
0,0.009195090540885742,9,0.3037815694082795,6.224,0.4428,3.581
0,0.005789010297812702,9,0.3044953906153975,1.7350000000000003,0.2063,3.828
0,0.0009313973019919874,9,0.3005487037612129,-0.1030000000000002,0.321,3.699
0,0.003812770714120839,9,0.3001347377758759,1.987,0.6354,3.679
0,0.0013468339598814438,9,0.3004813598086682,-0.427,0.1393,3.954
0,0.0031971909757466666,9,0.3004107174498644,1.6860000000000004,0.5583,3.944
0,0.010171876662116774,9,0.30439828718113404,5.969999999999999,0.3485,3.85
0,0.005838176382068905,9,0.3044462245311413,1.8180000000000005,0.2063,3.861
0,0.006466341353082494,9,0.3062884695116331,4.167,0.5587,3.869
0,0.0066843070215925615,9,0.30477917163386714,2.422,0.4356,3.752
0,0.005640291006924036,9,0.31177896056262644,7.775,0.4784,3.451
0,0.0035494630504711022,9,0.31360607892554687,7.361000000000001,0.5423,3.418
0,0.00907915620646721,9,0.3072629049949891,4.869,0.5632,3.409
0,0.007664022555770311,9,0.3075599435800911,5.790000000000001,0.4049,3.835
0,0.0019678777561615846,9,0.3095114183484791,0.9650000000000004,0.4929,3.977
0,0.006936988906010688,9,0.3100378782411014,7.547999999999999,0.5329,3.576
0,-0.0017500619425194763,9,0.3123480147667816,-0.0139999999999997,0.4067,3.76
0,0.005948003166933946,9,0.31101350296924496,7.539999999999999,0.5555,3.449
0,0.0054880288583087355,9,0.3091333057356102,6.8020000000000005,0.5518,3.145
0,0.0046689539118446866,9,0.31205045641146345,8.98,0.4668,3.258
0,-0.00485517156418569,9,0.31697781721356366,3.3,0.7744,3.791
0,0.0019415161016870797,9,0.31516004106863826,8.088,0.5233,3.419
0,0.001914534465827178,9,0.3151868508162157,8.053999999999998,0.534,3.43
0,0.004779151501737522,9,0.31210198902183345,7.600000000000001,0.5143,3.339
0,0.0044237304156298785,9,0.3124587261270352,7.606,0.5026,3.314
0,-0.0010204988458934472,9,0.3155137197450354,3.3400000000000003,0.7494,4.173
0,-0.0021802572315574587,9,0.31995975579754915,3.654,0.7742,4.207
0,-0.005490366824788151,9,0.31971224147519556,2.493,0.6965,4.291
0,-0.0005993832586379533,9,0.3167385327455793,2.874,0.7634,3.711
0,-0.004294144413168222,9,0.3172419414762933,3.869,0.8138,3.743
0,0.000253764089603703,9,0.3162040850743635,5.437000000000001,0.6108,3.704
0,0.006903619176649056,9,0.31017052752041474,7.989999999999999,0.598,3.369
0,0.003929079734048768,9,0.31323050928070084,8.489,0.5736,3.372
0,0.006965893564966186,9,0.3101584221996379,7.898999999999999,0.5966,3.375
0,0.006800407490445304,9,0.3102737392066185,8.08,0.598,3.378
0,0.006648212752578098,9,0.3104259339444857,8.061,0.598,3.38
0,0.00661518892933477,9,0.310458957767729,8.058,0.598,3.383
0,0.006367586641282841,9,0.31078795533473513,7.434000000000001,0.5423,3.385
0,0.006345192307316672,9,0.3108103496687013,7.450000000000001,0.5423,3.389
0,0.006366820209684099,9,0.3107090448035505,8.05,0.5934,3.392
0,0.006077063980469144,9,0.31107847799554883,7.453000000000001,0.5423,3.395
0,0.006035965472860283,9,0.3111195765031577,7.464,0.5423,3.398
0,0.006024584327971649,9,0.3111309576480463,7.453000000000001,0.5423,3.401
0,0.005669775017843992,9,0.311485766958174,7.41,0.5423,3.404
0,0.00556942365619173,9,0.31158611831982624,7.404000000000001,0.5423,3.407
0,0.005642633268769293,9,0.3115129087072487,7.427,0.5423,3.409
0,0.002071767042454875,9,0.3150837749335631,7.958,0.5423,3.409
0,0.009327452163394867,9,0.3087920811775329,9.975,0.3817,3.291
0,0.006587088382607464,9,0.306445671620613,4.432,0.407,3.867
0,-0.0031911606762023426,9,0.32008220626393036,4.122,0.6823,4.114
0,-0.004669517452167038,9,0.32001828500708485,1.6229999999999998,0.721,4.125
0,6.335182042593868e-5,9,0.3168613153159468,4.784000000000001,0.6819,3.795
0,-0.0023358002454426097,9,0.3172353974530871,3.1660000000000004,0.715,3.802
0,0.004992309942171924,9,0.3119474380591607,8.036999999999999,0.5187,3.5
0,0.0053281781654662685,9,0.31183401555124274,7.423,0.5348,3.521
0,0.008704220539589635,9,0.3068259301521086,5.029999999999999,0.5373,3.403
0,0.010030089464707903,9,0.3072629049949891,4.023999999999999,0.6174,3.409
0,0.009083025351269258,9,0.30445308588963405,4.472,0.3439,3.732
0,0.005655351630421412,9,0.30669363506587505,3.974,0.4196,3.871
0,0.0031878504796370444,9,0.3085205299993627,2.022,0.3035,3.978
0,-0.0008054858842947987,9,0.31473882994736807,1.7620000000000005,0.7828,4.141
0,-0.001709830451674943,9,0.31702688847075344,1.117,0.7036,4.012
0,-0.003990544628472925,9,0.31933931218339073,1.759,0.721,4.1
0,-0.0027418628414436763,9,0.31641908349950065,2.3240000000000003,0.7658,4.206
0,0.0065257007346326,9,0.3043592848055744,2.692,0.288,3.722
0,-0.005149692992037769,9,0.31936310009208685,2.2220000000000004,0.7193,4.25
0,-0.0018494584642784195,9,0.31727595466652153,3.0369999999999995,0.3166,3.515
0,-5.063652523534801e-5,9,0.31839611815656005,1.1999999999999995,0.7886,3.638
0,0.007086999672879901,9,0.31066993669304677,12.099,0.5979,3.394
0,0.006502210145105214,9,0.3106553408540809,7.802999999999999,0.5838,3.394
0,0.008663651089418245,9,0.3059493201293255,5.253,0.4503,4.073
0,0.0006679704572720713,9,0.3076591626663046,0.2770000000000001,0.4063,4.105
0,0.008870273297376996,9,0.3054699444978489,4.284000000000001,0.3817,4.262
0,0.003533236926952288,9,0.30531389515698876,2.0049999999999994,0.3724,4.336
0,0.0023291057693262673,9,0.30637336740768367,1.0149999999999997,0.3589,4.288
0,0.0010644846607010816,9,0.3053827475713548,1.3819999999999997,0.3496,3.903
0,0.0017800682016759772,9,0.30676637512661376,0.5850000000000004,0.5493,4.62
0,-0.001453699005985798,9,0.31077417482857594,0.0169999999999999,0.5651,4.626
0,-0.0010187237231092938,9,0.3152638367709325,1.924,0.7875,4.242
0,-0.0005198458189779598,9,0.3104552840608935,1.6439999999999997,0.3663,4.629
0,0.00029431218808712023,9,0.3076788057664958,0.496,0.1443,4.076
0,0.0035791795240450175,9,0.30654048675360956,2.44,0.4725,4.62
0,0.00457108393486555,9,0.30461500773243183,2.147,0.2614,3.888
0,-0.00011344614311936674,9,0.31271769573437613,2.4810000000000003,0.7694,4.137
0,0.0038941867385206552,9,0.3054699444978489,2.342,0.2628,4.262
0,0.003439504215316358,9,0.30527193371512157,1.7960000000000005,0.4844,4.307
0,0.004255137305408774,9,0.3059493201293255,3.2389999999999994,0.3897,4.073
0,0.0036098640073986554,9,0.3060027780714444,2.3880000000000003,0.5071,4.084
0,-0.0013558201064766684,9,0.31077417482857594,0.1509999999999998,0.5072,4.626
0,-0.0017949307590369723,9,0.3104552840608935,0.6110000000000002,0.4265,4.629
0,-0.0026256968454830276,9,0.3114773259901032,0.3849999999999998,0.4651,4.556
0,0.0003522389561970152,9,0.31271769573437613,2.911,0.6491,4.137
0,0.004964822570849792,9,0.30994048377693895,0.914,0.6456,4.029
0,0.004087709505499915,9,0.30606938072618417,2.716,0.4716,4.66
0,0.0024975768713685897,9,0.30601694746205726,0.5780000000000003,0.5435,4.638
0,0.002941187371867715,9,0.30297311442560704,0.7930000000000001,0.5696,4.632
0,0.0007105501209057619,9,0.3028389414167437,0.3169999999999997,0.4754,4.638
0,-0.0011980472757036065,9,0.3043556644221708,-0.2389999999999998,0.4151,4.911
0,0.0015650983716035682,9,0.3029522225497833,0.016,0.3695,4.736
0,-0.003218718397912934,9,0.305782423721422,-0.5879999999999999,0.3756,4.923
0,0.0006375829294368862,9,0.3038947515838887,0.3109999999999999,0.3139,4.715
0,-0.00036177129423192733,9,0.30434720499580814,-0.0610000000000003,0.5371,4.775
0,0.0008899944490983192,9,0.3038198288301584,0.2829999999999999,0.495,4.523
0,0.0014488084479932772,9,0.30378802854499853,-0.2330000000000001,0.4128,4.542
0,0.0015709759453697014,9,0.3038015306500939,0.4450000000000003,0.4591,4.25
0,0.0015079843633099554,9,0.3039670990032651,-0.0469999999999997,0.3623,4.355
0,0.001392712115771133,9,0.3015529084577623,0.4710000000000001,0.3889,4.589
0,0.0013640738706247602,9,0.3042481931867588,0.5780000000000003,0.45,4.127
0,0.004059246605825073,9,0.30123857882010263,0.75,0.5922,4.583
0,0.0034705538363341004,9,0.3061582189206106,0.904,0.5746,4.62
0,0.0006224213912566778,9,0.3060640150372786,0.932,0.5214,4.626
0,0.003002763086970006,9,0.30415487511499356,0.928,0.5625,4.623
0,-6.99834280781797e-5,9,0.3040768160589789,-0.1019999999999998,0.4642,4.623
0,0.0018172255682642469,9,0.3042481931867588,0.443,0.5041,4.127
0,0.003518563056437829,9,0.30123857882010263,0.7199999999999998,0.5198,4.583
0,0.0018921187211772827,9,0.30113689955440864,0.2330000000000001,0.3685,4.586
0,0.0027069723333276174,9,0.30297311442560704,0.8930000000000002,0.4522,4.632
0,0.0008823950611452358,9,0.3028389414167437,0.1059999999999998,0.4716,4.638
0,0.00210208573309395,9,0.30415487511499356,0.8239999999999998,0.4486,4.623
0,-6.99834280781797e-5,9,0.3040768160589789,-0.1019999999999998,0.4642,4.623
0,0.0019040938106886784,9,0.3061582189206106,1.028,0.3806,4.62
0,0.0006224213912567333,9,0.3060640150372786,0.931,0.5183,4.626
0,0.00413051588904223,9,0.3037670755568981,1.6789999999999998,0.2784,4.336
0,0.008801303028170948,9,0.3032665274621885,3.4190000000000005,0.3254,4.225
0,0.008872151334002043,9,0.3043285043341121,4.75,0.2971,4.064
1,0.001741538310051638,8,0.29619271472081937,0.2139999999999999,0.5959,3.906
1,0.006358698567161147,8,0.29618120916442764,2.4370000000000003,0.6274,3.881
0,0.0025067750525993304,8,0.2962935219160626,0.516,0.8065,4.018
1,0.005189813846471658,8,0.29634461745060603,2.162,0.7013,4.012
0,0.002293413160725344,8,0.2965908570773341,0.4120000000000001,0.8167,4.189
1,0.004479947303388521,8,0.2966667384038286,1.976,0.6799,4.174
0,0.003005500103661296,8,0.2963899736501576,0.389,0.8313,4.205
1,0.00124787511247898,8,0.29646210078258134,1.3099999999999998,0.7263,4.204
0,0.0015374016594021378,8,0.2961959842476224,0.7070000000000001,0.7723,4.384
0,0.002150445460165351,8,0.2967338247778941,0.4080000000000001,0.8167,4.231
1,0.00029677567376173997,8,0.29666563074862917,0.7909999999999999,0.7439,4.215
0,0.003919529611915107,9,0.30059161649916727,0.999,0.4278,4.491
0,0.0023063064084160034,9,0.30039364730028545,0.7880000000000003,0.3219,4.46
0,0.0039492070925113976,9,0.3003649117820735,0.8619999999999997,0.3921,4.394
0,0.0022521293974469003,9,0.3003437592906459,1.925,0.2724,4.391
1,-0.0009985038311943195,8,0.3233090332373724,6.923,0.6724,2.702
1,-0.0033158439486332125,8,0.3251884848600645,4.73,0.7115,2.483
1,-0.005869122517190295,8,0.3261829895595446,4.554,0.7068,2.445
0,-0.007155523337671776,9,0.3275393269152935,3.949,0.7751,2.402
0,-0.0035976423089205123,9,0.3283763413692039,1.5950000000000002,0.6996,2.48
0,-0.007699102198790719,9,0.32857380317764084,4.538,0.7153,2.369
0,0.0017568498065755334,9,0.3173581153549467,5.715000000000001,0.837,3.078
0,0.005452864419809744,9,0.317914213521807,5.803,0.731,3.091
0,-0.007436502504861053,9,0.3292591898427779,4.074,0.7498,2.358
0,-0.004150685215789096,9,0.3292253870030865,4.205,0.687,2.37
0,-0.003971460211063427,9,0.32717326274793573,2.845,0.7148,2.408
0,-0.007150213664423588,9,0.3274802356386501,2.985,0.6615,2.397
0,0.0037958506201730136,9,0.3179085527781419,3.129,0.8319,3.044
0,0.003653929475577522,9,0.3194274214274302,1.3570000000000002,0.8548,3.023
1,-0.0036164768325575025,8,0.3284113655605632,8.837,0.5618,2.265
1,-0.002712228621385815,8,0.32711228726891944,5.344000000000001,0.5643,2.326
0,-0.00015754365866704756,9,0.32524085462257746,6.237,0.7462,2.666
0,-0.0018529125606397967,9,0.3251588909092003,7.1690000000000005,0.7855,2.673
1,0.0005610809800298822,8,0.32210114705538173,4.909000000000001,0.686,2.722
1,0.0006854925112788623,8,0.3220929087274417,3.95,0.6713,2.72
0,-0.006281977700950625,9,0.3296014699921715,5.3660000000000005,0.6769,2.291
0,-0.00865865963036716,9,0.3290284847459779,4.519,0.8375,2.318
0,-0.0033741513923197797,9,0.3270464818770131,5.206,0.7279,2.601
0,0.0024462865402816725,9,0.32821611753986757,0.839,0.5586,2.523
0,-0.0017416279281878277,9,0.32436996751816033,9.142,0.877,2.738
0,-0.0024716841417370405,9,0.32441918556786487,9.966,0.7106,2.739
1,-0.0009832124523393992,8,0.32332145094443593,9.391,0.6403,2.42
1,-0.0013333759626452113,8,0.3215575482875974,8.488999999999999,0.6624,2.482
1,-0.001992857731192954,8,0.32375606354076736,8.766,0.6513,2.446
1,-0.0009715872122051383,8,0.32268178741069187,7.686,0.6782,2.514
1,0.004728818549317171,8,0.3168782142587959,7.738000000000001,0.6907,2.589
1,-0.0010503019846714312,8,0.32663264930547714,3.917,0.3107,2.272
1,-0.0011589310755555915,8,0.3223223647132025,8.572000000000001,0.6179,2.468
1,-0.00022335462818690033,8,0.321514506106685,8.475000000000001,0.6948,2.578
1,-0.0012029334384057733,8,0.323796583797124,4.017,0.6917,2.539
1,-0.0009556634872687764,8,0.32103676726289543,7.886,0.6803,2.556
1,-0.0019390328824474001,8,0.3232098088353782,8.204,0.669,2.478
1,-0.0006177983451773894,8,0.3218276831425168,8.304,0.6806,2.552
1,-0.0025877471836328603,8,0.3241860848783702,7.635000000000001,0.6928,2.432
1,-0.001696674512682128,8,0.3232952104201039,7.582000000000001,0.6912,2.42
1,-0.001976968239818133,8,0.32395656468029804,8.302,0.659,2.416
1,-0.0007605469470476356,8,0.32235888464178497,7.595000000000001,0.6928,2.455
1,-0.0017346473680883712,8,0.32236678374269057,7.956000000000001,0.6854,2.453
1,-0.0013800658332263627,8,0.32663264930547714,3.916,0.2348,2.272
1,-0.0016577108968983678,8,0.3234164729149931,10.037,0.7233,2.414
1,-0.003934160169437928,8,0.3234164729149931,10.672999999999998,0.6582,2.414
1,-0.003921549542289904,8,0.3268699091811653,6.945,0.6282,2.14
1,-0.005833328674893501,8,0.32980193184661516,3.276,0.6036,1.942
1,-0.0051785622406443355,8,0.3290560555598947,4.927,0.5629,1.956
1,-0.002381981539033018,8,0.3273742326636906,2.627,0.2465,2.198
1,-0.006153368780515256,8,0.3272899907203489,6.876,0.681,2.274
1,-0.0026879428243301584,8,0.32703373911252986,3.603,0.465,2.168
1,-0.005580083884470954,8,0.3302964096270133,3.614,0.6541,1.709
1,-0.006041803331786777,8,0.3302611478081399,4.167999999999999,0.468,1.749
1,-0.006890508805985018,8,0.3316526706512619,3.953,0.6168,1.625
1,-0.007608045484487458,8,0.33178582774835375,2.99,0.4878,1.616
1,-0.004594568889874973,8,0.32706030777291767,7.067,0.6284,2.204
1,-0.004085443865717631,8,0.33127100852031427,4.198,0.3646,2.017
1,-0.005928768387164385,8,0.3305463285008688,5.171000000000001,0.506,2.053
1,-0.009713077531468495,8,0.33379796936164613,5.525,0.3538,1.843
1,-0.0035323726613780693,8,0.33066981339105733,3.821,0.2194,2.047
1,-0.0037807997515498792,8,0.3311940233184946,4.331,0.2687,2.018
1,-0.006547869759478686,8,0.333401455224971,4.234999999999999,0.2758,1.897
1,-0.006718653979897959,8,0.333261685101736,4.781,0.3157,1.897
1,-0.005107331135313087,8,0.3278559849657842,6.582000000000001,0.6153,2.256
0,-0.00880950852033685,9,0.33096881220349134,8.266000000000002,0.5621,2.06
1,-0.0033152867869149505,8,0.32771661337832175,6.56,0.2467,2.282
1,-0.002489751087576264,8,0.3277922063773241,4.577999999999999,0.3795,2.269
1,-0.004369623995450489,8,0.3280039108134311,5.454000000000001,0.5514,2.258
1,-0.00491613305179478,8,0.33016495572606536,5.587,0.4207,2.187
1,-0.0071824841124687455,8,0.33123009802839987,4.558,0.5617,2.147
1,-0.006988884565398368,8,0.3342784777716174,4.6370000000000005,0.4333,1.773
0,-0.0049002615420287166,9,0.3337584439122053,3.515,0.4781,1.361
1,-0.007179100227024504,8,0.33406532003396566,4.515,0.3147,1.597
1,-0.0058412868568477605,8,0.33394934771449875,3.073,0.5082,1.549
1,-0.0068161542392831675,8,0.3338802509250534,3.714,0.3401,1.722
0,-0.007344532419402416,9,0.3302020678220243,8.454,0.4312,2.07
0,-0.0063429726067606995,9,0.33012993469572427,9.57,0.5858,2.073
0,-0.006572460098404009,9,0.33038580339838985,8.392000000000001,0.5839,2.051
0,-0.005541174647865854,9,0.33375610005027867,4.065,0.1634,1.333
1,-0.007393971491617746,8,0.33418047516978294,3.0940000000000003,0.2307,1.571
1,-0.0063603620118339865,8,0.3338789011644079,3.419,0.3128,1.702
1,-0.009545359831457934,8,0.33392031771685815,6.186999999999999,0.5302,1.728
0,-0.007641188005480748,9,0.33011609389721713,8.718,0.5292,2.058
0,-0.008048973759100797,9,0.33061954609036226,8.655000000000001,0.5445,2.043
1,-0.005589085953753958,8,0.330743083607808,5.579000000000001,0.6588,1.543
1,-0.007111527612874646,8,0.3338669876193307,5.719,0.4905,1.632
1,-0.00747907594968944,8,0.333793742089815,4.891,0.6125,1.617
1,-0.008071735362059962,8,0.33359397625263,6.624,0.4656,1.763
1,-0.006267341986923358,8,0.33401780035562123,4.049,0.5419,1.55
1,-0.009533800422710126,8,0.3339773752100743,4.781,0.4043,1.619
1,-0.008962708886739668,8,0.33154669133017395,10.402,0.7086,1.965
1,-0.011438728483402327,8,0.33154669133017395,10.855,0.5991,1.965
0,-0.005045979127313693,9,0.3306496026783427,4.015000000000001,0.7219,1.497
1,-0.005016325039123748,8,0.3309463872648811,4.897,0.5693,1.506
0,-0.0024967811009856677,9,0.3312092347640557,1.954,0.6433,0.978
0,-0.0036698353790821092,9,0.33125158253928283,2.474,0.5307,0.994
0,-0.004304430006558557,9,0.3291381688782556,2.442,0.5349,0.78
0,-0.001837825001228477,9,0.32939487684762747,2.452,0.5874,0.804
0,-0.004893881086415308,9,0.32794875110377525,4.681,0.5603,0.491
1,-0.003865245947607565,8,0.33224986217707225,1.3469999999999995,0.2827,1.459
0,-0.0059720261923651985,9,0.33255896898832504,2.019000000000001,0.397,1.417
0,-0.00474096236451782,9,0.33362144601353927,3.524,0.4325,1.272
0,-0.006617687514723525,9,0.33345091001367244,4.436,0.4524,1.322
0,-0.003697343021382804,9,0.3334999496973896,4.001,0.4226,1.347
-1,-0.002069421320360698,9,0.33380233735796194,1.63,0.1755,1.262
0,-0.0069107273550437776,9,0.3312092347640557,3.3640000000000003,0.5249,0.978
0,-0.0018969877960900994,9,0.33125158253928283,3.3189999999999995,0.4541,0.994
0,-0.007238845536268634,9,0.3291381688782556,4.01,0.5123,0.78
0,-0.0013161364353184157,9,0.32939487684762747,3.567,0.5905,0.804
0,-0.0053601451185846805,9,0.3328330632407477,4.256,0.4873,1.143
0,-0.005157877617710749,9,0.3330897989831505,3.607,0.3151,1.178
0,-0.0054400328114532215,9,0.33074304068756255,4.148,0.6627,1.54
0,0.0017218775378441964,9,0.31396913033712504,2.526,0.5988,2.931
0,0.0013877937015620567,9,0.31417862169372657,1.5589999999999995,0.6519,2.923
0,0.0060620087349580465,9,0.31448864908563046,4.783,0.4563,2.699
0,0.0036498990136684117,9,0.3145072100600701,2.8580000000000005,0.4955,2.817
0,0.001589051286142229,9,0.31069112066441457,3.1979999999999995,0.4258,2.834
0,0.00040201457162242216,9,0.3157900472098781,4.406,0.7307,2.299
0,0.002071330913623326,9,0.3143161405698202,4.71,0.511,2.484
0,0.001635713131031613,9,0.31498704095268215,5.518000000000001,0.4736,3.213
0,0.0014122913330720244,9,0.3147001916905072,5.135,0.5334,3.088
0,0.004449796706708031,9,0.31086619718287595,4.6240000000000006,0.6379,2.803
0,-0.0019153470223997049,9,0.3171048172334935,5.543000000000001,0.529,3.521
0,0.005153232371786554,9,0.31102176450162117,5.260000000000001,0.5227,3.177
0,-0.002627678833900915,9,0.31716348848724135,4.16,0.5906,3.485
0,-0.0032294372403199323,9,0.3165903745018695,4.606,0.5702,3.211
0,0.001573838697098262,9,0.31461518912274355,2.5890000000000004,0.6552,2.726
0,0.00022606696028837359,9,0.3165991385426462,3.217,0.6569,3.241
0,0.0035147892003102865,9,0.31392537169440304,5.2620000000000005,0.4074,3.174
0,-0.0007146530056789668,9,0.3156449760013825,1.948,0.5552,3.224
0,-0.00047825797178335794,9,0.31556088418705946,2.529,0.6477,3.213
0,-0.003470455556406904,9,0.3178028242859566,3.759,0.5797,3.355
0,-0.0009273746916484971,9,0.3175671306476121,2.395,0.5855,3.347
0,-0.0012233274945137596,9,0.31726529320615865,1.9340000000000008,0.5014,3.289
0,-0.0015754727097099241,9,0.31714188810499855,1.1669999999999998,0.6519,3.268
0,0.001968988686990636,9,0.31542413899747274,7.131,0.5443,2.344
0,0.0016283540966132715,9,0.3119765306781849,3.3520000000000003,0.5524,2.701
0,0.003978229416005674,9,0.31186326379272555,5.927,0.3932,2.735
0,0.002693132377287799,9,0.3152495620978015,4.241,0.6886,2.358
0,0.0018406074868245748,9,0.3150762047317037,6.73,0.4809,2.386
0,0.003333637831167413,9,0.3112330652820108,3.5760000000000005,0.4574,3.145
0,0.0035458787686494797,9,0.31117370537749317,6.026,0.4996,3.145
0,0.0021943942983399523,9,0.3145226684130046,3.769,0.3782,3.167
0,0.0014839344628834739,9,0.31392537169440304,5.896000000000001,0.4374,3.174
0,0.0021993710619196416,9,0.3146045841220908,4.479,0.3488,2.955
0,0.0017296497953386836,9,0.31465242963334145,4.339,0.4566,3.013
