access_diff,gini_diff_exp,gini_diff_house,walk_sum,gini_walk15,area_difference,ellipticity,distance_betweenness
0,0.010798379790038726,0.0774,9,0.20666096237361264,1.036,0.4482,1.799
0,0.012257962661835792,0.08620000000000001,9,0.20615772166193364,2.279,0.6495,1.75
0,0.013525231629029966,0.0851,9,0.20137229975665563,1.51,0.5933,1.923
2,0.00960662031840065,0.03409999999999999,7,0.16021979222933175,0.94,0.6352,6.463
0,0.016049144150184463,0.014000000000000012,9,0.18401116909541496,2.482,0.3409,5.366
0,0.024212009773118964,0.015899999999999997,9,0.1860863554252286,3.2840000000000003,0.3123,5.282
0,0.0005878988038717226,0.007300000000000001,9,0.24269575567970142,5.6610000000000005,0.4644,0.185
1,0.0018811759518961857,0.02410000000000001,8,0.1300184135595605,1.926,0.6121,10.479
0,0.012882248949758063,0.01150000000000001,9,0.18413985477150954,0.8700000000000001,0.3969,5.383
0,-0.004905179337525295,0.010099999999999998,9,0.23889410923116394,1.227,0.512,1.807
3,-0.013861619553790283,-0.0411,5,0.1381822634236928,0.919,0.5401,11.75
6,0.1639996528117008,0.004299999999999998,2,-8.998833256165841e-18,-0.5389999999999997,0.9255,7.31
6,0.18304484158540452,0.008500000000000008,3,7.934374152307263e-18,-0.1999999999999997,0.9272,7.325
7,0.17970439938454558,-0.0022000000000000075,2,0.005609329343210697,-0.5,0.9292,7.076
6,0.1639996528117008,0.04039999999999999,2,0.0,-0.476,0.9255,7.749
7,0.18508340396835204,0.0446,2,0.0,-0.3000000000000002,0.9342,7.747
0,-0.07579531869325423,-0.0007000000000000062,6,0.18772679312371193,-0.375,0.7317,10.938
0,-0.005457427742812299,0.03790000000000002,9,0.21839051092626074,4.678,0.5199,3.065
0,-0.00936394581525718,0.0771,9,0.20513529351516566,3.186,0.6933,2.259
0,-0.005909510530553108,0.09660000000000002,9,0.20507114464460485,3.682,0.4816,2.267
0,-0.014775128449257963,0.06909999999999998,9,0.20679577684537112,2.533,0.6421,2.27
0,-0.007920417058613849,0.0776,9,0.2074846856171058,3.4020000000000006,0.6668,2.273
0,-0.008780818938911722,0.043599999999999986,9,0.18100556375283222,1.6820000000000004,0.7237,2.712
0,0.0028355154634124025,0.07139999999999999,9,0.19161116838266526,2.5500000000000003,0.749,2.658
0,0.028362707121178304,0.03530000000000001,9,0.1462663980539066,2.986,0.5192,3.212
0,0.04073873082013588,0.055900000000000005,9,0.1476563958479801,2.548,0.778,3.157
0,0.03198984962134252,0.03609999999999999,9,0.1451839813048836,3.42,0.3444,3.343
0,0.03846298643382412,0.04250000000000001,9,0.14318928596916886,3.208,0.6054,3.332
0,-0.0020343112494923543,0.006499999999999978,5,0.10458847226501891,-0.2669999999999999,0.724,17.324
3,0.029528435160984787,-0.0014000000000000123,5,0.10467531973777881,2.8140000000000005,0.4811,17.298
1,-7.201303121084912e-5,0.005299999999999999,4,0.0973963130543219,-0.3740000000000001,0.7799,17.539
2,0.03534537154909349,-0.003500000000000003,4,0.09996686443941398,2.0520000000000005,0.4736,17.495
1,0.007763156557016593,0.005699999999999983,4,0.09080355481209246,-0.1229999999999997,0.7962,17.811
2,0.03215850303878631,-0.0010000000000000009,4,0.09522185998530114,1.215,0.5986,17.786
2,0.01421663915362957,0.007599999999999996,4,0.08706257688403722,0.2719999999999998,0.8052,17.997
2,0.031754796937942295,0.007599999999999996,4,0.08668723889359932,0.8410000000000002,0.7106,17.994
2,0.013202040028177667,0.008199999999999985,4,0.08672564693854733,-0.1400000000000001,0.8412,18.168
2,0.015850569094568445,0.008300000000000002,4,0.08882428284441116,0.355,0.7828,18.159
3,-0.005390518262921029,-0.0126,5,0.13802670307821074,0.2810000000000001,0.6719,17.351
-2,-0.008881331204258797,-0.004500000000000004,8,0.1428558495856425,-0.258,0.7103,17.692
-3,-0.007427294751585489,0.027200000000000002,8,0.14322197692364144,-0.4090000000000002,0.8115,17.86
-2,-0.013336397323641863,0.018100000000000005,8,0.14731091570502558,0.1560000000000001,0.7103,18.074
0,0.00927485132580369,0.021199999999999997,9,0.1142244337960677,2.983,0.7092,15.757
1,0.014181957586460694,0.005500000000000005,8,0.11407835434224868,2.7989999999999995,0.7189,15.944
2,0.013659062287789195,-0.00990000000000002,7,0.11401653287740403,3.523,0.7136,16.0
2,0.004523646531108136,-0.027499999999999997,7,0.11574515431986576,-0.0309999999999996,0.6088,16.157
2,0.010770332556836501,-0.028200000000000003,7,0.1156646358576142,2.451,0.7032,16.14
2,0.006404270747895666,-0.028700000000000003,6,0.115430156253619,-0.516,0.5328,16.341
3,0.008624577245538265,-0.026400000000000007,6,0.11528435204869855,1.833,0.6953,16.334
-3,-0.00131428907371757,-0.022199999999999998,8,0.11541150504293575,-1.005,0.5975,16.541
1,0.00479076353531796,-0.013300000000000006,8,0.11526798019688618,1.154,0.6918,16.531
0,-0.007964857894705996,-0.027999999999999997,8,0.12979928489622067,-0.4049999999999998,0.5328,16.737
1,-0.01481787537931449,-0.011200000000000015,8,0.1350866762302884,0.153,0.6088,16.845
0,0.007020548451335762,0.022699999999999998,9,0.19545862620075186,7.492000000000001,0.3109,4.831
0,0.05669444484664787,0.0021000000000000185,9,0.15015133027061617,1.0659999999999998,0.5247,4.502
0,-0.01712836681471469,0.014300000000000007,8,0.1497645516300044,0.2469999999999999,0.6719,18.042
0,0.009931769947734481,0.00040000000000001146,9,0.23497430676883155,7.28,0.2572,2.596
0,0.002038961466674871,0.0199,9,0.2321135647301508,6.042,0.172,3.4
0,0.0017309723255862774,0.020900000000000002,9,0.2324215538712394,6.007999999999999,0.172,3.414
0,-0.0026944678766552266,0.015699999999999992,9,0.23381073824988202,6.834999999999999,0.3385,3.428
0,0.0024378835784895636,0.011400000000000021,9,0.23240759835459684,3.741,0.4232,3.037
0,0.009770927428377069,0.012300000000000005,9,0.23266277625337625,3.389,0.0438,3.015
1,-0.008072994003459982,0.015100000000000002,8,0.13204316672366662,4.009,0.4457,9.059
0,-0.006297955693289059,0.075,9,0.19861602375233728,3.0210000000000004,0.6912,2.342
0,-0.008721425066646166,0.022799999999999987,9,0.25537515656181603,6.281000000000001,0.1628,2.318
0,-0.0083084478934356,0.04189999999999999,9,0.23110862570262625,1.4220000000000002,0.3131,3.385
0,-0.005892554118116289,0.015899999999999997,9,0.24431574021393304,3.137,0.4287,1.117
0,-0.0002337988191001561,0.024400000000000005,9,0.23480697959075178,3.466,0.2965,1.101
0,-0.009065494104040034,0.0343,9,0.23191359128267228,2.668,0.5177,3.528
3,0.014045864239938616,-0.033299999999999996,6,0.1189027555148337,3.326,0.222,9.111
2,0.004638234210766409,0.0393,7,0.12052050754286707,3.0340000000000003,0.628,10.201
2,0.00686243851449736,0.043899999999999995,7,0.12052641374395401,2.813,0.6311,10.184
0,0.010110064920560796,0.01100000000000001,9,0.15946475647363811,5.394,0.3632,4.384
0,0.017772351023930877,-0.006199999999999983,5,0.11235468032176185,-0.7680000000000002,0.7773,10.042
1,-0.00017560933351302987,0.0011999999999999789,5,0.11568569072534302,0.2799999999999998,0.5797,9.954
1,0.016345796122739537,-0.002599999999999991,6,0.09564281707413232,1.003,0.388,9.354
0,0.027742658639695703,-0.00019999999999997797,6,0.0906700122208036,-0.4059999999999997,0.6986,9.401
3,0.011965384600356496,-0.022800000000000015,4,0.09944724310906164,1.3250000000000002,0.4756,9.636
2,0.0325293791115929,-0.01880000000000001,4,0.09898097389494045,-0.1799999999999997,0.7371,9.674
0,0.0033781224125894738,0.031299999999999994,9,0.22981565081998975,7.358,0.4892,3.525
0,0.007983384794494966,-0.0022999999999999965,9,0.12349839233898975,0.7830000000000004,0.7363,4.65
0,0.0017586557585015927,0.026499999999999996,9,0.23119548240566978,7.371,0.4899,3.487
0,0.004433174857726499,0.027400000000000008,9,0.11988781291713232,5.5280000000000005,0.3121,7.21
0,0.006084719607901967,0.010799999999999976,9,0.23247139599496625,2.881,0.3438,2.904
0,0.0376724691171311,0.00470000000000001,9,0.14156037825530277,1.0790000000000002,0.6477,6.835
0,-0.00896221645170528,0.019100000000000006,9,0.1619099475662021,5.844999999999999,0.3317,4.278
0,-0.00628584130450216,0.0025000000000000022,9,0.1405368195906423,4.686999999999999,0.433,10.372
6,-0.05395624882290634,0.06130000000000002,2,0.18038494647322423,1.169,0.7356,9.861
4,-0.03784100713209265,0.055400000000000005,4,0.17244183745248073,1.219,0.725,9.896
0,0.006313541338980072,0.037599999999999995,9,0.11940137260459685,-0.201,0.7924,7.033
0,0.004627651779922401,0.027999999999999997,9,0.11967769941698739,5.506,0.254,7.086
0,-0.005586763374482495,0.0,9,0.12981689757932066,-0.4700000000000002,0.7734,8.743
0,0.02053285514737338,0.06340000000000001,9,0.21176040425851253,3.156,0.6864,2.591
0,0.014647683321451666,0.0615,9,0.21134659928413296,4.167,0.666,2.569
0,0.0013716571676312683,0.07039999999999999,9,0.2185749023652518,3.653,0.5011,3.055
0,-0.023312802074378053,0.031700000000000006,9,0.22082675705999816,3.178,0.4182,3.277
0,-0.024802469062900095,0.040700000000000014,9,0.22759703643043377,3.973,0.448,3.254
0,0.008790574924768868,0.05600000000000002,9,0.22110564889693698,3.784,0.7015,2.459
0,0.012492634712574224,0.0041999999999999815,9,0.09141660084430335,1.2399999999999998,0.2719,9.498
0,0.01408172015834079,0.0058,9,0.09396956582021279,1.7610000000000006,0.2312,9.732
0,0.011866133048708163,0.0050000000000000044,9,0.09866217937933884,2.468,0.3913,10.071
0,-0.027336127924451586,0.04340000000000002,9,0.22446219694267536,3.544,0.5446,3.259
0,0.0169132089194024,0.0627,9,0.20843589763168216,5.195,0.6983,2.492
2,0.010316322256073346,0.012400000000000022,5,0.13038760080833475,-0.726,0.8028,11.326
0,0.011015819165025503,0.023900000000000005,9,0.2138161165395874,3.156,0.4053,2.781
0,0.04423356573041268,0.01369999999999999,9,0.12652353182232087,2.731,0.328,4.193
5,0.028226814479326984,0.2018,4,0.11414698208048515,0.2879999999999998,0.5179,4.716
0,0.00778013547169526,0.008199999999999985,9,0.21660849392124304,5.259,0.1221,2.878
0,0.01369386587834745,0.011099999999999999,9,0.136048985096923,1.982,0.6443,7.125
0,0.04015580163856261,0.0121,9,0.13320902006573726,1.5220000000000002,0.749,7.068
0,0.03295780581255087,0.013299999999999979,9,0.1317749963842682,0.8399999999999999,0.7841,7.08
3,-0.0005282425361963494,0.02629999999999999,6,0.13483461432346322,3.3800000000000003,0.1424,7.074
0,-0.004437813673896451,0.0068000000000000005,9,0.25838477267800763,5.317,0.6192,2.1
0,-0.003874393610257265,0.005299999999999999,9,0.25827120182025787,5.015,0.6375,2.063
0,-0.005018873238828936,0.016000000000000014,9,0.2584154347890002,5.247000000000001,0.5422,2.091
0,0.04061903829715527,0.017100000000000004,9,0.1341324441800347,4.144,0.408,3.623
0,0.04159268950968148,0.0315,9,0.13558786428538486,4.635,0.4604,3.594
0,0.011590909728519477,0.014500000000000013,9,0.13857014691535463,1.7720000000000002,0.6252,3.753
0,0.024885913287912093,0.01679999999999998,9,0.13912120927075355,4.1240000000000006,0.571,3.726
0,0.008424866052995778,0.01200000000000001,9,0.15037016137966003,8.219,0.5127,4.021
4,0.013844526745752414,0.01100000000000001,4,0.09592957363435468,0.8679999999999999,0.6194,10.258
4,-0.14515745204379837,-0.01050000000000001,2,0.2573348565936251,-0.2749999999999999,0.7361,10.66
4,-0.124949178602831,-0.008000000000000007,2,0.23690732556741667,0.0589999999999997,0.6517,10.655
7,-0.009113849964511436,0.1945,2,0.1279143123116184,-0.1049999999999999,0.3697,3.722
0,-0.0065407664399650955,-0.003500000000000003,9,0.14026597941733593,5.920000000000001,0.5386,10.357
0,0.004313231576926618,0.004500000000000004,9,0.13817423653291885,5.4830000000000005,0.6436,10.269
0,0.03778212049814447,0.0464,9,0.19710984567577478,3.98,0.7067,2.097
0,0.03466881025173982,0.08,9,0.1589654923558154,2.5200000000000005,0.5294,4.279
0,0.0010329122965202775,0.059599999999999986,9,0.12040200596364457,1.259,0.5154,13.751
0,-0.01225747741987962,0.018699999999999994,9,0.26067786876198434,6.987,0.2919,1.039
1,-0.010898975342744921,0.006399999999999989,8,0.13676500385034535,2.9,0.5467,10.612
1,-0.02051124590547454,0.005699999999999983,8,0.13696186318121717,2.702,0.4527,10.622
0,0.0012958916788922692,0.06539999999999999,9,0.22034782043604176,3.135,0.3302,1.751
0,0.004820847039819054,0.0632,9,0.22600537358078268,4.767,0.5526,1.573
0,0.015126422687385371,0.0567,9,0.21942800774869545,2.815,0.7227,2.288
1,0.00261572859023923,-0.0012999999999999956,8,0.12564463432705927,2.933,0.3642,8.784
0,-0.002209740102594726,0.0029000000000000137,9,0.11722288411888204,2.656,0.5983,7.978
0,-0.003484461535149877,0.0058,9,0.12284077709564298,0.7669999999999999,0.5316,8.015
1,0.002254568058541101,0.03270000000000001,8,0.11560951762133545,2.064,0.6052,14.135
0,0.006348007477769285,0.012799999999999978,9,0.15069800302911154,7.068999999999999,0.4367,4.02
0,0.025823094847768235,0.04930000000000001,9,0.17836964376441872,5.049,0.5091,2.654
1,0.006131751212669984,0.012800000000000006,8,0.1271713653364796,4.768000000000001,0.3601,13.484
1,0.0028407792295019607,0.019000000000000017,8,0.1270314988594418,5.484,0.2657,13.528
6,0.1097741003801071,0.014300000000000007,2,0.0,0.2239999999999997,0.6194,10.974
0,-0.0029586178503209215,0.028999999999999998,9,0.24132435636121533,8.352,0.6077,0.826
0,-0.003265713187375896,0.03270000000000001,9,0.23851864447433932,6.908999999999999,0.6879,1.322
6,0.003018401583375102,0.21,3,0.13342478238259814,1.2110000000000003,0.6008,3.622
0,0.0011822993496226897,0.005399999999999988,9,0.23879154835853036,13.337,0.4551,2.566
0,0.007891493649184483,0.041200000000000014,9,0.23031701267296226,8.725999999999999,0.4725,3.054
0,0.011799690019854814,0.032,9,0.21352521522376613,3.106,0.5963,2.547
0,0.03260390824153042,0.028100000000000014,9,0.19075936455174425,6.888,0.5387,4.519
0,0.0018306633600780053,0.023599999999999982,9,0.23282578585029567,7.341999999999999,0.4154,3.349
1,-0.00279392287282057,0.018199999999999994,8,0.13127709942517385,2.767,0.3734,12.071
1,-0.001955916195716445,0.012899999999999995,8,0.13140926808194836,5.504999999999999,0.4121,12.093
1,0.007829898211931086,-0.0014000000000000123,8,0.12580883912496904,6.677,0.3472,10.824
1,0.030486987135158822,0.04050000000000001,8,0.12303442191319588,5.174,0.6856,8.709
0,0.007478879750586476,0.015399999999999997,9,0.12813381114861097,6.773,0.4378,9.642
0,0.044567064497172876,-0.01319999999999999,9,0.12746873184535204,5.055999999999999,0.7194,7.592
0,0.03675485239785575,0.0015000000000000013,9,0.13875731284033332,2.769,0.5827,7.021
0,0.05281629008170308,0.017799999999999983,9,0.13168492893502812,3.775,0.596,7.046
0,0.013486500903835519,0.020699999999999996,9,0.17228622093821633,6.635,0.2498,5.741
0,0.018301848998353132,0.02679999999999999,9,0.17738906178885613,8.41,0.3372,5.692
0,0.006672849652582413,0.03569999999999998,9,0.2055941030440658,8.342,0.5365,5.12
3,0.014513470667838063,-0.016599999999999976,6,0.11676134656356915,4.355,0.1009,9.139
0,0.028134503490790774,0.05810000000000001,9,0.14891243035143417,8.472999999999999,0.5625,7.834
0,0.029285867446093655,0.04749999999999999,9,0.1372474095022341,7.787,0.3433,8.168
0,-0.015162714848183018,0.007900000000000018,9,0.2586569054254079,11.737,0.6733,2.126
0,-0.021668179803673276,0.0179,9,0.2610452430721876,16.217,0.5122,1.068
0,-0.010888794234538757,0.014100000000000001,9,0.26103696457520015,6.184999999999999,0.3187,1.265
0,-0.007108653056999009,0.011700000000000016,9,0.2511843633231783,5.965999999999999,0.4772,0.796
0,-0.010676434612720498,0.00020000000000000573,9,0.2526100967541462,11.446000000000002,0.7061,0.568
0,-0.006559848967556237,0.025400000000000006,9,0.2533543628691673,5.848,0.1601,2.466
0,-0.006793014679902898,0.026400000000000007,9,0.25340859007858646,6.155999999999999,0.5013,2.003
0,-0.0002682156153800963,0.02260000000000001,9,0.24639288773079868,5.563000000000001,0.6267,2.27
0,0.007751401455573681,0.03140000000000001,9,0.2326027448276574,5.332999999999999,0.6628,2.559
0,-0.008606056328092443,0.005699999999999983,9,0.2546226856042975,2.468,0.7162,0.691
0,-0.006957641619236676,0.0049000000000000155,9,0.24438268359710286,14.088,0.2218,0.032
2,0.030021430470851762,0.033299999999999996,7,0.13765782307751515,2.625,0.5937,4.262
0,0.02248907921804183,0.07379999999999999,9,0.17114522338951338,2.1900000000000004,0.5294,4.137
0,-0.02059571861437598,0.04870000000000001,9,0.17412411138907652,8.38,0.743,6.956
0,0.012375191961175147,0.01899999999999999,9,0.21094818599824067,3.953,0.2791,3.432
0,0.006223706531431672,0.03740000000000002,9,0.23241710752616135,9.614,0.5843,3.412
0,0.0260873041941371,0.03570000000000001,9,0.20795991878061054,9.375,0.4934,3.912
0,0.043820260622786156,0.005399999999999988,9,0.15414956689691706,8.951,0.6661,6.642
1,-0.013017456367327568,-0.031200000000000006,8,0.14355955903090867,1.4589999999999996,0.5709,12.661
1,0.00932887835671109,0.011800000000000005,8,0.12659375420599775,0.367,0.3906,12.331
2,-0.04618379208620431,-0.003599999999999992,7,0.14380775697916642,0.2630000000000001,0.0479,12.1
1,-0.017114385131369064,0.011999999999999983,8,0.14767098560409314,5.069000000000001,0.5827,12.175
1,0.0020294998607176817,0.01419999999999999,8,0.12354998527607419,5.472000000000001,0.6884,11.35
0,-0.008694761336676751,0.0002999999999999947,9,0.1328953107492004,6.69,0.6462,10.707
0,0.03678516728884887,0.005899999999999989,9,0.12637721560386062,8.389,0.7131,10.257
0,0.014907788617014084,-0.049500000000000016,9,0.11571921676218203,1.5749999999999995,0.6685,13.272
1,0.04163947392795357,-0.017499999999999988,8,0.1133358205527583,8.846,0.7965,8.2
0,0.03693872627633518,-0.0012999999999999956,9,0.12644013842922547,7.353000000000001,0.7996,9.053
1,0.007720554454578615,0.009800000000000003,8,0.12549441007243653,2.08,0.3638,13.502
1,0.005017709824704786,0.0189,8,0.12784998640136225,3.107,0.4057,13.545
1,-0.0025080144689424155,-0.01150000000000001,8,0.1260227723915265,4.337,0.7691,12.563
0,0.04163248940159961,0.049000000000000016,9,0.1292971048170081,7.406,0.5829,5.611
3,0.0055380682170441675,0.0015999999999999903,6,0.11920349132098995,2.202,0.8574,8.053
1,0.013134167197354024,0.0726,8,0.12178304026250386,2.44,0.827,6.179
0,8.760917908424981e-5,0.019699999999999995,9,0.12316464179554173,1.4660000000000002,0.6582,6.975
0,0.0034901432718072306,0.009000000000000008,9,0.11995424102250637,1.3989999999999996,0.759,7.595
0,0.008320397132031712,0.05050000000000002,9,0.12127085576193881,2.81,0.5458,6.475
2,0.011737648959984415,0.0968,7,0.12923708355472435,0.967,0.7454,5.051
0,0.0061334796994763074,0.028700000000000003,9,0.12581017470040792,2.979,0.6596,9.635
0,0.0053642616600189374,0.011699999999999988,9,0.1305061412244514,3.891000000000001,0.3685,10.782
0,0.0015955122713919578,0.011899999999999994,9,0.13092521174824948,2.685,0.2521,11.578
6,-0.008770723753588922,-0.0050000000000000044,3,0.14277332782656904,0.9780000000000002,0.5146,12.617
0,0.03145246506093197,0.0325,9,0.18106704366583892,9.053,0.6323,5.583
0,0.020853763824666305,0.024800000000000016,9,0.21543893359772956,7.190999999999999,0.5356,2.978
0,0.0575607772703334,0.050299999999999984,9,0.16250552142815086,5.926,0.7219,4.008
0,-0.007924031008743282,0.02589999999999998,9,0.2551586104613834,6.039,0.2574,1.742
0,-0.01051847000632633,0.007199999999999984,9,0.25856306074089663,5.170000000000001,0.3803,1.443
0,0.03269351285170444,-0.008300000000000002,9,0.19675656322616086,5.328,0.6806,3.432
0,-0.012524639700140061,0.021400000000000002,9,0.2627172649554547,5.991999999999999,0.1577,1.187
0,-0.007522748107038818,0.019699999999999995,9,0.24881991692248764,10.187,0.7176,1.071
0,0.017904563467773638,0.05489999999999998,9,0.17031495078206774,12.03,0.6952,5.805
0,0.04862870458515958,0.0466,9,0.17658366876715986,11.407,0.7877,3.527
0,0.06696298788453664,0.0728,9,0.15041533373598806,10.481000000000002,0.8149,4.57
0,0.023157830491590925,0.03309999999999999,9,0.19569742736541088,11.086,0.3585,4.82
0,0.0038759397381712135,0.0383,9,0.2344261964724616,9.435,0.4921,3.138
0,0.022236814281615613,0.05460000000000001,9,0.2177498627164142,5.1160000000000005,0.7363,2.373
0,-0.014060144490382537,0.029599999999999987,9,0.2537286892360694,10.562,0.3505,2.423
0,0.07006390690531536,0.0557,9,0.13841458953151947,3.383,0.5012,3.468
0,-0.007254973627956851,0.015399999999999997,9,0.24190435654819317,10.018,0.589,0.487
0,0.05828198870000684,0.036000000000000004,9,0.15436090427722163,1.4069999999999996,0.5568,4.238
0,0.023030512747036325,0.0736,9,0.2051466822895808,9.19,0.4521,1.741
0,-0.0028537230335164143,0.018600000000000005,9,0.23062380928500212,10.29,0.5461,0.902
0,0.01532027757657406,0.08189999999999999,9,0.202581258570208,8.209999999999999,0.4319,2.09
0,-0.00011295463565486052,0.03889999999999999,9,0.23506070905735246,11.856,0.6892,1.905
0,0.029502871458579327,0.009500000000000008,9,0.20049913052906412,0.5030000000000001,0.5284,2.1
0,0.020449871231178418,0.036599999999999994,9,0.2069543795332479,0.302,0.6541,2.377
0,0.01840329680005212,0.038500000000000006,9,0.2068070226314381,0.7590000000000003,0.5063,2.384
0,0.02766410638027536,0.019699999999999995,9,0.203272207471584,2.523,0.741,2.336
0,0.015555703903250645,0.0039000000000000146,9,0.2034282240055474,2.521,0.5796,2.294
0,0.026422370092218483,0.027499999999999997,9,0.20131902421655867,1.9120000000000004,0.5839,1.944
0,0.02786836513365229,0.015300000000000008,9,0.20418648328036673,1.477,0.6482,1.997
0,0.021085280720019722,0.006000000000000005,9,0.20333225077641062,3.337,0.6675,1.98
0,0.030551770909948706,0.0315,9,0.2062715864456786,3.584,0.6717,1.971
0,0.030360398690512574,0.008400000000000019,9,0.1963675918689726,0.8219999999999996,0.5025,1.934
0,-0.015394842030863776,0.011099999999999999,9,0.20103087785050172,-0.7989999999999999,0.4877,1.881
0,0.038773594424948266,0.0015000000000000013,9,0.18292669594076655,0.0489999999999999,0.4583,1.744
0,0.02049581575760817,0.03920000000000001,9,0.21625488291774625,0.7360000000000002,0.3878,2.996
0,0.005737557732176546,0.031,9,0.21694118089167966,3.2220000000000004,0.1112,2.921
0,0.006884176070619807,0.02739999999999998,9,0.21662275305140835,2.294,0.1894,2.944
0,0.010271731214590879,0.0174,9,0.21578782262134602,1.9440000000000004,0.5197,3.015
0,0.008449918220175517,0.028200000000000003,9,0.21654596417491404,2.106,0.3744,2.992
0,-0.008765205963276318,0.020300000000000012,9,0.21880683446254384,2.118,0.5424,2.973
0,-0.006379852124038965,0.03219999999999998,9,0.22728179841993823,3.222,0.5388,3.028
0,-0.00704243940911875,0.03059999999999999,9,0.22722877142347736,5.263,0.1123,3.028
0,-0.004383798473028611,0.03370000000000001,9,0.230088169398945,6.684,0.2856,3.066
0,-0.0069065917436532676,0.03340000000000001,9,0.23086973715942075,6.647,0.2736,3.107
0,-0.007594275475885898,0.034999999999999976,9,0.23067256855858215,6.7170000000000005,0.0801,3.129
0,-0.006896620000416437,0.0413,9,0.23074278854333624,7.793,0.3318,3.13
0,-0.003441564903612776,0.04040000000000002,9,0.2304807748021709,6.251,0.4194,3.061
0,-0.005270388946329946,0.03469999999999998,9,0.2299097133391011,7.343,0.3674,3.095
0,-0.010829046726198499,0.0335,9,0.23218747242416996,4.369,0.5242,3.245
0,0.002677891110857783,0.0413,9,0.2302573166134134,1.2799999999999998,0.7273,3.232
0,-0.005299951061067509,0.012699999999999989,9,0.23490316520948457,4.088000000000001,0.5281,3.115
0,-0.0037755783172624957,0.0184,9,0.2346986288115286,0.3340000000000001,0.5797,3.146
0,-0.006953741979869449,0.006599999999999995,9,0.23641271763187774,3.997,0.5202,3.214
0,0.001064102013889734,0.007800000000000001,9,0.23551155459729928,-0.54,0.4322,3.263
0,-0.0020618363589155475,0.006599999999999995,9,0.23900134814774784,0.774,0.1359,2.952
0,-0.0015313984072803377,0.009099999999999997,9,0.23933214794453678,-0.0390000000000001,0.3982,2.943
0,-0.015872239361425816,0.007600000000000023,9,0.23949624067565248,2.978,0.3745,2.963
0,0.015411363186191018,0.01899999999999999,9,0.2231997229672006,-0.5619999999999998,0.7727,2.357
0,0.056645153310979135,0.012900000000000023,9,0.18434845146045511,2.19,0.6037,1.94
0,0.06752450845382227,0.014500000000000013,9,0.18482989218334986,2.576,0.6461,1.916
0,0.021012828456566213,0.01570000000000002,9,0.2096232526853498,0.6600000000000001,0.8546,2.196
0,0.034806536007829875,0.004200000000000009,9,0.20700778303659198,2.573,0.4607,2.15
0,0.00612332756290751,0.0013000000000000234,9,0.23845808641413055,7.221999999999999,0.1843,2.505
0,0.006845738579248112,0.001799999999999996,9,0.23879198197198107,6.404,0.3582,2.541
0,0.00670161958003096,0.007500000000000007,9,0.23950585888758558,6.116,0.3487,2.546
0,-0.015071182861249088,0.01529999999999998,9,0.2394250156530322,2.7630000000000003,0.4775,2.896
0,-0.002921078655470949,0.018099999999999977,9,0.2381350053790704,0.246,0.6861,2.931
0,0.001479718127736035,0.02889999999999998,9,0.23129224096961118,-0.407,0.6844,2.507
0,0.0007395924536470477,0.017699999999999994,9,0.23018345804061904,0.8329999999999997,0.5964,2.494
0,0.015934164520485516,0.010200000000000015,9,0.21757590814908817,0.8799999999999999,0.6924,2.249
0,0.03549071979878163,0.018199999999999994,9,0.2064280729425838,0.504,0.423,2.218
0,0.06655636937282039,0.007000000000000006,9,0.17764015564705007,2.021,0.5713,1.88
0,0.04718346866884862,0.008300000000000002,9,0.1975419735627369,1.5440000000000005,0.6011,1.921
0,0.03805557045458316,0.0012999999999999956,9,0.19538558649193036,2.008,0.5829,1.895
0,0.0473861027947447,0.02159999999999998,9,0.19492439801535758,3.4450000000000003,0.6111,1.91
0,0.04879439467485655,0.019099999999999978,9,0.19113058090481086,1.693,0.6003,1.854
0,0.05316877023031982,0.014399999999999996,9,0.1905363839014892,2.573,0.7593,1.835
0,0.007998847485027688,0.010299999999999976,9,0.21924789924165206,0.7250000000000001,0.5814,2.378
0,0.03901210908910324,0.013200000000000017,9,0.2104391277995269,2.055,0.7021,2.308
0,0.03839672701179306,0.014999999999999986,9,0.2077777112653441,2.645,0.7292,2.224
0,0.0112888346143111,0.02259999999999998,9,0.21310232483727656,0.7440000000000002,0.7371,2.398
0,0.02804267404355873,0.007800000000000001,9,0.21095999768994247,3.351,0.6298,2.337
0,0.012803819940041844,0.027600000000000013,9,0.213085582060843,2.576,0.6544,2.436
0,0.01890889704907983,0.04200000000000001,9,0.2262333386163966,0.1049999999999999,0.7295,2.589
0,-0.0035373650825755165,0.0184,9,0.2249271113578375,3.961,0.4495,2.677
0,0.006315110286845976,0.03159999999999999,9,0.2237490057426124,1.536,0.6432,2.695
0,-0.005009902127008553,0.027200000000000002,9,0.2314914634390162,3.15,0.5967,2.952
0,0.00807369945147371,0.03559999999999999,9,0.2315853184254375,1.2670000000000003,0.7877,2.94
0,0.0008147041342001782,0.02150000000000002,9,0.21530419892485503,1.714,0.4022,2.841
0,0.008907562707650724,0.039699999999999985,9,0.2150556496111612,0.8379999999999996,0.7159,2.8
0,0.026703406088985193,0.0421,9,0.21377544041912405,2.428,0.7203,2.543
0,0.00858741325623169,0.05259999999999998,9,0.21134670670517652,-0.0449999999999999,0.5319,2.551
0,0.016074093096670017,0.009099999999999997,9,0.2147015480544905,0.5950000000000002,0.5319,1.518
0,0.010836280905099027,0.02460000000000001,9,0.22485942534336595,3.443,0.3906,1.396
0,0.021919362547274585,0.023299999999999987,9,0.22137451583790946,3.808,0.5323,1.399
