access_diff,gini_diff_exp,gini_diff_house,walk_sum,gini_walk15,area_difference,ellipticity,distance_betweenness
1,0.007437090386299028,0.0199,8,0.13900918932382428,3.66,0.5507,10.786
0,-0.02745287156128076,0.01949999999999999,9,0.17857902520616392,2.581,0.6133,12.569
0,0.018614360276162284,0.045399999999999996,9,0.16428775993470796,4.781,0.5664,3.974
0,0.0064658539503476,0.007699999999999985,9,0.12678533551566942,2.671,0.434,4.765
0,-0.010402052606753753,0.024999999999999994,9,0.2615479617177625,4.4270000000000005,0.213,1.551
0,-0.015318062437176039,0.02840000000000001,9,0.17003213268566666,8.102,0.4075,5.829
0,-0.01980958696489979,0.02250000000000002,9,0.26075595788974754,3.014,0.4076,1.689
0,0.009377168679493203,0.066,9,0.20028420155910112,3.936,0.5414,2.198
0,0.017125465078247498,0.06439999999999999,9,0.20465722346068468,3.767,0.4923,2.183
1,0.03198435439608127,0.013800000000000007,8,0.14822134961922667,2.761,0.3153,4.873
0,0.01876617531927502,0.0315,9,0.16845152832188537,3.882,0.3697,4.515
0,-0.02295255577681618,0.032799999999999996,8,0.14889949971125216,0.79,0.5967,10.874
0,0.0038990085169322147,0.006200000000000011,9,0.1231123341749394,2.821,0.2164,6.609
1,-0.006644154570602218,0.04300000000000001,8,0.13725185339563115,2.88,0.2034,8.848
0,0.014415071699509535,-0.010000000000000009,9,0.12441512819551578,2.413,0.5409,6.582
0,0.013117919158518843,-0.00940000000000002,9,0.1258864368013805,2.007,0.7403,6.565
0,0.013563166275767424,-0.0338,9,0.18099453347969546,2.911,0.3173,3.539
0,0.021905099733136202,0.0403,9,0.18249830366873554,5.686999999999999,0.3265,2.459
0,0.01056707206301441,0.03839999999999999,9,0.2158956153016055,-0.0270000000000001,0.9204,2.632
0,0.009132413928278765,0.020300000000000012,9,0.21730957791830038,-0.1519999999999997,0.9477,2.652
0,0.020459167333200273,0.0456,9,0.1708099698550497,5.215,0.5219,2.817
0,0.010987488910273124,0.027200000000000002,9,0.1905564906199508,1.636,0.601,2.252
3,0.011437322968470831,-0.01899999999999999,5,0.12441183701793221,1.886,0.7888,11.546
3,0.013043234373662185,-0.005099999999999993,5,0.1246050314734271,1.1599999999999997,0.8026,11.612
0,-0.024141558395284562,0.030399999999999983,9,0.2189675020102503,4.428,0.3002,3.168
0,-0.005869324642184814,0.02780000000000002,9,0.21905483216708876,4.394,0.5156,3.142
0,0.013976694280765728,-0.009800000000000003,8,0.1093591560278096,3.416,0.3068,9.787
1,-0.00875961261124758,0.0748,8,0.13960105748416865,0.782,0.4804,10.318
0,-0.005164516312180817,0.0625,8,0.13818946800230428,-0.7169999999999999,0.445,10.327
0,0.002983757448843216,0.0126,9,0.11931964294464081,2.697,0.3564,7.805
0,0.01371226516458024,0.022400000000000003,9,0.21325334863730386,2.329,0.3533,3.327
0,-0.005000657882723386,-0.0267,9,0.12616496174543268,2.071,0.5148,7.178
0,-0.0029425220290223153,-0.005700000000000011,9,0.13609233938022164,3.127,0.5085,4.954
0,-0.004781168219767207,-0.005399999999999988,9,0.13626880085896131,3.013,0.3616,5.032
0,-0.02156185325343768,0.016100000000000003,9,0.17466555415221915,8.793,0.4625,5.823
0,-0.019893173833928857,0.01949999999999999,9,0.17486459663442752,8.834,0.3854,5.814
0,0.021991068454914983,0.0020999999999999908,9,0.12203317022631725,4.095000000000001,0.4353,13.338
1,0.0049816392577150675,-0.011399999999999993,8,0.12357630237578086,2.099,0.6329,11.374
1,0.0031224510385060855,-0.0204,8,0.1239311942611318,3.172,0.5215,11.402
1,-0.0003308709466364468,0.003599999999999992,8,0.12959658214172992,5.487,0.3378,10.71
1,-0.00246685536456398,0.004799999999999999,8,0.13020542807976973,5.824,0.4188,10.708
1,0.008020300417578771,0.038000000000000006,8,0.11920272870160879,4.51,0.4475,10.356
1,0.0034799547533030106,0.030099999999999988,8,0.11914496358407116,3.373,0.47,10.381
8,0.012626590317294073,0.0484,1,0.11093585488928238,2.8020000000000005,0.5386,10.06
7,0.01396267651732587,0.04319999999999999,1,0.11177848700151453,2.8300000000000005,0.4621,10.064
4,0.0466589226055575,0.024099999999999983,5,0.07236215499683248,2.488,0.5184,9.548
3,0.056580681344232026,0.01529999999999998,5,0.07138027510219369,2.794,0.1853,9.543
0,0.036425511460302096,0.0011999999999999789,9,0.13831934277118954,3.451,0.5433,7.013
0,0.008829355768052105,0.01319999999999999,8,0.12525843439539197,2.5400000000000005,0.307,10.561
1,-0.0021558263834785263,0.033899999999999986,8,0.1251681392772924,2.718,0.2021,5.731
0,0.004464647551519485,0.0262,9,0.2504185992205978,3.3,0.4419,2.806
0,0.03516023008132285,0.029600000000000015,9,0.13892725476223186,4.327,0.4843,4.607
0,0.0037415166048213877,0.005999999999999978,9,0.13024962389641984,1.793,0.4337,4.616
0,0.0156928734951243,0.01670000000000002,9,0.13054486535380566,3.4770000000000003,0.5273,4.586
0,0.00596453271524236,0.0050000000000000044,9,0.1275977299265609,3.5580000000000003,0.3948,4.645
1,0.004637728434549404,0.0262,8,0.12585586474713853,2.932,0.7347,9.587
0,0.018060822436052087,0.04119999999999999,9,0.1271502167177584,6.908000000000001,0.4128,5.571
4,-0.008082187907750782,0.028399999999999995,5,0.14396225456347875,2.129,0.8615,9.857
4,0.019274411637479866,0.011200000000000015,5,0.15388420080530074,1.4570000000000003,0.2381,4.119
1,0.021994811989726526,0.05969999999999999,8,0.15386044420629896,2.298,0.4751,4.134
0,0.02558264934087212,0.07400000000000001,9,0.16772438907903686,2.374,0.518,4.107
0,-0.008830592852948821,0.0499,9,0.22142660107249262,1.3889999999999998,0.5839,1.714
0,-0.0005466275310946067,0.03159999999999999,9,0.19900642412039868,2.5860000000000003,0.202,5.07
0,0.01897218120432989,0.01949999999999999,9,0.1842717250384151,0.8860000000000001,0.3689,5.55
7,0.035484552852875606,0.0421,2,0.08083294643397221,4.404,0.6471,13.252
0,0.011420569439527434,0.020299999999999985,9,0.19071595731221616,4.433,0.2659,4.555
0,0.04595427287884912,0.03619999999999998,9,0.1746553739314607,7.013,0.55,3.594
0,-0.001944610319309814,0.052799999999999986,9,0.23062891301830715,6.095000000000001,0.4502,1.164
0,-0.0005113836226491308,0.01930000000000001,9,0.20203125494958452,1.4249999999999998,0.7632,3.765
0,-0.0038321334586955413,0.019199999999999995,9,0.20855994184318422,1.7439999999999998,0.7899,3.739
0,0.0028977254103275674,-0.005299999999999999,9,0.1541664470817249,0.5579999999999998,0.6585,5.516
7,0.03807048304549249,0.03900000000000001,2,0.07669285546737481,4.32,0.7115,13.229
0,0.012939126153129199,0.053500000000000006,9,0.12876982648972304,2.318,0.3527,5.331
0,-0.0075240895245780315,0.009099999999999997,9,0.1363405750465562,3.842,0.3902,13.985
0,0.026345727516631,0.08400000000000002,9,0.12870193337588465,1.1630000000000005,0.7443,5.204
-1,0.0012061375554706377,0.0534,9,0.12970733315333752,1.4240000000000004,0.7842,5.184
0,0.0014581709499907614,-0.004299999999999998,8,0.17727386256130678,-1.1169999999999998,0.538,4.069
0,-0.0027439772671928875,0.018199999999999994,9,0.23097026549721997,6.767000000000001,0.3607,0.954
0,-0.0003138886254551443,0.019299999999999984,9,0.23159021684421638,9.202,0.2007,0.908
0,0.003901505457744897,0.0625,9,0.20579707488527715,7.042999999999999,0.2882,1.79
0,0.00703850337778128,0.014500000000000013,9,0.18686239123499654,3.636,0.1078,4.639
1,0.018621196886161026,0.1365,2,0.12117866032730513,0.258,0.8569,12.459
5,0.011626141516683008,0.0879,2,0.11644863998796348,1.305,0.7821,12.551
2,0.04047201588048341,0.0022999999999999965,7,0.09630975107930104,2.14,0.6051,9.323
0,-0.0025248018281507356,0.03639999999999999,9,0.2394889512328109,-1.6759999999999995,0.5236,0.48
0,0.007190699783834048,0.0359,9,0.13710251792554376,6.456,0.2166,8.205
0,-0.011326991500458627,0.04580000000000001,9,0.22170583653033804,0.5460000000000003,0.1393,1.716
6,-0.0052920720561119294,0.08229999999999998,2,0.13711562290308488,1.497,0.7462,12.255
0,0.041500290636421994,0.0416,9,0.1790177349267539,6.398,0.5209,3.431
0,0.07367070645459514,0.001600000000000018,9,0.1430974605646062,3.983,0.744,5.599
0,0.05299213489047691,0.013700000000000018,9,0.15289828601917702,-0.7769999999999999,0.9116,5.681
0,0.08604188282533418,0.015999999999999986,9,0.15281964337195172,-0.3660000000000001,0.9209,5.698
0,0.006697324905394403,0.0032999999999999974,9,0.23907438689873314,6.922000000000001,0.3233,2.487
0,0.020888346316268472,0.008700000000000013,9,0.12269456472996983,4.44,0.3727,13.346
0,-0.007891692185712756,0.014999999999999986,9,0.24949082305115988,6.036,0.6003,0.981
0,0.0436309021295804,0.04040000000000002,9,0.17775410879488204,6.203,0.5333,3.462
2,-0.0090932337725671,0.023999999999999994,6,0.15892163045789223,0.4980000000000002,0.8518,6.797
3,-0.006888787028017901,0.02210000000000001,6,0.15561539312784572,1.5370000000000004,0.7139,6.78
2,0.026896275562203004,-0.08589999999999998,6,0.10828159193658807,-0.8410000000000002,0.6721,7.387
1,0.01605688128457025,0.03740000000000002,8,0.10570194737419447,0.746,0.6616,7.362
0,0.014906250031363644,-0.0023999999999999855,9,0.11412607445903669,1.4620000000000002,0.3121,10.312
0,-0.0033281957716353727,0.054000000000000006,8,0.14329652866894774,1.6760000000000002,0.7262,12.005
4,0.03521597691588654,0.09969999999999998,4,0.10306714000625777,2.6580000000000004,0.8242,11.95
0,0.012512689279538414,0.001700000000000007,8,0.12066682677151486,2.212,0.4983,5.872
0,0.028623392028405983,0.014499999999999985,9,0.10277714440345186,-0.125,0.8743,9.643
1,-0.004418887259085652,0.01629999999999998,8,0.1379579175621426,3.5540000000000003,0.3425,7.491
0,0.00018299403019117477,0.0189,8,0.11881370894861554,0.1280000000000001,0.2719,6.329
1,-9.471354685890165e-5,0.026099999999999984,7,0.11921234724367429,1.7150000000000003,0.4331,6.547
1,-0.0007259720153594967,0.034400000000000014,7,0.11926448401185542,2.1870000000000003,0.4969,6.68
1,0.00028497444880275224,0.013299999999999979,8,0.12051436709634009,3.138,0.4369,6.747
1,-0.0027884450203193856,0.0237,8,0.11980689614368427,1.738,0.454,6.175
1,0.0008720619295621845,0.048600000000000004,7,0.13406988427215372,4.533999999999999,0.6452,8.9
3,-0.00134675423327274,0.019000000000000017,6,0.13533756363798854,3.3560000000000003,0.3158,13.547
0,-0.00533211278098944,0.06559999999999999,8,0.14600693991582048,0.3420000000000001,0.6182,12.906
0,-0.002752807652731004,0.0633,8,0.14311139507062873,1.3370000000000002,0.3938,12.683
2,0.023893863046410155,0.022799999999999987,7,0.11182353104174415,2.1620000000000004,0.5448,7.929
4,-0.0041609421051382045,-0.0194,5,0.13055319625857809,4.541,0.5774,10.227
1,0.006056840816275166,0.007200000000000012,8,0.13005016424194643,2.8960000000000004,0.1923,9.949
4,0.10469332025601245,0.003300000000000025,5,0.0767812875449589,1.384,0.7516,7.453
5,0.1011676971760102,0.0029000000000000137,4,0.07913062433610447,0.6720000000000002,0.8705,7.448
1,-0.0013363933503693914,0.016600000000000004,8,0.1313312589375916,4.76,0.4851,12.129
2,0.04288892162463667,0.02460000000000001,7,0.11852291268224005,3.979,0.3051,7.811
2,0.0013411253948739932,-0.014600000000000002,7,0.12810419182956123,6.064,0.5778,9.955
1,-0.00030961538528712085,-0.021199999999999997,8,0.12598173968243268,5.455,0.6754,10.633
1,-0.008593060687718312,0.00019999999999997797,8,0.13921440041418817,2.403,0.6215,17.715
0,0.023497659394897077,0.009699999999999986,9,0.12261820127184524,2.7880000000000003,0.3894,13.409
0,0.009764654490953165,0.0066000000000000225,9,0.12467160556884606,4.631,0.4961,13.289
1,0.0037676770342806587,0.008300000000000002,8,0.1320331041015808,3.4890000000000003,0.2492,10.136
1,0.02521601878114496,0.007200000000000012,8,0.10855249160776018,2.3959999999999995,0.5682,9.901
2,0.02946377280561767,-0.0040000000000000036,7,0.10232252903344387,1.4099999999999997,0.5588,9.867
3,0.014343740875589456,0.006699999999999984,6,0.11305166519719809,2.064,0.6785,9.491
3,0.017835505675216135,-0.0007999999999999952,6,0.11238822910226395,1.799,0.3579,9.452
2,0.0011944949657408943,-0.0008999999999999841,7,0.12688512831331974,3.479,0.0032,8.917
3,0.001107738186718915,0.006900000000000017,6,0.1277760553048535,3.0700000000000003,0.1607,9.09
1,0.011306083316844073,0.017000000000000015,8,0.128126800695418,3.3260000000000005,0.2755,9.766
0,0.000508450568792812,0.009599999999999997,9,0.1334391209753134,0.5339999999999998,0.598,11.308
0,-0.002874194116323503,0.013000000000000012,9,0.13618120829239938,0.3479999999999998,0.6642,11.806
1,-0.00919399282896663,0.02250000000000002,8,0.13474402247271838,1.6660000000000004,0.4107,9.6
1,0.005613516692547449,0.008800000000000002,8,0.12839785375096616,2.55,0.3905,9.887
0,1.1674061374866707e-5,0.011300000000000004,9,0.2565991473762594,1.21,0.4858,1.779
0,-0.0032610061864103423,0.012999999999999984,9,0.25678751930748633,1.2799999999999998,0.5779,1.789
0,-0.0017153979713927514,0.02990000000000001,9,0.24077179833215845,6.067,0.3554,2.946
0,0.007904290376237605,0.059500000000000025,9,0.22292193024436413,4.619,0.5526,1.663
0,-0.0041096539709713775,0.06990000000000002,9,0.21794075712778577,5.759,0.5959,1.839
0,-0.005167950131028554,0.03130000000000001,8,0.1448816852817713,2.147,0.6188,12.323
-2,0.004349694125198783,0.0392,9,0.1417846921878593,-0.579,0.8112,9.162
6,0.01688980226291717,0.0672,3,0.1136664651047104,1.858,0.7015,12.076
0,-0.0010847985449058545,0.03630000000000001,3,0.11456155755398154,-0.6340000000000001,0.8372,12.225
6,0.016599572252452857,0.04219999999999999,3,0.1136237077799138,2.834,0.6731,12.574
5,0.01823080340465398,0.0325,4,0.11364248037464965,1.777,0.8692,12.644
0,0.0043668162651683,0.022199999999999998,9,0.209865988111342,0.1640000000000001,0.5621,2.204
1,-0.008302059403534262,0.0012999999999999956,8,0.13472568355880338,2.785,0.436,8.898
1,0.0044213475164171095,-0.002799999999999997,8,0.12457949924782898,3.353,0.5178,9.74
0,0.02321928499698178,0.005700000000000011,9,0.1560312561385043,0.032,0.5422,6.571
1,0.025420561485058057,-0.011200000000000015,8,0.11792090937549904,0.1640000000000001,0.6923,10.051
1,0.021607447036682895,-0.004699999999999982,8,0.11825703694649876,2.631,0.5635,10.003
0,-0.004215487881188529,0.037000000000000005,9,0.2353523615241688,7.688000000000001,0.7021,1.997
0,-0.0017886859688184542,0.03720000000000001,9,0.23466192783947196,6.945,0.6674,1.98
0,-0.002145338899910504,0.03620000000000001,9,0.235018580770564,7.045,0.6674,2.002
0,0.0008684265044663908,0.0262,9,0.23169183480664074,7.737,0.5265,3.453
0,-0.0181005142618548,0.057700000000000015,9,0.22300611468582024,5.849,0.6208,1.426
0,0.00025265112744965457,-0.015100000000000002,9,0.12210485876104146,5.763999999999999,0.1256,10.711
0,0.006109567348646899,0.06789999999999999,9,0.20757106824571803,7.768000000000001,0.5037,1.678
2,0.013487791323325615,0.009199999999999986,7,0.1291810053658284,2.027,0.7667,6.794
0,-0.015322595970457209,0.021199999999999997,9,0.2616930861594096,7.843999999999999,0.3315,1.126
0,0.02194228694328053,0.0002999999999999947,9,0.12042411793758388,4.329000000000001,0.4146,13.351
3,0.007536214678576375,0.013400000000000023,6,0.12507373744922987,1.8039999999999996,0.5831,9.108
0,0.00031678760062808786,0.009300000000000003,9,0.13921882976684655,3.838,0.5547,7.344
0,0.021157106747143217,0.044899999999999995,9,0.17153933877525548,4.894,0.4169,2.74
0,0.008081416599111407,0.01899999999999999,9,0.17841917738579452,6.545,0.2965,5.661
0,-0.0116867896511762,0.0199,9,0.25998110102654926,7.322,0.2566,1.007
8,0.0009524616171999456,0.1501,1,0.14852841703269154,-0.068,0.7069,13.287
8,0.004910836043945405,0.1501,1,0.14457004260594608,0.3039999999999998,0.7069,13.367
8,-0.01903328881708366,0.1602,1,0.15252702414436936,1.537,0.807,13.39
0,0.00895184028786869,0.043300000000000005,9,0.17135191489617693,8.633,0.563,5.733
0,-0.0032394910315408365,0.03739999999999999,9,0.23517075332172044,7.109,0.614,2.04
0,-0.02073614871213364,0.01830000000000001,9,0.17608555411657278,8.99,0.4914,5.927
5,0.0035735756953807762,-0.009099999999999997,4,0.12733376121024664,-0.318,0.6817,12.026
5,0.005801131737463688,-0.005899999999999989,4,0.1275058824386122,0.875,0.6642,12.026
0,0.0012514936961694478,0.007500000000000007,9,0.13213460358925544,0.906,0.5452,11.621
1,0.03730881917489581,0.02400000000000002,7,0.08969474317695339,0.4079999999999999,0.4059,7.373
1,-0.02475807682262962,0.026999999999999996,6,0.15679046516769196,0.1790000000000002,0.497,6.77
2,0.01399137453370164,0.009299999999999975,6,0.15887241820688705,0.552,0.4757,6.765
2,0.019604288815613602,0.009599999999999997,6,0.15670244000797298,0.496,0.5445,6.519
2,0.013520234686857452,0.006599999999999995,6,0.15902917360650884,0.4300000000000001,0.5068,6.558
1,0.009050436579809445,0.02260000000000001,7,0.1645653959797737,0.2789999999999999,0.5982,6.484
2,0.010151087024943772,0.009200000000000014,7,0.1618419582690498,0.6710000000000003,0.6197,6.487
6,-0.01369500852177119,-0.00789999999999999,3,0.14412331950597235,0.5899999999999999,0.695,12.619
0,0.004002100091064942,0.0368,9,0.23067374654240458,4.358,0.3704,1.137
0,0.001750508742356105,0.0169,9,0.23540566170172525,2.1540000000000004,0.5654,0.751
0,-0.0021836759620604967,0.010199999999999987,9,0.12222915348863946,4.759,0.5466,10.024
1,0.0006941326204821796,-0.019600000000000006,7,0.1250190443613145,5.224,0.5996,10.303
0,-0.0017659620011778593,0.00470000000000001,9,0.12213392398968013,6.6800000000000015,0.6844,9.955
1,-0.0013597836678014563,0.00020000000000000573,7,0.12061789153698453,0.9059999999999996,0.6614,8.515
1,0.0024710702018394815,0.0435,8,0.11795856047451352,5.344000000000001,0.5825,7.69
-1,0.00024386386592133158,-0.015000000000000013,9,0.1184623873830441,3.83,0.5537,9.635
0,0.0013478168575316724,-0.0058,8,0.1191267188426561,5.300000000000001,0.5482,9.135
1,0.0044934209259369084,-0.0029000000000000137,8,0.1258437317420937,5.754,0.4207,10.868
1,0.0028623519535797004,-0.0039000000000000146,8,0.12602058961913568,5.814,0.2763,10.67
0,0.00600665865476166,0.005199999999999982,9,0.12813228419220604,4.264,0.4846,9.593
0,0.0033750871681157424,0.022799999999999987,9,0.22916829864431215,0.3129999999999997,0.6575,3.8
-1,-0.005082103964129031,0.03359999999999999,9,0.13525828141870633,2.935,0.4984,8.846
0,0.013427177246473104,0.031299999999999994,9,0.1980608650173959,3.3460000000000005,0.3187,4.731
1,-0.008598611929270222,0.011699999999999988,2,0.15217345851992958,-0.01,0.8888,13.234
4,-0.02179172588848502,0.01429999999999998,2,0.15296281126926847,0.7789999999999999,0.8249,13.336
1,0.020103100669328106,0.0050000000000000044,8,0.15284780400185555,-0.0509999999999997,0.7302,5.627
0,0.007131431228554447,-0.0005999999999999894,9,0.15262746259057253,1.968,0.6608,5.699
2,0.0031636610847936564,0.004399999999999987,7,0.1577340659209624,1.7329999999999997,0.6553,6.342
3,-0.005230598920615587,0.030799999999999994,6,0.13758206169866574,3.3469999999999995,0.5382,6.884
1,-0.014451045059965334,0.012800000000000006,8,0.14354899542674493,2.013,0.5337,10.735
1,-0.022021686339281143,0.004400000000000015,8,0.1512634093174278,1.6429999999999998,0.5274,10.838
0,0.0066281628720051555,-0.003699999999999981,8,0.1257150295066889,-0.2559999999999998,0.5977,10.609
3,0.02651154116148044,0.026599999999999985,6,0.11437381762307897,0.6349999999999998,0.6008,10.218
-1,-0.004224300522754826,-0.012500000000000011,9,0.11054146480308977,-0.669,0.7426,8.561
