x2_value,estimate,se,lower,upper
0.032,0.014024919562912392,0.0033452058892826726,0.007468436499047058,0.020581402626777726
1.4755,0.01444350136935534,0.0028268514958049483,0.008902974247934452,0.01998402849077623
2.022,0.014601973802483898,0.0026386943917865347,0.009430227828374459,0.019773719776593337
2.5445,0.014753486787497019,0.0024644277657344823,0.009923297124156912,0.019583676450837126
3.061,0.014903259910481283,0.002298813571704265,0.01039766810276903,0.019408851718193537
3.4284999999999997,0.015009826459748883,0.0021858357137729653,0.010725667184632462,0.019293985734865307
3.837,0.015128282066213689,0.002065910330216413,0.011079172223700261,0.019177391908727116
4.276,0.015255581971325191,0.0019448855871914328,0.011443676266378941,0.019067487676271443
4.659,0.015366643164167346,0.0018471678204172262,0.011746260762748225,0.018987025565586464
5.0035,0.015466540242324321,0.0017665974411902017,0.012004072882410902,0.01892900760223774
5.282,0.015547298838163852,0.001707237192928574,0.012201175426956581,0.018893422249371124
5.59,0.01563661175564527,0.0016483269949742418,0.012405950210750616,0.018867273300539923
5.878,0.015720125133030494,0.0016003131084590112,0.012583569076463486,0.018856681189597504
6.2605,0.015831041337370243,0.0015482130467604244,0.012796599525324779,0.018865483149415708
6.563,0.01591875938132521,0.001517258940101657,0.01294498650350454,0.018892532259145875
6.885,0.016012131976873963,0.0014949515386260216,0.013082080802534216,0.01894218315121371
7.206,0.01610521459541791,0.0014841155134672679,0.013196401640124889,0.019014027550710928
7.5905000000000005,0.01621671075376728,0.0014864529244770221,0.013303316557078074,0.019130104950456486
7.885,0.016302108981683765,0.0014994941628893009,0.013363154427392693,0.019241063535974837
8.19,0.016390551968150754,0.0015230087316125639,0.013405509706050093,0.019375594230251415
8.515,0.01648479449471394,0.0015587545322019241,0.013429691750859583,0.019539897238568298
8.899000000000001,0.016596145664560906,0.0016142029887169303,0.013432365942938802,0.01975992538618301
9.325,0.01671967586860988,0.0016908129218541881,0.013405743437180727,0.02003360830003903
9.7985,0.01685697998038732,0.0017921748338567385,0.013344381852029052,0.020369578108745588
10.21,0.016976305517866556,0.0018920725565576414,0.013267911450876947,0.020684699584856164
10.6995,0.017118249261720953,0.0020228461734912067,0.013153543615413519,0.021082954908028386
11.308,0.017294700269147718,0.002200153840205232,0.012982477981897961,0.021606922556397474
12.098500000000001,0.017523927091449863,0.002449356948835896,0.012723275686448583,0.022324578496451142
13.229,0.017851746095387346,0.0028322295982859806,0.012300678086798468,0.023402814103976224
14.824000000000005,0.01831425941805898,0.0034066854891361565,0.011637278552696882,0.024991240283421076
19.528,0.019678311248684285,0.005211288084160958,0.009464374290666051,0.02989224820670252
