stop_id,weighted_net_income_hh_multi,weighted_net_income_hh_walk,percent_change_income,log_change_income,weighted_gini_multi,weighted_gini_walk,percent_change_gini,log_change_gini,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality
2124,47360.17591675162,50588.470193852765,-6.381482311543449,-0.06594198352012436,32.173660368681475,31.243868390934907,2.9759182381408884,0.02932497139204686,6.691,0.6754,98,4.89,1.698,4.197,42,109,129,14,191,30,426,80,162,7,53,59,9,110,17,129,39,104,3.36,3.331,Conde De Casal,40.40675,-3.66967,1481,0.0130945945070177,0.0043710539096648,0.1316496163682864,0.0981986624639701
2125,48986.80525311228,52117.184843244344,-6.00642494322645,-0.06194375651394247,33.261084516610524,31.061450877637515,7.081554714356953,0.06842055174391151,7.414,0.5901,109,5.414,1.592,4.164,46,132,138,17,198,31,534,82,193,7,52,55,9,102,16,125,37,102,3.076,4.337999999999999,Av. Mediterráneo - Conde De Casal,40.40703,-3.67091,1481,0.0130945945070177,0.0043710539096648,0.1316496163682864,0.0981986624639701
2126,46656.946470117284,51744.561363053865,-9.83217319640705,-0.10349750986915263,31.95954951771716,31.08860233880253,2.80149994979857,0.02762975787787442,7.303,0.6914,106,4.687,1.581,4.205,42,117,134,14,207,33,444,88,167,8,51,57,9,105,17,126,39,100,3.193,4.109999999999999,Av. Mediterráneo - Conde De Casal,40.40666,-3.67106,1481,0.0130945945070177,0.0043710539096648,0.1316496163682864,0.0981986624639701
2127,51839.98125989235,54062.3237857683,-4.110704775995901,-0.04197583468782543,33.859474431418505,30.890106727412313,9.61268191854816,0.09178289276748824,4.882,0.4827,80,1.499,1.386,4.144,34,91,98,17,123,22,419,53,158,11,44,48,8,90,14,118,38,93,3.117,1.7649999999999997,Mediterráneo,40.40725,-3.67334,1482,0.0024058471933952,0.0009713453132588,0.116439518181304,0.0005798857150353
2128,48370.72960919693,53679.01596090713,-9.888941249549108,-0.10412729027681263,31.960255124582552,30.91557602400009,3.379135164007516,0.03323296814225169,6.031,0.6869,89,3.773,1.312,4.174,30,98,103,15,171,26,359,72,145,12,44,47,8,87,14,119,36,93,3.134,2.897,Mediterráneo,40.40702,-3.67422,1482,0.0024058471933952,0.0009713453132588,0.116439518181304,0.0005798857150353
2129,48865.1259611752,53423.939165480275,-8.533277919069539,-0.08919497296357794,33.87959701760659,31.41111699673687,7.858619039641794,0.0756511005722164,5.803,0.4747,87,1.848,0.992,4.133,51,101,135,13,147,30,557,66,180,16,44,53,8,89,14,138,38,94,3.497,2.306,Mariano De Cavia,40.40769,-3.678,1678,0.0010029520497598,0.0024283632831471,0.1047943811074918,0.0001621847694766
213,67298.6339923577,65366.4172925119,2.955977671530044,0.029131309632317092,36.51622836453298,35.913505612009,1.6782620973721887,0.016643348864389715,3.392,0.6611,24,1.089,6.887,2.48,2,40,18,8,40,14,84,39,46,1,23,7,4,56,6,17,38,15,3.312,0.08,Arturo Soria - Añastro,40.46656,-3.66579,620,6.0998000961419815e-05,0.0019426906265177,0.0803167420814479,0.0036211533037697
2130,50650.99079774168,53349.55497098005,-5.058269323345384,-0.051906843868917585,32.39441201853838,31.31953125548809,3.431982280583913,0.03374403464950385,5.891,0.6045,93,4.745,0.999,4.173,32,96,99,15,170,22,359,63,155,16,45,52,8,86,14,133,39,93,3.401,2.49,Mariano De Cavia,40.40731,-3.67791,1678,0.0010029520497598,0.0024283632831471,0.1047943811074918,0.0001621847694766
2131,66094.14681605477,64967.898259128066,1.733546239151213,0.017186917535179758,39.31072967695973,38.0708941603548,3.256649322137643,0.03204744399385422,6.478,0.4609,76,2.72,4.395,1.672,26,116,74,26,65,36,694,89,167,4,61,29,15,41,15,212,60,66,3.655,2.823,Nuevos Ministerios - Centro Comercial,40.44683,-3.6906,1798,0.0785932495431725,0.0048567265662943,0.1447248190061151,0.3626547536588568
2132,75195.7129485415,68193.55164088822,10.268069544943382,0.09774421100862546,38.40198072740916,37.61638639101665,2.0884364814482157,0.02066927597562595,2.669,0.3403,23,0.755,4.621,1.598,5,41,19,12,38,7,116,43,60,7,57,31,16,51,12,194,55,72,3.524,-0.855,Paseo De La Habana - Hermanos Pinzón,40.44887,-3.68909,1735,0.014003960806959,0.0009713453132588,0.1276503409795412,0.024450188502652
2133,67931.19440537709,69527.00988807152,-2.295245380555658,-0.023219962622515727,37.272966160556514,36.90761038919775,0.989919876973932,0.00985052267421949,3.694,0.2934,41,0.745,4.914,1.482,9,66,30,13,51,16,192,58,92,13,67,34,19,64,15,217,55,100,3.898,-0.2040000000000001,Sagrados Corazones,40.45143,-3.6861,1711,0.0036237404140944,0.0024283632831471,0.114905965734695,0.0245137903026338
2134,75978.61468825705,71346.80494503787,6.491965192817386,0.06289935211643391,39.3298975516256,37.28827673299253,5.475235107410185,0.053306001054291674,2.934,0.705,32,0.805,5.132,1.493,3,46,20,13,38,10,154,33,69,10,57,29,16,46,12,186,54,87,3.355,-0.4209999999999998,Paseo De La Habana - Centro Universitario,40.45331,-3.6845,1710,0.0009377323883176,0.0014570179698882,0.1037331855509093,0.0034718798486895
2135,70217.75089395416,70554.4373964722,-0.47720103078148807,-0.004783432702013324,38.23326820270293,36.93749763699641,3.5080085241309957,0.034478800768627256,3.404,0.628,38,0.496,5.106,1.516,6,56,24,13,42,10,190,50,87,10,62,29,16,46,14,197,57,94,3.548,-0.1440000000000001,Paseo De La Habana - Centro Universitario,40.45311,-3.68506,1710,0.0009377323883176,0.0014570179698882,0.1037331855509093,0.0034718798486895
2136,75161.98764206485,73396.42767323428,2.4055121274988416,0.02377035453867338,38.47421062488298,37.89050525558267,1.5405056368687775,0.015287603200349654,3.388,0.6092,36,0.699,5.354,1.512,2,55,25,15,41,14,166,37,87,5,60,30,15,43,14,157,56,81,3.311,0.0769999999999999,Paseo De La Habana - Cochabamba,40.45515,-3.68234,806,0.000176282609207,0.0009713453132588,0.0948541944994702,0.0025917744974222
2137,77463.40313433748,73641.59520592321,5.189740822054971,0.05059558885716564,39.262884518974616,37.918969057367114,3.5441772152990483,0.03482816864809949,2.701,0.76,30,0.393,5.356,1.534,3,42,16,12,35,9,145,28,69,5,62,34,15,46,15,169,59,84,3.327,-0.6259999999999999,Paseo De La Habana - Cochabamba,40.4552,-3.68267,806,0.000176282609207,0.0009713453132588,0.0948541944994702,0.0025917744974222
2138,69931.2868831081,74292.52139774406,-5.870354690597956,-0.06049714852910286,37.17567956430857,38.02875611565234,-2.2432407432665302,-0.02268784110677654,3.933,0.4046,59,1.24,5.616,1.665,2,67,40,18,48,15,230,42,106,5,65,33,15,47,15,186,55,95,3.644,0.2889999999999997,Paseo De La Habana - Veracruz,40.45743,-3.68124,1706,9.710578498211415e-05,0.0009713453132588,0.0893469299197222,0.0019818781747906
2139,75947.79672405156,74059.41049948445,2.549826162308232,0.025178603378283548,39.30468422333313,37.970627698835244,3.513390758454097,0.03453079765728666,2.911,0.6993,27,0.741,5.637,1.705,3,46,20,13,37,10,154,33,69,6,70,34,15,46,15,188,57,100,3.638,-0.7269999999999999,Paseo De La Habana - Veracruz,40.45766,-3.68165,1706,9.710578498211415e-05,0.0009713453132588,0.0893469299197222,0.0019818781747906
214,60382.28706042481,64794.83967508369,-6.810037090585921,-0.0705301642009715,33.21831905558286,35.469346959465966,-6.346403576179621,-0.06556735501827428,3.441,0.3167,38,0.546,6.988,2.585,0,27,11,3,63,9,27,42,24,0,23,8,4,54,6,19,37,16,3.286,0.1549999999999998,Arturo Soria - Añastro,40.46755,-3.66597,621,5.792138150251778e-05,0.0014570179698882,0.0797567400061977,0.001310213103506
2140,69967.55708652316,72752.38541074064,-3.8278172028244564,-0.039030030243797226,36.96028754199637,37.67447187506169,-1.8956717838905321,-0.01913869994041455,4.471,0.3884,70,1.572,5.869,1.885,2,73,44,19,52,17,237,43,112,3,66,36,15,48,15,192,45,104,3.67,0.8010000000000002,Paseo De La Habana - Honduras,40.45972,-3.68117,1707,0.0003939644999099,0.0029140359397765,0.0877402309626283,0.0057618829075524
2141,69975.70140840145,73214.1434062251,-4.4232464482379,-0.045240559184314924,36.998626711414516,37.73920255530807,-1.962351596614193,-0.019818613709426555,4.533,0.4346,67,1.53,5.825,1.866,2,76,44,20,54,18,251,47,121,3,65,36,14,49,15,189,44,103,3.632,0.9010000000000002,Paseo De La Habana - Honduras,40.45936,-3.6816,1707,0.0003939644999099,0.0029140359397765,0.0877402309626283,0.0057618829075524
2142,71855.09012425764,72107.19124654398,-0.34961994487398407,-0.0035023254366506567,37.7006240662086,37.62925399626831,0.18966644926674375,0.0018948680956515542,3.011,0.5761,33,0.586,6.165,2.115,3,47,27,12,29,10,164,30,79,3,50,27,16,38,12,140,38,83,3.316,-0.3049999999999997,Paseo De La Habana - Macarena,40.46232,-3.68023,1704,8.0689205204723e-05,0.0009713453132588,0.0807577659240665,0.0001403374957507
2143,72538.1996421126,72112.46054481057,0.5903821532167374,0.005886462268313753,37.73137561105051,37.65351623608921,0.20677849705487727,0.002065650045743655,3.758,0.3925,54,0.941,6.178,2.134,2,63,34,20,47,14,207,41,102,3,50,27,16,38,12,138,37,83,3.289,0.4689999999999998,Paseo De La Habana - Macarena,40.46245,-3.68039,1704,8.0689205204723e-05,0.0009713453132588,0.0807577659240665,0.0001403374957507
2144,68300.9361180039,70539.85697094524,-3.1739798591646378,-0.032254424718839214,37.161951169846226,37.370978991699765,-0.5593319401666322,-0.005609020587835074,2.6,0.5133,31,0.246,6.423,2.335,3,34,23,12,21,11,113,25,65,3,45,27,12,33,12,148,34,81,3.336,-0.7359999999999998,Paseo De La Habana - Jerez,40.4646,-3.6796,922,7.996224981266652e-05,0.0009713453132588,0.0803857265557898,7.189987918836734e-05
2145,75168.78578814266,70305.1605139172,6.9178780599792296,0.0668908590323733,38.435173799589734,37.32352643701341,2.9784092466512213,0.029349161303867336,3.228,0.5914,36,0.71,6.426,2.345,2,51,25,12,37,13,149,31,78,3,45,27,12,35,11,151,34,82,3.343,-0.1149999999999997,Paseo De La Habana - Jerez,40.46465,-3.67976,922,7.996224981266652e-05,0.0009713453132588,0.0803857265557898,7.189987918836734e-05
2146,65176.47348707701,72225.1032529986,-9.75925190612856,-0.10268910822537067,36.00550290721265,37.49232964003768,-3.965682439848343,-0.04046458381415851,2.955,0.3104,32,0.42,6.658,2.546,3,34,25,9,23,11,122,27,63,2,35,22,11,22,9,120,29,62,3.087,-0.1320000000000001,Paseo De La Habana - Menéndez Pidal,40.46669,-3.67912,961,0.0003889715843658,0.0009713453132588,0.0865890071071113,0.0009309125539583
2147,73876.74875717936,70960.03899450357,4.110355354936758,0.04028125975695358,37.97422489850538,37.27191982457085,1.884273944674967,0.01866741401548753,2.869,0.6459,33,0.538,6.658,2.551,3,44,25,11,29,9,134,29,73,2,37,22,11,23,10,133,30,66,3.232,-0.363,Paseo De La Habana - Menéndez Pidal,40.46671,-3.67927,961,0.0003889715843658,0.0009713453132588,0.0865890071071113,0.0009309125539583
2148,61126.885455357544,72458.01541953928,-15.63820082370921,-0.17005550324255764,35.26117696709184,37.1574195492614,-5.103267678896849,-0.05238091383012188,4.169,0.4677,69,0.654,6.847,2.679,6,50,45,11,45,11,210,40,98,2,30,18,8,26,8,91,30,42,3.156,1.0129999999999997,Duque De Pastrana,40.46823,-3.67749,960,0.0022046722792166,0.0024283632831471,0.0944322142726105,0.0033280112590731
2149,56539.50052277794,72243.56539640261,-21.737665891011883,-0.24510374459323434,36.35439862631273,37.09373825829374,-1.993165603403973,-0.020132971008376542,6.243,0.1561,101,1.809,6.862,2.707,9,91,92,19,80,23,371,56,168,2,28,19,8,23,9,93,30,45,3.039,3.204,Duque De Pastrana,40.46842,-3.67789,960,0.0022046722792166,0.0024283632831471,0.0944322142726105,0.0033280112590731
215,63015.072469181985,66421.01947270936,-5.127815005800672,-0.05263962139285672,35.574509142403926,36.353918013995106,-2.143947376706775,-0.021672637919077323,4.475,0.5876,45,1.119,6.53,2.107,2,54,24,9,81,16,80,50,48,1,24,8,4,42,11,22,37,9,3.012,1.4629999999999996,Arturo Soria - Aleixandre,40.463,-3.66507,912,1.807049218785497e-05,0.0014570179698882,0.0771507793764988,0.001752907160995
2150,63527.50198543384,77749.13641863846,-18.29169440111663,-0.20201452957207833,34.93614275595945,37.43552775044205,-6.676505300377617,-0.0690982909760078,4.026,0.5356,69,1.069,7.107,2.9,5,49,41,9,44,10,187,39,91,1,17,12,5,21,6,32,23,19,2.486,1.5399999999999996,Marqués De Torroja,40.47044,-3.67609,971,0.0022417559275594,0.0019426906265177,0.0994878237340548,0.0028535014481173
2151,56456.216533231134,76996.60751238995,-26.677007783561823,-0.3102959534778104,35.79329042763536,37.516407860479966,-4.592970199206483,-0.04701792260930619,5.583,0.2187,89,1.041,7.051,2.851,7,77,71,17,65,20,294,51,137,1,19,12,5,19,7,37,25,30,2.598,2.9850000000000003,Marqués De Torroja,40.46996,-3.67638,971,0.0022417559275594,0.0019426906265177,0.0994878237340548,0.0028535014481173
2153,57315.51533942283,57289.4662499953,0.045469247896051924,0.00045458913765984867,36.60216980065998,37.82973952708277,-3.244985933735972,-0.03298803044676251,6.022,0.1891,117,2.044,2.208,2.294,23,129,91,25,112,32,592,68,214,13,86,61,22,67,16,425,36,133,3.658,2.3640000000000003,Felipe II,40.42427,-3.67628,1467,0.0119609741476916,0.0038853812530354,0.119168885287649,0.0062025309339691
2154,56287.29720753646,58221.144256726744,-3.3215545209193515,-0.03377970931517037,35.468545951611254,37.42417404734216,-5.225574499672347,-0.053670586325746464,5.619,0.2834,119,2.063,1.915,2.643,21,120,97,25,117,29,501,64,205,13,76,46,15,74,18,373,30,105,3.48,2.139,Narváez - O Donnell,40.42107,-3.67623,1465,0.0083092099154579,0.0024283632831471,0.1183265329578759,0.00229171820953
2155,56867.78130655714,58101.12838632457,-2.12275925446179,-0.02145613798732763,36.638929209314064,37.377318733945465,-1.975501586636839,-0.019952754748437537,5.772,0.2161,112,2.143,1.942,2.628,31,126,87,25,110,31,596,60,194,13,75,45,15,74,18,370,29,106,3.477,2.2950000000000004,Narváez - O Donnell,40.42116,-3.67584,1465,0.0083092099154579,0.0024283632831471,0.1183265329578759,0.00229171820953
2156,55894.248089606954,59577.72859198908,-6.182646753131524,-0.06382034445492887,34.85144885313197,37.16414120837602,-6.222913486085938,-0.06424964005264668,4.848,0.2895,90,1.649,1.689,2.918,15,103,77,17,113,25,389,59,166,11,59,38,15,68,14,296,20,78,3.32,1.528,Narváez - Ibiza,40.41858,-3.67644,1462,0.0016889837072666,0.0014570179698882,0.1060520216327581,0.0008577137061218
2157,56965.72790860474,59256.69352591017,-3.866171871880926,-0.03942892229486202,36.2398151135291,37.11506868813033,-2.3582162327538514,-0.023864671813673213,5.182,0.1492,109,1.824,1.714,2.907,20,111,84,22,96,25,512,61,188,11,59,41,15,69,13,298,22,79,3.308,1.8740000000000008,Narváez - Ibiza,40.41864,-3.67608,1462,0.0016889837072666,0.0014570179698882,0.1060520216327581,0.0008577137061218
2158,57344.33494561503,61003.56718161918,-5.99839059429086,-0.06185828252732461,35.16019152111049,36.017525755137754,-2.3803251779585883,-0.024091126593422874,4.912,0.1667,96,1.494,1.599,3.101,20,96,77,19,111,23,417,54,167,11,57,36,11,77,15,236,21,68,3.393,1.519,Sainz De Baranda - Narváez,40.41683,-3.67565,1461,0.0005653506095598,0.0019426906265177,0.0974674556213017,0.000463093708634
2159,56886.49672421933,60641.06516172865,-6.191461887247447,-0.06391430946219448,35.35718347919102,36.156631564968144,-2.2110690381669866,-0.022358795702054502,5.011,0.2148,90,1.752,1.6,3.077,20,108,82,19,106,25,458,60,185,11,59,37,11,75,15,249,23,68,3.391,1.62,Sainz De Baranda - Narváez,40.41708,-3.67593,1461,0.0005653506095598,0.0019426906265177,0.0974674556213017,0.000463093708634
216,63195.742191942976,66897.43064460426,-5.533379110367749,-0.05692363198373015,34.634207928863354,36.523886901795834,-5.17381673536933,-0.05312462008728529,3.389,0.4079,29,0.604,6.648,2.227,2,33,18,7,58,11,74,33,45,1,24,7,4,49,10,20,38,10,3.322,0.0669999999999997,Arturo Soria - Aleixandre,40.46411,-3.66504,913,2.2263053456366124e-05,0.0014570179698882,0.0758519064284398,0.0018845541620053
2160,54685.263372562695,60121.05270773315,-9.041407444403031,-0.0947658098889505,34.13676413538312,34.84046429007025,-2.0197783497612365,-0.020404547581417926,4.542,0.1125,64,1.177,1.764,3.098,9,87,62,13,128,19,302,51,142,9,54,38,11,77,13,214,21,66,3.225,1.3169999999999995,Sainz De Baranda - Maiquez,40.41668,-3.67297,1455,0.0002570214291486,0.0009713453132588,0.0971547208984098,9.346428537153464e-06
2161,56088.40733078876,59923.96764768332,-6.400711547415108,-0.0661474045357385,35.09039209939202,34.888687886557015,0.5781364248803491,0.005764716296945461,4.227,0.1526,77,1.183,1.782,3.071,11,88,66,16,96,23,347,51,153,9,55,37,11,77,14,215,23,65,3.21,1.0170000000000003,Sainz De Baranda - Maiquez,40.41692,-3.67295,1455,0.0002570214291486,0.0009713453132588,0.0971547208984098,9.346428537153464e-06
2162,52002.412347330515,58817.83148461745,-11.587334937822996,-0.12315495667252153,33.74854849252041,33.612949992001646,0.40341148441607755,0.004025999620713671,5.008,0.3126,81,1.747,1.97,3.121,10,100,75,15,141,26,332,56,167,5,52,43,9,87,15,187,39,77,3.23,1.778,Metro Sainz De Baranda,40.41645,-3.66985,1618,0.0009410646958518,0.0019426906265177,0.1072619295686601,0.002322000163678
2163,55771.51112979648,58632.861180609885,-4.8801132900532265,-0.050032124628700894,34.34202684207994,33.763437738654574,1.7136557832289658,0.01699138320698173,5.162,0.381,105,1.203,1.969,3.087,12,105,81,18,134,27,380,59,181,5,53,42,9,84,16,183,38,78,3.234,1.928,Metro Sainz De Baranda,40.41675,-3.6701,1618,0.0009410646958518,0.0019426906265177,0.1072619295686601,0.002322000163678
2164,49812.65059391351,58177.12879288191,-14.37760572328521,-0.1552233216735496,33.357438857483785,33.228215615555165,0.38889612196968937,0.0038814187585809678,3.297,0.6704,36,0.66,2.171,3.051,6,58,43,8,95,16,172,35,73,3,44,35,7,91,14,149,36,64,2.87,0.427,Marqués De Lozoya,40.41719,-3.66766,1615,0.0003248544590571,0.0009713453132588,0.0971272229822161,0.0001032598489259
2165,57157.72302176277,58234.300397633306,-1.848699767181003,-0.018660017948181513,34.629651761627564,33.16153613485003,4.427164112083047,0.04331964826068495,4.481,0.0635,66,0.93,2.188,3.026,9,93,67,13,119,23,327,50,160,3,44,34,7,89,14,139,33,63,2.803,1.678,Marqués De Lozoya,40.41742,-3.66761,1615,0.0003248544590571,0.0009713453132588,0.0971272229822161,0.0001032598489259
2166,47530.109215866556,54412.69705421987,-12.648863612651134,-0.13523413990651498,33.22705436652741,33.291132415993275,-0.1924778306281925,-0.001926633072437319,3.272,0.6928,36,0.539,2.418,2.913,3,57,40,7,94,14,170,31,66,4,48,33,8,76,11,155,29,61,2.889,0.383,Sainz De Baranda - Parque Roma,40.41867,-3.66543,1609,0.0009634262821994,0.0014570179698882,0.1061394917263776,0.0023482749104622
2167,54300.76336757137,54394.24267291224,-0.1718551463304342,-0.0017200298669216285,34.046068369357734,33.38227482081975,1.9884610982951605,0.01968949440959365,4.096,0.2992,42,0.705,2.387,2.903,9,77,57,12,118,18,273,47,127,4,49,35,8,80,11,158,29,61,2.913,1.1830000000000005,Sainz De Baranda - Parque Roma,40.4187,-3.66588,1609,0.0009634262821994,0.0014570179698882,0.1061394917263776,0.0023482749104622
2168,44623.27104153043,45453.13053953255,-1.8257477277177876,-0.018426201827203687,33.65149049980213,32.22257675686776,4.434511099829464,0.04339000092583524,4.392,0.6689,54,1.065,2.807,2.691,5,82,49,10,110,18,218,53,97,3,42,28,5,75,12,82,34,46,2.968,1.4240000000000004,Torrespaña,40.42129,-3.66217,552,0.0051551073928027,0.0019426906265177,0.1185308848080133,0.0213697646956503
2169,50506.97341524332,45493.86111955619,11.019315952349833,0.10453401777367578,34.782016983218774,32.64348172261881,6.5511861717807065,0.06345530503122457,5.22,0.375,81,1.882,2.82,2.666,20,104,76,17,121,26,413,59,152,3,47,32,5,76,11,95,33,53,3.003,2.217,Torrespaña,40.42152,-3.6622,552,0.0051551073928027,0.0019426906265177,0.1185308848080133,0.0213697646956503
217,62064.29842781277,62103.25410195082,-0.06272726719617645,-0.0006274694897741428,35.185522142755616,35.643509411822606,-1.2849107077965791,-0.012932370866865214,4.388,0.3845,35,0.982,6.411,1.977,1,39,19,8,65,14,72,54,40,1,26,10,5,61,12,23,46,13,3.551,0.8369999999999997,Arturo Soria - Gran Vía De Hortaleza,40.46107,-3.66224,916,1.1842782174378832e-05,0.0019426906265177,0.0739423974718092,0.0040533806799673
2171,57478.54756561735,62795.884876690216,-8.467652492698061,-0.08847775151177145,40.42954423422783,42.13713527532206,-4.052461160296983,-0.04136861430939498,4.71,0.2312,78,0.872,1.314,3.212,70,101,89,13,52,34,1081,25,153,57,64,56,6,40,22,709,14,114,3.67,1.04,Puerta De Alcalá,40.41904,-3.68897,1458,0.006609915434506,0.003399708596406,0.1214462663678188,0.0060367024024931
2172,57572.243276001536,60918.76014248725,-5.49340935150076,-0.05650061160811496,39.484347009910536,41.908217679971756,-5.783759854859218,-0.05957761857354965,2.673,0.6722,36,0.313,1.019,3.481,42,40,41,5,25,12,324,16,67,57,46,45,4,41,14,579,10,77,3.357,-0.6840000000000002,Casón Del Buen Retiro,40.41639,-3.68917,675,0.0014223268290347,0.0009713453132588,0.1083228114478114,0.0001105954711472
2173,62958.292868561206,61642.84749710991,2.1339789202842496,0.021115284211317403,42.02772567411251,41.817887553774256,0.5017903404814995,0.005005355685514984,3.927,0.5098,50,1.141,1.042,3.452,54,80,64,7,35,26,850,20,119,56,47,43,4,45,16,556,11,76,3.422,0.5049999999999999,Casón Del Buen Retiro,40.41658,-3.68888,675,0.0014223268290347,0.0009713453132588,0.1083228114478114,0.0001105954711472
2174,43804.01581367455,50624.59312264064,-13.472853584112555,-0.14471198988748737,36.27618302359042,38.23038843254356,-5.1116546001129,-0.05246929718799412,4.293,0.2082,49,1.525,0.602,3.858,69,80,113,5,71,26,780,39,125,48,33,38,3,40,17,375,16,47,3.2,1.093,Alfonso XII - Jardín Botánico,40.41261,-3.68904,543,0.0017233341007515,0.0009713453132588,0.1147139116385314,0.0003311079179267
2175,66380.71084727586,51854.133630824406,28.014308984262353,0.2469718606231576,41.39191972678066,38.50571137332167,7.495533131375086,0.07227910845002843,2.625,0.7583,35,0.235,0.632,3.821,35,39,27,5,24,11,302,14,67,46,33,35,3,41,13,354,16,47,3.168,-0.5430000000000001,Alfonso XII - Jardín Botánico,40.41286,-3.68871,543,0.0017233341007515,0.0009713453132588,0.1147139116385314,0.0003311079179267
2176,42127.6561451856,43642.75248049781,-3.471587489788234,-0.03533279082156898,34.1736197960966,34.77060622917471,-1.7169284571667862,-0.01731838584389629,7.173,0.3621,93,4.449,0.228,4.207,87,127,162,9,144,46,951,73,212,42,46,61,4,48,15,316,20,64,3.421,3.752,Cuesta De Moyano,40.40917,-3.6889,1673,0.0086781823073683,0.0009713453132588,0.1291475882832591,0.0011909137898603
2177,49790.45658905993,44095.451675638826,12.915175368455056,0.12146669038146278,36.69833514564797,34.62522105737006,5.9872948820831775,0.05814904133725069,3.555,0.3705,41,0.778,0.244,4.19,46,60,79,6,60,16,383,32,92,39,44,60,4,54,14,310,20,63,3.405,0.1500000000000003,Cuesta De Moyano,40.40924,-3.68857,1673,0.0086781823073683,0.0009713453132588,0.1291475882832591,0.0011909137898603
2178,41287.8440378921,42338.630230399554,-2.481861568948395,-0.025131790096417153,33.82965903229842,34.68715552429342,-2.472086508778289,-0.025031556740428153,9.671,0.3012,129,10.413,0.079,4.357,105,159,200,13,200,57,1222,108,271,50,61,79,3,47,20,407,29,91,3.615,6.055999999999999,Museo De Antropología,40.40791,-3.68955,1675,0.049151308726837,0.0063137445361826,0.1482468140254877,0.5362911117674126
2179,28107.016909675014,27888.27065174422,0.784366519754472,0.00781306357079608,30.4996938085982,30.88930952179933,-1.2613286578198515,-0.012693509373287263,5.494,0.4456,76,1.617,6.995,11.415,0,36,37,0,105,11,54,53,46,2,16,23,0,62,6,28,27,24,2.949,2.545,Alberto Palacios - Aladierna,40.34631,-3.71113,395,0.000583174583765,0.0019426906265177,0.0979403510440945,0.0003438420977786
218,51229.683431280835,60297.568747122394,-15.038558774849955,-0.16297266506548408,33.208289866874985,35.47115564306035,-6.379453206870851,-0.06592030957427022,6.212,0.1188,59,1.523,6.301,1.878,3,58,48,5,116,24,87,81,66,1,25,12,3,68,12,22,37,11,3.482,2.7299999999999995,Arturo Soria - López De Hoyos,40.45952,-3.66068,915,3.023152774213525e-05,0.003399708596406,0.076095794219824,0.0106153751222004
2180,27985.846958847396,27829.799466726417,0.5607208643653749,0.005591546768260568,30.5617841772207,30.90384214621685,-1.106846091750509,-0.011130172118906984,4.514,0.5118,67,1.625,7.022,11.443,0,30,36,0,99,10,52,47,44,2,16,23,0,61,6,28,27,24,2.989,1.5250000000000004,Alberto Palacios - Aladierna,40.34612,-3.71142,395,0.000583174583765,0.0019426906265177,0.0979403510440945,0.0003438420977786
2181,27888.788801174345,27270.884665161735,2.265801581427889,0.022405135688617177,30.55045615129983,31.02705456508722,-1.536073663671818,-0.015479934976703637,4.595,0.3991,64,2.474,7.273,11.698,0,23,25,0,75,8,32,41,25,2,15,20,0,49,5,27,24,23,2.956,1.6389999999999998,Alberto Palacios - Juan Peñalver,40.34423,-3.71359,387,0.0008483418386276,0.0014570179698882,0.1044170596886251,0.0002048134209919
2182,28268.780475449894,27302.273142563725,3.540025139443069,0.03478806828496872,30.586353191576027,31.016431711127392,-1.3866150805383308,-0.013963183902376471,4.419,0.5158,60,1.254,7.255,11.679,0,31,37,0,90,10,53,38,45,2,15,22,0,49,5,27,24,23,2.947,1.4719999999999995,Alberto Palacios - Juan Peñalver,40.34431,-3.71318,387,0.0008483418386276,0.0014570179698882,0.1044170596886251,0.0002048134209919
2183,28037.862330834378,26653.63085246867,5.193406804602388,0.05063043939143272,30.887307296943032,31.178247852587955,-0.9331523600059307,-0.00937533503101447,3.079,0.5445,49,0.681,7.428,11.858,0,20,31,0,63,7,39,28,33,2,14,20,0,42,5,23,22,23,2.968,0.1110000000000002,Alberto Palacios - Ferroviarios,40.34337,-3.71616,389,0.0007632994542884,0.0009713453132588,0.1044064702601288,0.0
2184,28142.156457848516,27163.399675759603,3.603219014453287,0.03539821492266205,32.08663236632886,32.95434443767732,-2.6330733812334395,-0.026683595439641567,4.336,0.1216,54,0.88,2.705,5.927,5,71,36,3,95,27,60,59,34,4,57,29,1,90,21,52,42,32,3.565,0.7710000000000004,Martínez De La Riva - Sierra Carbonera,40.39131,-3.6655,1352,3.239960824229844e-05,0.0024283632831471,0.0878712871287128,0.0007854308982215
2185,30489.854003252014,27050.636971367683,12.71399647825167,0.11968341970001574,32.575779691555944,33.08841807123287,-1.5492985448059775,-0.015614255939065461,3.591,0.5147,41,0.811,2.641,5.909,6,60,37,4,89,25,69,45,58,4,52,26,1,86,20,58,40,36,3.412,0.1790000000000002,Párroco Emilio Franco - Martínez La Riva,40.39142,-3.66638,1352,3.239960824229844e-05,0.0024283632831471,0.0878712871287128,0.0007854308982215
