,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality,stop_id,clust,stop_lat,stop_lon,stop_name
156,620.0,7.092401417813605e-08,0.002514668901927913,0.0688401615695326,0.012548079086267157,1385180,620,60.26301,25.0414,Tasankotie
157,747.0,7.056197833474177e-09,0.0016764459346186086,0.06056452431718956,0.0021119833281239018,1392107,747,60.263859,25.032058,Sammalpolku
158,747.0,7.056197833474177e-09,0.0016764459346186086,0.06056452431718956,0.0021119833281239018,1392108,747,60.263815,25.031948,Sammalpolku
159,17.0,9.700342911936566e-09,0.002514668901927913,0.0667114018900632,0.0020912640214575894,1382167,17,60.251471,25.017874,Pekanraitti
160,17.0,9.700342911936566e-09,0.002514668901927913,0.0667114018900632,0.0020912640214575894,1382168,17,60.25127,25.01796,Pekanraitti
161,779.0,4.22555191973437e-09,0.002514668901927913,0.06323545001590163,0.0008726339723173518,1382139,779,60.25005,25.02018,Lallintie
162,779.0,4.22555191973437e-09,0.002514668901927913,0.06323545001590163,0.0008726339723173518,1382140,779,60.25008,25.01998,Lallintie
163,886.0,1.179766883950943e-08,0.003352891869237217,0.06742398553181869,0.010926189651390045,1382165,886,60.25315,25.01507,Soidintie
164,886.0,1.179766883950943e-08,0.003352891869237217,0.06742398553181869,0.010926189651390045,1382166,886,60.2526,25.01394,Soidintie
165,18.0,5.750111752175853e-09,0.002514668901927913,0.059667900370111035,0.0008631555488949248,1411111,18,60.26945,25.06115,Puistolan raitti
166,18.0,5.750111752175853e-09,0.002514668901927913,0.059667900370111035,0.0008631555488949248,1411112,18,60.26956,25.06153,Puistolan raitti
167,138.0,5.19311542566913e-09,0.002514668901927913,0.059667900370111035,0.000893862262742103,1411119,138,60.26989,25.06314,Nummitie
168,138.0,5.19311542566913e-09,0.002514668901927913,0.059667900370111035,0.000893862262742103,1412120,138,60.26962,25.06454,Nummitie
169,786.0,1.8695942043909353e-08,0.0016764459346186086,0.06321534548537516,0.002371289014947132,1411107,786,60.26764,25.05906,Koudantie
