Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality,stop_id,clust,stop_lat,stop_lon
33.0,1.174251792641331e-09,0.0019305019305019305,0.04677200902934537,0.015277489609750563,1804,33,40.3703,-3.64574
598.0,3.876165155967495e-09,0.0015444015444015444,0.04655008177717069,0.019234997301269752,4630,598,40.36543,-3.65406
598.0,3.876165155967495e-09,0.0015444015444015444,0.04655008177717069,0.019234997301269752,4805,598,40.36526,-3.65437
1327.0,2.4823304469176877e-10,0.0007722007722007722,0.04483994390678832,0.0015072581759583731,5039,1327,40.3728,-3.6482
35.0,1.5768185569258533e-12,0.0007722007722007722,0.04014632482871935,0.0034629729878860815,6319,35,40.5169,-3.77265
57.0,3.432496574981527e-13,0.0007722007722007722,0.03860658547855769,0.0026955444104922667,10887,57,40.51901,-3.77547
36.0,7.35479972349835e-12,0.0007722007722007722,0.04181398427535881,0.004230401565279897,6331,36,40.51292,-3.77046
53.0,3.4709072498898253e-11,0.0011583011583011582,0.04362619593046759,0.009994467236645684,6317,53,40.50045,-3.76248
53.0,3.4709072498898253e-11,0.0011583011583011582,0.04362619593046759,0.009994467236645684,6332,53,40.50074,-3.76315
40.0,2.6774529293696774e-12,0.0011583011583011582,0.03864460393011146,0.004624405899029306,5493,40,40.48631,-3.60836
40.0,2.6774529293696774e-12,0.0011583011583011582,0.03864460393011146,0.004624405899029306,5496,40,40.48613,-3.60846
41.0,5.328526510497762e-13,0.0007722007722007722,0.03721264367816092,0.0038550386174951642,5441,41,40.49023,-3.60838
41.0,5.328526510497762e-13,0.0007722007722007722,0.03721264367816092,0.0038550386174951642,5494,41,40.49013,-3.60852
1146.0,6.7284308173420026e-12,0.0007722007722007722,0.04018868510070447,0.002695395279404549,5973,1146,40.4829,-3.6089
42.0,1.0608320860040441e-13,0.0007722007722007722,0.03588201881381527,0.0030852239426978705,5439,42,40.49359,-3.60843
42.0,1.0608320860040441e-13,0.0007722007722007722,0.03588201881381527,0.0030852239426978705,5440,42,40.49345,-3.60854
316.0,2.1158087819382513e-14,0.0007722007722007722,0.03464234123374886,0.0023148127435497078,5435,316,40.49564,-3.61423
316.0,2.1158087819382513e-14,0.0007722007722007722,0.03464234123374886,0.0023148127435497078,5438,316,40.49557,-3.614
43.0,8.389872226343947e-16,0.0003861003861003861,0.03240011008531612,0.0,5975,43,40.49694,-3.62384
315.0,4.376116410763535e-15,0.0011583011583011582,0.03348459579309364,0.0015441032822261095,5433,315,40.49561,-3.61826
315.0,4.376116410763535e-15,0.0011583011583011582,0.03348459579309364,0.0015441032822261095,5434,315,40.49554,-3.61807
44.0,7.168732358646516e-14,0.0007722007722007722,0.03419096777600296,0.0,3964,44,40.3612,-3.59505
987.0,7.429608409245829e-14,0.0011583011583011582,0.03419412758766371,0.001286742793115964,3965,987,40.36005,-3.59265
987.0,7.429608409245829e-14,0.0011583011583011582,0.03419412758766371,0.001286742793115964,3966,987,40.36051,-3.59231
46.0,2.9530869346383268e-15,0.0015444015444015444,0.03387347798223931,0.011199981043136149,16,46,40.46689,-3.81318
46.0,2.9530869346383268e-15,0.0015444015444015444,0.03387347798223931,0.011199981043136149,18,46,40.46715,-3.8136
48.0,6.38931877907752e-16,0.0011583011583011582,0.03276821862348178,0.0038551877485828814,6225,48,40.46897,-3.82037
48.0,6.38931877907752e-16,0.0011583011583011582,0.03276821862348178,0.0038551877485828814,6261,48,40.46875,-3.82022
65.0,1.2643381626635742e-14,0.0007722007722007722,0.03503456112110596,0.011916406788530608,17,65,40.46426,-3.80859
65.0,1.2643381626635742e-14,0.0007722007722007722,0.03503456112110596,0.011916406788530608,3798,65,40.46467,-3.80885
65.0,1.2643381626635742e-14,0.0007722007722007722,0.03503456112110596,0.011916406788530608,50022,65,40.46446,-3.80844
47.0,6.196162544391918e-17,0.0015444015444015444,0.030757903237299006,0.0015442524133138268,6228,47,40.47351,-3.83236
47.0,6.196162544391918e-17,0.0015444015444015444,0.030757903237299006,0.0015442524133138268,6258,47,40.473,-3.83146
50.0,1.4010984358986183e-16,0.0007722007722007722,0.03173125222057508,0.0011569589785117014,6260,50,40.4709,-3.82593
3447.0,1.2732155236591258e-17,0.0003861003861003861,0.029840428596117286,0.0,6229,3447,40.47505,-3.83647
49.0,1.4010984358986183e-16,0.0007722007722007722,0.03173125222057508,0.0011569589785117014,6226,49,40.47063,-3.82478
51.0,1.4034935512788045e-06,0.0007722007722007722,0.05424651795999581,0.0006486995918056415,4727,51,40.38239,-3.63064
51.0,1.4034935512788045e-06,0.0007722007722007722,0.05424651795999581,0.0006486995918056415,4729,51,40.38257,-3.63077
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,4682,1428,40.38336,-3.62613
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,4683,1428,40.38354,-3.62624
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,5561,1428,40.38415,-3.62578
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,5562,1428,40.38416,-3.6256
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,5751,1428,40.38414,-3.62516
1428.0,6.774629088859699e-06,0.0019305019305019305,0.05731737004005577,0.025843920682725174,5752,1428,40.38388,-3.62476
1444.0,5.633188353869053e-07,0.0011583011583011582,0.05187885586090858,0.0006518584486813211,4680,1444,40.38375,-3.63236
1444.0,5.633188353869053e-07,0.0011583011583011582,0.05187885586090858,0.0006518584486813211,4681,1444,40.38394,-3.63224
1444.0,5.633188353869053e-07,0.0011583011583011582,0.05187885586090858,0.0006518584486813211,4725,1444,40.38201,-3.63325
1444.0,5.633188353869053e-07,0.0011583011583011582,0.05187885586090858,0.0006518584486813211,4726,1444,40.3824,-3.63363
52.0,7.404709868865011e-10,0.0019305019305019305,0.048951974144285475,0.02967447400554673,1347,52,40.47532,-3.74534
52.0,7.404709868865011e-10,0.0019305019305019305,0.048951974144285475,0.02967447400554673,1348,52,40.47533,-3.746
938.0,3.699090349013413e-10,0.0011583011583011582,0.04774457573690711,0.0072261603972946795,6315,938,40.47794,-3.75124
1549.0,7.241480309285104e-10,0.0011583011583011582,0.04931360789017726,0.014741816231633731,1351,1549,40.47703,-3.73837
1779.0,7.241480309285104e-10,0.0011583011583011582,0.04931360789017726,0.014741816231633731,1349,1779,40.47663,-3.74142
1779.0,7.241480309285104e-10,0.0011583011583011582,0.04931360789017726,0.014741816231633731,1350,1779,40.47704,-3.74016
3403.0,8.807416259828885e-10,0.0011583011583011582,0.049223634946880285,0.014405335629486805,1346,3403,40.47188,-3.75121
56.0,7.35479972349835e-12,0.0007722007722007722,0.04181398427535881,0.004230401565279897,6318,56,40.51297,-3.77027
447.0,1.5815329178556796e-10,0.0011583011583011582,0.04559457794208256,0.010756676225969389,6316,447,40.48902,-3.75429
447.0,1.5815329178556796e-10,0.0011583011583011582,0.04559457794208256,0.010756676225969389,6333,447,40.48878,-3.75453
54.0,1.856262191267547e-15,0.0007722007722007722,0.033462099972868566,0.0015438050200506745,6323,54,40.53239,-3.78214
54.0,1.856262191267547e-15,0.0007722007722007722,0.033462099972868566,0.0015438050200506745,6325,54,40.53221,-3.7822
62.0,4.316055169250373e-16,0.0007722007722007722,0.032379856978546784,0.0007722007722007721,6324,62,40.53653,-3.78516
58.0,3.432496574981527e-13,0.0007722007722007722,0.03860658547855769,0.0026955444104922667,6329,58,40.51851,-3.77552
59.0,1.5768185569258535e-12,0.0007722007722007722,0.04014632482871935,0.0034629729878860815,6330,59,40.51654,-3.7734
55.0,9.641406227980967e-17,0.0003861003861003861,0.031364665705947176,0.0,51106,55,40.53319,-3.78286
154.0,6.21694669602209e-14,0.0007722007722007722,0.036278066477105596,0.012672203141082463,17643,154,40.46294,-3.80364
154.0,6.21694669602209e-14,0.0007722007722007722,0.036278066477105596,0.012672203141082463,17644,154,40.46312,-3.80355
66.0,4.83143831495226e-16,0.0007722007722007722,0.03274087932647334,0.0003904373838987313,5071,66,40.47033,-3.81041
118.0,2.9821043761632147e-16,0.0007722007722007722,0.03174680999718078,3.986771078312212e-05,3483,118,40.47119,-3.81387
67.0,2.165205942868479e-15,0.0007722007722007722,0.03380759691946221,0.0011338558561700429,5832,67,40.47055,-3.80707
68.0,2.1967682494763982e-15,0.0007722007722007722,0.033826141469021,0.000811720510445887,22,68,40.46895,-3.81033
113.0,1.0661486212884166e-14,0.0007722007722007722,0.03496786736512394,0.0015572765283078144,3492,113,40.46934,-3.80382
70.0,3.892784960754944e-06,0.0015444015444015444,0.06058196107784431,0.005679751024312218,5923,70,40.49005,-3.65874
70.0,3.892784960754944e-06,0.0015444015444015444,0.06058196107784431,0.005679751024312218,5924,70,40.49071,-3.65913
71.0,1.972616761120271e-06,0.0019305019305019305,0.057454690654184876,0.005627793525371472,5921,71,40.48804,-3.65486
723.0,1.2380677165149541e-05,0.0011583011583011582,0.06408828842204241,0.0061115754993891795,5926,723,40.49339,-3.65824
729.0,6.742825462484259e-07,0.0019305019305019305,0.05464135021097046,0.006897859155320847,5397,729,40.48679,-3.65083
729.0,6.742825462484259e-07,0.0019305019305019305,0.05464135021097046,0.006897859155320847,5398,729,40.48709,-3.65075
74.0,7.134842873563815e-11,0.0011583011583011582,0.045085034901735516,0.007528401882898218,1699,74,40.45764,-3.72961
74.0,7.134842873563815e-11,0.0011583011583011582,0.045085034901735516,0.007528401882898218,1700,74,40.45753,-3.72993
1678.0,3.4298834399775984e-10,0.0011583011583011582,0.04656598345918734,0.008007179522328932,1697,1678,40.45483,-3.72906
1678.0,3.4298834399775984e-10,0.0011583011583011582,0.04656598345918734,0.008007179522328932,1698,1678,40.45455,-3.72926
1748.0,1.4805126651066198e-11,0.0007722007722007722,0.0439064910407025,0.0035226799457774164,51099,1748,40.46217,-3.72932
75.0,6.898049215360271e-08,0.0007722007722007722,0.05383943790795327,0.017983496466348864,1689,75,40.44561,-3.7273
75.0,6.898049215360271e-08,0.0007722007722007722,0.05383943790795327,0.017983496466348864,1690,75,40.44543,-3.72764
404.0,1.6462996073723814e-08,0.0019305019305019305,0.052105337276439935,0.018283037347443604,1691,404,40.44772,-3.72772
404.0,1.6462996073723814e-08,0.0019305019305019305,0.052105337276439935,0.018283037347443604,1692,404,40.44772,-3.72803
404.0,1.6462996073723814e-08,0.0019305019305019305,0.052105337276439935,0.018283037347443604,4291,404,40.44814,-3.72871
1120.0,3.445888895633637e-07,0.0011583011583011582,0.05616393798113412,0.018587465626526835,1687,1120,40.44352,-3.72697
1120.0,3.445888895633637e-07,0.0011583011583011582,0.05616393798113412,0.018587465626526835,1688,1120,40.44333,-3.72732
76.0,4.1051081184765455e-09,0.0019305019305019305,0.046234313357967835,0.00393472153053173,4841,76,40.37347,-3.65782
76.0,4.1051081184765455e-09,0.0019305019305019305,0.046234313357967835,0.00393472153053173,4842,76,40.37369,-3.65791
1382.0,9.376117942613886e-10,0.0007722007722007722,0.046430748270051274,0.001796208281955272,4843,1382,40.37494,-3.65637
1382.0,9.376117942613886e-10,0.0007722007722007722,0.046430748270051274,0.001796208281955272,4844,1382,40.37513,-3.65626
3413.0,8.205687637701888e-10,0.0007722007722007722,0.044229652652071454,0.0004943668098970072,2207,3413,40.3732,-3.65895
77.0,2.4823304469176877e-10,0.0007722007722007722,0.04483994390678832,0.0015072581759583731,5037,77,40.37191,-3.64876
83.0,1.5211896711301243e-11,0.0011583011583011582,0.04215563404352284,0.008715730066085964,3472,83,40.46894,-3.79111
83.0,1.5211896711301243e-11,0.0011583011583011582,0.04215563404352284,0.008715730066085964,3473,83,40.46881,-3.7911
155.0,7.309939731256054e-11,0.0007722007722007722,0.043969102792632206,0.009471377287550103,5345,155,40.46752,-3.78925
155.0,7.309939731256054e-11,0.0007722007722007722,0.043969102792632206,0.009471377287550103,5346,155,40.4676,-3.78981
157.0,3.158934018507097e-12,0.0007722007722007722,0.04048456428292302,0.00359781844449118,5678,157,40.46802,-3.79494
84.0,1.8440982451819218e-09,0.0015444015444015444,0.04813142294326439,0.04343498960324996,3,84,40.46491,-3.78385
84.0,1.8440982451819218e-09,0.0015444015444015444,0.04813142294326439,0.04343498960324996,6,84,40.46494,-3.7836
84.0,1.8440982451819218e-09,0.0015444015444015444,0.04813142294326439,0.04343498960324996,3468,84,40.46474,-3.7848
84.0,1.8440982451819218e-09,0.0015444015444015444,0.04813142294326439,0.04343498960324996,3469,84,40.46439,-3.78451
112.0,8.508692429966414e-09,0.0011583011583011582,0.05042344008566144,0.04392436326759478,4309,112,40.46231,-3.76935
112.0,8.508692429966414e-09,0.0011583011583011582,0.05042344008566144,0.04392436326759478,4311,112,40.46174,-3.76933
127.0,3.667335577446527e-10,0.0007722007722007722,0.045950501197551674,0.010229112344242284,3470,127,40.46565,-3.78677
127.0,3.667335577446527e-10,0.0007722007722007722,0.045950501197551674,0.010229112344242284,3471,127,40.46528,-3.78649
142.0,4.020595709484448e-10,0.0015444015444015444,0.046001101184661566,0.028193998720547182,4,142,40.46139,-3.7841
142.0,4.020595709484448e-10,0.0015444015444015444,0.046001101184661566,0.028193998720547182,3443,142,40.46101,-3.78379
150.0,3.667074352800774e-10,0.0007722007722007722,0.04593746120146858,0.0030350415790057214,3466,150,40.46623,-3.78374
150.0,3.667074352800774e-10,0.0007722007722007722,0.04593746120146858,0.0030350415790057214,3467,150,40.4664,-3.78378
85.0,1.4534290345840628e-11,0.0007722007722007722,0.042234687887287195,0.0015628800373192313,1,85,40.4701,-3.78288
85.0,1.4534290345840628e-11,0.0007722007722007722,0.042234687887287195,0.0015628800373192313,8,85,40.46987,-3.78209
133.0,2.925677813997244e-12,0.0007722007722007722,0.04081118131824843,0.000925662267176499,3462,133,40.47041,-3.77846
133.0,2.925677813997244e-12,0.0007722007722007722,0.04081118131824843,0.000925662267176499,3463,133,40.4701,-3.77844
158.0,7.296396455803401e-11,0.0007722007722007722,0.04393777461109132,0.0022697008368398218,2,158,40.46862,-3.78596
158.0,7.296396455803401e-11,0.0007722007722007722,0.04393777461109132,0.0022697008368398218,7,158,40.46841,-3.78571
86.0,3.3286793132286652e-06,0.0007722007722007722,0.05830969426808951,0.005752259381152082,2405,86,40.42648,-3.72713
86.0,3.3286793132286652e-06,0.0007722007722007722,0.05830969426808951,0.005752259381152082,2406,86,40.42631,-3.72729
170.0,6.63070743170765e-07,0.0007722007722007722,0.05679824561403509,0.00539477822140795,2407,170,40.42859,-3.7293
170.0,6.63070743170765e-07,0.0007722007722007722,0.05679824561403509,0.00539477822140795,2408,170,40.42869,-3.72968
768.0,1.676456812159705e-05,0.0011583011583011582,0.06027881862824959,0.010533393657111007,860,768,40.42472,-3.72513
768.0,1.676456812159705e-05,0.0011583011583011582,0.06027881862824959,0.010533393657111007,861,768,40.42457,-3.72538
87.0,1.4237815970091672e-07,0.0007722007722007722,0.051074738710313546,0.00077175337893762,868,87,40.42728,-3.73237
603.0,6.890347569240494e-07,0.0007722007722007722,0.05381594531136368,0.0015421645780857834,869,603,40.42536,-3.72963
88.0,1.4237815970091672e-07,0.0007722007722007722,0.051074738710313546,0.00077175337893762,5761,88,40.42744,-3.7306
601.0,5.644272322167707e-08,0.0011583011583011582,0.048599253185221326,0.000772797296551642,865,601,40.42978,-3.73358
601.0,5.644272322167707e-08,0.0011583011583011582,0.048599253185221326,0.000772797296551642,866,601,40.42932,-3.73323
89.0,0.013061047986288536,0.0007722007722007722,0.07320933913731698,0.0,2536,89,40.39177,-3.70849
89.0,0.013061047986288536,0.0007722007722007722,0.07320933913731698,0.0,2537,89,40.39159,-3.70762
508.0,0.02577939810031305,0.0023166023166023165,0.07378496951740642,0.005859408841737137,2535,508,40.39747,-3.70234
508.0,0.02577939810031305,0.0023166023166023165,0.07378496951740642,0.005859408841737137,5623,508,40.39832,-3.70195
800.0,0.04258610207890868,0.0019305019305019305,0.0784729586426299,0.16941389724746359,2538,800,40.39009,-3.71254
800.0,0.04258610207890868,0.0019305019305019305,0.0784729586426299,0.16941389724746359,2539,800,40.38971,-3.71189
107.0,2.3532041807105444e-11,0.0007722007722007722,0.042872986707718795,0.006282730350206035,3600,107,40.45258,-3.77863
107.0,2.3532041807105444e-11,0.0007722007722007722,0.042872986707718795,0.006282730350206035,3601,107,40.45238,-3.77824
131.0,4.680123776772623e-12,0.0007722007722007722,0.04119611897566407,0.005580139343090651,5598,131,40.45236,-3.78193
131.0,4.680123776772623e-12,0.0007722007722007722,0.04119611897566407,0.005580139343090651,5599,131,40.45213,-3.78244
132.0,1.1838951808910504e-10,0.0007722007722007722,0.0446944727260177,0.007017747771202595,3433,132,40.45259,-3.77612
132.0,1.1838951808910504e-10,0.0007722007722007722,0.0446944727260177,0.007017747771202595,3434,132,40.45203,-3.77507
108.0,1.219574149509569e-08,0.0015444015444015444,0.05130948135821546,0.014596261313283489,3427,108,40.44938,-3.76227
108.0,1.219574149509569e-08,0.0015444015444015444,0.05130948135821546,0.014596261313283489,3428,108,40.4498,-3.76316
153.0,2.422326803277486e-09,0.0007722007722007722,0.04882370683154878,0.0038906061345908675,3450,153,40.45563,-3.76762
153.0,2.422326803277486e-09,0.0007722007722007722,0.04882370683154878,0.0038906061345908675,3451,153,40.4559,-3.76728
167.0,2.903521909810559e-09,0.0007722007722007722,0.04884764814605258,0.0,3668,167,40.45157,-3.76386
109.0,9.561013977689415e-11,0.0007722007722007722,0.04458138253924539,0.002385177514446409,3452,109,40.46554,-3.766
109.0,9.561013977689415e-11,0.0007722007722007722,0.04458138253924539,0.002385177514446409,3453,109,40.46549,-3.76611
111.0,1.900681246397362e-11,0.0007722007722007722,0.042911344168861935,0.0017191675023015855,3454,111,40.46858,-3.76714
111.0,1.900681246397362e-11,0.0007722007722007722,0.042911344168861935,0.0017191675023015855,3455,111,40.4686,-3.76724
134.0,4.811953342558712e-10,0.0007722007722007722,0.046586085329879845,0.0031308826633959083,4771,134,40.46401,-3.76994
134.0,4.811953342558712e-10,0.0007722007722007722,0.046586085329879845,0.0031308826633959083,4772,134,40.46409,-3.76991
110.0,8.6717904300384e-13,0.0007722007722007722,0.040384195590482425,0.0006200538663419813,3458,110,40.47213,-3.77069
110.0,8.6717904300384e-13,0.0007722007722007722,0.040384195590482425,0.0006200538663419813,3459,110,40.47205,-3.77069
128.0,3.801300748377231e-12,0.0007722007722007722,0.04156569466065382,0.0011443502619536106,3456,128,40.47068,-3.76901
128.0,3.801300748377231e-12,0.0007722007722007722,0.04156569466065382,0.0011443502619536106,3457,128,40.47058,-3.76905
135.0,7.27639060122554e-13,0.0007722007722007722,0.03952508851178122,0.0004935023609720247,3460,135,40.47074,-3.7733
135.0,7.27639060122554e-13,0.0007722007722007722,0.03952508851178122,0.0004935023609720247,3461,135,40.47045,-3.77328
188.0,3.420352876176855e-08,0.0015444015444015444,0.05294466362762935,0.055942676093720584,23,188,40.44814,-3.73586
188.0,3.420352876176855e-08,0.0015444015444015444,0.05294466362762935,0.055942676093720584,1336,188,40.44863,-3.73579
160.0,5.289239267615746e-14,0.0011583011583011582,0.03619239261060339,0.004942067312121937,4628,160,40.46898,-3.80107
160.0,5.289239267615746e-14,0.0011583011583011582,0.03619239261060339,0.004942067312121937,4629,160,40.46867,-3.80171
114.0,1.065499519584746e-14,0.0007722007722007722,0.03494946496282402,0.0018803066605582743,4307,114,40.46934,-3.80352
117.0,6.322528841042558e-16,0.0007722007722007722,0.03276241556404483,7.014132158975726e-05,21,117,40.46929,-3.81317
168.0,2.1220628414630775e-16,0.0007722007722007722,0.0317433081674674,0.0015423137091735005,3491,168,40.47664,-3.83603
116.0,2.1220628414630775e-16,0.0007722007722007722,0.0317433081674674,0.0015423137091735005,3485,116,40.473,-3.81578
119.0,4.5646213167000135e-17,0.0007722007722007722,0.030768865234746246,0.0007716042478499024,3487,119,40.47505,-3.82303
121.0,1.1953339593422239e-17,0.0007722007722007722,0.029852466574458277,8.947865263044869e-07,4877,121,40.47609,-3.82677
122.0,3.696863175687285e-12,0.0019305019305019305,0.04060324825986079,0.02048006620326968,4795,122,40.45916,-3.7883
122.0,3.696863175687285e-12,0.0019305019305019305,0.04060324825986079,0.02048006620326968,17688,122,40.45934,-3.78815
126.0,7.703264297905796e-13,0.0007722007722007722,0.03905072070442072,0.0070883187769878704,18927,126,40.46121,-3.79103
145.0,7.883868376016888e-13,0.0007722007722007722,0.039269198696080664,0.0013505992768018391,4779,145,40.45586,-3.78557
123.0,1.604225825716071e-11,0.0007722007722007722,0.04224984502952595,0.020249168425111413,4190,123,40.46053,-3.79027
124.0,4.0141445704997125e-13,0.0015444015444015444,0.038072558358323044,0.00243937083109064,4580,124,40.45161,-3.78505
124.0,4.0141445704997125e-13,0.0015444015444015444,0.038072558358323044,0.00243937083109064,4581,124,40.45139,-3.78521
138.0,8.892568522955747e-13,0.0015444015444015444,0.03927574912046585,0.0031157573455519562,4584,138,40.45532,-3.78517
162.0,1.268527545721822e-13,0.0015444015444015444,0.03784502535178339,0.004673381004709252,4578,162,40.4495,-3.785
162.0,1.268527545721822e-13,0.0015444015444015444,0.03784502535178339,0.004673381004709252,4579,162,40.44924,-3.78518
163.0,2.7420339375698244e-13,0.0011583011583011582,0.03792982250600434,0.00035087432703721034,4582,163,40.45345,-3.78507
163.0,2.7420339375698244e-13,0.0011583011583011582,0.03792982250600434,0.00035087432703721034,4583,163,40.4531,-3.78526
125.0,3.847621405999316e-13,0.0011583011583011582,0.03766615281696286,0.0004948087550305333,4790,125,40.45583,-3.78154
125.0,3.847621405999316e-13,0.0011583011583011582,0.03766615281696286,0.0004948087550305333,4791,125,40.45597,-3.78158
139.0,1.2762150567290942e-13,0.0007722007722007722,0.036553008919498704,4.065358642415421e-05,4792,139,40.45594,-3.78417
148.0,1.6212104010711219e-12,0.0007722007722007722,0.038970809509479384,0.0011790610499434536,4793,148,40.45695,-3.77983
148.0,1.6212104010711219e-12,0.0007722007722007722,0.038970809509479384,0.0011790610499434536,4794,148,40.457,-3.77991
164.0,3.0893271292284033e-13,0.0011583011583011582,0.037613639664236545,0.01342844688689747,50018,164,40.46019,-3.79482
164.0,3.0893271292284033e-13,0.0011583011583011582,0.037613639664236545,0.01342844688689747,50019,164,40.4605,-3.79453
129.0,2.999131110044938e-09,0.0011583011583011582,0.048890063424947144,0.008498738777106682,3429,129,40.4516,-3.76898
129.0,2.999131110044938e-09,0.0011583011583011582,0.048890063424947144,0.008498738777106682,3430,129,40.4514,-3.76866
130.0,5.958065031630353e-10,0.0007722007722007722,0.04669274730029386,0.007756205149289166,3431,130,40.45157,-3.77253
