,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,clust,max_distance,quant
0,est_4_186,186,Pº de la Estación,Paseo de la Estación 37,40.30353,-3.4475,,http://www.crtm.es,2.0,est_4_186,,0.0,2,0.0,1
1,6320,6320,Paseo De El Pardo 5,,40.5207,-3.77757,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6320&Estado=1&panel=6,,6320,,,5,0.0,1
2,est_4_185,185,Ctra. Campo Real,Ctra de Campo Real 20,40.31884,-3.47782,,http://www.crtm.es,2.0,est_4_185,,0.0,7,0.0,1
3,est_4_300,300,Concepción Arenal,Calle  Concepción Arenal 1,40.34126,-3.52489,,http://www.crtm.es,2.0,est_4_300,,0.0,11,0.0,1
4,est_4_300,300,Ascensor exterior,Calle  Marie Curie 5,40.34126,-3.52489,,http://www.crtm.es,2.0,est_4_300,,0.0,12,0.0,1
5,est_4_184,184,Wenceslao Garcia,Calle de Wenceslao García SN,40.32845,-3.52035,,http://www.crtm.es,2.0,est_4_184,,0.0,13,0.0,1
6,est_4_300,300,Marie Curie,Calle  Marie Curie 5,40.34126,-3.52489,,http://www.crtm.es,2.0,est_4_300,,0.0,14,0.0,1
7,est_4_156,156,Príncipe de Vergara impares - Pza. Rep. Dominicana,Calle del Príncipe de Vergara 275,40.45811,-3.67701,,http://www.crtm.es,2.0,est_4_156,,0.0,15,0.0,1
8,est_4_156,156,Príncipe de Vergara pares - Pza. Rep. Dominicana,Calle del Príncipe de Vergara 268,40.45811,-3.67701,,http://www.crtm.es,2.0,est_4_156,,0.0,16,0.0,1
9,est_4_7,7,Sta. Engracia - Pza. Descubridor Diego de Ordás,Calle de Santa Engracia 120 A,40.44052,-3.70127,,http://www.crtm.es,2.0,est_4_7,,0.0,20,0.0,1
10,4817,4817,Veinticinco Septiembre - Ricardo Velázquez Bosco,,40.44711,-3.62583,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4817&Estado=1&panel=6,,4817,,,21,0.0,1
11,4818,4818,Marquesado Santa Marta - Ricardo Velázquez Bosco,,40.44769,-3.6252,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4818&Estado=1&panel=6,,4818,,,22,0.0,1
12,7208,7208,Avenida Aragón - Ingeniero Torres Quevedo,,40.4492,-3.55828,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=7208&Estado=1&panel=6,,7208,,,23,0.0,1
13,7209,7209,Avenida Aragón - Parque Empresarial Pegaso,,40.44835,-3.5487,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=7209&Estado=1&panel=6,,7209,,,24,0.0,1
14,17388,17388,Carretera San Blas A Coslada Frente Metropolitano,,40.43317,-3.60185,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=17388&Estado=1&panel=6,,17388,,,25,0.0,1
15,est_4_205,205,Olímpico Francisco Fernández Ochoa,Calle  Olímpico Francisco Fernández Ochoa SN,40.34474,-3.81292,,http://www.crtm.es,2.0,est_4_205,,0.0,26,0.0,1
16,est_4_211,211,C/ Berlín por 2º vestíbulo renfe,Calle de Berlín 2,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,27,0.0,1
17,4299,4299,Somosaguas,,40.43199,-3.79199,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4299&Estado=1&panel=6,,4299,,,29,0.0,1
18,3445,3445,Aravaca,,40.45937,-3.78696,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3445&Estado=1&panel=6,,3445,,,30,0.0,1
19,19,19,Acceso A6 - Avenida De La Victoria,,40.46909,-3.81895,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=19&Estado=1&panel=6,,19,,,31,0.0,1
20,5127,5127,Paradores - Avenida De Casaquemada,,40.478,-3.83316,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5127&Estado=1&panel=6,,5127,,,32,0.0,1
21,6319,6319,Av. Del Palacio - Regimiento Transmisiones,,40.5169,-3.77265,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6319&Estado=1&panel=6,,6319,,,35,0.0,1
22,6331,6331,Ctra Del Pardo - Parque Central Ingenieros,,40.51292,-3.77046,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6331&Estado=1&panel=6,,6331,,,36,0.0,1
23,est_4_205,205,Avenida de la Libertad impares,Avda de la Libertad 3,40.34474,-3.81292,,http://www.crtm.es,2.0,est_4_205,,0.0,38,0.0,1
24,est_4_204,204,Avenida de la Libertad pares,Avda de la Libertad 2,40.34962,-3.80735,,http://www.crtm.es,2.0,est_4_204,,0.0,39,0.0,1
25,5975,5975,María Mercedes De Borbón - Félix Candela,,40.49694,-3.62384,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5975&Estado=1&panel=6,,5975,,,43,0.0,1
26,3964,3964,Ensanche De Vallecas - Embalse De Pinilla,,40.3612,-3.59505,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3964&Estado=1&panel=6,,3964,,,44,0.0,1
27,51036,51036,Gran Vía Del Sureste - Ensanche Vallecas,,40.36093,-3.59166,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=51036&Estado=1&panel=6,,51036,,,45,0.0,1
28,6226,6226,Avenida De La Victoria - Sáinz De La Calleja,,40.47063,-3.82478,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6226&Estado=1&panel=6,,6226,,,49,0.0,1
29,6260,6260,Avenida De La Victoria - Monte Del Pilar,,40.4709,-3.82593,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6260&Estado=1&panel=6,,6260,,,50,0.0,1
30,51106,51106,Carretera Colmenar - Batallón,,40.53319,-3.78286,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=51106&Estado=1&panel=6,,51106,,,55,0.0,1
31,6318,6318,Ctra Del Pardo - Acuartelamiento Marva,,40.51297,-3.77027,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6318&Estado=1&panel=6,,6318,,,56,0.0,1
32,10887,10887,Ctra Del Pardo - Av. De La Guardia,,40.51901,-3.77547,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10887&Estado=1&panel=6,,10887,,,57,0.0,1
33,6329,6329,Avenida De La Guardia - Soldado,,40.51851,-3.77552,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6329&Estado=1&panel=6,,6329,,,58,0.0,1
34,6330,6330,Avenida De La Guardia - Brunete,,40.51654,-3.7734,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6330&Estado=1&panel=6,,6330,,,59,0.0,1
35,6328,6328,Paseo De El Pardo - Carboneros,,40.52053,-3.77781,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6328&Estado=1&panel=6,,6328,,,61,0.0,1
36,6324,6324,Carretera Colmenar Viejo,,40.53653,-3.78516,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6324&Estado=1&panel=6,,6324,,,62,0.0,1
37,5071,5071,Motrico,,40.47033,-3.81041,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5071&Estado=1&panel=6,,5071,,,66,0.0,1
38,5832,5832,Deusto,,40.47055,-3.80707,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5832&Estado=1&panel=6,,5832,,,67,0.0,1
39,22,22,Amorebieta,,40.46895,-3.81033,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=22&Estado=1&panel=6,,22,,,68,0.0,1
40,5921,5921,Francisco Pi Y Margall - Alcalde Moreno Torres,,40.48804,-3.65486,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5921&Estado=1&panel=6,,5921,,,71,0.0,1
41,est_4_225,225,Ferrocarril - El Greco,Calle del Greco 2,40.30077,-3.73628,,http://www.crtm.es,2.0,est_4_225,,0.0,72,0.0,1
42,est_4_226,226,Ascensor exterior RENFE 1,Calle  Ferrocarril SN,40.30989,-3.73394,,http://www.crtm.es,2.0,est_4_226,,0.0,73,0.0,1
43,5037,5037,Cº Pozo Tio Raimundo - Cº Hormigueras,,40.37191,-3.64876,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5037&Estado=1&panel=6,,5037,,,77,0.0,1
44,est_4_280,280,Marqués de la Valdavia,Calle del Marqués de la Valdavia 21,40.54112,-3.63739,,http://www.crtm.es,2.0,est_4_280,,0.0,81,0.0,1
45,est_4_281,281,Manuel de Falla,Calle  Manuel de Falla 59,40.55044,-3.64708,,http://www.crtm.es,2.0,est_4_281,,0.0,82,0.0,1
46,868,868,Comandante Fortea - Felipe Moratilla,,40.42728,-3.73237,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=868&Estado=1&panel=6,,868,,,87,0.0,1
47,5761,5761,Ribera Manzanares - Felipe Moratilla,,40.42744,-3.7306,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5761&Estado=1&panel=6,,5761,,,88,0.0,1
48,est_4_282,282,Avda. Lomas del Rey,Avda de las Lomas del Rey 2,40.55439,-3.63507,,http://www.crtm.es,2.0,est_4_282,,0.0,92,0.0,1
49,est_4_283,283,Avda. Plaza de Toros,Avda de la Plaza de Toros 7,40.55028,-3.62336,,http://www.crtm.es,2.0,est_4_283,,0.0,93,0.0,1
50,est_4_284,284,Poeta Rafael Morales,Paseo  Europa SN,40.5602,-3.61143,,http://www.crtm.es,2.0,est_4_284,,0.0,94,0.0,1
51,est_4_284,284,Hospital Infanta Sofía,Paseo  Europa SN,40.5602,-3.61143,,http://www.crtm.es,2.0,est_4_284,,0.0,95,0.0,1
52,est_4_216,216,Río Ebro - Río Sella,Calle del Río Sella 10,40.31636,-3.87464,,http://www.crtm.es,2.0,est_4_216,,0.0,98,0.0,1
53,est_4_290,290,Gonzalo de Córdoba,Calle de Gonzalo de Córdoba 24,40.42442,-3.53535,,http://www.crtm.es,2.0,est_4_290,,0.0,102,0.0,1
54,est_4_291,291,Plaza de Guernica,Plaza  Guernica 1,40.42286,-3.52543,,http://www.crtm.es,2.0,est_4_291,,0.0,103,0.0,1
55,est_4_296,296,Hospital del Henares,Camino  Labor SN,40.41756,-3.53442,,http://www.crtm.es,2.0,est_4_296,,0.0,104,0.0,1
56,est_4_296,296,Ascensor exterior,Camino  Labor SN,40.41756,-3.53442,,http://www.crtm.es,2.0,est_4_296,,0.0,105,0.0,1
57,est_4_288,288,Correspondencia RENFE,Calle de Luis Braille SN,40.42382,-3.56117,,http://www.crtm.es,2.0,est_4_288,,0.0,106,0.0,1
58,3492,3492,Amorebieta - Deusto,,40.46934,-3.80382,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3492&Estado=1&panel=6,,3492,,,113,0.0,1
59,4307,4307,Zumaya - Amorebieta,,40.46934,-3.80352,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4307&Estado=1&panel=6,,4307,,,114,0.0,1
60,3485,3485,Guecho - Ibaiondo,,40.473,-3.81578,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3485&Estado=1&panel=6,,3485,,,116,0.0,1
61,21,21,Motrico - Lequeitio,,40.46929,-3.81317,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=21&Estado=1&panel=6,,21,,,117,0.0,1
62,3483,3483,Lasarte - Zumarraga,,40.47119,-3.81387,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3483&Estado=1&panel=6,,3483,,,118,0.0,1
63,3487,3487,Provincias Vascongadas,,40.47505,-3.82303,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3487&Estado=1&panel=6,,3487,,,119,0.0,1
64,3489,3489,Paradores - Venta Vieja,,40.47714,-3.83014,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3489&Estado=1&panel=6,,3489,,,120,0.0,1
65,4877,4877,Paradores - Guecho,,40.47609,-3.82677,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4877&Estado=1&panel=6,,4877,,,121,0.0,1
66,4190,4190,Pico Ocejón - Ana Teresa,,40.46053,-3.79027,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4190&Estado=1&panel=6,,4190,,,123,0.0,1
67,18927,18927,Camino Barrial - Ana Teresa,,40.46121,-3.79103,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=18927&Estado=1&panel=6,,18927,,,126,0.0,1
68,5646,5646,Osa Mayor - Bellatrix,,40.46107,-3.77476,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5646&Estado=1&panel=6,,5646,,,136,0.0,1
69,4584,4584,Golondrina - Brújula,,40.45532,-3.78517,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4584&Estado=1&panel=6,,4584,,,138,0.0,1
70,4792,4792,Golondrina - Galaxia,,40.45594,-3.78417,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4792&Estado=1&panel=6,,4792,,,139,0.0,1
71,4789,4789,Golondrina - Veleta,,40.45581,-3.78344,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4789&Estado=1&panel=6,,4789,,,140,0.0,1
72,3444,3444,Ana Teresa - Antares,,40.46225,-3.78758,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3444&Estado=1&panel=6,,3444,,,143,0.0,1
73,6272,6272,Araquil - Paseo Ermita,,40.46057,-3.77981,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=6272&Estado=1&panel=6,,6272,,,144,0.0,1
74,4779,4779,Acamar - Golondrina,,40.45586,-3.78557,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4779&Estado=1&panel=6,,4779,,,145,0.0,1
75,3575,3575,Estación De Aravaca,,40.4481,-3.78518,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3575&Estado=1&panel=6,,3575,,,146,0.0,1
76,3133,3133,Avenida Del Talgo Nº 220,,40.44715,-3.78307,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3133&Estado=1&panel=6,,3133,,,147,0.0,1
77,5678,5678,Cabellera Berenice - Valle Toranzo,,40.46802,-3.79494,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5678&Estado=1&panel=6,,5678,,,157,0.0,1
78,5679,5679,Valle De Toranzo - Berenice,,40.4681,-3.79529,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5679&Estado=1&panel=6,,5679,,,161,0.0,1
79,18928,18928,Camino Barrial - Lázaro Carreter,,40.46156,-3.79205,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=18928&Estado=1&panel=6,,18928,,,165,0.0,1
80,3130,3130,Avenida Del Talgo - Residencia,,40.44688,-3.78209,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3130&Estado=1&panel=6,,3130,,,166,0.0,1
81,3668,3668,Carretera De Castilla - Iese,,40.45157,-3.76386,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3668&Estado=1&panel=6,,3668,,,167,0.0,1
82,3491,3491,Avenida De Casaquemada,,40.47664,-3.83603,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3491&Estado=1&panel=6,,3491,,,168,0.0,1
83,3059,3059,Avenida Del Talgo - Frente Residencia,,40.44709,-3.78046,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3059&Estado=1&panel=6,,3059,,,169,0.0,1
84,est_4_218,218,Avda. de Pablo Iglesias,Avda de Pablo Iglesias 1,40.2964,-3.83758,,http://www.crtm.es,2.0,est_4_218,,0.0,174,0.0,1
85,est_4_219,219,Cº del Molino - Hospital,Cmno del Molino 2,40.28577,-3.81656,,http://www.crtm.es,2.0,est_4_219,,0.0,175,0.0,1
86,est_4_219,219,Cº del Molino - Universidad,Cmno del Molino SN,40.28577,-3.81656,,http://www.crtm.es,2.0,est_4_219,,0.0,176,0.0,1
87,est_4_218,218,Pza. de la Concordia,Calle de la Alegría 4,40.2964,-3.83758,,http://www.crtm.es,2.0,est_4_218,,0.0,177,0.0,1
88,est_4_221,221,Ascensor exterior RENFE,Plaza  Constitución SN,40.28267,-3.79985,,http://www.crtm.es,2.0,est_4_221,,0.0,178,0.0,1
89,4657,4657,Avenida De Entrevías - Villacarrillo,,40.37691,-3.66217,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4657&Estado=1&panel=6,,4657,,,181,0.0,1
90,1801,1801,Carretera De Vallecas - C. T. M.,,40.36688,-3.65145,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=1801&Estado=1&panel=6,,1801,,,182,0.0,1
91,2934,2934,Ronda Sur - Avenida De Las Glorietas,,40.37398,-3.66233,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=2934&Estado=1&panel=6,,2934,,,183,0.0,1
92,4482,4482,Avenida De La Aviación - Dehesa Príncipe,,40.38176,-3.78812,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4482&Estado=1&panel=6,,4482,,,186,0.0,1
93,5528,5528,Fermina Sevillano - Octubre,,40.44661,-3.56667,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5528&Estado=1&panel=6,,5528,,,189,0.0,1
94,5781,5781,Fermina Sevillano - Diciembre,,40.4443,-3.56982,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5781&Estado=1&panel=6,,5781,,,190,0.0,1
95,est_4_212,212,Estambul,Calle de Estambul 16,40.34616,-3.84929,,http://www.crtm.es,2.0,est_4_212,,0.0,198,0.0,1
96,est_4_212,212,Ascensor,Calle de Estambul 16,40.34616,-3.84929,,http://www.crtm.es,2.0,est_4_212,,0.0,199,0.0,1
97,est_4_211,211,Avda. Móstoles-Bailén,Paseo de Extremadura 17,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,201,0.0,1
98,est_4_211,211,Ascensor exterior RENFE,Calle de Berlín 2,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,202,0.0,1
99,est_4_211,211,Ascensor exterior,Avda de Móstoles 12,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,203,0.0,1
100,est_4_211,211,C/ Berlín Hospital,Calle de Berlín 2,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,204,0.0,1
101,est_4_211,211,Avda. Móstoles,Avda de Móstoles 12,40.35055,-3.83185,,http://www.crtm.es,2.0,est_4_211,,0.0,208,0.0,1
102,est_4_210,210,Avda. de Leganés,Avda de Leganés SN,40.34985,-3.82151,,http://www.crtm.es,2.0,est_4_210,,0.0,209,0.0,1
103,est_4_217,217,Plaza del Sol,Plaza del Sol SN,40.30913,-3.86487,,http://www.crtm.es,2.0,est_4_217,,0.0,212,0.0,1
104,est_4_215,215,Pza. de Pradillo,Plaza del Pradillo SN,40.3215,-3.86458,,http://www.crtm.es,2.0,est_4_215,,0.0,213,0.0,1
105,est_4_214,214,Paseo de la Estación,Paseo de la Estación 13,40.32854,-3.86349,,http://www.crtm.es,2.0,est_4_214,,0.0,214,0.0,1
106,4406,4406,Cañada Real,,40.39386,-3.54249,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4406&Estado=1&panel=6,,4406,,,216,0.0,1
107,5937,5937,El Cañaveral,,40.40107,-3.54874,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5937&Estado=1&panel=6,,5937,,,217,0.0,1
108,est_4_292,292,Algorta,Avda de Algorta 12,40.41779,-3.52709,,http://www.crtm.es,2.0,est_4_292,,0.0,221,0.0,1
109,est_4_290,290,Ascensor,Calle de Gonzalo de Córdoba 26,40.42442,-3.53535,,http://www.crtm.es,2.0,est_4_290,,0.0,222,0.0,1
110,est_4_289,289,Honduras,Calle  Honduras SN,40.42512,-3.54782,,http://www.crtm.es,2.0,est_4_289,,0.0,224,0.0,1
111,est_4_289,289,Ascensor,Calle  Honduras SN,40.42512,-3.54782,,http://www.crtm.es,2.0,est_4_289,,0.0,225,0.0,1
112,est_4_287,287,Ascensor,Avda de España 8,40.42273,-3.56895,,http://www.crtm.es,2.0,est_4_287,,0.0,226,0.0,1
113,est_4_288,288,Ascensor,Calle del Doctor Fleming SN,40.42382,-3.56117,,http://www.crtm.es,2.0,est_4_288,,0.0,227,0.0,1
114,est_4_288,288,Doctor Fleming,Calle del Doctor Fleming SN,40.42382,-3.56117,,http://www.crtm.es,2.0,est_4_288,,0.0,228,0.0,1
115,est_4_288,288,Ascensor RENFE,Calle de Luis Braille SN,40.42382,-3.56117,,http://www.crtm.es,2.0,est_4_288,,0.0,229,0.0,1
116,est_4_287,287,Avda. España,Avda de España 8,40.42273,-3.56895,,http://www.crtm.es,2.0,est_4_287,,0.0,232,0.0,1
117,2638,2638,Carretera De Boadilla - Centro Cultural,,40.39932,-3.77536,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=2638&Estado=1&panel=6,,2638,,,235,0.0,1
118,4722,4722,Miguel Delibes - Cantinflas,,40.4053,-3.5599,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4722&Estado=1&panel=6,,4722,,,242,0.0,1
119,5049,5049,Blas De Lezo - Ilusión,,40.40559,-3.55295,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5049&Estado=1&panel=6,,5049,,,243,0.0,1
120,4315,4315,Gutiérrez Maroto - Centro Comercial,,40.36777,-3.60177,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4315&Estado=1&panel=6,,4315,,,246,0.0,1
121,5859,5859,Cardenal Tarancón - Antonio Gades,,40.36578,-3.5925,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5859&Estado=1&panel=6,,5859,,,247,0.0,1
122,5531,5531,Las Suertes - Gran Vía Del Sureste,,40.36304,-3.59087,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5531&Estado=1&panel=6,,5531,,,252,0.0,1
123,4322,4322,Cardenal Tarancón - Pilar Madariaga,,40.36426,-3.58941,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=4322&Estado=1&panel=6,,4322,,,253,0.0,1
124,3877,3877,Carretera De Boadilla - Villaviciosa,,40.39917,-3.76769,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3877&Estado=1&panel=6,,3877,,,258,0.0,1
125,10781,10781,Huerta De Castañeda - Paseo De Los Olivos,,40.40611,-3.74172,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10781&Estado=1&panel=6,,10781,,,266,0.0,1
126,51113,51113,Vicente Camarón - Costanilla De Los Olivos,,40.40601,-3.73764,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=51113&Estado=1&panel=6,,51113,,,267,0.0,1
127,10779,10779,Paseo Olivos - Costanilla De Los Olivos,,40.40566,-3.73796,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10779&Estado=1&panel=6,,10779,,,268,0.0,1
128,10780,10780,Paseo Olivos - Avenida De Los Apóstoles,,40.40571,-3.73997,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10780&Estado=1&panel=6,,10780,,,269,0.0,1
129,51112,51112,Vicente Camarón - Av. De Los Apóstoles,,40.40614,-3.7399,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=51112&Estado=1&panel=6,,51112,,,270,0.0,1
130,10794,10794,Salvador Crespo - Paseo De Los Olivos,,40.40557,-3.73573,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10794&Estado=1&panel=6,,10794,,,271,0.0,1
131,10795,10795,Paseo De Los Olivos - María Del Carmen,,40.40596,-3.73308,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=10795&Estado=1&panel=6,,10795,,,272,0.0,1
132,3054,3054,María Odiaga - Paseo De Los Castellanos,,40.37542,-3.74459,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3054&Estado=1&panel=6,,3054,,,276,0.0,1
133,51038,51038,Av. De Los Poblados - Antonio Rodríguez,,40.37402,-3.74479,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=51038&Estado=1&panel=6,,51038,,,280,0.0,1
134,907,907,Soledad Cazorla - Aldeanueva De La Vera,,40.37701,-3.77582,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=907&Estado=1&panel=6,,907,,,283,0.0,1
135,3837,3837,Fuente Del Tiro - Paseo De Extremadura,,40.38434,-3.78198,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=3837&Estado=1&panel=6,,3837,,,284,0.0,1
136,5957,5957,Pinar De San José - Centro De Acogida,,40.36242,-3.77559,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5957&Estado=1&panel=6,,5957,,,285,0.0,1
137,5640,5640,Avenida De La Aviación - José De Cadalso,,40.37371,-3.76853,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5640&Estado=1&panel=6,,5640,,,287,0.0,1
138,650,650,Avenida De La Aviación - Sinfonía,,40.37477,-3.77635,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=650&Estado=1&panel=6,,650,,,289,0.0,1
139,651,651,Avenida De La Aviación - Valle Inclán,,40.37484,-3.77578,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=651&Estado=1&panel=6,,651,,,291,0.0,1
140,5641,5641,Avenida De La Aviación - Rafael Finat,,40.37438,-3.77287,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5641&Estado=1&panel=6,,5641,,,292,0.0,1
141,5813,5813,Avenida De Asturias - Rosario Romero,,40.47029,-3.6972,,http://www.emtmadrid.es/aplicaciones/Estimaciones.aspx?idStop=5813&Estado=1&panel=6,,5813,,,296,0.0,1
142,est_4_231,231,Avda. Rey Juan Carlos I impares,Avda  Rey Juan Carlos I 85,40.33686,-3.74026,,http://www.crtm.es,2.0,est_4_231,,0.0,298,0.0,1
143,est_4_232,232,Avda. Rey Juan Carlos I pares,Avda  Rey Juan Carlos I 32,40.33446,-3.75235,,http://www.crtm.es,2.0,est_4_232,,0.0,299,0.0,1
144,est_4_232,232,Avda. Rey Juan Carlos I impares,Avda  Rey Juan Carlos I 25,40.33446,-3.75235,,http://www.crtm.es,2.0,est_4_232,,0.0,300,0.0,1
145,est_4_231,231,Avda. Rey Juan Carlos I pares,Avda  Rey Juan Carlos I 108,40.33686,-3.74026,,http://www.crtm.es,2.0,est_4_231,,0.0,301,0.0,1
146,est_4_233,233,Avda. de Gibraltar impares,Avda  Gibraltar 13,40.32686,-3.75955,,http://www.crtm.es,2.0,est_4_233,,0.0,302,0.0,1
147,est_4_236,236,Avda. del Mar Mediterráneo,Avda del Mar Mediterráneo SN,40.3359,-3.77604,,http://www.crtm.es,2.0,est_4_236,,0.0,303,0.0,1
148,est_4_234,234,Hospital Severo Ochoa,Avda  Orellana 3,40.32142,-3.76867,,http://www.crtm.es,2.0,est_4_234,,0.0,304,0.0,1
149,est_4_235,235,Ascensor exterior RENFE,Calle  Virgen del Camino 5,40.32857,-3.77118,,http://www.crtm.es,2.0,est_4_235,,0.0,305,0.0,1
