,stop_id,stop_name,stop_lat,stop_lon,clust,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality
2703,994,Lucano - Aquiles,40.43927,-3.61151,145,145.0,0.0003582701319577251,0.0008350730688935282,0.06492274329086473,0.000472522252037952
2704,999,Ascao - Julián Camarillo,40.43288,-3.63496,503,503.0,4.661230378035285e-06,0.0016701461377870565,0.057211791123214374,0.004575829244937122
2705,1000,Puente De Vallecas,40.39807,-3.6694,1631,1631.0,0.00011047416694920694,0.0025052192066805845,0.061568123393316194,0.038592191197792336
2706,1001,Junta Municipal Puente De Vallecas,40.39676,-3.66646,1718,1718.0,2.616470113171036e-05,0.0016701461377870565,0.05868659642244548,0.01743626962722462
2707,1002,Junta Municipal Puente De Vallecas,40.39676,-3.66598,1718,1718.0,2.616470113171036e-05,0.0016701461377870565,0.05868659642244548,0.01743626962722462
2708,1003,Nueva Numancia,40.3951,-3.66326,2822,2822.0,5.444084685241759e-06,0.0008350730688935282,0.05597756222975342,0.002797891210514568
2709,1004,Nueva Numancia,40.39536,-3.66338,2822,2822.0,5.444084685241759e-06,0.0008350730688935282,0.05597756222975342,0.002797891210514568
2710,1005,Avenida De La Albufera - Sierra Del Cadi,40.39391,-3.66096,879,879.0,1.4594897961456903e-06,0.0012526096033402922,0.05401443391971132,0.0036277571587780126
2711,1006,Avenida De La Albufera - Sierra Del Cadi,40.39408,-3.66082,879,879.0,1.4594897961456903e-06,0.0012526096033402922,0.05401443391971132,0.0036277571587780126
2712,1007,Portazgo - Estadio De Vallecas,40.39234,-3.65795,1379,1379.0,6.136498272038993e-07,0.0012526096033402922,0.05347175708863586,0.004117084400223951
2713,1008,Portazgo - Estadio De Vallecas,40.39252,-3.65798,1379,1379.0,6.136498272038993e-07,0.0012526096033402922,0.05347175708863586,0.004117084400223951
2714,1009,Buenos Aires,40.39154,-3.65451,2841,2841.0,1.518478124031269e-06,0.0020876826722338207,0.05450490430349787,0.007609187730800824
2715,1010,Buenos Aires,40.39172,-3.65413,2841,2841.0,1.518478124031269e-06,0.0020876826722338207,0.05450490430349787,0.007609187730800824
2716,1011,Instituto Tirso De Molina,40.39124,-3.65125,1572,1572.0,1.5070247667224674e-06,0.0012526096033402922,0.056302600028210074,0.006332919151167538
2717,1012,Instituto Tirso De Molina,40.39147,-3.65142,1572,1572.0,1.5070247667224674e-06,0.0012526096033402922,0.056302600028210074,0.006332919151167538
2718,1013,Alto Del Arenal,40.38986,-3.64607,2150,2150.0,4.76967496024155e-06,0.0016701461377870565,0.05902067571896794,0.014322560167197044
2719,1014,Alto Del Arenal,40.39036,-3.64574,2150,2150.0,4.76967496024155e-06,0.0016701461377870565,0.05902067571896794,0.014322560167197044
2720,1015,Avenida De La Albufera - Pablo Neruda,40.38854,-3.643,884,884.0,1.0157896727536284e-06,0.0008350730688935282,0.0560247023322183,0.0027660281474230493
2721,1016,Avenida De La Albufera - Pablo Neruda,40.38879,-3.643,884,884.0,1.0157896727536284e-06,0.0008350730688935282,0.0560247023322183,0.0027660281474230493
2722,1017,Metro Miguel Hernández,40.38714,-3.63988,1759,1759.0,3.892207417940935e-07,0.0016701461377870565,0.05371641322388194,0.002731951983789802
2723,1018,Metro Miguel Hernández,40.38738,-3.63977,1759,1759.0,3.892207417940935e-07,0.0016701461377870565,0.05371641322388194,0.002731951983789802
2724,1019,Avenida De La Albufera - Miguel Hernández,40.38624,-3.63792,883,883.0,3.4042561912579644e-07,0.0008350730688935282,0.05136949574244472,0.00047495433941959674
2725,1020,Avenida De La Albufera - Miguel Hernández,40.38645,-3.63778,883,883.0,3.4042561912579644e-07,0.0008350730688935282,0.05136949574244472,0.00047495433941959674
2726,1021,Metro Montecarmelo,40.50479,-3.69605,1750,1750.0,1.0621626761691867e-06,0.0016701461377870565,0.056031255848774095,0.002894120436316505
2727,1022,Monasterio Silos - Monasterio Liébana,40.50666,-3.69436,631,631.0,2.366344774409483e-06,0.0008350730688935282,0.05924258540084597,0.0018318534384128015
2728,1023,Avenida De La Albufera - Cocherón Villa,40.383,-3.63006,885,885.0,3.225419960594744e-06,0.0008350730688935282,0.055708038704875326,0.0007269752203836984
2729,1024,Avenida De La Albufera - Cocherón Villa,40.38317,-3.63002,885,885.0,3.225419960594744e-06,0.0008350730688935282,0.055708038704875326,0.0007269752203836984
2730,1025,Monasterio Silos - Monasterio Sobrado,40.50892,-3.69247,629,629.0,1.0732685676965429e-05,0.0008350730688935282,0.06287409429801533,0.0026483214508580292
2731,1026,Monasterio Escorial - Monasterio Sobrado,40.50958,-3.69365,630,630.0,1.1203420605821806e-05,0.0012526096033402922,0.06287739564190076,0.003483220110171498
2732,1027,Sierra Guadalupe,40.38256,-3.62514,2827,2827.0,3.769168189100177e-06,0.0020876826722338207,0.055854847361179134,0.02472636892420742
2733,1028,Monasterio Escorial - Monasterio Liébana,40.50732,-3.69556,632,632.0,2.4611730216876117e-06,0.0008350730688935282,0.05924551638837353,0.0018380676631464315
2734,1029,Metro Montecarmelo,40.50559,-3.69709,1750,1750.0,1.0621626761691867e-06,0.0016701461377870565,0.056031255848774095,0.002894120436316505
2735,1030,Villa Vallecas,40.37969,-3.62128,2131,2131.0,1.1137846312574443e-06,0.0020876826722338207,0.053004315591457345,0.017544535079212675
2736,1031,Villa Vallecas,40.38009,-3.62114,2131,2131.0,1.1137846312574443e-06,0.0020876826722338207,0.053004315591457345,0.017544535079212675
2737,1032,Real De Arganda,40.37946,-3.61762,1606,1606.0,2.3783061564484426e-07,0.0008350730688935282,0.05036591520861373,0.0005324825949194805
2738,1033,Real De Arganda,40.3796,-3.61748,1606,1606.0,2.3783061564484426e-07,0.0008350730688935282,0.05036591520861373,0.0005324825949194805
2739,1034,Plaza Antonio María Segovia,40.38031,-3.61363,2798,2798.0,9.19769438158194e-08,0.0008350730688935282,0.04800368796600658,9.353728453147162e-05
2740,1035,Plaza Antonio María Segovia,40.38023,-3.61385,2798,2798.0,9.19769438158194e-08,0.0008350730688935282,0.04800368796600658,9.353728453147162e-05
2741,1036,Enrique García Álvarez,40.38198,-3.61462,1940,1940.0,2.2827589080725297e-07,0.0008350730688935282,0.05004387981110786,0.0004408743783014534
2742,1037,Enrique García Álvarez,40.38198,-3.61486,1940,1940.0,2.2827589080725297e-07,0.0008350730688935282,0.05004387981110786,0.0004408743783014534
2743,1038,Avenida Santa Eugenia - Camino De Vasares,40.3846,-3.61218,1237,1237.0,6.438096434540414e-07,0.0012526096033402922,0.05003760655189704,0.0004668604154793525
2744,1039,Santa Eugenia,40.38651,-3.60793,2935,2935.0,4.533667999203663e-06,0.0016701461377870565,0.05539109116980434,0.005528489584480151
2745,1040,Mediterráneo - Puentelarra,40.38474,-3.60585,57,57.0,1.9081651548546854e-05,0.0020876826722338207,0.05860617628346303,0.008520411437437822
2746,1041,Mediterráneo - Virgen De Las Viñas,40.38235,-3.60429,2472,2472.0,1.8271702852297886e-05,0.0016701461377870565,0.05862913096695226,0.020567301750373582
2747,1042,Fuentespina,40.37997,-3.6056,2002,2002.0,7.743567423808807e-07,0.0008350730688935282,0.05261770327569919,0.018939462393556362
2748,1043,Avenida Santa Eugenia - Fuentespina,40.3793,-3.6078,807,807.0,1.77582978180319e-07,0.0012526096033402922,0.050075269716484065,0.0182300319843023
2749,1044,Avenida Santa Eugenia - Virgen Las Viñas,40.38079,-3.60943,806,806.0,8.986430317503623e-08,0.0008350730688935282,0.047720570654339683,9.369663824171698e-05
2750,1045,Avenida Santa Eugenia - Puentelarra,40.3824,-3.6104,808,808.0,2.77755173640337e-07,0.0016701461377870565,0.047713915728658234,9.779251626039781e-05
2751,1046,Santa Eugenia,40.38406,-3.61285,2935,2935.0,4.533667999203663e-06,0.0016701461377870565,0.05539109116980434,0.005528489584480151
2752,1048,José Prat - Indalecio Prieto,40.39743,-3.62332,597,597.0,0.00012027285851743981,0.0020876826722338207,0.06366463755017411,0.003594879755265529
2753,1049,Carrera De San Jerónimo - Cedaceros,40.41657,-3.69924,2719,2719.0,0.06824471643481678,0.0016701461377870565,0.07714110864173672,0.00033394249443789096
2754,1051,Montes De Barbanza,40.37784,-3.61908,1665,1665.0,2.401011988989196e-07,0.0008350730688935282,0.05041362325552024,0.007309547338168168
2755,1052,Hacienda De Pavones 204,40.40242,-3.63997,1731,1731.0,0.0003502686135508468,0.0008350730688935282,0.06740023639331344,0.003207384642490361
2756,1053,Hacienda De Pavones 155,40.4026,-3.63985,1732,1732.0,0.0003502686135508468,0.0008350730688935282,0.06740023639331344,0.003207384642490361
2757,1054,Fuente Carrantona - Hacienda De Pavones,40.40139,-3.63573,1392,1392.0,0.0015898531952932993,0.0020876826722338207,0.07166581884556689,0.1118816720200624
2758,1055,Fuente Carrantona - Hacienda De Pavones,40.40138,-3.63605,1392,1392.0,0.0015898531952932993,0.0020876826722338207,0.07166581884556689,0.1118816720200624
2759,1056,Fuente Carrantona - Luis De Hoyos,40.4034,-3.63439,1259,1259.0,0.005420146008188445,0.0020876826722338207,0.07530499308263111,0.11886553072190202
2760,1057,Fuente Carrantona - Luis De Hoyos,40.40335,-3.6348,1259,1259.0,0.005420146008188445,0.0020876826722338207,0.07530499308263111,0.11886553072190202
2761,1058,Fuente Carrantona - García Tapia,40.40716,-3.63134,403,403.0,0.02210465095151164,0.0016701461377870565,0.07952847418230118,0.12982949734978438
2762,1059,Fuente Carrantona - García Tapia,40.4074,-3.6318,403,403.0,0.02210465095151164,0.0016701461377870565,0.07952847418230118,0.12982949734978438
2763,1060,Plaza Alosno,40.40553,-3.61775,2809,2809.0,0.006886722311489637,0.0020876826722338207,0.07340321196518328,0.006216054318077709
2764,1061,Plaza Alosno - Camino Viejo Vicálvaro,40.40583,-3.6181,779,779.0,0.0018935796545081895,0.0008350730688935282,0.06852254520485238,0.0
2765,1062,Plaza Alosno,40.40546,-3.61631,2809,2809.0,0.006886722311489637,0.0020876826722338207,0.07340321196518328,0.006216054318077709
2766,1064,Avenida De Daroca - Casalarreina,40.40748,-3.61484,1428,1428.0,0.09968478579719973,0.0025052192066805845,0.08340007660967372,0.05021097561269575
2767,1065,Avenida De Daroca - Casalarreina,40.40778,-3.61466,1428,1428.0,0.09968478579719973,0.0025052192066805845,0.08340007660967372,0.05021097561269575
2768,1066,Avenida De Daroca - Calahorra,40.40627,-3.6131,1429,1429.0,0.02717303988064837,0.0020876826722338207,0.07738287560581583,0.009360878694140757
2769,1067,Avenida De Daroca - Campus Universitario,40.40439,-3.61037,1381,1381.0,0.01266287712666114,0.0012526096033402922,0.07200625357024744,1.391829974246349e-05
2770,1069,San Cipriano,40.40418,-3.60467,2697,2697.0,0.0056588259169147075,0.0012526096033402922,0.07179471806708834,0.015487249441172203
2771,1070,Las Rosas,40.425,-3.60612,2456,2456.0,0.0002640667778581162,0.0008350730688935282,0.06009283653243006,0.0
2772,1072,Ginebra - Suecia,40.42387,-3.60495,45,45.0,0.0003182955521901383,0.0012526096033402922,0.060094344356902696,1.7440957996940855e-07
2773,1073,Puerta Arganda,40.40127,-3.59612,2218,2218.0,0.0005092950695326156,0.0020876826722338207,0.06348911804469422,0.007739996024855621
2774,1074,Metro Vicálvaro,40.40437,-3.6085,1765,1765.0,0.025521109697179127,0.0016701461377870565,0.07718337093135676,0.01745437228402277
2775,1075,Artilleros - Campus Universitario,40.40588,-3.60901,751,751.0,0.01162737223890968,0.0016701461377870565,0.07189169718436693,9.873533505388054e-05
2776,1076,Calahorra,40.40781,-3.61118,2248,2248.0,0.00786254566291726,0.0012526096033402922,0.07203007518796993,0.00651510130145284
2777,1077,Avenida De Daroca - Calahorra,40.40724,-3.61323,1429,1429.0,0.02717303988064837,0.0020876826722338207,0.07738287560581583,0.009360878694140757
2778,1078,Avenida De Daroca - Ricardo Ortiz,40.43076,-3.65799,1333,1333.0,0.007531020227408737,0.0016701461377870565,0.06330954269098599,0.0027037489926926865
2779,1079,Avenida De Daroca - Mateo García,40.42941,-3.65307,1332,1332.0,0.0006741835884428702,0.0012526096033402922,0.0565805948640412,0.0022560646345904218
2780,1080,Avenida De Daroca - Santa Prisca,40.42751,-3.64795,1246,1246.0,2.8590846296656617e-05,0.0008350730688935282,0.05196354957691473,0.000967893305658024
2781,1081,Avenida De Daroca - Santa Prisca,40.4277,-3.64804,1246,1246.0,2.8590846296656617e-05,0.0008350730688935282,0.05196354957691473,0.000967893305658024
2782,1082,Cementerio La Almudena,40.42599,-3.64491,975,975.0,6.973469678409538e-06,0.0016701461377870565,0.05335620558290819,0.001937500823338342
2783,1083,Cementerio La Almudena,40.42637,-3.64508,975,975.0,6.973469678409538e-06,0.0016701461377870565,0.05335620558290819,0.001937500823338342
2784,1084,Largo Caballero - Avenida Daroca,40.42315,-3.63854,520,520.0,3.1575065712529326e-06,0.0012526096033402922,0.054603073275272446,0.0019990274861824116
2785,1085,Avenida De Daroca - Arriaga,40.42377,-3.63999,1431,1431.0,1.993778680633314e-06,0.0008350730688935282,0.052483948020073196,0.0
2786,1086,Largo Caballero - Avenida Daroca,40.42337,-3.63756,520,520.0,3.1575065712529326e-06,0.0012526096033402922,0.054603073275272446,0.0019990274861824116
2787,1087,Arcos De Jalón - Albericia,40.42484,-3.61547,1408,1408.0,0.0007711733561283034,0.0016701461377870565,0.06691065541710901,0.002544798271862844
2788,1088,San Romualdo - Cronos,40.43604,-3.62042,2763,2763.0,0.0002861578240530167,0.0012526096033402922,0.06524285597537388,0.0036864621035092816
2789,1089,San Romualdo - Cronos,40.43587,-3.62066,2763,2763.0,0.0002861578240530167,0.0012526096033402922,0.06524285597537388,0.0036864621035092816
2790,1090,Avenida De Canillejas - Néctar,40.44104,-3.61567,1420,1420.0,0.00588071318531888,0.0029227557411273487,0.07448528954406916,0.04016637187196677
2791,1091,Avenida De Daroca - Mateo García,40.42971,-3.65257,1332,1332.0,0.0006741835884428702,0.0012526096033402922,0.0565805948640412,0.0022560646345904218
2792,1092,Alcalá - Alcalde López Casero,40.43234,-3.65465,399,399.0,0.001672374815277319,0.0008350730688935282,0.05974207388560453,0.0016011106495908906
2793,1093,Barros - Villuercas,40.37524,-3.66674,73,73.0,2.466889650811456e-09,0.0012526096033402922,0.046023174926497434,0.002261014145161067
2794,1094,Cazorla - Alcores,40.37677,-3.6662,173,173.0,1.5303823770868207e-09,0.0008350730688935282,0.04597193696374072,0.0007805419054002318
2795,1095,Pedroches - Benamejí,40.37817,-3.66831,175,175.0,4.196350409850209e-09,0.0008350730688935282,0.0451528977037065,0.00044666109856988896
2796,1096,Plaza De Las Regiones,40.38023,-3.67059,1159,1159.0,1.9742644039741207e-08,0.0025052192066805845,0.04559907088323211,0.0020961558577250665
2797,1097,Entrevías Cercanías,40.38139,-3.66899,2003,2003.0,1.862799434355534e-08,0.0025052192066805845,0.045534050724362146,0.00219965429111539
2798,1098,Entrevías Cercanías,40.3813,-3.66934,2003,2003.0,1.862799434355534e-08,0.0025052192066805845,0.045534050724362146,0.00219965429111539
2799,1099,Vizconde Arlesson - Puerto Balbarán,40.38238,-3.66765,740,740.0,1.2377635482661823e-08,0.0012526096033402922,0.045198912961425225,0.0010503232540463466
2800,1100,Puerto De La Morcuera,40.38349,-3.66658,930,930.0,4.1188236135038274e-08,0.0012526096033402922,0.04699580079274754,0.002024168424859935
2801,1101,Carlos Martín Álvarez - San Diego,40.38578,-3.66645,2743,2743.0,1.784341677542889e-07,0.0008350730688935282,0.04879688677899798,0.0026277439788990613
2802,1102,Carlos Martín Álvarez - Martínez Riva,40.38781,-3.66473,550,550.0,8.639533980856758e-07,0.0012526096033402922,0.050949858531708046,0.003374513665241046
2803,1103,Carlos Martín Álvarez - Javier De Miguel,40.3888,-3.6637,1254,1254.0,1.2442249353121926e-06,0.0020876826722338207,0.05136398730376598,0.003270873828697883
2804,1104,Carlos Martín Álvarez - Javier De Miguel,40.389,-3.66351,1254,1254.0,1.2442249353121926e-06,0.0020876826722338207,0.05136398730376598,0.003270873828697883
2805,1105,Javier De Miguel - Payaso Fofó,40.38766,-3.66076,1255,1255.0,2.7224758060907585e-07,0.0012526096033402922,0.04929504991252444,0.0017845111980495077
2806,1106,Javier De Miguel - Payaso Fofó,40.38805,-3.66115,1255,1255.0,2.7224758060907585e-07,0.0012526096033402922,0.04929504991252444,0.0017845111980495077
2807,1107,Payaso Fofó - Arroyo Del Olivar,40.39031,-3.66018,693,693.0,8.062960904757368e-08,0.0008350730688935282,0.04860871506565728,0.00025353624862697443
2808,1108,Payaso Fofó - Arroyo Del Olivar,40.39031,-3.66039,693,693.0,8.062960904757368e-08,0.0008350730688935282,0.04860871506565728,0.00025353624862697443
2809,1109,Estadio De Vallecas,40.39202,-3.65944,1608,1608.0,1.3679833598989416e-07,0.0008350730688935282,0.0508212027330985,0.0007960092862208971
2810,1110,Estadio De Vallecas,40.39217,-3.65974,1608,1608.0,1.3679833598989416e-07,0.0008350730688935282,0.0508212027330985,0.0007960092862208971
2811,1115,Plaza De Las Regiones,40.37967,-3.671,1159,1159.0,1.9742644039741207e-08,0.0025052192066805845,0.04559907088323211,0.0020961558577250665
2812,1116,Serena - Campiña,40.37743,-3.6685,164,164.0,7.657002170439253e-09,0.0012526096033402922,0.04525186108906776,0.0013833880985287825
2813,1117,Pirámides - Yeserías,40.40049,-3.71415,188,188.0,4.043663092434292e-05,0.0008350730688935282,0.058864010617642,0.0009062699354555953
2814,1118,Parque De La Arganzuela,40.39837,-3.70886,927,927.0,9.198612847286808e-06,0.0008350730688935282,0.05610738883943213,0.00021217358281312522
2815,1119,Parque De La Arganzuela,40.39856,-3.70867,927,927.0,9.198612847286808e-06,0.0008350730688935282,0.05610738883943213,0.00021217358281312522
2816,1120,La Chopera - Puente Praga,40.39618,-3.70253,988,988.0,0.0001298974017363119,0.0012526096033402922,0.060180415609216775,0.0020131150548175296
2817,1121,La Chopera - Puente Praga,40.39645,-3.70232,988,988.0,0.0001298974017363119,0.0012526096033402922,0.060180415609216775,0.0020131150548175296
2818,1122,Casa Del Reloj,40.39333,-3.69833,2146,2146.0,0.0005650486789562004,0.0016701461377870565,0.06283120835300908,0.0029302352570440924
2819,1123,Casa Del Reloj,40.39329,-3.69786,2146,2146.0,0.0005650486789562004,0.0016701461377870565,0.06283120835300908,0.0029302352570440924
2820,1124,Legazpi - Matadero,40.39166,-3.69599,773,773.0,0.0005194162023298689,0.0016701461377870565,0.06053329963351447,0.0010671494649171834
2821,1125,Legazpi - Matadero,40.39202,-3.69598,773,773.0,0.0005194162023298689,0.0016701461377870565,0.06053329963351447,0.0010671494649171834
2822,1132,Hospital 12 De Octubre,40.37657,-3.69589,1772,1772.0,7.065813440336574e-06,0.0012526096033402922,0.052637362637362635,0.01568147653444076
2823,1133,Avenida De Canillejas - Néctar,40.44115,-3.61576,1420,1420.0,0.00588071318531888,0.0029227557411273487,0.07448528954406916,0.04016637187196677
2824,1134,Avenida De Andalucía - San Fermín,40.37351,-3.6946,2718,2718.0,1.6076015401747462e-06,0.0012526096033402922,0.048550577741739306,0.0006308943168427611
2825,1135,San Fermín - Orcasur,40.37042,-3.69472,2787,2787.0,1.168560959406098e-06,0.0012526096033402922,0.048286290322580645,0.030791858119004083
2826,1136,San Fermín - Orcasur,40.37026,-3.69426,2787,2787.0,1.168560959406098e-06,0.0012526096033402922,0.048286290322580645,0.030791858119004083
2827,1137,Avenida De Andalucía - Avenida Los Rosales,40.36797,-3.69453,1175,1175.0,2.5693767180289347e-07,0.0012526096033402922,0.04621767657275183,0.030018314258358363
2828,1138,Avenida De Andalucía - Avenida Los Rosales,40.3682,-3.69403,1175,1175.0,2.5693767180289347e-07,0.0012526096033402922,0.04621767657275183,0.030018314258358363
2829,1139,Verbena De La Paloma - La Chulapona,40.3606,-3.69551,918,918.0,6.67600354123443e-08,0.0012526096033402922,0.044301807217772514,0.0067396150610069
2830,1140,Verbena De La Paloma - La Chulapona,40.36034,-3.69539,918,918.0,6.67600354123443e-08,0.0012526096033402922,0.044301807217772514,0.0067396150610069
2831,1141,Verbena De La Paloma - Soto Del Parral,40.35859,-3.69622,909,909.0,1.4530144642034677e-08,0.0012526096033402922,0.04277014840080719,0.00603610020305574
2832,1142,Verbena De La Paloma - Soto Del Parral,40.35798,-3.69586,909,909.0,1.4530144642034677e-08,0.0012526096033402922,0.04277014840080719,0.00603610020305574
2833,1143,Bohemios - La Del Manojo De Rosas,40.3565,-3.69673,910,910.0,3.3829065854173054e-09,0.0012526096033402922,0.04144243913412123,0.0034591774815034165
2834,1144,La Del Manojo De Rosas - Doña Francisquita,40.35494,-3.69799,911,911.0,9.307137136740427e-10,0.0008350730688935282,0.03982506900794838,7.359567086127745e-05
2835,1145,La Del Manojo De Rosas - Anoeta,40.353,-3.69885,910,910.0,3.3829065854173054e-09,0.0012526096033402922,0.04144243913412123,0.0034591774815034165
2836,1147,Alegría De La Huerta - Anoeta,40.3535,-3.69513,919,919.0,3.331116161035557e-09,0.0012526096033402922,0.041239066051380946,0.0014829858083176863
2837,1148,Alegría De La Huerta - Bohemios,40.35615,-3.69541,919,919.0,3.331116161035557e-09,0.0012526096033402922,0.041239066051380946,0.0014829858083176863
2838,1149,General Ricardos - Marcelino Camacho,40.38487,-3.73979,564,564.0,6.4011062819734795e-06,0.0016701461377870565,0.05351118260830708,0.010118906738230614
2839,1150,Marcelino Camacho - Fátima,40.38689,-3.7428,712,712.0,1.341909481921185e-06,0.0008350730688935282,0.051328761251607374,0.004671526954969261
2840,1151,Guabairo,40.38538,-3.74615,1868,1868.0,1.36491360730294e-07,0.0012526096033402922,0.04786840685147802,0.0005658069389658122
2841,1152,Polideportivo La Mina,40.38256,-3.74788,968,968.0,1.28764679402068e-07,0.0012526096033402922,0.047621888173069275,0.0006608226198104344
2842,1153,Polideportivo La Mina,40.38252,-3.7477,968,968.0,1.28764679402068e-07,0.0012526096033402922,0.047621888173069275,0.0006608226198104344
2843,1154,Codorniz,40.38046,-3.74859,2127,2127.0,1.0673535221439901e-07,0.0008350730688935282,0.04757837021733084,0.000607208723239951
2844,1155,Codorniz,40.38028,-3.74842,2127,2127.0,1.0673535221439901e-07,0.0008350730688935282,0.04757837021733084,0.000607208723239951
2845,1156,Eugenia De Montijo - Fátima,40.3783,-3.74879,1563,1563.0,4.002817095052023e-07,0.0012526096033402922,0.04939060856653812,0.0019467581494726997
2846,1157,Eugenia De Montijo - Fátima,40.37846,-3.74864,1563,1563.0,4.002817095052023e-07,0.0012526096033402922,0.04939060856653812,0.0019467581494726997
2847,1158,Avenida Carabanchel Alto - Gómez Arteche,40.36979,-3.75331,732,732.0,7.415264554208734e-07,0.0012526096033402922,0.0509878225325726,0.0009522921988323459
2848,1159,Alfredo Aleix - Centro Integrado,40.36872,-3.75465,731,731.0,1.7773595656606947e-07,0.0008350730688935282,0.04853188514458246,7.390575653613179e-05
2849,1160,Alfredo Aleix - Gómez Arteche,40.3681,-3.75808,552,552.0,1.5898829713073936e-07,0.0008350730688935282,0.04839361487169125,2.4587710451639593e-05
2850,1161,Piqueñas - Jacobeo,40.36719,-3.7612,19,19.0,6.282643737181846e-07,0.0008350730688935282,0.050547687891770963,0.0007871793677121192
2851,1162,Carabanchel Alto,40.36916,-3.76035,2190,2190.0,6.449806224991667e-05,0.0020876826722338207,0.059398328414473844,0.06547310589895375
2852,1163,Marianistas,40.36842,-3.75804,2388,2388.0,1.32590985579681e-05,0.0008350730688935282,0.05607979956447421,0.0023002879502165294
2853,1164,Gómez Arteche - Alzina,40.36916,-3.75591,553,553.0,2.760450006476141e-06,0.0008350730688935282,0.0532849800876588,0.0015200841351813775
2854,1165,Avenida Carabanchel Alto - Gómez Arteche,40.37017,-3.75343,732,732.0,7.415264554208734e-07,0.0012526096033402922,0.0509878225325726,0.0009522921988323459
2855,1166,Estación De Atocha,40.40768,-3.69055,1627,1627.0,0.21649694716838497,0.003757828810020877,0.08564889318027394,0.1986136074543416
2856,1167,Reina Sofía,40.40756,-3.69352,2913,2913.0,0.1151163962859144,0.0025052192066805845,0.08223458316165362,0.22975655285759614
2857,1168,Embajadores - Batalla Del Salado,40.39735,-3.69705,690,690.0,0.012289814839016328,0.0012526096033402922,0.06986173502129397,0.05400616683351627
2858,1169,La Peseta - Corona,40.36196,-3.75139,993,993.0,1.7945104470733366e-05,0.0012526096033402922,0.055708038704875326,0.00042087246371443293
2859,1170,Legazpi,40.3919,-3.69517,2259,2259.0,0.0011511710779274016,0.0029227557411273487,0.06389392807597909,0.07071110308447912
2860,1171,Legazpi,40.3921,-3.69476,2259,2259.0,0.0011511710779274016,0.0029227557411273487,0.06389392807597909,0.07071110308447912
2861,1172,Avenida De Andalucía - Centro Comercial,40.36059,-3.69367,1220,1220.0,6.665399347346017e-08,0.0012526096033402922,0.04440365611732206,0.02186201811333823
2862,1173,Avenida De Andalucía - Centro Comercial,40.36079,-3.69335,1220,1220.0,6.665399347346017e-08,0.0012526096033402922,0.04440365611732206,0.02186201811333823
2863,1174,Bohemios - Sáhara,40.35591,-3.69329,20,20.0,3.3751786383285394e-09,0.0008350730688935282,0.0415870810904671,0.020586700559540552
2864,1175,Bohemios - Sáhara,40.35619,-3.69291,20,20.0,3.3751786383285394e-09,0.0008350730688935282,0.0415870810904671,0.020586700559540552
2865,1176,Villaverde Cruce,40.35048,-3.69328,2113,2113.0,2.292820865957262e-09,0.0020876826722338207,0.03935067282256872,0.008198449362320729
2866,1177,Villaverde Cruce,40.35091,-3.69289,2113,2113.0,2.292820865957262e-09,0.0020876826722338207,0.03935067282256872,0.008198449362320729
2867,1178,María Droc - San Dalmacio,40.34456,-3.69323,2786,2786.0,1.1367941422162878e-09,0.0016701461377870565,0.037899167642497705,0.005526012363036502
2868,1179,Burjasot,40.34516,-3.69112,2244,2244.0,5.486816928342285e-10,0.0012526096033402922,0.03664208561549524,2.468221158867399e-05
2869,1180,San Cristóbal,40.34271,-3.68846,2685,2685.0,4.0124487798739934e-10,0.0008350730688935282,0.03651693959076632,1.7440957996940855e-07
2870,1181,Rocafort - Moncada,40.34199,-3.69202,86,86.0,9.893573273694584e-10,0.0012526096033402922,0.03788058521154607,0.0008100420381449156
2871,1182,Beata,40.39535,-3.69446,2908,2908.0,0.0033711207351910044,0.0016701461377870565,0.0665000694155213,0.06443177781181003
2872,1183,Estación De Delicias,40.40028,-3.69388,1626,1626.0,0.011306196132889927,0.0012526096033402922,0.07191544305317839,0.012900799065406652
2873,1184,Metro Palos De La Frontera,40.40274,-3.69353,929,929.0,0.052149495122747185,0.003340292275574113,0.07645162320043412,0.03942616319680039
2874,1185,Glorieta De La Medusa,40.45166,-3.61322,824,824.0,0.015004778287341931,0.0025052192066805845,0.08064787688992155,0.007767079503780773
2875,1186,Ferrocarril,40.40057,-3.69631,1741,1741.0,0.026162994680952123,0.0016701461377870565,0.07277644413382357,0.021515336841489926
2876,1187,Batalla Del Salado - Embajadores,40.39753,-3.69663,690,690.0,0.012289814839016328,0.0012526096033402922,0.06986173502129397,0.05400616683351627
2877,1188,Beata,40.39498,-3.69539,2908,2908.0,0.0033711207351910044,0.0016701461377870565,0.0665000694155213,0.06443177781181003
2878,1189,Virgen De Los Desamparados - Totanes,40.35135,-3.69891,1169,1169.0,1.4376246966709414e-09,0.0016701461377870565,0.04035995348915589,0.00250806678641654
2879,1190,Virgen De Los Desamparados - Totanes,40.35099,-3.69863,1169,1169.0,1.4376246966709414e-09,0.0016701461377870565,0.04035995348915589,0.00250806678641654
2880,1191,Alcocer - Paseo Talleres,40.34982,-3.70108,770,770.0,7.965441053605422e-10,0.0012526096033402922,0.03941867737581882,0.00308261436009282
2881,1192,Alcocer - Paseo Talleres,40.3495,-3.69988,770,770.0,7.965441053605422e-10,0.0012526096033402922,0.03941867737581882,0.00308261436009282
