,stop_id,stop_name,stop_lat,stop_lon,clust,Node,Eigenvector Centrality,Degree Centrality,Closeness Centrality,Betweenness Centrality
1856,51,Nuevos Ministerios - Castellana,40.44405,-3.69182,210,210.0,5.30980271028898e-05,0.0020876826722338207,0.06362742753911958,0.01086625415336291
1857,52,Nuevos Ministerios - Castellana,40.44373,-3.69115,210,210.0,5.30980271028898e-05,0.0020876826722338207,0.06362742753911958,0.01086625415336291
1858,53,Museo Ciencias Naturales,40.44098,-3.69219,2628,2628.0,0.00015634207003068136,0.0012526096033402922,0.0667112336703713,0.01696148945105024
1859,54,Museo Ciencias Naturales,40.44112,-3.69137,2628,2628.0,0.00015634207003068136,0.0012526096033402922,0.0667112336703713,0.01696148945105024
1860,56,Gregorio Marañón,40.43835,-3.6904,1931,1931.0,0.0007052324961909794,0.0020876826722338207,0.06994130187191543,0.024569714056973523
1861,57,Emilio Castelar,40.43497,-3.68926,1936,1936.0,0.0009515874902790833,0.0025052192066805845,0.0708433164729198,0.017618667684161916
1862,58,Emilio Castelar,40.43575,-3.68869,1936,1936.0,0.0009515874902790833,0.0025052192066805845,0.0708433164729198,0.017618667684161916
1863,59,Castellana - Rubén Darío,40.43297,-3.68881,347,347.0,0.0009179649079191363,0.0008350730688935282,0.07055738864011313,0.006639330620974397
1864,60,Castellana - Rubén Darío,40.4332,-3.68808,347,347.0,0.0009179649079191363,0.0008350730688935282,0.07055738864011313,0.006639330620974397
1865,61,Castellana - Ministerio Interior,40.42913,-3.6898,260,260.0,0.003709883963943868,0.0008350730688935282,0.07142005129122682,0.006895159812105898
1866,62,Castellana - Ministerio Interior,40.42921,-3.68907,260,260.0,0.003709883963943868,0.0008350730688935282,0.07142005129122682,0.006895159812105898
1867,63,Colón,40.42586,-3.69063,2795,2795.0,0.017921283804097653,0.0016701461377870565,0.0749726091720144,0.010835925765503488
1868,65,Biblioteca Nacional,40.42384,-3.69052,2669,2669.0,0.029745660713407417,0.0016701461377870565,0.07849885283513602,0.003985349025444147
1869,66,Colón,40.42608,-3.68987,2795,2795.0,0.017921283804097653,0.0016701461377870565,0.0749726091720144,0.010835925765503488
1870,68,Recoletos,40.42285,-3.69152,2382,2382.0,0.06704078545395181,0.0012526096033402922,0.083197276548442,0.08866288398083164
1871,69,Cibeles,40.41975,-3.69353,2381,2381.0,0.28673410921669484,0.004175365344467641,0.08860525342212357,0.40987858206211014
1872,70,Cibeles,40.41911,-3.69337,2381,2381.0,0.28673410921669484,0.004175365344467641,0.08860525342212357,0.40987858206211014
1873,71,Cibeles,40.41876,-3.69263,2381,2381.0,0.28673410921669484,0.004175365344467641,0.08860525342212357,0.40987858206211014
1874,72,Cibeles - Casa De América,40.42031,-3.69214,1530,1530.0,0.042153088437520164,0.0016701461377870565,0.0778482041280676,0.0018365173620528937
1875,73,Cibeles,40.42019,-3.69281,2381,2381.0,0.28673410921669484,0.004175365344467641,0.08860525342212357,0.40987858206211014
1876,74,Cibeles,40.41903,-3.69355,2381,2381.0,0.28673410921669484,0.004175365344467641,0.08860525342212357,0.40987858206211014
1877,76,Banco De España,40.41778,-3.69424,1720,1720.0,0.10420909577974159,0.0012526096033402922,0.08178248249957316,1.3129341774545594e-05
1878,77,Neptuno,40.41508,-3.69466,3116,3116.0,0.09364553607735157,0.0016701461377870565,0.08141827576828936,0.0009521416529401838
1879,78,Neptuno,40.4156,-3.69327,3116,3116.0,0.09364553607735157,0.0016701461377870565,0.08141827576828936,0.0009521416529401838
1880,79,Museo Del Prado - Jardín Botánico,40.41232,-3.69343,663,663.0,0.05777262740807562,0.0008350730688935282,0.07873368618297774,0.0001266231626946102
1881,80,Metro Puerta De Toledo,40.40715,-3.71127,1619,1619.0,0.0006309418788442547,0.0004175365344467641,0.06471398848928639,0.0
1882,81,Prado - Atocha,40.40988,-3.69263,264,264.0,0.19965323369005325,0.003340292275574113,0.08543502300859701,0.14120271011744248
1883,82,Prado - Atocha,40.41002,-3.69218,264,264.0,0.19965323369005325,0.003340292275574113,0.08543502300859701,0.14120271011744248
1884,83,Reina Sofía,40.40773,-3.69359,2913,2913.0,0.1151163962859144,0.0025052192066805845,0.08223458316165362,0.22975655285759614
1885,84,Teatro Circo Price,40.40625,-3.69877,2206,2206.0,0.031319738398494675,0.0020876826722338207,0.07705920205920205,0.02941971841688027
1886,85,Teatro Circo Price,40.40594,-3.69888,2206,2206.0,0.031319738398494675,0.0020876826722338207,0.07705920205920205,0.02941971841688027
1887,86,Embajadores,40.40539,-3.70242,2385,2385.0,0.014304570516104599,0.0029227557411273487,0.07385820458260092,0.03974803627621471
1888,87,José Antonio Armona,40.40443,-3.69674,1958,1958.0,0.010311150889638455,0.0008350730688935282,0.07157800358637179,8.877652944739305e-05
1889,88,Calle De Las Delicias,40.40415,-3.69393,1160,1160.0,0.021019584291237122,0.0008350730688935282,0.0744968739307599,0.00032065859938224146
1890,89,Delicias - Atocha,40.40661,-3.69316,177,177.0,0.09638997958976003,0.0016701461377870565,0.07998263425060112,0.038935986522560695
1891,90,Círculo De Bellas Artes,40.41862,-3.69608,1716,1716.0,0.14872016902055682,0.003340292275574113,0.08288057583832231,0.023516108955908673
1892,92,Méndez Álvaro - Estación Sur,40.39374,-3.67788,699,699.0,0.0004174522561468029,0.0016701461377870565,0.06111564764723895,0.009011301034540528
1893,93,La Vaguada,40.47906,-3.70676,980,980.0,8.79370122011346e-06,0.0012526096033402922,0.05405100428797111,8.720906843038895e-06
1894,97,Padre Damián - Rafael Salgado,40.45476,-3.68724,329,329.0,9.40637276694441e-07,0.0012526096033402922,0.05514367286793148,0.0018305859713612601
1895,98,Padre Damián - Rafael Salgado,40.45477,-3.68698,329,329.0,9.40637276694441e-07,0.0012526096033402922,0.05514367286793148,0.0018305859713612601
1896,99,Padre Damián - Lázaro Galdiano,40.45757,-3.68583,328,328.0,2.7742996046100645e-07,0.0008350730688935282,0.053481309454691615,0.0013719828359094446
1897,100,Padre Damián - Lázaro Galdiano,40.45742,-3.68557,328,328.0,2.7742996046100645e-07,0.0008350730688935282,0.053481309454691615,0.0013719828359094446
1898,101,Alberto Alcocer - Padre Damián,40.4595,-3.68564,330,330.0,4.224662817583331e-07,0.0016701461377870565,0.052945727865590805,0.007567624698291137
1899,102,Alberto Alcocer - Padre Damián,40.45913,-3.68539,330,330.0,4.224662817583331e-07,0.0016701461377870565,0.052945727865590805,0.007567624698291137
1900,103,Padre Damián - Pedro Muguruza,40.46186,-3.68539,327,327.0,9.584986067336947e-08,0.0008350730688935282,0.050290825861453496,0.0008862991363114209
1901,104,Padre Damián - Pedro Muguruza,40.46154,-3.68516,327,327.0,9.584986067336947e-08,0.0008350730688935282,0.050290825861453496,0.0008862991363114209
1902,105,Madre Molas,40.46267,-3.68456,2924,2924.0,2.4544896122493447e-08,0.0008350730688935282,0.04807113323431416,0.00031420588450885306
1903,106,Madre Molas,40.46232,-3.6845,2924,2924.0,2.4544896122493447e-08,0.0008350730688935282,0.04807113323431416,0.00031420588450885306
1904,107,Fray Bernardino Sahagún,40.46122,-3.68226,1977,1977.0,1.924968576244627e-08,0.0008350730688935282,0.04867292606592692,0.00030355421427829236
1905,108,Fray Bernardino Sahagún,40.46098,-3.68224,1977,1977.0,1.924968576244627e-08,0.0008350730688935282,0.04867292606592692,0.00030355421427829236
1906,109,Alfonso XIII - Paseo De La Habana,40.46042,-3.68046,841,841.0,7.012662466546542e-08,0.0008350730688935282,0.04998643374449523,0.0008265404750595959
1907,110,Alfonso XIII - Paseo De La Habana,40.46024,-3.68041,841,841.0,7.012662466546542e-08,0.0008350730688935282,0.04998643374449523,0.0008265404750595959
1908,111,Plaza Del Perú,40.46081,-3.67673,2160,2160.0,3.327176579528278e-07,0.0016701461377870565,0.05260845689181768,0.0031259351593679353
1909,112,Plaza Del Perú,40.46087,-3.67636,2160,2160.0,3.327176579528278e-07,0.0016701461377870565,0.05260845689181768,0.0031259351593679353
1910,113,Plaza Del Perú,40.46017,-3.67693,2160,2160.0,3.327176579528278e-07,0.0016701461377870565,0.05260845689181768,0.0031259351593679353
1911,114,Pío XII,40.46255,-3.67631,3130,3130.0,1.364485832262297e-07,0.0016701461377870565,0.05079964366011963,0.0013963261750811816
1912,115,Pío XII,40.4625,-3.67603,3130,3130.0,1.364485832262297e-07,0.0016701461377870565,0.05079964366011963,0.0013963261750811816
1913,116,Pío XII - Comandante Franco,40.46516,-3.67575,618,618.0,9.421450079833348e-08,0.0012526096033402922,0.05197369848744602,0.0002739336311782262
1914,117,Pío XII - Comandante Franco,40.46552,-3.67538,618,618.0,9.421450079833348e-08,0.0012526096033402922,0.05197369848744602,0.0002739336311782262
1915,118,Nunciatura,40.46862,-3.67375,2417,2417.0,1.452618342075205e-07,0.0020876826722338207,0.05244372427082421,0.0030328394848635094
1916,119,Nunciatura,40.46829,-3.67362,2417,2417.0,1.452618342075205e-07,0.0020876826722338207,0.05244372427082421,0.0030328394848635094
1917,120,Pío XII - La Paloma,40.47081,-3.6734,995,995.0,5.7917141647092955e-08,0.0012526096033402922,0.05013082155939299,0.0005524594768128745
1918,123,Bambú,40.47408,-3.67749,3194,3194.0,7.925780499340701e-08,0.0020876826722338207,0.051260648088694835,0.00222192264292474
1919,124,Bambú - Yuca,40.47683,-3.67643,29,29.0,1.1371172533881715e-07,0.0008350730688935282,0.052848757668034776,0.001280138715926072
1920,125,Avenida De Burgos,40.47945,-3.67578,1638,1638.0,4.577995444652527e-07,0.0012526096033402922,0.05506506644594657,0.0038738989079042537
1921,126,Avenida De Burgos,40.47919,-3.6755,1638,1638.0,4.577995444652527e-07,0.0012526096033402922,0.05506506644594657,0.0038738989079042537
1922,127,San Luis - Avenida De Burgos,40.48095,-3.67526,2724,2724.0,1.9456906217747442e-06,0.0012526096033402922,0.05796926055911896,0.005418652894399532
1923,128,San Luis - Avenida De Burgos,40.4806,-3.67495,2724,2724.0,1.9456906217747442e-06,0.0012526096033402922,0.05796926055911896,0.005418652894399532
1924,129,Condado De Treviño,40.47954,-3.67213,1702,1702.0,8.508435865583821e-07,0.0008350730688935282,0.057350159239481814,0.0007602192193390541
1925,130,Condado De Treviño,40.47975,-3.6726,1702,1702.0,8.508435865583821e-07,0.0008350730688935282,0.057350159239481814,0.0007602192193390541
1926,131,Serrano Galvache,40.47783,-3.67084,2085,2085.0,2.2319309373555735e-06,0.0008350730688935282,0.05933211118267849,0.001240081038144143
1927,132,Serrano Galvache,40.47743,-3.67091,2085,2085.0,2.2319309373555735e-06,0.0008350730688935282,0.05933211118267849,0.001240081038144143
1928,133,San Luis - Arturo Soria,40.47686,-3.66895,2752,2752.0,1.0441279394019561e-05,0.0025052192066805845,0.06190870082200279,0.00987029007865716
1929,134,San Luis - Arturo Soria,40.47679,-3.66852,2752,2752.0,1.0441279394019561e-05,0.0025052192066805845,0.06190870082200279,0.00987029007865716
1930,135,Arturo Soria - Cultura,40.47919,-3.66851,438,438.0,3.444041344846326e-05,0.0012526096033402922,0.0650196823673137,0.010106040347853082
1931,136,Arturo Soria - Cultura,40.47852,-3.66843,438,438.0,3.444041344846326e-05,0.0012526096033402922,0.0650196823673137,0.010106040347853082
1932,137,Pinar De Chamartín,40.48046,-3.66725,1655,1655.0,0.00015552881960291396,0.0012526096033402922,0.06888320055221606,0.01317379331404745
1933,138,Pinar De Chamartín,40.48011,-3.66727,1655,1655.0,0.00015552881960291396,0.0012526096033402922,0.06888320055221606,0.01317379331404745
1934,139,Arturo Soria - M11,40.48258,-3.66494,437,437.0,0.0007231463382385297,0.0020876826722338207,0.0734077116410225,0.04858080049298146
1935,140,Arturo Soria - M11,40.48238,-3.66456,437,437.0,0.0007231463382385297,0.0020876826722338207,0.0734077116410225,0.04858080049298146
1936,145,Bambú,40.47511,-3.67591,3194,3194.0,7.925780499340701e-08,0.0020876826722338207,0.051260648088694835,0.00222192264292474
1937,146,Pío XII - Avenida De Burgos,40.4731,-3.6757,1362,1362.0,4.975075554155347e-08,0.0012526096033402922,0.04979727622413972,0.00025649141008012526
1938,147,Manuel Becerra,40.42859,-3.66914,1938,1938.0,0.15810104516344917,0.0029227557411273487,0.07615746629356397,0.029791368108399486
1939,148,Doctor Esquerdo - Goya,40.42521,-3.66891,524,524.0,0.20267495460457904,0.0025052192066805845,0.07564750473783954,0.0007379301491677665
1940,149,Doctor Esquerdo - Goya,40.42485,-3.66851,524,524.0,0.20267495460457904,0.0025052192066805845,0.07564750473783954,0.0007379301491677665
1941,150,O'donnell,40.42198,-3.66919,2607,2607.0,0.21227381922049934,0.0029227557411273487,0.08019689257969462,0.03722520674413801
1942,151,O'donnell,40.42272,-3.66871,2606,2606.0,0.05294483554760635,0.0012526096033402922,0.07355199312081567,0.00015236754276656435
1943,152,Doctor Esquerdo - O Donnell,40.42139,-3.66951,1062,1062.0,0.042605173556802954,0.0016701461377870565,0.07702450633562745,0.0020545394087441043
1944,153,Metro O Donnell,40.42114,-3.66951,1061,1061.0,0.1979432999026622,0.003757828810020877,0.08956284357353876,0.47107572724108937
1945,154,O Donnell - Maiquez,40.42156,-3.67311,1064,1064.0,0.08253427105204789,0.0012526096033402922,0.08260044835316434,0.0026213775009713922
1946,155,O Donnell - Maiquez,40.42129,-3.67313,1064,1064.0,0.08253427105204789,0.0012526096033402922,0.08260044835316434,0.0026213775009713922
1947,156,O Donnell - Narváez,40.42172,-3.67639,1065,1065.0,0.17866088231646648,0.0020876826722338207,0.0829121373675829,0.012630642263317565
1948,157,O Donnell - Narváez,40.42147,-3.67646,1065,1065.0,0.17866088231646648,0.0020876826722338207,0.0829121373675829,0.012630642263317565
1949,158,O Donnell - Retiro,40.42172,-3.68041,1063,1063.0,0.20162709745806753,0.0025052192066805845,0.07982801146590228,0.0037730859347598037
1950,159,O Donnell - Retiro,40.42144,-3.68074,1063,1063.0,0.20162709745806753,0.0025052192066805845,0.07982801146590228,0.0037730859347598037
1951,161,Puerta De Alcalá,40.42064,-3.68919,1618,1618.0,0.1728414128478751,0.0025052192066805845,0.08212460995096527,0.010901507944977702
1952,162,Puerta De Alcalá - Retiro,40.41965,-3.68826,1476,1476.0,0.13256529226698846,0.0020876826722338207,0.08204583604535645,0.005166661164122521
1953,163,Puerta De Alcalá,40.42053,-3.68851,1618,1618.0,0.1728414128478751,0.0025052192066805845,0.08212460995096527,0.010901507944977702
1954,164,Círculo De Bellas Artes,40.41891,-3.69715,1716,1716.0,0.14872016902055682,0.003340292275574113,0.08288057583832231,0.023516108955908673
1955,168,Santo Domingo,40.42154,-3.70761,2909,2909.0,0.0008183764539703605,0.0020876826722338207,0.06751423577831651,0.013793917243677983
1956,169,Santo Domingo,40.42109,-3.70746,2909,2909.0,0.0008183764539703605,0.0020876826722338207,0.06751423577831651,0.013793917243677983
1957,170,Gran Vía - Plaza De España,40.42295,-3.7097,1529,1529.0,0.00017369181608212697,0.0008350730688935282,0.0649932157394844,0.008523357790586043
1958,171,Gran Vía - Plaza De España,40.423,-3.71052,1529,1529.0,0.00017369181608212697,0.0008350730688935282,0.0649932157394844,0.008523357790586043
1959,172,Ventura Rodríguez,40.42595,-3.71266,2057,2057.0,1.9271509763947965e-05,0.0016701461377870565,0.060921323735151224,0.004410398985524409
1960,173,Ventura Rodríguez,40.42602,-3.71313,2057,2057.0,1.9271509763947965e-05,0.0016701461377870565,0.060921323735151224,0.004410398985524409
1961,174,Alcalá - Retiro,40.42048,-3.68579,182,182.0,0.09982976158504978,0.0012526096033402922,0.07643698337216354,5.111031214913049e-06
1962,175,Mártires De Alcalá,40.42776,-3.71359,1664,1664.0,1.3293595313000958e-05,0.0008350730688935282,0.05932035468370734,0.0017182209091502422
1963,177,Blasco De Garay - Centro Mayores,40.43396,-3.71147,1485,1485.0,1.3153177462159176e-05,0.0008350730688935282,0.05910953156621748,0.001254584314614366
1964,180,Vallehermoso - Islas Filipinas,40.44047,-3.70803,819,819.0,4.3853923513052745e-07,0.0008350730688935282,0.05417571480275064,0.00031379503584882555
1965,181,Estadio Vallehermoso,40.44254,-3.70998,2225,2225.0,1.3805115860789128e-06,0.0016701461377870565,0.057258295878359,0.0059584344220696825
1966,182,Melquíades Álvarez,40.44139,-3.71238,1930,1930.0,8.194775038409061e-07,0.0020876826722338207,0.05554395973932605,0.00570960565849781
1967,183,General Ampudia,40.44238,-3.71503,1997,1997.0,1.7029240184381488e-07,0.0008350730688935282,0.05268715489363574,0.0007015571873596506
1968,184,Avenida Del Valle,40.4436,-3.71508,2159,2159.0,4.125130481948529e-08,0.0008350730688935282,0.05125296924821845,0.00015850008918555326
1969,185,Metro Guzmán El Bueno,40.44581,-3.71421,2322,2322.0,3.780458874528214e-08,0.0012526096033402922,0.05159969837337068,0.0025810595070229806
1970,186,Reina Victoria,40.44587,-3.71241,2916,2916.0,5.746949325196172e-08,0.0008350730688935282,0.05132546128624392,7.455792473963656e-05
1971,187,Guzmán El Bueno - San Francisco De Sales,40.44292,-3.71265,2315,2315.0,2.514507676044734e-07,0.0016701461377870565,0.054098619864019336,0.009126576292800309
1972,188,Melquíades Álvarez,40.44159,-3.71282,1930,1930.0,8.194775038409061e-07,0.0020876826722338207,0.05554395973932605,0.00570960565849781
1973,189,Metro Islas Filipinas,40.43876,-3.71302,2615,2615.0,2.0860034144115584e-06,0.0016701461377870565,0.05761504967644158,0.010707358728686072
1974,190,Guzmán El Bueno - Fernández De Los Ríos,40.43586,-3.71323,2314,2314.0,6.685537046183236e-06,0.0016701461377870565,0.05829236236187509,0.01600996793539464
1975,191,Guzmán El Bueno - Meléndez Valdés,40.43356,-3.71342,2303,2303.0,1.0813874193993209e-05,0.0008350730688935282,0.05912558323252771,0.004099643096287467
1976,192,Argüelles,40.43101,-3.71362,2088,2088.0,4.8134015564876194e-05,0.004175365344467641,0.0616489484928827,0.05772841480009556
1977,193,Princesa - Rey Francisco,40.42794,-3.71453,474,474.0,1.3293595313000958e-05,0.0008350730688935282,0.05932035468370734,0.0017182209091502422
1978,194,Menéndez Pelayo - Menorca,40.41981,-3.67919,205,205.0,0.04347779277331439,0.0008350730688935282,0.07446213157567466,0.00033548632833103
1979,195,Menéndez Pelayo - Menorca,40.41963,-3.67937,205,205.0,0.04347779277331439,0.0008350730688935282,0.07446213157567466,0.00033548632833103
1982,199,Ibiza - Maiquez,40.4183,-3.67276,180,180.0,0.02065177868992834,0.0008350730688935282,0.07289162126791855,8.560885662637636e-06
1983,203,Mateo Inurria,40.4669,-3.68513,2702,2702.0,3.3149120396181303e-06,0.0008350730688935282,0.055084063570919294,0.0035938629653105326
1984,204,Mateo Inurria,40.46693,-3.68559,2702,2702.0,3.3149120396181303e-06,0.0008350730688935282,0.055084063570919294,0.0035938629653105326
1985,205,Avenida Del Recuerdo,40.46743,-3.68154,2158,2158.0,7.688939061096717e-07,0.0008350730688935282,0.05284642541924095,0.0029500506305035258
1986,206,Avenida Del Recuerdo,40.46762,-3.68117,2158,2158.0,7.688939061096717e-07,0.0008350730688935282,0.05284642541924095,0.0029500506305035258
1987,207,Duque De Pastrana,40.46759,-3.67962,1584,1584.0,2.3013190183048687e-07,0.0016701461377870565,0.05120256547300909,0.003411084469065176
1988,208,Nunciatura,40.46739,-3.67525,2417,2417.0,1.452618342075205e-07,0.0020876826722338207,0.05244372427082421,0.0030328394848635094
1989,209,Nunciatura,40.46749,-3.67517,2417,2417.0,1.452618342075205e-07,0.0020876826722338207,0.05244372427082421,0.0030328394848635094
1990,210,Caidos División Azul,40.46651,-3.67273,2818,2818.0,1.7903937476978603e-07,0.0012526096033402922,0.0537272584516679,0.003644725304524051
1991,211,Caidos División Azul,40.46682,-3.67276,2818,2818.0,1.7903937476978603e-07,0.0012526096033402922,0.0537272584516679,0.003644725304524051
1992,212,Arturo Soria - Añastro,40.46652,-3.66614,434,434.0,6.550779460438319e-07,0.0012526096033402922,0.055726185490250824,0.0060560348435905915
1993,213,Arturo Soria - Añastro,40.46656,-3.66579,434,434.0,6.550779460438319e-07,0.0012526096033402922,0.055726185490250824,0.0060560348435905915
1994,214,Arturo Soria - Añastro,40.46755,-3.66597,434,434.0,6.550779460438319e-07,0.0012526096033402922,0.055726185490250824,0.0060560348435905915
1995,215,Arturo Soria - Aleixandre,40.463,-3.66507,440,440.0,2.478650340623069e-06,0.0016701461377870565,0.05781253771694789,0.004772088077867902
1996,216,Arturo Soria - Aleixandre,40.46411,-3.66504,440,440.0,2.478650340623069e-06,0.0016701461377870565,0.05781253771694789,0.004772088077867902
1997,217,Arturo Soria - Gran Vía De Hortaleza,40.46107,-3.66224,1360,1360.0,2.3706426382798107e-06,0.0012526096033402922,0.05732407850646242,0.0
1998,218,Arturo Soria - López De Hoyos,40.45952,-3.66068,1339,1339.0,6.685502876081095e-06,0.0025052192066805845,0.05996644883447257,0.026545957826446028
1999,219,Arturo Soria - López De Hoyos,40.45916,-3.65945,1339,1339.0,6.685502876081095e-06,0.0025052192066805845,0.05996644883447257,0.026545957826446028
2000,220,Metro Arturo Soria,40.45677,-3.65755,2015,2015.0,2.188468914183078e-05,0.0012526096033402922,0.062138390888099006,0.024384676182365186
2001,221,Metro Arturo Soria,40.4571,-3.65743,2015,2015.0,2.188468914183078e-05,0.0012526096033402922,0.062138390888099006,0.024384676182365186
2002,222,Jefatura Provincial Tráfico,40.45449,-3.65547,2668,2668.0,7.993919364824151e-05,0.0016701461377870565,0.0650868277305215,0.029826718557584828
