,stop_id,walk15_gini,multimodal_gini,median_income_walk,median_income_multimodal
540,1173424,0.31678,0.324247,38092.0,35211.0
541,1173429,0.325785,0.323772,36555.0,36162.0
542,1173430,0.326154,0.325229,36376.0,35377.0
543,1173431,0.323593,,37338.0,34997.0
544,1173432,0.324018,0.3265,37298.0,34924.0
545,1173433,0.322286,,37854.0,32874.0
546,1173434,0.326038,0.3267,36539.0,34858.0
547,1173435,0.323409,,37601.0,33476.0
548,1174101,,,27209.0,31798.0
549,1174102,,,26994.0,31991.0
550,1174112,0.314977,0.320033,39072.0,37404.0
551,1174149,,0.317642,37399.0,37299.0
552,1174401,0.322848,,37768.0,33347.0
553,1174501,0.323474,,37720.0,34510.0
554,1174502,0.323191,,37888.0,33138.0
555,1174551,0.323481,,37699.0,33492.0
556,1174552,0.323191,,37888.0,33492.0
557,1180103,0.319858,0.319409,37895.0,37638.0
558,1180105,0.319711,0.319118,37973.0,38465.0
559,1180113,0.319468,0.318494,38067.0,38761.0
560,1180115,0.319746,0.318135,37987.0,39147.0
561,1180121,0.320882,0.318948,38076.0,38730.0
562,1180203,0.319856,0.319459,37905.0,37549.0
563,1180206,0.319788,0.318873,37994.0,38696.0
564,1180214,0.319483,0.318242,38044.0,38777.0
565,1180437,0.319743,0.317553,37989.0,39329.0
566,1180438,0.31947,0.317393,38093.0,39585.0
567,1180439,0.319952,0.31846,37881.0,38137.0
568,1180440,0.31994,0.315884,37882.0,39726.0
569,1180441,0.319845,0.318984,37921.0,37875.0
570,1180442,0.319857,0.318512,37901.0,38395.0
571,1180443,0.320743,0.320252,38154.0,38194.0
572,1201107,0.323014,0.316896,41959.0,43044.0
573,1201109,0.325168,0.309923,41556.0,45851.0
574,1201111,0.326259,0.311573,41355.0,45248.0
575,1201112,0.325614,0.314132,41490.0,44522.0
576,1201113,0.32401,0.316896,41697.0,43044.0
577,1201129,0.325271,0.308906,41431.0,45930.0
578,1201130,0.324048,0.317417,41741.0,42784.0
579,1201131,0.324577,0.309273,41539.0,45979.0
580,1201132,0.324819,0.313584,41461.0,43865.0
581,1201133,0.321352,0.315532,42507.0,43321.0
582,1201134,0.321008,0.314423,42613.0,44594.0
583,1201135,0.324406,0.314002,41577.0,43892.0
584,1201136,0.324132,0.316852,41667.0,43115.0
585,1201139,0.325119,0.31706,41317.0,42923.0
586,1201140,0.325069,0.310193,41306.0,45686.0
587,1201402,0.325166,0.317156,41221.0,43834.0
588,1201403,0.325145,0.31755,41250.0,42627.0
589,1201429,0.321008,0.316042,42613.0,43541.0
590,1201430,0.321352,0.317638,42507.0,42695.0
591,1201431,0.324132,0.317002,41667.0,42912.0
592,1201432,0.324406,0.316896,41577.0,43044.0
593,1201601,0.32496,0.318726,41383.0,41590.0
594,1201602,0.32496,0.316896,41383.0,43044.0
595,1203401,0.325488,0.322959,41010.0,42175.0
596,1203402,0.325496,0.318574,41012.0,42968.0
597,1203405,0.322317,0.317774,42029.0,43475.0
598,1203406,0.322207,0.314632,42060.0,44591.0
599,1203409,0.324697,0.318576,41023.0,43155.0
600,1203410,0.324697,0.315808,41023.0,44227.0
601,1203413,0.322261,0.317774,42053.0,43475.0
602,1203415,0.32496,0.321383,41181.0,42323.0
603,1203420,0.32498,0.318723,41179.0,43250.0
604,1203422,0.322313,0.316412,42036.0,43991.0
605,1204101,0.3295,0.314416,39801.0,44635.0
606,1204105,0.319237,0.310473,43224.0,46223.0
607,1204106,0.320099,0.314416,42943.0,44635.0
608,1204107,0.31568,0.313743,44439.0,44937.0
609,1204108,0.3295,0.31619,39801.0,44081.0
610,1204109,0.317843,0.30963,43659.0,46517.0
611,1204110,0.31812,0.312653,43569.0,45385.0
612,1204111,0.313955,0.308765,45000.0,46824.0
613,1204112,0.313666,0.31286,45102.0,45328.0
614,1204113,0.323441,0.311185,41834.0,45968.0
615,1204114,0.324351,0.31619,41525.0,44081.0
616,1204115,0.329327,0.312653,39865.0,45385.0
617,1204116,0.3295,0.325116,39801.0,41334.0
618,1204117,0.31561,0.309802,44458.0,46454.0
619,1204118,0.319984,0.31107,42982.0,46015.0
620,1210101,0.333572,0.328703,33762.0,36537.0
621,1210110,0.332741,0.324015,37610.0,39573.0
622,1210111,0.334106,0.330338,37185.0,36449.0
623,1210112,0.327671,0.323551,38382.0,39394.0
624,1210114,0.328075,0.323614,39597.0,39569.0
625,1210163,0.335254,0.326291,36398.0,38162.0
626,1210164,0.335356,0.331196,36533.0,35700.0
627,1220101,0.334325,0.328154,32347.0,35355.0
628,1220102,0.332727,0.324599,34153.0,38747.0
629,1220103,0.333952,0.326748,33014.0,35709.0
630,1220104,0.335278,0.32583,33233.0,38345.0
631,1220105,0.334538,0.330828,34609.0,34844.0
632,1220106,0.330951,0.325079,34284.0,35954.0
633,1220108,0.331063,0.325104,34224.0,37202.0
634,1220110,0.333543,0.326129,33445.0,36662.0
635,1220111,0.333574,0.324033,33403.0,38462.0
636,1220112,0.334432,0.32627,32534.0,36884.0
637,1220113,0.334418,0.325247,32390.0,37292.0
638,1220114,0.331826,0.326381,33729.0,35641.0
639,1220115,0.333303,0.326335,32907.0,36668.0
640,1220117,0.330895,0.326833,34295.0,36515.0
641,1220119,0.331634,0.324659,34678.0,37961.0
642,1220120,0.332193,0.322761,34148.0,38890.0
643,1220127,0.334343,0.327741,34436.0,37218.0
644,1220128,0.33466,0.331549,33063.0,34198.0
645,1220129,0.334722,0.334463,33028.0,33590.0
646,1220130,0.333961,0.331621,32354.0,33633.0
647,1220131,0.329208,0.324179,35308.0,36827.0
648,1220134,0.333528,0.327461,32771.0,36002.0
649,1220180,0.33442,0.330763,32468.0,34133.0
650,1220181,0.333617,0.32642,33077.0,35660.0
651,1220182,0.33374,0.325364,33015.0,37618.0
652,1220184,0.333117,0.325036,33739.0,36966.0
653,1220205,0.334532,0.330361,34914.0,35143.0
654,1220207,0.33076,0.324812,34349.0,36247.0
655,1220282,0.333334,0.325555,33154.0,36142.0
656,1220402,0.329611,0.328463,35032.0,34893.0
657,1220403,0.334399,0.33269,34711.0,34911.0
658,1220404,0.334426,0.332554,34469.0,34822.0
659,1220406,0.331509,0.325299,34826.0,38064.0
660,1220407,0.331283,0.323627,34938.0,38787.0
661,1220408,0.334356,0.329191,33362.0,36600.0
662,1220409,0.334236,0.326787,33423.0,37780.0
663,1220410,0.335169,0.331151,33582.0,35875.0
664,1220411,0.335264,0.331145,33408.0,35090.0
665,1220416,0.334118,0.326967,32975.0,35580.0
666,1220417,0.334184,0.32479,32933.0,37453.0
667,1220418,0.332578,0.326064,33520.0,35784.0
668,1220419,0.333012,0.327764,33269.0,35506.0
669,1220420,0.330788,0.325172,34341.0,35982.0
670,1220421,0.331046,0.326476,34225.0,35754.0
671,1220422,0.331428,0.324097,34781.0,37935.0
672,1220423,0.331374,0.322998,34770.0,39144.0
673,1220424,0.333608,0.326259,33410.0,36721.0
674,1220425,0.333376,0.323267,33534.0,38850.0
675,1220426,0.327091,0.325032,35882.0,35542.0
676,1220427,0.327265,0.325884,35840.0,35408.0
677,1220428,0.331485,0.330767,33976.0,34207.0
678,1220429,0.331687,0.329918,33847.0,34798.0
679,1220430,0.331843,0.333421,33697.0,32753.0
680,1220431,0.331741,0.330447,33790.0,34431.0
681,1220433,0.333736,0.331544,32389.0,34214.0
682,1220434,0.323165,,37677.0,33209.0
683,1220435,0.334346,0.333272,32152.0,32877.0
684,1230101,0.33411,0.332977,38694.0,35046.0
685,1230102,0.333604,0.326133,38819.0,35607.0
686,1230103,0.33511,0.330581,38877.0,35416.0
687,1230104,0.335271,0.330526,39096.0,34973.0
688,1230109,0.335262,0.329763,36037.0,35003.0
689,1230112,0.334914,0.328319,36040.0,35628.0
690,1230113,0.335571,0.331133,37520.0,34568.0
691,1230114,0.334797,0.329932,37681.0,35236.0
692,1230405,0.335562,0.333638,38692.0,35585.0
693,1230406,0.335294,0.333341,38686.0,35302.0
694,1230407,0.336906,0.334985,39853.0,35042.0
695,1230409,0.335669,0.336182,36701.0,34976.0
696,1230410,0.335467,0.331365,36615.0,35127.0
697,1232102,0.335787,0.332407,39714.0,35145.0
698,1232104,0.335622,0.330519,38918.0,35372.0
699,1240101,0.325139,0.320093,35975.0,36164.0
700,1240103,0.333944,0.327644,36041.0,35417.0
701,1240104,0.329172,0.328659,37220.0,35554.0
702,1240105,0.329137,0.325152,37182.0,36889.0
703,1240106,0.330947,0.328866,36664.0,36272.0
704,1240107,0.326719,0.323699,37010.0,38063.0
705,1240108,0.326085,0.32818,36956.0,35852.0
706,1240109,0.326336,0.323892,36121.0,35961.0
707,1240110,0.326327,0.321879,36185.0,36920.0
708,1240112,0.32568,0.324823,36404.0,35112.0
709,1240113,0.325685,0.325528,36388.0,35204.0
710,1240114,0.324969,0.323677,36422.0,36127.0
711,1240115,0.325471,0.326393,36324.0,34623.0
712,1240118,0.333062,0.328292,35941.0,36251.0
713,1240121,0.331171,0.326898,37281.0,35204.0
714,1240122,0.330459,0.327506,37188.0,34712.0
715,1240123,0.329897,0.329262,36880.0,35975.0
716,1240131,0.328737,0.328232,37042.0,35781.0
717,1240132,0.328959,0.325898,37090.0,36661.0
718,1240133,0.330887,0.33029,36346.0,35584.0
719,1240134,0.329005,0.327282,36444.0,36634.0
720,1240180,0.319848,0.321329,37398.0,36837.0
721,1240181,0.319833,0.325504,37375.0,34792.0
722,1240418,0.334879,0.330639,35952.0,35040.0
723,1240419,0.334689,0.330678,35918.0,35008.0
724,1250101,0.315111,0.315745,37989.0,39293.0
725,1250103,0.313886,,37544.0,37888.0
726,1250104,0.313727,0.321896,37524.0,36742.0
727,1250105,0.323186,0.321889,35907.0,38033.0
728,1250106,0.323083,0.326945,35928.0,36569.0
729,1250107,0.322206,0.319853,35924.0,38058.0
730,1250108,0.322101,0.323959,35959.0,37484.0
731,1250111,0.317021,0.320699,37821.0,37516.0
732,1250112,0.316445,0.32419,37743.0,35624.0
733,1250113,0.317943,0.31981,36857.0,37720.0
734,1250114,0.317632,0.322163,36817.0,36840.0
735,1250115,0.321203,0.319644,36075.0,37816.0
736,1250116,0.320349,0.322128,36132.0,36958.0
737,1250117,0.320832,,36150.0,36725.0
738,1250118,0.321047,0.321482,36107.0,38161.0
739,1250119,0.318827,,37177.0,36042.0
740,1250120,0.318868,0.320493,37067.0,38100.0
741,1250133,0.315702,0.323848,38243.0,35770.0
742,1250180,0.321605,0.323389,36127.0,37251.0
743,1250203,0.313103,0.317854,37408.0,38257.0
744,1250425,0.313971,0.32088,37945.0,37180.0
745,1250426,0.314184,0.322535,37999.0,36094.0
746,1250427,0.313858,0.321341,37334.0,37380.0
747,1250428,0.313546,0.319966,37489.0,37445.0
748,1250429,0.317694,0.320488,36487.0,37547.0
749,1250430,0.317496,0.320646,36468.0,37202.0
750,1250431,0.320212,0.320869,36243.0,37656.0
751,1250501,0.317848,0.313548,37640.0,39656.0
752,1250551,0.317848,0.316782,37640.0,38806.0
753,1260102,0.324567,0.323028,36010.0,37464.0
754,1260103,0.324519,0.324212,36141.0,36356.0
755,1260104,0.324848,0.325193,36165.0,37205.0
756,1260105,0.323554,0.323165,36183.0,36747.0
757,1260106,0.324138,0.322354,36148.0,37037.0
758,1260107,0.322432,0.321808,36383.0,37035.0
759,1260108,0.321687,0.324131,36154.0,36260.0
760,1260109,0.321628,0.321343,36098.0,37870.0
761,1260110,0.321277,0.320202,36311.0,38075.0
762,1260111,0.321204,0.321787,36331.0,38104.0
763,1260112,0.321735,0.318146,36624.0,38263.0
764,1260113,0.321363,0.321903,36529.0,38079.0
765,1260114,0.322051,0.316919,36938.0,39164.0
766,1260115,0.322131,0.321281,36902.0,37861.0
767,1260180,0.323244,0.322778,36228.0,36993.0
768,1260192,0.323524,0.318674,35742.0,38118.0
769,1270102,0.333133,0.331375,38417.0,34669.0
770,1270103,0.332816,0.326476,38272.0,35830.0
771,1270104,0.328483,0.320544,37330.0,36563.0
772,1270105,0.330076,0.326955,37303.0,35613.0
773,1270107,0.328904,0.326908,36999.0,35674.0
774,1281105,0.297548,0.307503,46347.0,43030.0
775,1281107,0.29494,0.299113,47824.0,47155.0
776,1281108,0.301527,0.320003,43476.0,36664.0
777,1281109,0.301328,0.309467,43739.0,41854.0
778,1281110,0.307008,0.311471,41628.0,43071.0
779,1281112,0.311555,0.320864,38797.0,36641.0
780,1281114,0.311266,,39012.0,38359.0
781,1281115,0.314866,0.321027,37069.0,36377.0
782,1281116,0.314897,0.314343,36950.0,39527.0
783,1281154,0.316847,0.318126,36646.0,37202.0
784,1281155,0.320082,0.320369,34996.0,36457.0
785,1281160,0.32258,0.321364,33997.0,36294.0
786,1282100,,,35776.0,31535.0
787,1282101,0.312164,0.305246,40481.0,44080.0
788,1282102,0.312972,0.30997,40073.0,41733.0
789,1282103,0.306492,,42592.0,42383.0
790,1282104,0.307789,,41920.0,38684.0
791,1282105,0.318073,0.305413,36600.0,43651.0
792,1282106,0.300713,,45073.0,39931.0
793,1282107,0.318101,0.30715,36596.0,40940.0
794,1282136,,,37353.0,35277.0
795,1282137,,,36991.0,31806.0
796,1282139,0.316548,,37132.0,33077.0
797,1282140,0.315366,0.316495,37263.0,38107.0
798,1282141,0.314762,,37514.0,37909.0
799,1282142,0.315773,,37348.0,38417.0
800,1282143,0.315984,,37185.0,33162.0
801,1282144,0.312754,,38697.0,41647.0
802,1282145,0.312614,,38669.0,33898.0
803,1282146,0.310449,,40537.0,43023.0
804,1282147,0.310283,,40277.0,38688.0
805,1282148,0.307225,,42392.0,43181.0
806,1282149,0.29942,,45876.0,44865.0
807,1282150,0.300972,0.293704,45848.0,49474.0
808,1283130,0.316173,,38693.0,31939.0
809,1283131,0.31593,,38579.0,34965.0
810,1283132,,,36729.0,33480.0
811,1283133,,,37538.0,34436.0
812,1283187,0.310235,0.314415,42144.0,40043.0
813,1284100,0.319081,0.31367,39495.0,40616.0
814,1284101,0.319214,0.31248,39721.0,40071.0
815,1284102,0.320264,0.31373,38997.0,39240.0
816,1284103,0.31278,0.307573,40889.0,43139.0
817,1284104,0.318851,0.310862,38152.0,41125.0
818,1284105,0.318958,0.315059,39544.0,39740.0
819,1284106,0.315765,0.312204,41890.0,39470.0
820,1284108,0.321045,0.313844,38495.0,40194.0
821,1284109,0.293526,0.301661,53574.0,49908.0
822,1284113,0.315299,0.312483,42111.0,39043.0
823,1284115,0.317663,0.309833,38208.0,42142.0
824,1284116,0.316364,0.318601,38517.0,37955.0
825,1284117,0.319486,0.312157,39545.0,40644.0
826,1284118,0.3198,0.314135,39384.0,40022.0
827,1284120,0.316661,0.309797,41220.0,40840.0
828,1284121,0.318861,0.315644,39970.0,39803.0
829,1284122,0.312181,0.312769,43707.0,38965.0
830,1284123,0.312418,0.3136,43223.0,39237.0
831,1284124,0.315155,0.312485,42137.0,39874.0
832,1284125,0.314816,0.310957,42543.0,40122.0
833,1284126,0.314382,0.312226,41709.0,40398.0
834,1284127,0.317308,0.310062,39585.0,41715.0
835,1284128,0.316025,0.312593,41100.0,39061.0
836,1284129,0.318003,0.312841,39114.0,38986.0
837,1284132,0.311996,0.313919,42813.0,38427.0
838,1284133,0.31302,0.313487,42315.0,38472.0
839,1284134,0.306966,0.312585,45728.0,38790.0
840,1284135,0.306618,0.313728,45862.0,39009.0
841,1284136,0.310122,0.312615,44816.0,38518.0
842,1284137,0.309984,0.312789,44885.0,39489.0
843,1284138,0.314086,0.312743,42716.0,38475.0
844,1284139,0.313845,0.313124,42889.0,38665.0
845,1284149,0.318326,,37662.0,35041.0
846,1284150,0.317947,0.31763,37903.0,38641.0
847,1284151,0.318212,0.312223,38491.0,40227.0
848,1284152,0.318129,0.317265,38319.0,38820.0
849,1284153,0.317769,,38110.0,37111.0
850,1284154,0.317989,0.317244,39407.0,38648.0
851,1284155,0.319459,0.31285,39501.0,41012.0
852,1284156,0.319276,0.316062,39579.0,39275.0
853,1284157,0.309951,0.301661,44770.0,49908.0
854,1284158,0.301799,0.303503,48865.0,47755.0
855,1284159,0.302828,0.310016,48503.0,42240.0
856,1284167,0.318961,0.312635,39358.0,38600.0
857,1284168,0.31904,0.316376,39257.0,38703.0
858,1284169,0.317933,0.313034,40090.0,38359.0
859,1284170,0.318528,0.315305,39703.0,38616.0
860,1284171,0.315885,0.314248,41033.0,38842.0
861,1284172,0.312147,0.31063,43017.0,40064.0
862,1284174,0.311509,0.313144,42059.0,38408.0
863,1284175,0.310045,0.306225,41943.0,41733.0
864,1284178,0.308445,0.313806,41629.0,38855.0
865,1284182,0.318035,0.310212,39190.0,40947.0
866,1284186,0.315468,0.306972,39782.0,43628.0
867,1284188,0.320283,0.312818,39055.0,40720.0
868,1284189,0.32013,0.31388,39196.0,40028.0
869,1285101,0.315094,0.314359,39884.0,38426.0
870,1285102,0.315751,0.318935,39850.0,37049.0
871,1285103,0.320348,0.312809,38621.0,39239.0
872,1285104,0.320034,0.314577,38754.0,38483.0
873,1285158,0.32185,0.315063,37684.0,39717.0
874,1285159,0.3221,0.320978,37517.0,37912.0
875,1285160,0.320917,0.320615,37459.0,37011.0
876,1285161,0.321351,0.320439,37335.0,37730.0
877,1285162,0.319132,0.320002,38286.0,37274.0
878,1285163,0.319039,0.320369,38402.0,37379.0
879,1285164,0.316801,0.320244,39526.0,37143.0
880,1285165,0.317477,0.320229,39363.0,37185.0
881,1285166,0.313015,0.319614,39382.0,37312.0
882,1285183,0.314181,0.320615,39622.0,37011.0
883,1285184,0.314376,0.320002,39673.0,37274.0
884,1285501,0.320103,0.309996,38726.0,40630.0
885,1285551,0.320103,0.31522,38726.0,38472.0
886,1286100,,,33520.0,30007.0
887,1286134,,,34549.0,32716.0
888,1286135,,,33392.0,31663.0
889,1286160,,,23276.0,28571.0
890,1286161,,,23221.0,28233.0
891,1286179,,,29415.0,32067.0
892,1286180,,,27692.0,29854.0
893,1286181,0.322097,0.319465,34079.0,37537.0
894,1291100,0.32757,0.322228,35235.0,35479.0
895,1291101,,0.321256,35702.0,36108.0
896,1291102,0.317227,0.320569,36584.0,36097.0
897,1291103,0.317359,0.319818,36542.0,36911.0
898,1291104,,0.321155,36099.0,35850.0
899,1291105,,0.320052,36183.0,36623.0
900,1291106,0.319091,0.320807,35493.0,35280.0
901,1291107,0.317845,0.320162,35754.0,36457.0
902,1291108,0.319755,0.321608,35426.0,35498.0
903,1291109,,0.320783,35705.0,35818.0
904,1291110,0.322206,0.321928,35370.0,35604.0
905,1291111,0.322919,0.320381,35330.0,35928.0
906,1291112,0.32629,0.321547,35032.0,35564.0
907,1291113,0.325795,0.321922,35113.0,35545.0
908,1291114,0.327937,0.32215,35338.0,35460.0
909,1291115,0.327128,,35215.0,35216.0
910,1291116,0.327141,0.322181,35202.0,35499.0
911,1291117,0.324908,0.320566,35997.0,36613.0
912,1291118,0.32508,,35948.0,35454.0
913,1291119,0.319332,,36725.0,36351.0
914,1291120,0.318726,0.321847,36674.0,36283.0
915,1291121,0.318548,0.318779,37531.0,38042.0
916,1291122,0.318002,,37403.0,36552.0
917,1291123,,0.321338,34010.0,35506.0
918,1291124,,0.321868,34253.0,35690.0
919,1291125,,0.322053,34358.0,35673.0
920,1291126,0.317848,,37015.0,33610.0
921,1291127,0.326207,,34636.0,33656.0
922,1291128,0.326758,,34748.0,34284.0
923,1291131,0.327857,0.324317,35265.0,34949.0
924,1291137,0.317879,0.31864,37052.0,37804.0
925,1291138,0.322295,0.320528,37004.0,36806.0
926,1291139,0.322683,0.314026,36969.0,39858.0
927,1291142,0.317507,0.317872,36690.0,37253.0
928,1291144,0.315463,0.318859,36723.0,36062.0
929,1291145,0.318386,0.32169,36561.0,36441.0
930,1291146,0.31855,0.321655,36472.0,36419.0
931,1291147,,0.320552,34571.0,35789.0
932,1291148,,0.320076,28316.0,36540.0
933,1291149,0.318489,0.32169,36485.0,36441.0
934,1291150,0.318574,0.321668,36285.0,36386.0
935,1291151,0.318468,0.32169,36379.0,36441.0
936,1291152,0.318679,0.321833,36138.0,36556.0
937,1291153,0.318643,0.322138,36095.0,35777.0
938,1291158,0.320166,0.320777,35376.0,34967.0
939,1291159,,0.321323,35161.0,35234.0
940,1291160,,0.32098,34378.0,35406.0
941,1291161,,0.321835,31584.0,35167.0
942,1291162,,0.320809,31478.0,35129.0
943,1291163,,0.320918,27896.0,35730.0
944,1291164,,0.321128,28015.0,35601.0
945,1291165,,0.32174,28777.0,35235.0
946,1291166,,0.3215,33180.0,35085.0
947,1291167,0.317038,0.320393,36631.0,36584.0
948,1291168,,0.321409,33272.0,35122.0
949,1291169,,0.321432,29207.0,35023.0
950,1291170,0.32314,0.322732,34625.0,34847.0
951,1291171,0.32304,0.326148,34614.0,33705.0
952,1291172,0.325915,0.321316,34387.0,35150.0
953,1291173,0.326655,0.324396,34362.0,34182.0
954,1291174,0.327257,0.321685,34354.0,34956.0
955,1291176,,,30710.0,30885.0
956,1291180,0.326825,0.32197,35982.0,36029.0
957,1291181,0.326442,0.320792,36214.0,36705.0
958,1291182,0.326753,0.321792,35791.0,35695.0
959,1291183,0.3267,0.320574,36095.0,36826.0
960,1291198,0.321277,0.320951,36708.0,36916.0
961,1291199,0.321115,0.319804,36690.0,37580.0
962,1291219,0.318715,0.319395,36797.0,37404.0
963,1291220,0.318534,0.321007,36707.0,36585.0
964,1291401,0.317822,0.319376,37355.0,37002.0
965,1291402,0.317877,0.319618,37342.0,37065.0
966,1291501,0.325271,,34680.0,32882.0
967,1291551,0.32645,,34600.0,32933.0
968,1292100,,0.320529,32336.0,35960.0
969,1292101,,0.320655,34276.0,36268.0
970,1292102,,0.321052,34093.0,35949.0
971,1292103,,0.319159,32351.0,35994.0
972,1292104,,0.320737,33120.0,35935.0
973,1292105,,0.319159,32813.0,35994.0
974,1292122,,,34768.0,36476.0
975,1292123,,,33025.0,31752.0
976,1292145,,0.319177,36158.0,37528.0
977,1292146,,0.31966,31526.0,36191.0
978,1292149,,0.320664,27680.0,35635.0
979,1293100,,0.321232,33616.0,35328.0
980,1293101,,0.322064,34441.0,35033.0
981,1293102,,0.322787,34560.0,35118.0
982,1293103,0.32638,0.322173,33459.0,34928.0
983,1293104,0.32632,0.322173,33473.0,34928.0
984,1293105,0.326531,0.325317,33639.0,33533.0
985,1293106,0.326509,0.325034,33631.0,33307.0
986,1293107,0.325841,0.325096,33752.0,33533.0
987,1293108,0.32587,0.325169,33755.0,33342.0
988,1293109,0.325731,0.324422,33546.0,33497.0
989,1293110,0.325709,0.325166,33575.0,33345.0
990,1293111,0.325593,0.323525,33493.0,33824.0
991,1293112,0.325563,0.325221,33492.0,33423.0
992,1293113,0.325331,0.322857,33492.0,34113.0
993,1293114,0.325317,0.322857,33476.0,34113.0
994,1293115,0.32505,0.322766,33493.0,34186.0
995,1293116,0.324789,0.32129,33499.0,34956.0
996,1293117,0.325049,0.323768,33532.0,33821.0
997,1293118,0.325066,0.321716,33546.0,34777.0
998,1293119,0.324394,0.322977,33532.0,34414.0
999,1293120,0.323434,0.323616,33650.0,34182.0
1000,1293121,0.323772,0.322717,33587.0,34892.0
1001,1293123,0.326081,0.321243,33694.0,36069.0
1002,1293124,0.326074,0.320981,33754.0,36138.0
1003,1293126,,0.321244,33711.0,35881.0
1004,1293127,,,33297.0,35035.0
1005,1293130,0.326323,0.320628,33435.0,35591.0
1006,1293131,0.326379,0.32119,33458.0,36004.0
1007,1293132,0.324433,0.320337,33464.0,35728.0
1008,1293133,0.324866,0.321837,33482.0,35610.0
1009,1293134,0.323574,0.319563,33403.0,36298.0
1010,1293135,0.323797,0.321918,33378.0,35419.0
1011,1293136,0.323134,0.31791,33676.0,37233.0
1012,1293138,0.323137,0.314065,33678.0,38882.0
1013,1293139,0.326456,0.320768,33644.0,36228.0
1014,1293140,0.326814,,33574.0,35421.0
1015,1293150,,0.321121,26092.0,36138.0
1016,1293151,,0.318928,27930.0,37246.0
1017,1293152,0.320965,0.321029,34505.0,36381.0
1018,1293153,0.322575,0.320176,33930.0,36631.0
1019,1293155,,0.31948,29314.0,37232.0
1020,1293156,,0.321483,29782.0,35588.0
1021,1293157,,0.320927,29086.0,35935.0
1022,1293158,,0.320649,33897.0,36382.0
1023,1293159,,0.321783,34098.0,35767.0
1024,1293162,0.324248,0.321725,33682.0,35764.0
1025,1293163,0.324102,0.320671,33722.0,36825.0
1026,1293164,0.32594,0.321901,33519.0,35608.0
1027,1293165,0.325951,0.321702,33573.0,35723.0
1028,1293168,,0.322346,30351.0,35455.0
1029,1293173,0.323009,0.316798,33697.0,37257.0
1030,1294101,0.324674,0.320815,33879.0,35513.0
1031,1294102,0.324671,0.323147,33878.0,34032.0
1032,1294103,0.323251,0.318877,33734.0,36484.0
1033,1294104,0.323164,0.32312,33749.0,33856.0
1034,1294105,0.322583,0.3196,34092.0,35862.0
1035,1294106,0.322484,0.323359,34114.0,33719.0
1036,1294107,0.322185,0.320128,34573.0,35197.0
1037,1294108,0.322404,0.320575,34430.0,35181.0
1038,1294121,0.325504,0.321743,35152.0,35835.0
1039,1294122,0.325501,0.322205,35497.0,36342.0
1040,1294124,0.324044,0.321533,35389.0,36018.0
1041,1294132,0.32389,0.319453,35140.0,36724.0
1042,1294137,0.32316,0.318366,33655.0,37261.0
1043,1294139,0.323684,0.316867,33994.0,37647.0
1044,1294140,0.324001,0.320516,33985.0,36258.0
1045,1294141,0.323704,0.319772,34054.0,36754.0
1046,1294142,0.323947,0.320768,34737.0,36165.0
1047,1294143,0.324037,0.318053,34712.0,37218.0
1048,1294180,0.322171,0.302563,33821.0,44630.0
1049,1294191,0.324941,0.32048,33884.0,35453.0
1050,1294242,0.318991,0.315593,35294.0,38392.0
1051,1294502,0.323959,,33936.0,32146.0
1052,1294552,0.323959,0.322839,33936.0,34655.0
1053,1301101,0.306083,0.307432,45648.0,44361.0
1054,1301103,0.311117,0.308743,43009.0,42903.0
1055,1301104,0.307342,0.307154,44976.0,45074.0
1056,1301105,0.308813,0.302602,44538.0,45687.0
1057,1301106,0.307648,0.305905,44813.0,45738.0
1058,1301107,0.307973,0.307154,44641.0,45074.0
1059,1301108,0.307258,0.299123,45020.0,48487.0
1060,1301109,0.308471,0.303068,44377.0,47243.0
1061,1301110,0.308601,0.307502,44307.0,44925.0
1062,1301111,0.303769,0.303615,46872.0,46953.0
1063,1301112,0.312783,0.311868,40489.0,41360.0
1064,1301113,0.312711,0.311444,40542.0,41497.0
1065,1301122,0.313835,0.312304,40619.0,42187.0
1066,1301123,0.313547,0.313351,40688.0,40507.0
1067,1301124,0.313505,0.311458,40769.0,42196.0
1068,1301125,0.311923,0.313811,40761.0,40080.0
1069,1301126,0.312758,0.309696,40875.0,42730.0
1070,1301127,0.311036,0.301256,42883.0,46246.0
1071,1301128,0.311333,0.309497,42562.0,42751.0
1072,1301129,0.311855,0.303099,42378.0,45110.0
1073,1301131,0.303209,0.247684,47135.0,70946.0
1074,1301132,0.302236,0.25086,47626.0,69590.0
1075,1301133,0.304532,0.25086,46531.0,69590.0
1076,1301135,0.307086,0.303062,45279.0,47247.0
1077,1301136,0.307246,0.303615,45070.0,46953.0
1078,1301137,0.306505,0.307154,45420.0,45074.0
1079,1301140,0.307025,0.30864,45144.0,44354.0
1080,1301141,0.306284,0.306875,45537.0,44716.0
1081,1301142,0.303998,0.30571,46884.0,44305.0
1082,1301143,0.302071,0.294172,47752.0,49630.0
1083,1301144,0.311517,0.313829,42495.0,40228.0
1084,1301145,0.311149,0.304285,42639.0,44650.0
1085,1301146,0.310942,0.313358,42651.0,40396.0
1086,1301147,0.311485,0.309679,42683.0,42121.0
1087,1301148,0.313254,0.312016,41158.0,40928.0
1088,1301149,0.313625,0.309591,40783.0,42361.0
1089,1301153,0.306943,0.294189,45468.0,49622.0
1090,1301158,0.312665,0.311215,40582.0,42207.0
