stop_id,gini
1122414,0.329374
1122415,0.321922
1122416,0.328097
1122440,0.327493
1122441,0.327950
1122447,0.325324
1130101,0.315709
1130102,0.315588
1130103,0.320564
1130104,0.318169
1130105,0.312295
1130106,0.316206
1130107,0.316402
1130109,0.316637
1130110,0.316128
1130111,0.315331
1130112,0.315204
1130113,0.316189
1130115,0.314554
1130119,0.313380
1130122,0.316206
1130124,0.316844
1130139,0.317455
1130181,0.314957
1130182,0.315103
1130183,0.314352
1130184,0.316660
1130187,0.316068
1130188,0.315588
1130206,0.317405
1130432,0.313622
1130433,0.315853
1130434,0.317956
1130435,0.316928
1130436,0.314585
1130437,0.314733
1130438,0.316735
1130439,0.315424
1130440,0.316822
1130441,0.316396
1130442,0.322041
1130443,0.315245
1130444,0.319847
1130445,0.316882
1130446,0.320017
1130447,0.317943
1140102,0.320519
1140103,0.318647
1140104,0.318833
1140105,0.319168
1140106,0.319263
1140107,0.318823
1140108,0.322612
1140109,0.318936
1140110,0.321202
1140111,0.317146
1140112,0.318152
1140113,0.314749
1140114,0.317866
1140115,0.319498
1140116,0.319669
1140117,0.318728
1140118,0.318084
1140119,0.321063
1140120,0.319940
1140121,0.315103
1140122,0.320128
1140125,0.318129
1140126,0.318513
1140127,0.319848
1140129,0.318268
1140130,0.318981
1140131,0.318426
1140133,0.315118
1140156,0.316394
1140157,0.314252
1140165,0.316850
1140166,0.316116
1140196,0.322751
1140197,0.321742
1140199,0.321737
1140205,0.320138
1140216,0.319070
1140436,0.321282
1140437,0.318193
1140438,0.317955
1140439,0.318070
1140440,0.319398
1140441,0.319054
1140446,0.317040
1140447,0.323275
1140449,0.318644
1140450,0.323962
1140451,0.319107
1140452,0.326721
1140453,0.320872
1150101,0.318441
1150102,0.317672
1150107,0.314303
1150108,0.318047
1150109,0.312334
1150110,0.316848
1150111,0.309833
1150112,0.313062
1150113,0.310246
1150114,0.312665
1150116,0.311741
1150117,0.316708
1150118,0.317634
1150119,0.311739
1150120,0.316394
1150122,0.314869
1150123,0.316205
1150124,0.315603
1150125,0.315854
1150126,0.315913
1150127,0.315719
1150128,0.315603
1150129,0.315376
1150130,0.314873
1150131,0.312636
1150133,0.315704
1150134,0.318744
1150135,0.317787
1150145,0.316276
1150431,0.315763
1150432,0.317393
1150433,0.310641
1150434,0.315425
1150435,0.311742
1150436,0.311908
1150437,0.311163
1150438,0.312523
1160101,0.319309
1160104,0.319038
1160105,0.319938
1160107,0.319208
1160109,0.319204
1160111,0.319597
1160112,
1160113,0.319825
1160118,
1160127,0.319539
1160202,0.319366
1160206,
1160401,0.319539
1160402,0.319396
1160403,0.319963
1160404,0.319132
1160414,0.319177
1160415,0.319350
1171104,
1171105,
1171120,
1171121,
1171122,0.321122
1171124,
1171125,
1171126,
1171127,
1171130,
1171131,
1171134,0.322980
1171135,0.319998
1171150,
1171151,
1171152,
1171153,0.320959
1171154,
1171158,
1171180,
1171403,0.320960
1171404,0.320525
1171405,0.321167
1171406,0.323143
1171407,0.323293
1171408,
1171442,0.322336
1171444,0.323373
1171445,0.321526
1171457,0.321372
1171458,0.321661
1172114,
1172142,
1172143,
1172144,
1172145,
1172146,
1172503,
1172553,
1173102,0.324767
1173104,0.325313
1173105,
1173106,
1173107,0.321314
1173108,
1173111,0.324819
1173113,0.325297
1173123,
1173125,0.324378
1173127,
1173132,0.321133
1173133,
1173148,0.322548
1173403,0.326810
1173404,0.325951
1173416,0.323115
1173417,0.325719
1173418,0.326826
1173423,0.322860
1173424,0.324247
1173429,0.323772
1173430,0.325229
1173431,
1173432,0.326500
1173433,
1173434,0.326700
1173435,
1174101,
1174102,
1174112,0.320033
1174149,0.317642
1174401,
1174501,
1174502,
1174551,
1174552,
1180103,0.319409
1180105,0.319118
1180113,0.318494
1180115,0.318135
1180121,0.318948
1180203,0.319459
1180206,0.318873
1180214,0.318242
1180437,0.317553
1180438,0.317393
1180439,0.318460
1180440,0.315884
1180441,0.318984
1180442,0.318512
1180443,0.320252
1201107,0.316896
1201109,0.309923
1201111,0.311573
1201112,0.314132
1201113,0.316896
1201129,0.308906
1201130,0.317417
1201131,0.309273
1201132,0.313584
1201133,0.315532
1201134,0.314423
1201135,0.314002
1201136,0.316852
1201139,0.317060
1201140,0.310193
1201402,0.317156
1201403,0.317550
1201429,0.316042
1201430,0.317638
1201431,0.317002
1201432,0.316896
1201601,0.318726
1201602,0.316896
1203401,0.322959
1203402,0.318574
1203405,0.317774
1203406,0.314632
1203409,0.318576
1203410,0.315808
1203413,0.317774
1203415,0.321383
1203420,0.318723
1203422,0.316412
1204101,0.314416
1204105,0.310473
1204106,0.314416
1204107,0.313743
1204108,0.316190
1204109,0.309630
1204110,0.312653
1204111,0.308765
1204112,0.312860
1204113,0.311185
1204114,0.316190
1204115,0.312653
1204116,0.325116
1204117,0.309802
1204118,0.311070
1210101,0.328703
1210110,0.324015
1210111,0.330338
1210112,0.323551
1210114,0.323614
1210163,0.326291
1210164,0.331196
1220101,0.328154
1220102,0.324599
1220103,0.326748
1220104,0.325830
1220105,0.330828
1220106,0.325079
1220108,0.325104
1220110,0.326129
1220111,0.324033
1220112,0.326270
1220113,0.325247
1220114,0.326381
1220115,0.326335
1220117,0.326833
1220119,0.324659
1220120,0.322761
1220127,0.327741
1220128,0.331549
1220129,0.334463
1220130,0.331621
1220131,0.324179
1220134,0.327461
1220180,0.330763
1220181,0.326420
1220182,0.325364
1220184,0.325036
1220205,0.330361
1220207,0.324812
1220282,0.325555
1220402,0.328463
1220403,0.332690
1220404,0.332554
1220406,0.325299
1220407,0.323627
1220408,0.329191
1220409,0.326787
1220410,0.331151
1220411,0.331145
1220416,0.326967
1220417,0.324790
1220418,0.326064
1220419,0.327764
1220420,0.325172
1220421,0.326476
1220422,0.324097
1220423,0.322998
1220424,0.326259
1220425,0.323267
1220426,0.325032
1220427,0.325884
1220428,0.330767
1220429,0.329918
1220430,0.333421
1220431,0.330447
1220433,0.331544
1220434,
1220435,0.333272
1230101,0.332977
1230102,0.326133
1230103,0.330581
1230104,0.330526
1230109,0.329763
1230112,0.328319
1230113,0.331133
1230114,0.329932
1230405,0.333638
1230406,0.333341
1230407,0.334985
1230409,0.336182
1230410,0.331365
1232102,0.332407
1232104,0.330519
1240101,0.320093
1240103,0.327644
1240104,0.328659
1240105,0.325152
1240106,0.328866
1240107,0.323699
1240108,0.328180
1240109,0.323892
1240110,0.321879
1240112,0.324823
1240113,0.325528
1240114,0.323677
1240115,0.326393
1240118,0.328292
1240121,0.326898
1240122,0.327506
1240123,0.329262
1240131,0.328232
1240132,0.325898
1240133,0.330290
1240134,0.327282
1240180,0.321329
1240181,0.325504
1240418,0.330639
1240419,0.330678
1250101,0.315745
1250103,
1250104,0.321896
1250105,0.321889
1250106,0.326945
1250107,0.319853
1250108,0.323959
1250111,0.320699
1250112,0.324190
1250113,0.319810
1250114,0.322163
1250115,0.319644
1250116,0.322128
1250117,
1250118,0.321482
1250119,
1250120,0.320493
1250133,0.323848
1250180,0.323389
1250203,0.317854
1250425,0.320880
1250426,0.322535
1250427,0.321341
1250428,0.319966
1250429,0.320488
1250430,0.320646
1250431,0.320869
1250501,0.313548
1250551,0.316782
1260102,0.323028
1260103,0.324212
1260104,0.325193
1260105,0.323165
1260106,0.322354
1260107,0.321808
1260108,0.324131
1260109,0.321343
1260110,0.320202
1260111,0.321787
1260112,0.318146
1260113,0.321903
1260114,0.316919
1260115,0.321281
1260180,0.322778
1260192,0.318674
1270102,0.331375
1270103,0.326476
1270104,0.320544
1270105,0.326955
1270107,0.326908
1281105,0.307503
1281107,0.299113
1281108,0.320003
1281109,0.309467
1281110,0.311471
1281112,0.320864
1281114,
1281115,0.321027
1281116,0.314343
1281154,0.318126
1281155,0.320369
1281160,0.321364
1282100,
1282101,0.305246
1282102,0.309970
1282103,
1282104,
1282105,0.305413
1282106,
1282107,0.307150
1282136,
1282137,
1282139,
1282140,0.316495
1282141,
1282142,
1282143,
1282144,
1282145,
1282146,
1282147,
1282148,
1282149,
1282150,0.293704
1283130,
1283131,
1283132,
1283133,
1283187,0.314415
1284100,0.313670
1284101,0.312480
1284102,0.313730
1284103,0.307573
1284104,0.310862
1284105,0.315059
1284106,0.312204
1284108,0.313844
1284109,0.301661
1284113,0.312483
1284115,0.309833
1284116,0.318601
1284117,0.312157
1284118,0.314135
1284120,0.309797
1284121,0.315644
1284122,0.312769
1284123,0.313600
1284124,0.312485
1284125,0.310957
1284126,0.312226
1284127,0.310062
1284128,0.312593
1284129,0.312841
1284132,0.313919
1284133,0.313487
1284134,0.312585
1284135,0.313728
1284136,0.312615
1284137,0.312789
1284138,0.312743
1284139,0.313124
1284149,
1284150,0.317630
1284151,0.312223
1284152,0.317265
1284153,
1284154,0.317244
1284155,0.312850
1284156,0.316062
1284157,0.301661
1284158,0.303503
1284159,0.310016
1284167,0.312635
1284168,0.316376
1284169,0.313034
1284170,0.315305
1284171,0.314248
1284172,0.310630
1284174,0.313144
1284175,0.306225
1284178,0.313806
1284182,0.310212
1284186,0.306972
1284188,0.312818
1284189,0.313880
1285101,0.314359
1285102,0.318935
1285103,0.312809
1285104,0.314577
1285158,0.315063
1285159,0.320978
1285160,0.320615
1285161,0.320439
1285162,0.320002
1285163,0.320369
1285164,0.320244
1285165,0.320229
1285166,0.319614
1285183,0.320615
1285184,0.320002
1285501,0.309996
1285551,0.315220
1286100,
1286134,
1286135,
1286160,
1286161,
1286179,
1286180,
1286181,0.319465
1291100,0.322228
1291101,0.321256
1291102,0.320569
1291103,0.319818
1291104,0.321155
1291105,0.320052
1291106,0.320807
1291107,0.320162
1291108,0.321608
1291109,0.320783
1291110,0.321928
1291111,0.320381
1291112,0.321547
1291113,0.321922
1291114,0.322150
1291115,
1291116,0.322181
1291117,0.320566
1291118,
1291119,
1291120,0.321847
1291121,0.318779
1291122,
1291123,0.321338
1291124,0.321868
1291125,0.322053
1291126,
1291127,
1291128,
1291131,0.324317
1291137,0.318640
1291138,0.320528
1291139,0.314026
1291142,0.317872
1291144,0.318859
1291145,0.321690
1291146,0.321655
1291147,0.320552
1291148,0.320076
1291149,0.321690
1291150,0.321668
1291151,0.321690
1291152,0.321833
1291153,0.322138
1291158,0.320777
1291159,0.321323
1291160,0.320980
1291161,0.321835
1291162,0.320809
1291163,0.320918
1291164,0.321128
1291165,0.321740
1291166,0.321500
1291167,0.320393
1291168,0.321409
1291169,0.321432
1291170,0.322732
1291171,0.326148
1291172,0.321316
1291173,0.324396
1291174,0.321685
1291176,
1291180,0.321970
1291181,0.320792
1291182,0.321792
1291183,0.320574
1291198,0.320951
1291199,0.319804
1291219,0.319395
1291220,0.321007
1291401,0.319376
1291402,0.319618
1291501,
1291551,
1292100,0.320529
1292101,0.320655
1292102,0.321052
1292103,0.319159
1292104,0.320737
1292105,0.319159
1292122,
1292123,
1292145,0.319177
1292146,0.319660
1292149,0.320664
1293100,0.321232
1293101,0.322064
1293102,0.322787
1293103,0.322173
1293104,0.322173
1293105,0.325317
1293106,0.325034
1293107,0.325096
1293108,0.325169
1293109,0.324422
1293110,0.325166
1293111,0.323525
1293112,0.325221
1293113,0.322857
1293114,0.322857
1293115,0.322766
1293116,0.321290
1293117,0.323768
1293118,0.321716
1293119,0.322977
1293120,0.323616
1293121,0.322717
1293123,0.321243
1293124,0.320981
1293126,0.321244
1293127,
1293130,0.320628
1293131,0.321190
1293132,0.320337
1293133,0.321837
1293134,0.319563
1293135,0.321918
1293136,0.317910
1293138,0.314065
1293139,0.320768
1293140,
1293150,0.321121
1293151,0.318928
1293152,0.321029
1293153,0.320176
1293155,0.319480
1293156,0.321483
1293157,0.320927
1293158,0.320649
1293159,0.321783
1293162,0.321725
1293163,0.320671
1293164,0.321901
1293165,0.321702
1293168,0.322346
1293173,0.316798
1294101,0.320815
1294102,0.323147
1294103,0.318877
1294104,0.323120
1294105,0.319600
1294106,0.323359
1294107,0.320128
1294108,0.320575
1294121,0.321743
1294122,0.322205
1294124,0.321533
1294132,0.319453
1294137,0.318366
1294139,0.316867
1294140,0.320516
1294141,0.319772
1294142,0.320768
1294143,0.318053
1294180,0.302563
1294191,0.320480
1294242,0.315593
1294502,
1294552,0.322839
1301101,0.307432
1301103,0.308743
1301104,0.307154
1301105,0.302602
1301106,0.305905
1301107,0.307154
1301108,0.299123
1301109,0.303068
1301110,0.307502
1301111,0.303615
1301112,0.311868
1301113,0.311444
1301122,0.312304
1301123,0.313351
1301124,0.311458
1301125,0.313811
1301126,0.309696
1301127,0.301256
1301128,0.309497
1301129,0.303099
1301131,0.247684
1301132,0.250860
1301133,0.250860
1301135,0.303062
1301136,0.303615
1301137,0.307154
1301140,0.308640
1301141,0.306875
1301142,0.305710
1301143,0.294172
1301144,0.313829
1301145,0.304285
1301146,0.313358
1301147,0.309679
1301148,0.312016
1301149,0.309591
1301153,0.294189
1301158,0.311215
1301160,0.309724
1301171,0.311284
1301212,0.305241
1301213,0.311601
1301214,0.247664
1301215,0.312115
1301299,0.312053
1301450,0.310798
1301451,0.310829
1301452,0.306891
1301453,0.309550
1301454,0.298902
1301455,0.302808
1301456,0.300347
1302216,0.243822
1302217,0.307291
1302218,0.255465
1302219,0.305853
1303100,0.267669
1303102,0.267669
1303103,0.267669
1303104,0.267669
1303105,0.267669
1303107,0.267669
1303108,0.267669
1303111,0.255513
1303112,0.267669
1303113,0.267669
1303114,0.291159
1304102,0.316916
1304103,0.315134
1304104,0.315221
1304127,0.314328
1304128,0.311547
1304129,0.309656
1304130,0.317489
1304131,0.319141
1304132,0.319797
1304133,0.317580
1304134,0.317853
1304135,0.316033
1304136,0.315549
1304137,0.313756
1304138,0.318752
1304140,0.315184
1304141,0.318783
1304142,0.316740
1304143,0.315974
1304144,0.311734
1304150,0.316438
1304157,0.315592
1304159,0.317560
1304160,0.315959
1304162,0.315959
1305151,0.316795
1310101,0.306433
1310102,0.310873
1310103,0.303567
1310104,0.309220
1310105,0.303876
1310106,0.307095
1310109,0.297948
1310110,0.304800
1310111,0.300159
1310112,0.301363
1310113,0.303436
1310114,0.300978
1310115,0.305788
1310116,0.300979
1310117,0.313608
1310118,0.301676
1310119,0.309796
1310120,0.305788
1310121,0.308586
1310124,0.306357
1310126,0.297838
1310127,0.297866
1310128,0.303567
1310129,0.291217
1310130,0.300817
1310131,0.289989
1310133,0.295171
1310134,0.297205
1310137,0.302801
1310139,0.306209
1310140,0.297848
1310141,0.308972
1310142,0.301789
1310143,0.306802
1310145,0.306007
1310146,0.304548
1310200,0.299064
1310205,0.305851
1310225,0.306302
1310299,0.306154
1310601,0.317886
1310602,0.319511
1320101,0.321153
1320102,0.321831
1320103,0.320506
1320104,0.321828
1320105,0.321688
1320107,0.320294
1320108,0.320291
1320109,0.321306
1320111,0.321717
1320112,0.320216
1320113,0.320461
1320115,0.320433
1320117,0.321723
1320118,0.320696
1320119,0.320648
1320120,0.322029
1320123,0.321328
1320124,0.321705
1320125,0.320047
1320126,0.320023
1320127,0.321727
1320128,0.320127
1320129,0.320077
1320130,0.320054
1320131,0.320566
1320132,0.320811
1320133,0.321329
1320134,0.320384
1320135,0.320119
1320191,0.320606
1320199,0.297828
1320205,0.321384
1320206,0.321434
1320287,0.319902
1320288,0.321559
1320294,0.321882
1320297,0.321329
1331100,0.320735
1331102,0.321063
1331103,0.319981
1331104,0.320084
1331105,0.320639
1331106,0.319875
1331107,0.321251
1331108,0.320433
1331111,0.320816
1331112,0.318672
1331113,0.316901
1331114,0.319399
1331117,0.308283
1331118,0.312184
1331120,0.308508
1331121,0.312730
1331122,0.311205
1331124,0.311539
1331125,0.309380
1331140,0.320569
1331141,0.316327
1331145,0.313766
1331146,0.317427
1331147,0.312116
1331156,0.315402
1331164,0.319167
1331165,0.313988
1331166,0.318365
1331167,0.321875
1331168,0.308216
1331169,0.312582
1331192,0.308459
1331501,0.323043
1331551,0.321270
1332106,0.301906
1332107,0.311929
1332108,0.290965
1332109,0.320650
1332110,0.320898
1332111,0.320626
1332112,0.321090
1332115,0.306941
1332116,0.308959
1332117,0.306679
1332118,0.307586
1332119,0.308986
1332120,0.307334
1332121,0.311501
1332122,0.306941
1332123,0.311429
1332124,0.306679
1332129,0.309432
1332138,0.315086
1332159,0.311524
1332160,0.315220
1332161,0.309871
1332162,0.312470
1332163,0.311777
1332170,0.311168
1332171,0.308796
1332172,0.307581
1332173,0.309571
1333102,0.320296
1333103,0.320063
1333105,0.320163
1333106,0.320105
1333133,0.320819
1333134,0.321849
1333135,0.320229
1333136,0.321612
1333148,0.320236
1333149,0.321664
1333150,0.320163
1333151,0.320934
1333152,0.320154
1333153,0.320235
1333154,0.320163
1333155,0.320820
1333176,0.319824
1333177,0.320480
1333178,0.320163
1333179,0.320307
1333180,0.320093
1333181,0.319956
1333182,0.320061
1333184,0.320094
1333185,0.320216
1333502,0.322652
1333552,0.321826
1334115,0.309681
1334116,0.309865
1334123,0.310880
1334158,0.309663
1334166,0.310694
1334174,0.307581
1334175,0.308003
1334183,0.307333
1334188,0.306884
1334189,0.309802
1334190,0.307293
1335100,0.259738
1335101,0.258470
1341103,0.303103
1341104,0.286656
1341105,0.294621
1341108,0.275068
1341109,0.249179
1341116,0.250275
1341117,0.249605
1341118,0.294349
1341119,0.301224
1341120,0.295385
1341121,0.299374
1341122,0.285120
1341123,0.294393
1341124,0.268938
1341125,0.290853
1341126,0.268311
1341127,0.294295
1341128,0.271252
1341129,0.287468
1341130,0.269574
1341131,0.278424
1341132,0.265081
1341133,0.273484
1341135,0.248662
1341136,0.264192
1341137,0.267331
1341138,0.279545
1341139,0.248489
1341140,0.258815
1341143,0.247994
1341144,0.262060
1342101,0.297589
1342102,0.296714
1342110,0.309024
1342111,0.299776
1342112,0.307848
1342113,0.293821
1342114,0.305583
1342115,0.293821
1342116,0.303453
1342197,0.306699
1342198,0.276060
1342299,0.309441
1351101,0.255592
1351102,0.281716
1351103,0.260068
1351104,0.269162
1351105,0.259143
1351106,0.266876
1351107,0.262732
1351108,0.263466
1351109,0.263594
1351110,0.271285
1351112,0.260710
1351113,0.259751
1351114,0.265206
1351115,0.277049
1351116,0.268627
1351117,0.273354
1351122,0.267409
1351123,0.266844
1351124,0.258565
1351125,0.262368
1351127,0.264068
1351129,0.272300
1351132,0.275720
1352119,0.305954
1352134,0.271645
1352135,0.285245
1352136,0.265896
1352137,0.280541
1352138,0.270604
1352139,0.262758
1352142,0.275176
1352143,0.278685
1352144,0.260944
1352145,0.266645
1352146,0.271645
1352148,0.268846
1353117,0.299776
1353120,0.301897
1353121,0.283779
1353122,0.302428
1353123,0.288027
1354100,0.270552
1354101,0.261735
1354102,0.259738
1361103,0.319306
1361104,0.325611
1361105,0.320096
1361106,0.322856
1361107,0.319446
1361108,0.323882
1361112,0.320973
1361114,0.321365
1361115,0.317407
1361116,0.320817
1361117,0.318309
1361120,0.323899
1362101,0.320620
1362102,0.319674
1362103,0.318589
1362104,0.318905
1362105,0.318135
1362107,0.319548
1362108,0.319794
1362112,0.318183
1362113,0.317633
1362115,0.320103
1362116,0.319196
1362118,0.318194
1362119,0.322054
1362125,0.319782
1362127,0.319522
1362128,0.320228
1362129,0.318169
1362130,0.321318
1362131,0.319085
1362132,0.321147
1362133,0.318283
1362137,0.320045
1362138,0.319022
1362139,0.319292
1362140,0.319205
1362141,0.318728
1362142,0.323133
1362143,0.317803
1362144,0.319968
1362145,0.318685
1362146,0.319529
1362147,0.317662
1362148,0.319355
1362149,0.319103
1362150,0.320140
1362151,0.320483
1363101,0.323475
1364101,0.318621
1364102,0.322565
1364103,0.318406
1364104,0.320402
1364105,0.318403
1364106,0.320843
1370102,0.303188
1370103,0.305006
1370104,0.308511
1370106,0.303602
1370107,0.303302
1370108,0.306333
1370109,0.305638
1370110,0.305960
1370111,0.303905
1370112,0.304392
1370113,0.304503
1370114,0.302949
1370115,0.302430
1370116,0.302515
1370117,0.304013
1370118,0.304433
1370119,0.302257
1370120,0.304790
1370121,0.305449
1370122,0.302036
1370124,0.305694
1370125,0.302227
1370126,0.301208
1370127,0.304012
1370128,0.303405
1370501,0.305938
1370551,0.308077
1381101,0.307753
1381102,0.308644
1381103,0.307529
1381104,0.308019
1381105,0.307390
1381106,0.307781
1381107,0.307692
1381113,0.306120
1381120,0.307496
1381121,0.308456
1381123,0.307641
1381124,0.306940
1381126,0.305114
1381153,0.308692
1381154,0.306450
1381155,0.308676
1381156,0.307584
1382101,0.304580
1382102,0.310705
1382104,0.312996
1382111,0.306771
1382112,0.308366
1382113,0.305129
1382115,0.309155
1382116,0.309852
1382119,0.306646
1382120,0.305713
1382122,0.306109
1382123,0.309014
1382124,0.309318
1382128,0.303754
1382133,0.307561
1382135,0.307860
1382139,0.307075
1382140,0.308025
1382141,0.307170
1382142,0.307381
1382143,0.303107
1382144,0.305546
1382145,0.305332
1382146,0.305134
1382147,0.304954
1382148,0.304373
1382150,0.305232
1382151,0.309358
1382158,0.305078
1382159,0.305388
1382163,0.306285
1382164,0.306878
1382165,0.305318
1382166,0.305437
1382167,0.307467
1382168,0.307445
1382169,0.306913
1382170,0.308742
1382173,0.304274
1382174,0.306187
1382175,0.305193
1382176,0.305393
1382177,0.305666
1382178,0.306480
1382179,0.304845
1382185,0.306901
1382186,0.308127
1382187,0.305808
1382188,0.305280
1382501,0.307200
1382551,0.306138
1383100,0.307906
1383101,0.319661
1383102,0.319353
1383103,0.310100
1383104,0.306644
1383105,0.308045
1383106,0.307217
1383107,0.314174
1383108,0.321759
1383109,0.313502
1383110,0.320342
1383111,0.308440
1383112,0.317457
1383113,0.309502
1383114,0.317326
1383115,0.308283
1383116,0.306632
1383117,0.310077
1383118,0.310780
1383119,0.318799
1383120,0.310859
1383121,0.310542
1383122,0.310522
1383123,0.307182
1383124,0.310786
1383125,0.317167
1383126,0.306441
1383127,0.316827
1383128,0.304424
1383129,0.314344
