stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name,weighted_gini_walk,weighted_gini_multi,weighted_med_inc_walk,weighted_med_inc_multi
1293163,11.884,0.5007,143,7.904,3.503,5.361,1,7,27,4,203,9,79,58,36,424,0,1,5,0,49,3,17,10,7,92,3.698,8.186,0.001430023004483,0.0025728987993138,0.0996401501056193,0.0008342228667761,719,60.22682,24.90304,Teuvo Pakkalan tie,0.324102,0.320671,33722.0,36825.0
1291127,13.323,0.494,158,8.768,3.136,6.082,5,11,40,5,243,14,193,66,65,642,0,2,7,0,86,4,25,19,10,153,3.602,9.721,0.0225851188120867,0.0060034305317324,0.1208029348717883,0.2198111249869896,743,60.218752,24.892838,Huopalahden asema,0.326207,,34636.0,33656.0
1291128,13.242,0.4324,171,8.831,3.134,6.117,7,12,43,5,246,15,199,69,66,662,0,2,6,0,85,4,29,21,12,159,3.458,9.784,0.0225851188120867,0.0060034305317324,0.1208029348717883,0.2198111249869896,743,60.21847,24.89234,Huopalahden asema,0.326758,,34748.0,34284.0
1291501,11.605,0.5811,129,7.384,3.083,6.06,5,10,34,4,220,13,180,59,62,587,0,2,7,0,83,4,23,19,10,148,3.547,8.058,0.0225851188120867,0.0060034305317324,0.1208029348717883,0.2198111249869896,743,60.218387,24.893444,Huopalahti,0.325271,,34680.0,32882.0
1291551,13.511,0.6399,137,7.594,3.083,6.062,8,11,38,5,262,14,214,74,73,699,0,2,7,0,86,4,25,19,10,153,3.437,10.074,0.0225851188120867,0.0060034305317324,0.1208029348717883,0.2198111249869896,743,60.218369,24.893425,Huopalahti,0.32645,,34600.0,32933.0
1293126,12.045,0.4304,148,6.374,3.01,5.466,3,7,32,3,218,13,111,66,55,508,0,2,6,0,71,4,21,13,9,126,3.646,8.399000000000001,0.0017207251114289,0.0051457975986277,0.099452535992103,0.0124859820523332,748,60.22157,24.90292,Haagan ammattikoulu,,0.321244,33711.0,35881.0
1293127,11.285,0.1273,157,6.344,2.986,5.488,2,8,30,6,213,12,115,59,55,500,0,2,6,0,74,4,21,15,9,131,3.705,7.58,0.0017207251114289,0.0051457975986277,0.099452535992103,0.0124859820523332,748,60.22122,24.90266,Haagan ammattikoulu,,,33297.0,35035.0
1293105,3.593,0.5161,41,0.798,3.699,5.988,1,5,9,0,88,5,44,17,20,189,0,3,7,0,77,2,21,11,9,130,3.331,0.262,0.0001993704598375,0.0017152658662092,0.0901756503594391,0.0024191909259526,715,60.225235,24.89203,Ohjaajantie,0.326531,0.325317,33639.0,33533.0
1293106,1.195,0.3822,19,0.104,3.708,5.992,0,1,2,0,28,1,8,6,6,52,0,3,7,0,76,2,21,11,9,129,3.318,-2.123,0.0001993704598375,0.0017152658662092,0.0901756503594391,0.0024191909259526,715,60.225299,24.891935,Ohjaajantie,0.326509,0.325034,33631.0,33307.0
1293107,4.013,0.4764,49,0.92,3.972,6.212,3,5,10,0,94,5,47,22,25,211,0,2,5,0,64,2,19,12,9,113,3.151,0.8620000000000001,3.808476241331133e-05,0.0017152658662092,0.082734313316606,0.0007341569273709,730,60.226617,24.887637,Ohjaajantie,0.325841,0.325096,33752.0,33533.0
1293108,1.416,0.291,21,0.142,3.96,6.206,0,1,2,0,32,1,8,7,6,57,0,2,6,0,65,2,20,12,9,116,3.194,-1.778,3.808476241331133e-05,0.0017152658662092,0.082734313316606,0.0007341569273709,730,60.226521,24.887764,Ohjaajantie,0.32587,0.325169,33755.0,33342.0
1293113,6.87,0.4541,89,3.596,3.867,5.811,3,5,17,2,142,8,66,35,35,313,0,2,6,0,54,2,24,11,9,108,3.235,3.635,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.228064,24.894627,Näyttelijäntie,0.325331,0.322857,33492.0,34113.0
1293114,6.87,0.4541,89,3.596,3.86,5.792,3,5,17,2,142,8,66,35,35,313,0,3,6,0,53,2,27,11,9,111,3.257,3.613,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.228105,24.894975,Näyttelijäntie,0.325317,0.322857,33476.0,34113.0
1293115,7.011,0.4446,90,4.043,4.068,5.937,3,5,17,2,142,8,66,36,35,314,0,3,5,0,52,1,27,12,8,108,3.123,3.888,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.22942,24.89216,Adolf Lindforsin tie,0.32505,0.322766,33493.0,34186.0
1293116,7.252,0.4343,94,4.377,4.014,5.854,3,5,17,2,144,8,66,36,35,316,0,3,6,0,53,1,36,11,11,121,3.233,4.019,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.229336,24.89367,Adolf Lindforsin tie,0.324789,0.32129,33499.0,34956.0
1293119,7.415,0.4278,99,4.871,3.933,5.713,3,5,19,2,149,8,76,41,37,340,0,3,6,0,52,2,37,11,16,127,3.364,4.051,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.229291,24.896231,Näyttelijäntie,0.324394,0.322977,33532.0,34414.0
1293132,9.262,0.5095,123,5.18,4.001,5.769,3,6,23,2,162,11,75,46,38,366,1,4,7,0,53,2,36,11,18,132,3.349,5.913,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.22969,24.89518,Ohjaajantie,0.324433,0.320337,33464.0,35728.0
1293133,11.055,0.3925,133,6.085,3.939,5.794,3,7,29,3,209,13,111,58,53,486,1,3,7,0,52,3,36,11,17,130,3.438,7.616999999999999,0.0003012910033246,0.0051457975986277,0.091582868106221,0.0065489239867878,727,60.22891,24.89482,Ohjaajantie,0.324866,0.321837,33482.0,35610.0
1293120,6.869,0.4312,85,4.749,3.927,5.539,3,5,18,1,139,8,73,39,36,322,0,3,6,0,46,1,36,10,10,112,3.251,3.618,0.0002735465267909,0.0025728987993138,0.091554004926862,0.0004285938620849,732,60.230133,24.899283,Ida Aalbergin tie,0.323434,0.323616,33650.0,34182.0
1293136,11.059,0.4694,136,7.653,4.44,6.079,3,7,27,3,193,10,96,53,44,436,1,4,9,0,61,2,33,16,21,147,3.562,7.497,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.232533,24.889442,Näyttelijäntie,0.323134,0.31791,33676.0,37233.0
1293138,11.046,0.6549,130,7.466,4.508,6.166,3,8,27,1,194,13,77,53,44,420,1,4,9,0,55,2,33,15,21,140,3.423,7.622999999999999,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.23275,24.88788,Näyttelijäntie,0.323137,0.314065,33678.0,38882.0
1293173,8.781,0.5518,104,4.697,4.44,6.068,3,6,22,1,161,12,67,40,36,348,1,4,9,0,61,2,33,16,19,145,3.554,5.227,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.232603,24.889643,Näyttelijäntie,0.323009,0.316798,33697.0,37257.0
1294137,11.571,0.5759,125,8.648,4.524,6.16,3,8,29,2,202,10,108,57,49,468,1,4,9,0,55,2,32,15,22,140,3.34,8.231,0.0003178778998397,0.0051457975986277,0.0958748705059185,0.0172697094814697,718,60.23296,24.88799,Näyttelijäntie,0.32316,0.318366,33655.0,37261.0
1294139,10.619,0.6307,124,9.573,4.526,6.488,3,8,27,1,188,11,80,53,45,416,3,4,6,0,52,3,30,13,20,131,3.518,7.101,0.0009137041008319,0.0034305317324185,0.1014761532208307,0.063888503988902,724,60.23079,24.8821,Lassila,0.323684,0.316867,33994.0,37647.0
1294141,11.201,0.5814,116,8.76,4.525,6.508,4,8,30,1,202,8,110,55,47,465,2,3,5,0,49,2,32,14,16,123,3.506,7.695,0.0009137041008319,0.0034305317324185,0.1014761532208307,0.063888503988902,724,60.23063,24.88174,Lassila,0.323704,0.319772,34054.0,36754.0
1293134,10.31,0.5435,123,7.554,4.254,5.939,3,8,26,0,188,11,88,49,45,418,1,4,9,0,57,2,35,14,20,142,3.223,7.087000000000001,0.0001574239495934,0.0025728987993138,0.0879972306347393,0.001691891664359,725,60.23137,24.89199,Näyttelijäntie 22,0.323574,0.319563,33403.0,36298.0
1293135,10.672,0.4325,132,6.976,4.201,5.9,3,7,28,3,204,10,103,57,48,463,1,4,7,0,56,2,33,15,19,137,3.176,7.496,0.0001574239495934,0.0025728987993138,0.0879972306347393,0.001691891664359,725,60.23103,24.89271,Näyttelijäntie 22,0.323797,0.321918,33378.0,35419.0
1331102,5.897,0.4274,69,2.888,4.968,6.177,3,5,17,0,126,8,59,27,36,281,3,3,13,0,59,5,37,15,26,161,3.691,2.2060000000000004,0.0003075174146979,0.0034305317324185,0.0980014700625565,0.0069889623620864,780,60.23774,24.8882,Pelimannintie,0.31775,0.321063,35164.0,34531.0
1331103,7.968,0.4752,107,4.707,4.972,6.196,3,7,23,0,153,11,69,42,38,346,3,3,13,0,60,5,37,15,26,162,3.632,4.336,0.0003075174146979,0.0034305317324185,0.0980014700625565,0.0069889623620864,780,60.23768,24.88785,Pelimannintie,0.317906,0.319981,35069.0,35687.0
1331114,7.556,0.4798,93,4.791,4.865,6.029,3,6,21,0,141,9,68,37,37,322,3,3,13,0,46,5,37,14,26,147,3.469,4.087,0.0001102834567367,0.0017152658662092,0.0903860789150382,0.0,781,60.237424,24.890818,Pelikuja,0.31685,0.319399,35976.0,35899.0
1293121,7.579,0.4356,102,2.882,3.754,5.422,1,6,15,2,152,6,66,38,34,320,0,2,5,0,43,2,18,9,7,86,3.283,4.295999999999999,0.000570062683654,0.0017152658662092,0.0907744262582401,1.5214089228179436e-06,733,60.22898,24.901535,Teuvo Pakkalan tie,0.323772,0.322717,33587.0,34892.0
1293100,7.752,0.2799,100,3.313,3.027,5.357,0,5,19,3,159,6,49,35,25,301,0,2,6,0,59,4,21,12,7,111,3.357,4.395,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.222307,24.904608,Haagan terveysasema,,0.321232,33616.0,35328.0
1293101,6.198,0.2645,71,2.732,3.098,5.305,0,4,16,3,130,6,35,28,20,242,0,2,6,0,58,4,21,11,7,109,3.673,2.5250000000000004,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.223226,24.905178,Nuijamiestentie,,0.322064,34441.0,35033.0
1293102,7.117,0.2979,89,3.261,3.093,5.296,0,5,19,3,141,6,48,35,23,280,0,2,6,0,54,4,20,11,7,104,3.64,3.477,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.223223,24.905342,Nuijamiestentie,,0.322787,34560.0,35118.0
1293158,9.013,0.3967,110,4.372,3.145,5.238,1,7,21,3,167,7,57,42,34,339,0,2,6,0,46,4,19,12,7,96,3.747,5.266,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.22399,24.90612,Santavuorentie,,0.320649,33897.0,36382.0
1293159,8.511,0.2039,102,3.358,3.175,5.243,1,6,23,6,170,9,67,44,41,367,0,2,5,0,46,4,19,12,7,95,3.738,4.773,0.0018027501143909,0.0042881646655231,0.099828473413379,0.00413165439183,749,60.22425,24.90594,Santavuorentie,,0.321783,34098.0,35767.0
1293151,4.296,0.5174,54,1.325,2.619,5.248,1,2,15,5,76,6,52,28,29,214,0,2,6,0,51,3,19,11,8,100,3.51,0.7860000000000005,0.0008437436719123,0.0025728987993138,0.0929900312525394,0.0022456713822959,750,60.21912,24.90824,Metsäläntie,,0.318928,27930.0,37246.0
1293155,7.234,0.5207,84,4.036,2.582,5.231,6,3,23,6,135,10,104,43,55,385,0,2,5,0,45,3,16,11,8,90,3.212,4.022,0.0008437436719123,0.0025728987993138,0.0929900312525394,0.0022456713822959,750,60.21887,24.90872,Metsäläntie,,0.31948,29314.0,37232.0
1281112,11.622,0.5774,136,7.279,3.588,4.421,1,7,24,3,204,8,77,55,34,413,0,2,4,1,36,1,12,8,8,72,3.7,7.922,0.0010151501723827,0.0051457975986277,0.0932587022898661,0.0051387125236171,1081,60.23075,24.91943,Pirkkola,0.311555,0.320864,38797.0,36641.0
1281114,11.804,0.7135,115,6.687,3.589,4.388,0,6,22,2,184,10,68,46,27,365,0,2,4,1,36,1,12,8,8,72,3.772,8.032,0.0010151501723827,0.0051457975986277,0.0932587022898661,0.0051387125236171,1081,60.23083,24.92003,Pirkkola,0.311266,,39012.0,38359.0
1281115,10.876,0.4676,135,5.232,3.545,4.595,1,7,23,3,190,8,75,56,36,399,0,1,4,1,41,1,14,10,9,81,3.62,7.255999999999999,0.000552501303863,0.0017152658662092,0.0922664308823036,0.0,1082,60.22997,24.91637,Pirkkolan urheilup.,0.314866,0.321027,37069.0,36377.0
1281116,10.589,0.7039,103,6.026,3.543,4.524,0,6,22,2,172,10,64,44,25,345,0,1,4,1,34,1,10,10,6,67,3.424,7.165000000000001,0.000552501303863,0.0017152658662092,0.0922664308823036,0.0,1082,60.23012,24.91764,Pirkkolan urheilup.,0.314897,0.314343,36950.0,39527.0
1294103,7.282,0.5559,90,3.787,4.633,6.41,3,6,20,0,141,9,65,37,31,312,3,4,11,0,50,4,35,13,24,144,3.273,4.009,0.0002247285280873,0.0025728987993138,0.0927969518073576,0.0051281296240402,721,60.232546,24.883469,Laurinmäenkuja,0.323251,0.318877,33734.0,36484.0
1294104,3.387,0.5848,34,1.098,4.677,6.456,3,4,6,0,63,2,38,18,24,158,3,4,11,0,48,4,35,13,25,143,3.219,0.1680000000000001,0.0002247285280873,0.0025728987993138,0.0927969518073576,0.0051281296240402,721,60.232737,24.882643,Laurinmäenkuja,0.323164,0.32312,33749.0,33856.0
1294105,5.781,0.5591,65,3.249,4.829,6.734,3,6,19,0,120,9,63,32,30,282,2,1,10,0,53,3,24,15,14,122,3.646,2.135,4.286524989457407e-05,0.0025728987993138,0.084935562497751,0.0034216977451247,782,60.232475,24.877616,Niittykulmantie,0.322583,0.3196,34092.0,35862.0
1294106,3.064,0.588,30,1.012,4.849,6.761,3,4,6,0,59,2,35,17,24,150,2,2,10,0,55,3,30,15,14,131,3.684,-0.6200000000000001,4.286524989457407e-05,0.0025728987993138,0.084935562497751,0.0034216977451247,782,60.232502,24.877133,Niittykulmantie,0.322484,0.323359,34114.0,33719.0
1294101,6.215,0.4668,66,2.414,4.292,6.337,3,6,18,0,127,5,66,37,33,295,0,3,6,0,48,1,28,11,8,105,3.257,2.958,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.229233,24.884949,Killinkipolku,0.324674,0.320815,33879.0,35513.0
1294102,3.964,0.4852,37,1.942,4.296,6.341,3,5,13,0,90,5,51,25,30,222,0,3,6,0,49,1,29,11,8,107,3.247,0.7170000000000001,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.229251,24.884878,Killinkipolku,0.324671,0.323147,33878.0,34032.0
1294191,5.419,0.4845,56,2.165,4.219,6.319,3,6,18,0,116,5,63,31,32,274,0,3,6,0,47,1,25,13,8,103,3.221,2.1979999999999995,0.0007872333718507,0.0008576329331046,0.0994355151918306,0.0,722,60.228558,24.885355,Hopeatien palv.talo,0.324941,0.32048,33884.0,35453.0
1294140,8.236,0.5072,94,6.41,4.426,6.429,4,9,30,1,157,11,143,46,42,443,2,3,6,0,49,3,32,14,19,128,3.534,4.702000000000001,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.23009,24.88322,Pohjois-Haagan asema,0.324001,0.320516,33985.0,36258.0
1294502,9.169,0.6932,93,5.795,4.436,6.415,5,8,27,1,176,10,166,45,48,486,2,4,6,0,49,3,31,12,20,127,3.45,5.719,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.230293,24.883444,Pohjois-Haaga,0.323959,,33936.0,32146.0
1294552,6.073,0.605,64,3.173,4.436,6.415,4,8,23,1,137,8,131,33,41,386,2,4,6,0,49,3,31,12,20,127,3.45,2.623,0.0044646817877708,0.0034305317324185,0.1104251098101047,0.0733858591716841,723,60.230293,24.883444,Pohjois-Haaga,0.323959,0.322839,33936.0,34655.0
1331100,6.475,0.3909,77,3.123,5.391,6.711,3,6,19,0,131,7,64,32,36,298,3,2,9,0,61,5,29,14,27,150,3.214,3.261,0.0010352953390116,0.0042881646655231,0.1066645337370784,0.0372347648505463,793,60.23927,24.878825,Kannelmäen terv.as.,0.31689,0.320735,33988.0,34683.0
1331501,6.634,0.6893,67,3.815,5.485,6.826,4,8,28,1,147,10,137,37,44,416,3,2,8,0,69,6,31,15,29,163,3.358,3.276,0.0010352953390116,0.0042881646655231,0.1066645337370784,0.0372347648505463,793,60.2396,24.876817,Kannelmäki,0.31786,0.323043,33965.0,34702.0
1331551,4.023,0.6595,46,2.05,5.485,6.826,3,5,16,0,99,5,50,19,29,226,3,2,8,0,69,6,31,15,29,163,3.358,0.6649999999999996,0.0010352953390116,0.0042881646655231,0.1066645337370784,0.0372347648505463,793,60.2396,24.876817,Kannelmäki,0.31786,0.32127,33965.0,33946.0
1294142,10.144,0.5572,103,4.668,4.532,6.8,4,5,21,1,189,5,93,49,45,412,0,2,4,0,45,2,19,13,10,95,3.595,6.549,0.0001745928291481,0.0017152658662092,0.0929528382154813,0.0511834979843778,866,60.22844,24.87667,Vaakatie,0.323947,0.320768,34737.0,36165.0
1294143,10.873,0.657,114,7.879,4.511,6.778,3,7,23,2,195,8,95,48,48,429,0,2,4,0,44,2,21,15,10,98,3.661,7.212,0.0001745928291481,0.0017152658662092,0.0929528382154813,0.0511834979843778,866,60.22838,24.87708,Vaakatie,0.324037,0.318053,34712.0,37218.0
1293111,6.351,0.464,75,3.248,3.958,5.96,3,5,16,1,132,8,63,33,34,295,0,2,5,0,53,1,18,11,9,99,3.059,3.292,5.605859116848201e-05,0.0017152658662092,0.0839173417008545,0.0009995621567408,726,60.228125,24.891918,Pastori Jussilainen,0.325593,0.323525,33493.0,33824.0
1293112,3.031,0.4714,32,0.613,3.96,5.955,1,4,7,0,82,4,41,15,20,174,0,2,5,0,54,2,18,11,9,101,3.109,-0.0779999999999998,5.605859116848201e-05,0.0017152658662092,0.0839173417008545,0.0009995621567408,726,60.22818,24.892014,Pastori Jussilainen,0.325563,0.325221,33492.0,33423.0
1293109,4.857,0.5148,57,1.915,4.02,6.092,3,5,14,0,109,7,54,28,28,248,0,2,5,0,60,1,18,12,9,107,3.025,1.8320000000000003,1.660198299172211e-05,0.0017152658662092,0.077435921000382,2.434254276508709e-05,731,60.22794,24.889558,Tolarintie,0.325731,0.324422,33546.0,33497.0
1293110,1.589,0.4441,24,0.172,4.055,6.141,0,2,4,0,36,1,10,8,6,67,0,2,5,0,56,1,15,11,8,98,2.887,-1.298,1.660198299172211e-05,0.0017152658662092,0.077435921000382,2.434254276508709e-05,731,60.227987,24.88867,Tolarintie,0.325709,0.325166,33575.0,33345.0
1293117,5.612,0.4505,67,2.707,4.136,6.039,3,5,14,0,117,7,55,30,30,261,0,3,6,0,51,1,29,12,9,111,3.125,2.487,6.450649800630089e-05,0.0017152658662092,0.0838991646593308,0.0,728,60.229512,24.890307,Adolf Lindforsin tie,0.325049,0.323768,33532.0,33821.0
1293118,6.76,0.4476,81,4.243,4.252,6.117,3,5,16,1,135,8,63,34,34,299,0,3,6,0,50,1,30,11,11,112,2.969,3.791,6.450649800630089e-05,0.0017152658662092,0.0838991646593308,0.0,729,60.230265,24.888827,Adolf Lindforsin tie,0.325066,0.321716,33546.0,34777.0
1291100,6.351,0.2608,89,2.86,3.247,6.407,0,4,14,2,129,6,61,31,24,271,0,2,6,0,83,3,30,24,12,160,3.329,3.022,0.0058848432617301,0.0034305317324185,0.1089548458070072,0.0080555905254724,741,60.217243,24.88758,Riistavuorenkuja,0.32757,0.322228,35235.0,35479.0
1291115,12.029,0.2934,164,8.478,3.226,6.368,4,10,39,5,222,14,177,65,62,598,0,2,6,1,87,4,31,24,12,167,3.44,8.589,0.0058848432617301,0.0034305317324185,0.1089548458070072,0.0080555905254724,741,60.21736,24.88825,Riistavuori,0.327128,,35215.0,35216.0
1291116,7.856,0.2734,105,4.633,3.231,6.359,0,5,21,4,158,8,68,41,31,336,0,2,6,0,85,4,32,24,12,165,3.468,4.388,0.0058848432617301,0.0034305317324185,0.1089548458070072,0.0080555905254724,741,60.21749,24.88834,Riistavuori,0.327141,0.322181,35202.0,35499.0
1291180,8.12,0.621,60,3.436,3.269,6.653,1,6,19,2,191,4,89,43,43,398,0,2,7,2,83,3,32,18,12,159,3.421,4.699,0.0013825035253115,0.0025728987993138,0.0923324140271539,0.0069921262779712,735,60.21517,24.88415,Karvaamokuja,0.326825,0.32197,35982.0,36029.0
1291181,8.816,0.6828,92,4.343,3.339,6.677,1,6,24,6,169,8,94,48,42,398,0,1,6,2,82,2,33,18,10,154,3.319,5.497000000000001,0.0013825035253115,0.0025728987993138,0.0923324140271539,0.0069921262779712,735,60.215735,24.883378,Karvaamokuja,0.326442,0.320792,36214.0,36705.0
1291182,7.456,0.5398,58,3.447,3.705,6.679,1,5,12,1,173,4,72,36,38,342,0,0,5,0,70,1,28,18,5,127,3.387,4.069000000000001,0.0002624782814248,0.0017152658662092,0.0853472956688749,0.0019802013780543,854,60.21988,24.88124,Valimokuja,0.326753,0.321792,35791.0,35695.0
1160111,6.363,0.3436,53,3.228,1.638,6.179,1,3,19,5,111,5,66,36,35,281,0,1,8,3,48,3,19,21,12,115,3.543,2.8200000000000003,0.0010573119126104,0.0017152658662092,0.0846447720375679,0.001712321203778,736,60.2026,24.90502,Kiskontie,0.318326,0.319597,37095.0,36932.0
1160112,10.025,0.4147,114,6.729,1.67,6.203,5,4,26,6,182,9,137,52,63,484,0,1,8,3,43,3,18,21,9,106,3.486,6.539,0.0010573119126104,0.0017152658662092,0.0846447720375679,0.001712321203778,736,60.20265,24.90444,Kiskontie,0.318313,,37118.0,36495.0
1160105,12.744,0.5157,165,6.694,1.986,6.361,6,7,31,7,228,13,146,65,74,577,0,1,9,3,57,2,18,18,11,119,3.326,9.418,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.20414,24.89932,Ruskeasuo,0.318352,0.319938,37156.0,36834.0
1160107,12.911,0.5307,167,8.376,1.956,6.466,18,7,38,9,241,23,208,67,126,737,0,1,10,3,57,3,24,21,16,135,3.413,9.498,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.20246,24.89911,Ruskeasuo,0.319705,0.319208,37142.0,37804.0
1160127,10.463,0.4496,134,5.005,1.886,6.369,6,4,24,6,187,11,122,55,65,480,0,1,9,3,51,3,20,19,13,119,3.478,6.984999999999999,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.20293,24.90058,Ruskeasuo,0.318721,0.319539,37199.0,37051.0
1160206,14.886,0.2838,210,7.21,2.021,6.303,9,9,39,9,261,17,213,70,92,719,0,1,10,3,57,1,15,18,11,116,3.284,11.602,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.20521,24.89933,Ruskeasuo,0.317693,,37078.0,35292.0
1160401,10.463,0.4496,134,5.005,2.016,6.461,6,4,24,6,187,11,122,55,65,480,0,1,10,3,56,2,24,19,13,128,3.314,7.148999999999999,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.203227,24.89831,Ruskeasuo,0.318929,0.319539,37324.0,37051.0
1160402,11.441,0.4755,145,5.515,1.993,6.443,7,5,28,8,197,13,142,60,77,537,0,1,11,3,58,3,27,22,14,139,3.519,7.922000000000001,0.0058112760732578,0.0060034305317324,0.0924646638443329,0.0126929225421909,760,60.203193,24.898717,Ruskeasuo,0.319035,0.319396,37261.0,37369.0
1160113,8.004,0.3606,81,4.163,1.492,6.024,1,4,22,6,149,8,95,45,40,370,0,1,8,3,45,3,18,17,10,105,3.413,4.590999999999999,0.0001863926140211,0.0008576329331046,0.0780339420140845,0.0,737,60.20294,24.9079,Invalidisäätiö,0.318148,0.319825,37137.0,36911.0
1291401,2.823,0.5398,32,0.403,2.398,6.633,1,1,12,5,54,2,31,19,26,151,0,2,12,4,76,3,26,21,18,162,3.481,-0.6579999999999999,0.0001925694759529,0.0017152658662092,0.078054909016708,0.001712321203778,738,60.205452,24.89235,Haapalahdenkatu,0.317822,0.319376,37355.0,37002.0
1291402,7.938,0.5179,90,4.294,2.377,6.623,5,3,23,5,151,10,98,47,50,392,0,2,12,4,74,3,27,20,18,160,3.472,4.465999999999999,0.0001925694759529,0.0017152658662092,0.078054909016708,0.001712321203778,738,60.205337,24.892668,Haapalahdenkatu,0.317877,0.319618,37342.0,37065.0
1160403,3.829,0.4536,40,1.546,2.177,6.534,1,1,14,5,67,3,43,27,26,187,0,2,11,4,66,2,28,21,15,149,3.514,0.3150000000000004,0.0010584008704237,0.0017152658662092,0.0846571055319636,0.0034216977451247,759,60.20413,24.89576,Kytösuontie,0.318583,0.319963,37478.0,36892.0
1160404,9.662,0.5143,112,5.76,2.183,6.549,7,4,24,5,177,10,124,52,67,470,0,2,11,4,66,2,28,21,15,149,3.52,6.142000000000001,0.0010584008704237,0.0017152658662092,0.0846571055319636,0.0034216977451247,759,60.204017,24.895583,Kytösuontie,0.31861,0.319132,37517.0,37358.0
1291114,5.605,0.1973,82,1.972,3.371,6.405,0,3,12,1,115,4,57,30,19,241,0,2,7,0,76,3,30,20,12,150,3.299,2.3060000000000005,0.0013233688592705,0.0017152658662092,0.0983581708592968,0.0,739,60.218612,24.886913,Riistavuorenkuja,0.327937,0.32215,35338.0,35460.0
1291131,3.706,0.2683,56,0.98,3.422,6.382,0,2,7,1,96,4,36,25,14,185,0,2,7,0,81,3,31,21,11,156,3.251,0.455,0.0013233688592705,0.0017152658662092,0.0983581708592968,0.0,739,60.21935,24.886973,Riistavuorenkuja,0.327857,0.324317,35265.0,34949.0
1291172,5.951,0.2879,87,3.289,3.132,5.953,0,4,14,3,122,4,39,26,18,230,0,2,6,0,89,4,24,19,10,154,3.544,2.407,8.06044990091158e-05,0.0025728987993138,0.0776376983050532,0.0017522710948015,740,60.219671,24.894778,Eliel Saarisen tie,0.325915,0.321316,34387.0,35150.0
1291173,3.73,0.379,55,1.013,3.17,5.981,0,2,6,1,85,4,26,18,12,154,0,2,8,0,87,4,27,19,11,158,3.604,0.1259999999999999,8.06044990091158e-05,0.0025728987993138,0.0776376983050532,0.0017522710948015,740,60.219858,24.894173,Eliel Saarisen tie,0.326655,0.324396,34362.0,34182.0
1291174,5.043,0.315,75,2.462,3.318,6.085,0,2,8,1,108,4,33,21,15,192,0,2,6,0,89,4,28,21,11,161,3.579,1.464,1.421505824195103e-05,0.0008576329331046,0.0720398902995494,0.0,744,60.220608,24.891903,Laajasuon puisto,0.327257,0.321685,34354.0,34956.0
1291170,5.843,0.2612,75,2.674,2.991,5.752,0,4,14,3,118,4,38,24,18,223,0,2,5,0,85,4,20,17,9,142,3.55,2.293,8.676070334364353e-05,0.0017152658662092,0.0831249324366358,0.0010199041794627,745,60.21966,24.898517,Mäkipellontie,0.32314,0.322732,34625.0,34847.0
1291171,2.121,0.3004,23,0.405,2.995,5.747,0,2,5,0,65,4,17,15,6,114,0,2,6,0,84,4,20,17,9,142,3.545,-1.424,8.676070334364353e-05,0.0017152658662092,0.0831249324366358,0.0010199041794627,745,60.219725,24.898578,Mäkipellontie,0.32304,0.326148,34614.0,33705.0
