stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,total_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,total_walk15,walk_area,area_difference,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,cluster,stop_lat,stop_lon,stop_name,weighted_gini_walk,weighted_gini_multi,weighted_med_inc_walk,weighted_med_inc_multi
1431102,6.356,0.8787,57,2.679,4.926,4.684,25,6,36,1,197,10,233,45,92,645,1,3,10,0,109,0,32,9,15,179,2.482,3.874,0.0001373342448955,0.0017152658662092,0.0956224021174895,0.0049120722682182,319,60.19172,25.02131,Kipparlahti,0.30827,0.322045,43455.0,38029.0
1420117,8.88,0.8134,89,4.189,4.472,4.912,29,12,60,4,259,12,313,60,140,889,1,0,1,0,44,1,4,6,4,61,2.021,6.859000000000001,0.0002491371520374,0.0034305317324185,0.092449950714594,0.0050952579658154,390,60.18864,25.01154,Tupasaari,0.29916,0.319527,50731.0,37446.0
1420118,7.717,0.8638,70,4.115,4.419,4.87,37,7,51,1,249,15,301,57,144,862,1,0,1,0,37,1,5,6,4,55,2.089,5.628,0.0002491371520374,0.0034305317324185,0.092449950714594,0.0050952579658154,390,60.18896,25.01072,Tupasaari,0.299932,0.321121,50196.0,38483.0
1434101,10.673,0.8084,125,7.721,5.061,4.682,37,16,66,5,304,16,426,72,165,1107,2,3,10,0,122,1,37,13,15,203,2.731,7.942,6.317595776848535e-05,0.0017152658662092,0.0878375864034872,0.0001378991152914,320,60.19212,25.02393,Kipparlahti,0.308476,0.318167,42806.0,38056.0
1433108,5.299,0.58,57,1.826,5.74,4.765,3,6,21,3,153,2,105,30,37,360,2,3,9,0,130,1,45,18,15,223,3.465,1.8340000000000003,0.0001090567078563,0.0025728987993138,0.0955988013600767,0.0026969067988952,362,60.19382,25.03673,Puusepänportti,0.309254,0.31321,38620.0,37180.0
1420136,3.002,0.8619,32,0.717,4.53,4.811,3,1,9,1,121,2,47,14,18,216,1,1,2,0,51,1,5,7,5,73,2.235,0.7669999999999999,2.9339829760303492e-08,0.0008576329331046,0.0630085365216208,0.0,391,60.189673,25.013165,Rantatöyry,0.301179,0.302618,49330.0,49072.0
1433107,5.686,0.5253,67,2.573,5.832,4.601,2,4,13,1,187,3,54,38,24,326,2,3,10,0,128,1,43,20,18,225,3.352,2.334,2.580518374618269e-05,0.0017152658662092,0.0884527236455608,0.0003833085783041,378,60.196002,25.03878,Työnjohtajankatu,0.310312,0.302185,37197.0,44419.0
1431180,10.074,0.8095,116,7.731,5.695,4.274,37,16,65,5,303,16,417,70,163,1092,0,3,9,1,79,1,35,19,15,162,3.087,6.987,0.000116588439819,0.0017152658662092,0.0991385914624803,0.0,323,60.19873,25.03652,Konemestarinkatu,0.311299,0.318761,36399.0,38229.0
1431104,13.513,0.8047,153,12.747,5.365,4.549,45,25,91,5,375,23,601,85,215,1465,2,3,10,0,133,1,42,17,17,225,3.291,10.222,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19447,25.03007,Herttoniem,0.312629,0.318187,38255.0,38472.0
1431106,13.017,0.7207,156,12.606,5.415,4.559,43,23,88,5,353,22,548,75,207,1364,2,3,10,0,134,1,42,17,17,226,3.298,9.719,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19456,25.03099,Herttoniem,0.312551,0.315652,38194.0,39494.0
1431107,12.629,0.7745,144,12.768,5.378,4.528,43,23,87,5,344,22,547,73,207,1351,2,3,10,0,134,1,42,17,18,227,3.308,9.321,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19473,25.03036,Herttoniem,0.312652,0.314938,38233.0,39671.0
1431108,12.398,0.7773,141,11.776,5.44,4.479,43,23,88,5,342,22,551,73,207,1354,2,3,10,0,131,1,41,17,18,223,3.247,9.151,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19547,25.03161,Herttoniem,0.312442,0.316239,37879.0,38989.0
1431139,12.245,0.7681,143,11.901,5.42,4.476,43,23,87,5,342,22,547,73,207,1349,2,3,10,0,132,1,41,17,19,225,3.228,9.017,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19542,25.03125,Herttoniemi,0.312447,0.316464,37919.0,39010.0
1431140,12.222,0.7799,137,11.882,5.447,4.377,43,23,87,5,342,22,547,73,207,1349,2,3,10,1,115,1,37,17,16,202,3.084,9.138,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19654,25.03189,Hiihtäjäntie,0.312807,0.316456,37620.0,39017.0
1431183,13.304,0.7074,158,12.621,5.427,4.548,43,23,87,5,357,22,548,73,207,1365,2,3,10,0,133,1,42,17,18,226,3.238,10.066,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19472,25.03124,Herttoniem,0.312607,0.315662,38160.0,39485.0
1431185,12.757,0.7452,150,12.338,5.437,4.541,43,23,87,5,345,22,548,73,207,1353,2,3,10,0,133,1,40,17,18,224,3.253,9.504,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19483,25.03145,Herttoniem,0.31256,0.315641,38143.0,39467.0
1431187,13.513,0.8047,153,12.747,5.354,4.599,45,25,91,5,375,23,601,85,215,1465,2,3,9,0,133,1,41,16,15,220,3.169,10.344,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19392,25.02975,Herttoniemi,0.312546,0.318187,38498.0,38472.0
1431188,13.042,0.7781,150,12.43,5.45,4.531,43,23,89,5,362,23,549,73,210,1377,2,3,10,0,134,1,40,17,18,225,3.214,9.828,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19499,25.03171,Herttoniem,0.312472,0.315544,38083.0,39069.0
1431189,12.527,0.7731,147,12.062,5.458,4.517,43,23,87,5,345,22,547,74,207,1353,2,3,9,0,128,1,38,14,15,210,2.782,9.745,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.19516,25.03188,Herttoniem,0.31255,0.31559,38340.0,39475.0
1431601,16.756,0.7526,203,14.904,5.412,4.523,44,24,92,5,394,23,562,88,217,1449,2,3,10,0,132,1,41,17,17,223,3.124,13.632,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.194914,25.031012,Herttoniemi,0.312544,0.317395,38301.0,38619.0
1431602,16.452,0.8536,236,16.392,5.412,4.523,74,32,114,7,510,37,839,118,367,2098,2,3,10,0,132,1,41,17,17,223,3.124,13.328,0.0005295351483382,0.0077186963979416,0.1054066972543298,0.1940309525602007,364,60.194914,25.031012,Herttoniemi,0.312544,0.319272,38301.0,38795.0
1431133,5.048,0.4112,52,2.254,5.879,3.342,1,7,21,3,109,3,94,32,35,305,0,0,2,1,42,2,12,9,5,73,3.44,1.608,5.3838668694518415e-06,0.0017152658662092,0.0921274423635719,0.0033765756692895,370,60.209329,25.037957,Siilitie 9,0.316915,0.318756,34312.0,35621.0
1431134,7.614,0.6376,94,5.008,5.878,3.355,15,11,39,5,207,8,174,47,68,574,0,0,2,1,43,2,11,10,5,74,3.42,4.194,5.3838668694518415e-06,0.0017152658662092,0.0921274423635719,0.0033765756692895,370,60.209183,25.037994,Siilitie 9,0.316931,0.315701,34304.0,37467.0
1432152,1.618,0.9018,14,0.091,6.954,5.345,2,3,8,0,84,1,28,12,10,148,2,0,2,0,49,2,14,11,4,84,3.002,-1.3839999999999997,3.076257761366467e-07,0.0017152658662092,0.0708106904650659,0.0102297572861991,325,60.19461,25.05887,Satumaanpolku,0.289746,0.307675,47342.0,38310.0
1432155,4.427,0.6754,49,1.394,6.884,5.306,2,3,13,0,181,3,51,30,23,306,2,0,3,0,56,2,16,12,4,95,3.064,1.3629999999999995,3.076257761366467e-07,0.0017152658662092,0.0708106904650659,0.0102297572861991,325,60.19456,25.05759,Satumaanpolku,0.29016,0.307668,47029.0,39423.0
1432151,6.465,0.6786,62,4.272,6.588,5.165,13,8,31,4,218,6,141,41,52,514,2,1,6,0,80,2,34,18,8,151,3.231,3.234,1.6877450637577951e-06,0.0017152658662092,0.0761520040980229,0.0119244105153895,327,60.19416,25.05217,Roihuvuorentie,0.292902,0.310347,45080.0,40379.0
1432157,4.205,0.6576,48,0.732,6.651,5.099,2,5,12,1,131,2,44,23,18,238,2,0,3,0,62,2,23,14,5,111,3.224,0.981,1.6943277874721882e-06,0.0017152658662092,0.0765937268823236,0.0053002562261979,326,60.19536,25.0535,Porolahden koulu,0.294025,0.315845,44015.0,35690.0
1432158,4.648,0.7026,62,1.223,6.644,5.104,2,5,13,1,164,3,53,26,21,288,2,0,4,0,62,2,25,14,5,114,3.19,1.4579999999999995,1.6943277874721882e-06,0.0017152658662092,0.0765937268823236,0.0053002562261979,326,60.19525,25.05336,Porolahden koulu,0.294292,0.313183,43846.0,37148.0
1432112,3.668,0.5334,38,0.748,6.711,4.924,2,5,12,1,94,2,41,21,17,195,1,0,2,0,53,2,21,14,4,97,3.395,0.2730000000000001,3.449049794235454e-07,0.0034305317324185,0.0737358608117096,0.0060072991013221,328,60.197833,25.054813,Keijukaistenpolku,0.29749,0.316369,42027.0,35430.0
1432159,4.596,0.6645,49,1.264,6.769,4.942,2,5,12,1,107,2,47,24,19,219,0,0,2,0,53,2,20,14,4,95,3.289,1.307,3.449049794235454e-07,0.0034305317324185,0.0737358608117096,0.0060072991013221,328,60.19806,25.05587,Keijukaistenpolku,0.298644,0.318942,41535.0,35530.0
1432160,4.638,0.6724,53,1.069,6.713,4.954,2,5,13,1,161,3,52,27,21,285,1,0,2,0,51,2,21,14,4,95,3.375,1.263,3.449049794235454e-07,0.0034305317324185,0.0737358608117096,0.0060072991013221,328,60.1975,25.05482,Keijukaistenpolku,0.296968,0.315948,42361.0,36171.0
1433156,8.173,0.6746,84,5.435,6.271,5.083,20,8,40,4,258,13,213,52,96,704,2,3,8,0,110,1,40,18,12,194,3.284,4.889,9.260082151055252e-06,0.0034305317324185,0.0823531843041624,0.020274482834565,343,60.19313,25.04621,Porolahti,0.300217,0.312809,41827.0,39551.0
1433173,5.2,0.7121,66,1.851,6.283,5.092,2,5,14,1,170,3,56,31,23,305,2,3,8,0,106,1,40,20,12,192,3.326,1.874,9.260082151055252e-06,0.0034305317324185,0.0823531843041624,0.020274482834565,343,60.1931,25.04642,Porolahti,0.299937,0.313662,41986.0,37174.0
1432154,3.064,0.6469,30,0.569,6.568,4.865,2,1,8,0,83,2,31,18,9,154,2,0,3,0,60,2,26,15,5,113,3.224,-0.1600000000000001,7.389162758300827e-08,0.0017152658662092,0.0686722670369205,0.0,330,60.197495,25.052206,Tuhkimontie,0.300356,0.315772,39840.0,35334.0
1432161,4.932,0.6957,55,1.536,6.983,4.849,2,7,17,2,113,2,66,27,26,262,0,0,2,0,58,2,17,12,4,95,3.237,1.6950000000000005,1.128561329191834e-07,0.0034305317324185,0.0738483273296302,0.0045081940230166,352,60.20088,25.05972,Vuorenpeikontie,0.308412,0.319118,37793.0,35511.0
1432162,4.44,0.6767,51,0.963,6.971,4.855,2,5,13,1,156,3,53,26,21,280,0,0,2,0,58,2,17,12,4,95,3.233,1.2070000000000003,1.128561329191834e-07,0.0034305317324185,0.0738483273296302,0.0045081940230166,352,60.2007,25.05952,Vuorenpeikontie,0.308207,0.315752,37749.0,35908.0
1432116,3.288,0.6326,33,0.643,6.501,4.925,2,3,11,0,89,2,38,19,14,178,2,1,5,0,63,2,32,14,7,126,3.174,0.1139999999999998,7.389162758300827e-08,0.0017152658662092,0.0686722670369205,0.0,329,60.19635,25.050907,Jättiläisenpolku,0.298791,0.315324,40986.0,35503.0
1440103,2.103,0.8264,17,0.418,6.761,5.597,2,3,8,0,64,1,28,11,9,126,2,0,1,0,62,1,12,13,2,93,2.575,-0.472,6.187789900491113e-11,0.0017152658662092,0.05235428837719,0.001712321203778,331,60.19022,25.05435,Kummeltie,0.284082,0.286584,52289.0,50197.0
1440104,1.482,0.6434,12,0.355,6.756,5.585,0,0,0,0,23,1,7,6,0,37,2,0,1,0,60,1,12,12,1,89,2.582,-1.1,6.187789900491113e-11,0.0017152658662092,0.05235428837719,0.001712321203778,331,60.19033,25.05429,Kummeltie,0.284053,0.278234,52174.0,54083.0
1440105,2.018,0.8552,15,0.375,7.029,5.723,2,3,8,0,64,1,28,11,9,126,2,0,0,0,34,1,7,10,0,54,2.517,-0.4990000000000001,3.3973512400428057e-10,0.0017152658662092,0.0552440539379924,0.0034216977451247,335,60.19054,25.05932,Leppisaarenkuja,0.28345,0.287557,52558.0,49614.0
1440106,1.717,0.777,12,0.328,6.975,5.691,2,1,5,0,47,1,20,10,4,90,2,0,0,0,36,1,9,10,0,58,2.433,-0.7159999999999997,3.3973512400428057e-10,0.0017152658662092,0.0552440539379924,0.0034216977451247,335,60.19055,25.05834,Leppisaarenkuja,0.282645,0.284036,53090.0,51067.0
1432110,1.628,0.9302,10,0.103,7.227,5.439,2,3,8,0,63,1,28,11,9,125,0,0,2,0,52,2,8,10,4,78,2.812,-1.184,5.6074313703917453e-08,0.0017152658662092,0.066162012784361,0.0085321593945774,332,60.19561,25.06393,Ruonasalmi,0.291098,0.301769,47446.0,41214.0
1432111,3.719,0.725,42,1.466,7.159,5.371,2,3,12,0,155,3,44,26,19,264,0,0,2,0,56,2,9,11,4,84,2.877,0.8420000000000001,5.6074313703917453e-08,0.0017152658662092,0.066162012784361,0.0085321593945774,332,60.1959,25.06273,Ruonasalmi,0.292005,0.306381,46673.0,40174.0
1440109,2.547,0.8254,34,0.371,7.309,5.643,2,3,9,0,122,2,38,20,14,210,0,0,2,0,42,2,6,10,3,65,2.397,0.1500000000000003,1.0221912566602617e-08,0.0017152658662092,0.0620794652490507,0.0068316168405244,333,60.19371,25.06513,Mäntypaadentie,0.285254,0.300569,50557.0,42700.0
1440107,2.135,0.8986,19,0.208,7.182,5.715,2,3,8,0,88,1,28,13,10,153,0,0,0,0,35,1,5,9,0,50,2.486,-0.3510000000000004,1.863496278385168e-09,0.0017152658662092,0.0584655814104016,0.0051281296240402,334,60.19178,25.06243,Pellonperäntie,0.284059,0.292694,51669.0,46840.0
1440108,1.773,0.8772,11,0.294,7.179,5.706,2,3,8,0,53,1,27,11,9,114,1,0,0,0,38,1,6,9,0,55,2.483,-0.7100000000000002,1.863496278385168e-09,0.0017152658662092,0.0584655814104016,0.0051281296240402,334,60.19187,25.0624,Pellonperäntie,0.28409,0.288932,51566.0,48401.0
1456197,2.702,0.1434,27,0.49,6.566,3.554,0,0,3,0,49,2,20,15,4,93,0,0,2,1,25,1,12,8,1,50,2.687,0.0150000000000001,4.841464421743088e-09,0.0017152658662092,0.0663774380516241,0.001712321203778,336,60.2124,25.04932,Levytie,0.313619,0.309824,35224.0,34694.0
1456198,3.361,0.2716,34,0.626,6.449,3.616,2,1,8,1,85,2,33,21,9,162,0,0,2,1,31,1,12,9,2,58,2.766,0.5950000000000002,2.6519866333324573e-08,0.0017152658662092,0.0710922869704333,0.0034216977451247,337,60.2107,25.04788,Laippatie,0.312424,0.31194,35018.0,35112.0
1456194,2.064,0.3741,17,0.561,6.752,3.915,0,0,3,0,40,2,16,12,4,77,0,0,4,1,35,2,19,8,4,73,2.843,-0.7789999999999999,1.451630212849781e-07,0.0017152658662092,0.07651807128485,0.0051281296240402,340,60.20997,25.05373,Pulttitie,0.311135,0.308663,34855.0,34414.0
1456195,3.607,0.3351,37,0.692,6.744,3.948,2,3,11,1,91,2,42,22,14,188,0,0,4,1,37,2,19,8,4,75,2.893,0.7140000000000004,1.451630212849781e-07,0.0017152658662092,0.07651807128485,0.0051281296240402,340,60.209516,25.053738,Putkitie,0.310939,0.311617,34823.0,35297.0
1456107,3.489,0.5482,29,1.955,7.014,4.158,1,1,3,0,38,0,20,9,8,80,0,3,5,1,39,3,23,8,7,89,3.199,0.29,1.1798079332339397e-05,0.0034305317324185,0.0979188868738293,0.0233282827732986,338,60.20955,25.05867,Roihupelto,0.313347,0.315443,34772.0,35437.0
1456118,4.709,0.8696,38,2.539,7.018,4.108,1,2,6,0,50,0,24,15,7,105,0,0,3,0,38,2,20,7,6,76,3.199,1.5099999999999998,1.1798079332339397e-05,0.0034305317324185,0.0979188868738293,0.0233282827732986,338,60.2102,25.05852,Roihupelto,0.312864,0.316206,34850.0,35785.0
1453105,3.005,0.4685,28,0.714,7.468,4.589,1,0,3,0,44,1,17,10,4,80,2,3,16,2,30,3,70,9,19,154,2.839,0.1659999999999999,1.1131897529449791e-05,0.0034305317324185,0.0953321380368965,0.0062126420661369,393,60.20879,25.06718,Ratasmyllyntie,0.320934,0.313623,34758.0,35428.0
1453106,6.833,0.6126,58,3.284,7.459,4.575,3,7,26,4,132,5,101,32,34,344,2,3,16,2,31,3,70,9,19,155,2.861,3.972,1.1131897529449791e-05,0.0034305317324185,0.0953321380368965,0.0062126420661369,393,60.20887,25.06699,Ratasmyllyntie,0.320818,0.314432,34752.0,36184.0
1453127,3.005,0.4685,28,0.714,7.419,4.516,1,0,3,0,44,1,17,10,4,80,2,3,16,2,28,3,67,8,18,147,2.824,0.181,1.1131897529449791e-05,0.0034305317324185,0.0953321380368965,0.0062126420661369,393,60.20922,25.06617,Varikkotie,0.320612,0.313623,34810.0,35428.0
1453185,3.005,0.4685,28,0.714,7.441,4.487,1,0,3,0,44,1,17,10,4,80,2,3,15,2,28,3,63,9,16,141,2.69,0.3149999999999999,1.1131897529449791e-05,0.0034305317324185,0.0953321380368965,0.0062126420661369,393,60.20982,25.06637,Varikkotie,0.320323,0.313623,34766.0,35428.0
1456153,5.985,0.7337,65,2.881,6.913,4.097,2,6,22,3,136,4,98,32,33,336,0,0,3,0,44,2,21,8,4,82,3.323,2.6620000000000004,2.667983395389073e-06,0.0017152658662092,0.0872899211637419,7.459811492526694e-05,339,60.209323,25.056896,Roihupelto,0.312147,0.312545,34786.0,36839.0
1433120,6.601,0.3959,67,4.556,6.676,4.147,1,4,14,1,132,3,47,29,22,253,0,0,3,1,47,2,20,12,5,90,3.084,3.517,3.9642161868793694e-06,0.0034305317324185,0.0895502027228523,0.0182701710101656,369,60.20661,25.05334,Pikkupurontie,0.309292,0.313648,34916.0,35209.0
1433121,7.555,0.7418,83,4.753,6.662,4.139,5,9,32,5,185,6,135,44,48,469,0,0,3,1,47,2,19,13,5,90,3.093,4.462,3.9642161868793694e-06,0.0034305317324185,0.0895502027228523,0.0182701710101656,369,60.20659,25.05309,Pikkupurontie,0.309167,0.313396,34948.0,36628.0
1432122,4.666,0.5126,53,1.282,6.88,4.315,2,5,13,2,106,2,51,27,21,229,0,0,3,0,44,2,22,11,4,86,2.968,1.6980000000000004,7.947964574082172e-07,0.0034305317324185,0.082828671361589,0.0163176831085606,358,60.20641,25.0571,Prinsessantie,0.310802,0.314798,34786.0,35183.0
1432123,6.62,0.5546,72,3.857,6.887,4.317,4,6,22,3,140,4,102,35,34,350,0,0,3,0,43,2,22,10,4,84,2.95,3.67,7.947964574082172e-07,0.0034305317324185,0.082828671361589,0.0163176831085606,358,60.20645,25.05722,Prinsessantie,0.310979,0.313086,34782.0,35888.0
1456196,2.064,0.3741,17,0.561,6.776,3.798,0,0,3,0,40,2,16,12,4,77,0,0,2,0,25,1,13,6,1,48,2.535,-0.4710000000000001,8.564785297517457e-10,0.0008576329331046,0.0622424034780509,0.0,341,60.21155,25.05357,Tulppatie,0.311425,0.308663,35177.0,34414.0
1440101,2.081,0.7723,17,0.516,6.523,5.5,2,3,8,0,53,1,27,11,9,114,2,1,5,0,84,1,27,17,8,145,2.921,-0.8399999999999999,1.0919956307557224e-11,0.0008576329331046,0.0497475567485115,0.0,342,60.18986,25.04989,Väylänsuu,0.28896,0.285941,49627.0,50448.0
1440102,1.484,0.675,12,0.175,6.462,5.45,2,0,0,0,22,1,6,5,0,36,2,2,5,0,88,1,30,18,10,156,2.977,-1.493,1.0919956307557224e-11,0.0008576329331046,0.0497475567485115,0.0,342,60.19008,25.04885,Väylänsuu,0.290914,0.278058,48501.0,54702.0
1434154,9.323,0.6527,94,6.71,5.826,4.906,28,11,55,4,266,14,274,58,134,844,2,3,9,0,132,1,47,19,15,228,3.46,5.863,2.5460826860059395e-05,0.0025728987993138,0.0893711298670767,0.0421392417693891,363,60.19273,25.03804,Linnanrakentajantie,0.307485,0.312789,39675.0,40463.0
1434177,5.595,0.5968,79,2.437,5.852,5.281,2,4,13,1,182,3,48,30,23,306,2,3,9,0,113,0,40,14,14,195,2.601,2.994,2.9445524412305623e-05,0.0034305317324185,0.0892681440064325,0.0391356024362623,346,60.188834,25.037202,Kerttulinkuja,0.306493,0.308985,41866.0,42997.0
1434178,7.638,0.4852,86,5.274,5.84,5.238,13,8,30,4,229,7,137,47,49,524,2,3,9,0,114,0,40,14,14,196,2.698,4.94,2.9445524412305623e-05,0.0034305317324185,0.0892681440064325,0.0391356024362623,346,60.189238,25.037143,Kerttulinkuja,0.305965,0.307113,41888.0,43529.0
1434179,3.633,0.6665,37,1.027,5.816,5.448,2,3,11,0,150,2,41,23,20,252,2,3,9,0,104,0,34,12,13,177,2.116,1.517,5.371653758450738e-06,0.0017152658662092,0.0821377981573289,0.007206382305567,349,60.186889,25.035663,Killingholmankuja,0.309652,0.307466,40951.0,43853.0
1434180,5.335,0.4687,68,2.086,5.828,5.438,2,4,14,1,186,4,54,37,24,326,2,3,9,0,104,0,35,12,13,178,2.176,3.159,5.371653758450738e-06,0.0017152658662092,0.0821377981573289,0.007206382305567,349,60.187048,25.035956,Killingholmankuja,0.309282,0.303227,41107.0,44518.0
1434172,7.458,0.5133,84,5.18,5.681,5.296,13,8,29,4,221,7,137,45,49,513,2,3,9,0,112,0,38,12,14,190,2.181,5.277,2.6478864653196254e-05,0.0017152658662092,0.0887567545471839,0.0,350,60.187968,25.03367,Sorsavuorenkatu,0.30981,0.306909,40399.0,43680.0
1433113,11.215,0.6839,134,8.499,5.641,4.751,36,15,64,5,314,18,385,66,163,1066,2,3,9,0,131,1,45,15,15,221,3.487,7.728,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.19352,25.03487,Laivalahdenportti,0.310015,0.313785,38699.0,39895.0
1434102,9.743,0.609,105,6.975,5.66,4.927,28,11,57,4,285,15,276,58,137,871,2,3,9,0,125,1,40,16,15,211,3.111,6.632,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.191765,25.03475,Hitsaajankatu,0.309194,0.312728,39392.0,40180.0
1434103,7.89,0.5216,84,5.28,5.684,4.873,13,8,32,4,241,8,139,46,52,543,2,3,9,0,126,1,44,16,15,216,3.261,4.629,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.192429,25.035368,Hitsaajankatu,0.309357,0.306211,39134.0,43401.0
1434112,11.269,0.3756,130,7.74,5.648,4.779,13,8,36,4,290,10,147,56,52,616,2,3,9,0,128,1,43,16,15,217,3.307,7.962,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.19326,25.03494,Laivalahdenportti,0.309552,0.308811,39054.0,42074.0
1434167,8.142,0.5487,89,5.748,5.631,4.948,13,8,32,4,244,9,139,47,52,548,2,3,9,0,125,1,40,16,14,210,2.936,5.206,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.19142,25.03411,Sisselenpolku,0.309621,0.305806,39362.0,43761.0
1434168,9.103,0.5062,100,5.935,5.655,4.947,20,8,40,4,271,12,209,52,96,712,2,3,9,0,124,1,40,16,15,210,2.966,6.137,0.0001206761229276,0.0060034305317324,0.0968336192109777,0.1276653372876256,361,60.19153,25.03457,Sisselenpolku,0.309513,0.3108,39272.0,41015.0
1434183,3.287,0.7781,36,1.047,5.549,5.342,3,3,10,0,138,2,43,20,16,235,2,3,9,0,104,0,36,11,14,179,1.873,1.414,1.0073386675513264e-06,0.0017152658662092,0.0760672578248057,0.0055455926943361,348,60.18699,25.030746,Reginankuja,0.31241,0.305304,39536.0,45286.0
1434184,4.438,0.51,59,1.677,5.581,5.379,2,4,13,1,165,2,48,29,24,288,2,3,9,0,101,0,32,11,13,171,1.864,2.574,1.0073386675513264e-06,0.0017152658662092,0.0760672578248057,0.0055455926943361,348,60.186718,25.031206,Reginankuja,0.312741,0.305046,39656.0,44312.0
1432180,4.07,0.8438,44,1.188,7.323,5.022,3,5,16,1,104,2,53,24,21,229,0,0,2,0,59,1,11,13,4,90,2.874,1.1960000000000002,6.407241169701804e-08,0.0017152658662092,0.0750890746708712,0.0013583980824243,351,60.20174,25.0658,Kreijarinkuja,0.316511,0.321662,36467.0,34824.0
1432181,3.973,0.6889,41,0.936,7.257,4.964,2,5,12,1,95,2,43,19,17,196,0,0,2,0,57,1,10,13,5,88,2.882,1.0909999999999995,6.407241169701804e-08,0.0017152658662092,0.0750890746708712,0.0013583980824243,351,60.20187,25.0646,Kreijarinkuja,0.315962,0.319438,36291.0,35545.0
1432178,4.217,0.8149,43,1.627,7.105,4.847,2,7,18,1,106,3,62,22,26,247,0,0,3,0,54,1,13,12,4,87,3.046,1.1709999999999998,3.1268985602954883e-08,0.0017152658662092,0.0710531631730299,0.0004438938393104,353,60.20195,25.06185,Roihuvuoren kirkko,0.312598,0.320677,36722.0,35327.0
1432179,4.214,0.6795,47,0.977,7.091,4.834,2,5,12,1,130,2,42,22,18,234,0,0,3,0,54,1,13,12,4,87,3.054,1.1600000000000006,3.1268985602954883e-08,0.0017152658662092,0.0710531631730299,0.0004438938393104,353,60.20199,25.0616,Roihuvuoren kirkko,0.312252,0.317677,36806.0,35729.0
1455158,3.715,0.8701,44,1.162,7.743,5.257,1,4,11,1,83,3,38,19,17,177,0,4,10,1,62,2,36,11,18,144,2.931,0.7839999999999998,3.310113383648408e-07,0.0017152658662092,0.0802266936296418,0.0028666787185695,503,60.20285,25.07329,Tulisuonkuja,0.327352,0.32305,34978.0,34338.0
1455159,4.131,0.8072,42,1.464,7.758,5.255,2,7,17,1,105,3,61,22,25,243,0,4,10,1,63,2,38,11,20,149,2.934,1.197,3.310113383648408e-07,0.0017152658662092,0.0802266936296418,0.0028666787185695,503,60.20303,25.07354,Tulisuonkuja,0.327867,0.320531,34823.0,35363.0
1432107,4.66,0.5288,52,1.28,7.046,4.657,2,5,13,2,106,2,51,27,21,229,0,0,3,0,49,1,16,10,4,83,2.484,2.176,2.016776827416101e-07,0.0034305317324185,0.0774049713916688,0.0057062127950826,354,60.203773,25.060594,Prinssintie,0.31261,0.314799,34645.0,35181.0
1432125,4.553,0.4674,53,1.155,6.974,4.625,2,3,13,1,104,2,48,24,18,215,0,0,3,0,52,1,21,10,4,91,2.881,1.6720000000000002,2.016776827416101e-07,0.0034305317324185,0.0774049713916688,0.0057062127950826,354,60.20352,25.05932,Prinssintie,0.312141,0.312711,35098.0,35062.0
1432164,4.396,0.5895,50,0.808,6.978,4.671,2,5,12,2,126,2,45,26,18,238,0,0,3,0,54,1,22,11,4,95,3.001,1.395,2.016776827416101e-07,0.0034305317324185,0.0774049713916688,0.0057062127950826,354,60.203,25.05946,Prinssintie,0.311827,0.315773,35462.0,35534.0
1432126,3.342,0.3583,35,0.601,7.156,4.76,0,0,3,1,63,2,22,20,6,117,0,0,3,0,46,1,13,10,3,76,2.183,1.1590000000000005,6.120455744476668e-08,0.0025728987993138,0.0723088631320306,0.0001421851288237,356,60.203497,25.062618,Roihuvuoren vanhaink,0.312826,0.313651,34326.0,34960.0
