stop_id,gini
1,39.203981
100,37.083174
1000,32.007082
1001,31.915741
1002,32.204395
1003,31.567034
1004,32.286071
1005,31.369380
1006,31.751137
1007,31.018998
1008,31.674526
1009,30.614235
101,36.844716
1010,31.097533
1011,30.531548
1012,31.028672
1013,29.592446
1014,30.630670
1015,29.495594
1016,30.045103
1017,29.267678
1018,29.621022
1019,29.089328
102,36.804817
1020,29.547450
1021,30.820831
1022,30.560977
1023,29.281307
1024,29.044147
1025,30.794708
1026,32.093074
1027,29.233991
1028,32.894902
1029,33.043838
103,37.195184
1030,29.255241
1031,29.255453
1032,28.817804
1033,28.772298
1034,28.742331
1035,28.838951
1036,28.623123
1037,28.815486
1038,28.507597
1039,29.410134
104,38.154788
1040,30.129416
1041,28.291149
1042,28.222032
1043,28.449712
1044,28.564921
1045,28.629027
1046,28.615414
1048,29.463902
1049,40.250626
105,37.301689
1051,28.923540
1052,29.192682
1053,29.314045
1054,29.183544
1055,29.248759
1056,29.173757
1057,29.199018
1058,29.091342
1059,29.238741
106,37.314291
1060,29.326473
1061,29.444048
1062,29.509128
1064,28.754546
1065,28.937586
1066,29.259532
1067,29.016264
1069,28.405989
107,37.751537
1070,28.914323
1072,28.860306
1073,28.350093
1074,28.439100
1075,28.439100
1076,29.225543
1077,29.270405
1078,32.426249
1079,32.292391
108,36.665648
1080,31.916943
1081,32.550534
1082,31.530102
1083,32.235081
1084,31.027509
1085,31.649743
1086,31.459212
1087,29.108386
1088,30.953287
1089,30.705849
109,36.987533
1090,30.857945
1091,32.899390
1092,33.568250
1093,30.302758
1094,31.433142
1095,31.303519
1096,31.004806
1097,31.404177
1098,31.139905
1099,31.844426
11,35.916529
110,36.766919
1100,32.215384
1101,33.005698
1102,32.702367
1103,32.081175
1104,32.121265
1105,31.899622
1106,32.087084
1107,31.620638
1108,32.494514
1109,31.510501
111,37.368141
1110,31.769305
1115,31.407734
1116,30.911825
1117,32.436935
1118,31.368853
1119,32.119848
112,37.265978
1120,31.716898
1121,32.006483
1122,31.769163
1123,31.998493
1124,31.814270
1125,31.842649
113,37.432812
1132,31.413535
1133,30.640345
1134,31.851730
1135,30.970328
1136,31.110752
1137,31.118991
1138,31.274410
1139,30.824683
114,37.448753
1140,31.027235
1141,30.944727
1142,30.804932
1143,30.663720
1144,30.438523
1145,30.465164
1147,30.685897
1148,30.879180
1149,33.218173
115,36.538468
1150,33.124729
1151,31.988412
1152,31.551876
1153,31.841747
1154,31.720433
1155,32.024895
1156,31.595854
1157,31.741934
1158,30.583267
1159,30.308272
116,37.068960
1160,29.999057
1161,29.913669
1162,30.382115
1163,30.671605
1164,30.769806
1165,30.863493
1166,33.947853
1167,33.579187
1168,32.106570
1169,30.574380
117,35.567034
1170,31.900543
1171,31.703121
1172,31.158138
1173,31.165524
1174,30.665379
1175,30.895494
1176,30.962511
11760,29.810815
1177,30.972399
1178,31.606700
1179,31.089897
118,36.566482
1180,30.642054
1181,30.401018
1182,32.166398
1183,32.698511
1184,34.285076
1185,33.623969
1186,32.456021
1187,32.287615
1188,31.938212
1189,30.493835
119,35.296449
1190,30.507371
1191,30.349607
1192,30.448108
1193,30.412686
1194,30.457723
1195,30.433028
1196,30.613600
1197,30.612342
1198,30.402935
1199,32.284925
120,36.427009
1200,29.410993
1201,29.820899
1202,29.205796
1203,29.534370
1204,29.162851
1205,29.438285
1206,29.080910
1207,29.178656
1208,28.635696
1209,28.849314
1210,28.951869
1211,28.905372
1213,28.844992
1214,28.958269
1215,28.888454
1216,38.405033
1217,37.424087
1218,36.988093
1219,37.547388
1220,37.181661
1221,37.341359
1222,37.880588
1223,38.563449
1224,38.236771
1226,38.362147
1227,39.701530
1228,38.513959
1229,40.601850
123,35.729045
1230,39.230010
1232,40.207287
1233,33.427735
1234,33.311207
1235,34.614723
1236,33.354497
1237,34.403159
1238,32.778269
1239,33.329724
124,35.226569
1240,32.614903
1241,32.790387
1242,32.420766
1243,32.717537
1244,32.666615
1246,32.506778
1247,36.422955
1248,32.999291
1249,35.322663
125,34.072165
1250,33.056342
1252,37.482490
1253,34.331913
1254,36.209414
1255,36.683087
