stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,Unnamed: 27,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,weighted_gini_walk,weighted_gini_multi,weighted_net_income_hh_walk,weighted_net_income_hh_multi
par_5_11,15.731,0.3417,190,16.914,0.076,4.487,124,243,279,19,378,83,1520,177,389,48,58,82,4,57,18,379,27,100,3.594,12.137,0,ATOCHA,40.40659,-3.6893,1675,0.049151308726837,0.0063137445361826,0.1482468140254877,0.5362911117674126,34.182938,33.067057,42362.0,39290.0
par_5_133,3.419,0.7634,38,2.096,8.897,4.511,1,22,28,3,61,4,87,21,51,1,18,15,4,45,5,55,27,26,2.642,0.7770000000000001,1,FUENTE DE LA MORA,40.48475,-3.66282,948,0.0825892811580863,0.003399708596406,0.1237528549104459,0.0792138352811504,30.154688,30.544387,55611.0,57304.0
par_5_142,3.217,0.6082,24,2.055,12.435,8.414,0,13,12,1,53,2,57,14,22,0,0,0,0,0,0,0,0,1,0.442,2.775,2,AEROPUERTO T4,40.49177,-3.59333,148,0.0050255484072126,0.0024283632831471,0.107513967939011,0.0146886918303449,31.486767,30.275103,29058.0,43441.0
par_5_144,4.447,0.7464,32,3.491,10.388,6.242,1,14,17,1,90,2,60,12,13,0,3,3,1,23,0,9,3,1,2.487,1.96,3,VALDEBEBAS,40.4823,-3.61642,137,0.0176246886296065,0.003399708596406,0.1134435261707988,0.0646284482166747,31.393151,30.399761,57333.0,49670.0
par_5_18,6.362,0.4483,69,12.062,7.223,3.202,19,60,57,13,93,20,545,55,106,5,21,22,5,32,9,110,17,41,2.705,3.657,4,CHAMARTÍN,40.4721,-3.68247,2095,0.2314379658794344,0.0043710539096648,0.1383550598037898,0.2798950437716955,33.827892,34.010099,54587.0,58494.0
par_5_25,7.694,0.5816,91,4.901,0.802,5.236,48,107,107,8,226,19,412,76,124,29,62,68,1,79,10,256,40,94,3.112,4.582,5,DELICIAS,40.40037,-3.69277,1639,0.0052281294286649,0.0024283632831471,0.1244860943168077,0.0917571177717834,31.790498,32.15567,40098.0,41049.0
par_5_46,9.76,0.277,138,8.817,1.64,5.488,57,125,140,8,276,36,477,103,143,7,22,19,3,85,3,66,12,22,2.757,7.003,6,MÉNDEZ ÁLVARO,40.39538,-3.67808,1661,0.0127582978012905,0.0043710539096648,0.1353180862250262,0.161838611690461,31.625674,32.619921,39770.0,38492.0
par_5_51,6.884,0.6456,76,6.996,4.377,1.815,33,116,80,24,76,38,718,84,173,6,64,31,15,39,14,233,57,78,3.451,3.4330000000000003,7,NUEVOS MINISTERIOS,40.44662,-3.69234,1798,0.0785932495431725,0.0048567265662943,0.1447248190061151,0.3626547536588568,37.420025,38.680039,60884.0,64299.0
par_5_57,9.918,0.6312,107,21.183,1.906,5.772,63,143,191,9,272,34,636,106,199,30,63,97,6,104,24,301,56,124,3.527,6.390999999999999,8,PIRÁMIDES,40.4026,-3.71134,1823,0.0011214380638721,0.0019426906265177,0.1162816965042073,0.0945106416561566,32.192956,32.419969,39949.0,40173.0
par_5_61,9.018,0.473,114,15.328,3.014,4.916,58,133,178,8,212,35,712,98,227,15,14,18,1,35,6,102,5,11,1.875,7.143000000000001,9,PRÍNCIPE PÍO,40.42107,-3.72026,1539,0.0003612730604687,0.0048567265662943,0.1090398771381666,0.1071295301052251,35.263611,33.105611,45571.0,41113.0
par_5_10,6.632,0.6065,112,4.47,3.377,6.982,20,64,48,2,137,21,125,68,48,5,38,10,0,69,13,9,44,10,3.302,3.33,17,ASAMBLEA DE MADRID-ENTREVÍAS,40.38167,-3.668,1398,0.0113078636552754,0.0038853812530354,0.1321481291316346,0.122073948907271,31.24718,30.799216,26982.0,29721.0
par_5_59,8.143,0.7873,103,6.241,4.484,7.72,14,69,48,1,152,23,92,80,47,4,23,10,0,42,7,10,25,4,2.893,5.250000000000001,18,POZO EL,40.3759,-3.65623,1365,0.00273979338656,0.0038853812530354,0.1194246273418015,0.0974554063307659,29.447563,30.155277,29109.0,29914.0
par_5_75,8.875,0.6691,110,6.232,7.196,8.273,6,61,55,3,176,22,96,67,54,1,10,9,0,33,2,14,12,6,1.959,6.916,19,SANTA EUGENIA,40.38699,-3.60906,319,0.0002181852343161,0.0024283632831471,0.0989808672243053,0.0077358050270376,28.042622,29.103829,38001.0,31410.0
par_5_87,9.522,0.7055,127,8.791,6.181,7.963,7,76,56,2,210,28,109,95,64,2,17,24,2,69,7,51,29,28,3.217,6.305,20,VALLECAS,40.38221,-3.62455,303,0.0006963262471246,0.0043710539096648,0.1086199620173032,0.0622229951302146,29.115384,29.318694,29106.0,30505.0
par_5_90,5.956,0.6336,98,3.211,7.977,7.976,1,34,32,1,82,14,54,45,34,0,12,11,0,29,5,7,15,10,2.712,3.244,21,VICÁLVARO,40.40132,-3.59593,496,0.0002118020969538,0.0038853812530354,0.1001361735239762,0.0197230334183228,27.979193,28.418214,33571.0,32626.0
par_5_122,4.451,0.8061,49,3.64,1.56,4.1,51,68,90,8,63,20,623,54,82,90,96,184,3,44,63,1735,42,219,3.721,0.7299999999999995,22,SOL,40.41685,-3.70309,1869,0.0244177623472248,0.0014570179698882,0.1372666666666666,0.0150769904952618,39.668718,36.679753,37420.0,47364.0
par_5_145,6.949,0.476,79,3.052,10.392,6.914,4,43,32,9,157,11,178,43,81,0,5,6,2,51,1,18,11,6,2.567,4.382,23,MIRASIERRA-PACO DE LUCÍA,40.49971,-3.70918,712,0.1494898770119664,0.0029140359397765,0.1265441583184807,0.0273339027963007,34.614097,31.288031,78149.0,61639.0
par_5_58,4.463,0.5771,48,2.338,10.218,7.274,0,17,13,5,111,5,53,26,25,0,5,0,2,40,2,6,7,0,2.454,2.009,24,PITIS,40.4951,-3.72584,700,0.028143933941486,0.0019426906265177,0.1126737441173251,0.0152786550355022,30.122329,31.346338,66270.0,67968.0
par_5_64,7.766,0.4768,122,8.111,8.998,5.241,10,58,57,12,155,17,276,61,123,1,17,22,4,43,8,44,21,28,2.48,5.286,25,RAMÓN Y CAJAL,40.48824,-3.69473,2018,0.5358903376701282,0.0097134531325886,0.1325991756826378,0.2036247188155298,30.213227,31.370965,46202.0,52920.0
par_5_69,1.66,0.6285,18,3.097,7.209,11.388,0,7,2,0,31,3,7,18,3,0,10,2,0,29,3,2,14,0,1.735,-0.0750000000000001,26,SAN CRISTÓBAL DE LOS ANGELES,40.34236,-3.68385,276,0.0027263408840986,0.0009713453132588,0.1158173022837214,0.0009713453132588,31.983116,29.760547,24192.0,29521.0
par_5_70,1.079,0.7772,7,0.775,8.386,12.713,0,6,2,0,24,3,4,13,2,0,0,0,0,3,0,0,2,0,1.627,-0.548,27,SAN CRISTÓBAL INDUSTRIAL,40.33191,-3.69872,380,0.0004651057874418,0.0004856726566294,0.1038011695906432,0.0,32.100836,30.044808,26116.0,28765.0
par_5_93,5.124,0.4875,57,4.235,6.072,10.255,7,30,30,0,103,9,54,50,27,1,22,14,0,83,5,21,30,15,3.039,2.0849999999999995,28,VILLAVERDE BAJO,40.35264,-3.68398,404,0.0155182297012007,0.003399708596406,0.1309629818089301,0.063984327849774,29.6864,30.453751,29786.0,29310.0
par_5_15,0.474,,4,4.262,15.175,11.279,0,0,0,0,5,0,4,1,0,2,2,0,3,8,0,14,4,2,1.472,-0.998,30,CANTOBLANCO UNIVERSIDAD,40.54378,-3.70034,38,0.0104517540963821,0.0009713453132588,0.116822695035461,0.0009713453132588,27.862357,36.986122,43694.0,51466.0
par_5_31,1.096,0.8502,10,3.99,10.483,6.392,0,1,1,0,6,1,16,2,7,1,5,1,0,23,3,12,9,5,1.542,-0.4459999999999999,31,FUENCARRAL,40.50156,-3.68234,348,0.0596002839817991,0.0019426906265177,0.1322499839424497,0.0116745617418735,33.63398,34.523306,51799.0,58091.0
par_5_84,0.46,,3,4.237,16.297,12.188,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,1,0,1.1,-0.6400000000000001,33,UNIVERSIDAD P. COMILLAS,40.55406,-3.68334,31,0.00177973348523,0.0004856726566294,0.1046080373926738,0.0,27.140586,36.51883,43853.0,50637.0
par_5_92,7.192,0.4785,92,4.496,7.557,11.974,2,37,42,1,157,13,73,61,51,0,10,19,0,31,4,23,18,23,2.923,4.269,34,VILLAVERDE ALTO,40.34123,-3.71193,390,0.0036249869910262,0.0038853812530354,0.1165581658647042,0.0297239980695463,30.842682,30.567138,26848.0,28678.0
par_5_1,6.7,0.5433,82,2.929,8.206,11.623,3,77,63,6,179,27,145,81,135,0,21,10,1,44,4,24,26,25,2.587,4.113,35,ÁGUILAS LAS,40.38119,-3.78027,1246,0.0002067332503458,0.0029140359397765,0.1030788485607008,0.016185110529968,27.692769,29.555539,31552.0,32128.0
par_5_24,4.607,0.5796,64,1.911,9.228,12.613,2,50,42,5,124,17,99,50,89,0,2,1,0,21,1,4,3,2,1.199,3.4080000000000004,36,CUATRO VIENTOS,40.37771,-3.79143,439,0.0001155320875343,0.0024283632831471,0.0971272229822161,0.0040384377050728,23.004155,29.170741,42053.0,32634.0
par_5_26,8.155,0.7796,92,6.419,3.223,7.642,36,83,99,3,217,20,285,85,105,3,24,13,1,64,10,40,26,14,3.416,4.738999999999999,37,DOCE DE OCTUBRE,40.37896,-3.69861,533,0.0030677280866139,0.0014570179698882,0.1206987513922269,0.0161524741888775,33.58528,32.033621,28127.0,34148.0
par_5_28,10.159,0.6122,130,8.937,1.121,5.127,90,154,211,12,235,59,1175,127,239,44,78,125,5,77,29,447,59,132,3.272,6.8870000000000005,38,EMBAJADORES,40.40513,-3.70262,1642,0.0150759116284097,0.003399708596406,0.1348748853661732,0.1555034922809657,33.463834,33.580707,38432.0,38842.0
par_5_30,9.803,0.4033,125,7.762,7.181,10.674,17,112,119,8,214,40,254,126,195,2,26,18,3,55,7,49,37,59,2.989,6.814000000000001,39,FANJUL,40.38365,-3.76856,925,0.000895969539557,0.0024283632831471,0.1122254319507276,0.0226067842886783,28.802504,30.254014,32336.0,32563.0
par_5_40,12.013,0.6878,130,10.21,4.709,7.986,36,159,171,11,311,50,379,155,226,3,44,38,3,91,14,81,37,33,3.555,8.458,40,LAGUNA,40.39918,-3.74422,1215,0.0034768390527756,0.0038853812530354,0.1235894357743097,0.1347775803928211,31.988937,31.303618,30122.0,33359.0
par_5_52,7.019,0.7897,79,6.679,4.641,9.066,14,51,55,1,179,15,126,65,68,0,17,4,1,61,4,13,25,3,2.529,4.49,41,ORCASITAS,40.36691,-3.70442,660,0.0029519976355447,0.0014570179698882,0.1203671226470244,0.013423528336041,29.819798,31.162469,29165.0,30682.0
par_5_62,7.585,0.5836,116,5.082,6.449,10.85,4,53,48,2,192,15,90,70,66,1,27,33,0,93,7,49,32,46,3.382,4.202999999999999,42,PUENTE ALCOCER,40.35028,-3.70516,397,0.0014702676570492,0.0038853812530354,0.1084369075205392,0.0242620097601031,30.888638,30.366035,28524.0,29446.0
par_5_7,12.245,0.1849,183,8.382,6.483,10.025,19,148,139,8,288,45,312,155,219,3,32,34,3,51,16,91,40,69,3.353,8.892,43,ALUCHE,40.38563,-3.76074,1271,0.0010325633783677,0.0043710539096648,0.1141668976989187,0.079928076944414,29.746023,30.560184,33555.0,32267.0
par_5_13,1.676,0.8677,17,0.489,11.905,11.806,0,4,6,0,9,2,12,3,7,0,3,4,0,11,0,15,2,1,1.258,0.4179999999999999,45,BARRIAL-C.COM.POZUELO EL,40.46537,-3.80774,80,1.6704229023803714e-05,0.0014570179698882,0.0918007936154086,0.0108855977225297,44.336563,34.840264,89731.0,76378.0
par_5_9,1.739,0.9315,20,0.528,9.341,9.734,2,14,25,3,42,3,70,9,26,0,9,11,1,59,2,21,12,15,2.946,-1.207,46,ARAVACA,40.44833,-3.78586,95,6.464817331308682e-05,0.0009713453132588,0.09913813857191,0.0116556848085438,33.982068,31.37067,71103.0,54905.0
par_10_1,4.576,0.2437,64,2.209,8.318,3.961,1,27,31,3,97,7,85,43,44,1,17,17,0,60,5,52,31,27,2.894,1.6819999999999995,47,PINAR DE CHAMARTIN,40.48014,-3.66684,982,0.0370890553250903,0.0019426906265177,0.1141099534471292,0.0124881700894562,31.199132,31.135691,57672.0,55085.0
par_10_2,5.453,0.3719,61,3.293,8.895,4.513,1,24,32,5,106,7,94,44,47,1,18,16,4,50,5,55,28,26,2.991,2.462,50,FUENTE DE LA MORA,40.48482,-3.66325,948,0.0825892811580863,0.003399708596406,0.1237528549104459,0.0792138352811504,30.345103,30.970308,55919.0,56701.0
par_10_3,5.18,0.343,62,1.115,9.215,4.82,1,23,30,5,100,6,85,36,45,1,12,21,4,50,3,64,15,27,2.745,2.435,55,VIRGEN DEL CORTIJO,40.48734,-3.66098,954,0.022741427260179,0.0024283632831471,0.1104435981333476,0.0114297584961684,29.889359,30.640279,53560.0,55651.0
par_10_4,5.16,0.2253,55,1.951,9.204,4.773,1,22,30,5,105,5,102,28,48,1,10,17,0,40,2,45,10,22,2.586,2.5740000000000003,58,ANTONIO SAURA,40.48546,-3.65353,818,0.0040181502728553,0.0009713453132588,0.099864196333301,0.00510960052023,29.486986,30.124149,49000.0,58136.0
par_10_5,5.327,0.1011,63,1.068,9.641,5.209,1,20,28,5,104,5,101,27,48,0,7,17,1,43,2,39,10,24,2.658,2.669,60,ALVAREZ DE VILLAAMIL,40.48905,-3.65136,819,0.0008588094122709,0.0019426906265177,0.0913082039911308,0.0043620004371219,29.275995,29.863822,53406.0,58336.0
par_10_6,5.558,0.5575,69,0.967,10.011,5.598,1,21,29,5,117,6,121,32,46,0,9,19,4,56,3,40,15,25,2.887,2.671,62,BLASCO IBAÑEZ,40.49368,-3.65584,910,0.000284897078737,0.0024283632831471,0.0841369728669499,0.002234437016355,29.434278,29.626533,55893.0,58743.0
par_10_7,5.456,0.7039,65,2.094,10.314,5.925,1,18,28,5,115,4,128,29,47,0,4,15,5,51,4,40,13,19,2.936,2.5200000000000005,65,MARIA TUDOR,40.49717,-3.65889,881,0.0002989512366865,0.0009713453132588,0.0815380959923966,0.000358458473444,29.722855,29.459079,60386.0,56590.0
par_10_8,4.995,0.5794,71,1.799,11.093,6.77,0,16,26,3,98,2,108,29,43,0,8,11,1,57,2,62,19,16,2.965,2.03,69,PALAS DE REY,40.50544,-3.66507,852,0.0014710114126492,0.0029140359397765,0.0878338025765719,0.0061938373550019,29.056387,29.135966,63789.0,58294.0
par_10_9,4.679,0.4655,65,1.614,11.338,7.063,0,17,28,2,92,2,108,29,43,0,10,11,1,59,1,76,18,21,2.918,1.761,71,LAS TABLAS,40.50824,-3.66932,855,0.0061242707173182,0.0038853812530354,0.0959817266455342,0.0183971693175972,28.478989,29.197734,59808.0,58480.0
par_10_10,2.909,0.5654,54,0.667,7.286,10.237,3,26,32,3,37,8,74,21,58,2,15,16,2,32,5,39,16,34,3.194,-0.2850000000000001,82,COLONIA JARDIN,40.39698,-3.77456,1114,9.578586305945328e-05,0.0038853812530354,0.0969808299185153,0.0303331050971838,32.026582,30.904214,32949.0,32586.0
par_10_23,0.625,,4,0.01,9.345,9.739,1,3,7,0,11,0,24,1,7,0,8,11,1,59,2,21,12,15,2.91,-2.285,83,ESTACION DE ARAVACA,40.44833,-3.78591,95,6.464817331308682e-05,0.0009713453132588,0.09913813857191,0.0116556848085438,33.949058,32.280405,71334.0,64023.0
par_8_17472,7.869,0.38,139,5.744,6.591,2.947,11,103,135,15,123,30,431,71,218,5,62,77,8,59,13,273,30,121,3.725,4.144,1131,INTERCAMBIADOR DE PLAZA CASTILLA,40.4666328430176,-3.6904890537262,2108,0.2368874327432232,0.0048567265662943,0.1195563813726628,0.0492575614871302,36.031172,33.838708,48034.0,48992.0
par_8_18074,8.309,0.345,144,4.498,6.693,2.963,11,114,146,16,138,33,449,73,231,6,58,68,7,59,13,255,31,109,3.532,4.776999999999999,1132,INTERCAMBIADOR DE PLAZA CASTILLA,40.4675521850586,-3.68892955780029,2108,0.2368874327432232,0.0048567265662943,0.1195563813726628,0.0492575614871302,36.057693,33.326165,48919.0,48406.0
par_8_1917,4.927,0.2952,53,2.909,7.175,3.159,6,47,41,9,75,13,193,31,83,5,23,23,6,32,9,128,20,45,2.707,2.22,1141,AGUSTÍN DE FOXÁ-CHAMARTÍN,40.4716714166663,-3.68258411029222,2095,0.2314379658794344,0.0043710539096648,0.1383550598037898,0.2798950437716955,33.990743,31.090563,54256.0,55181.0
par_8_07313,8.221,0.6001,97,6.079,8.401,5.383,3,31,32,1,139,14,103,61,47,2,11,12,0,63,6,11,20,4,3.12,5.101,1200,AV.AMÉRICA-CANILLEJAS,40.4500885009766,-3.60798239707947,788,0.1973309570758687,0.0072850898494414,0.1249393203883495,0.1869085452238086,33.215484,31.535661,45965.0,47525.0
par_8_12477,5.617,0.5311,87,2.381,3.64,0.82,10,109,96,20,98,27,339,83,156,7,74,60,14,49,21,218,47,90,3.479,2.138,1201,INTERCAMBIADOR DE AVENIDA AMÉRICA,40.4384384155273,-3.67649960517883,1969,0.0126569943678525,0.0029140359397765,0.1097957660107716,0.0251739156874961,36.210201,35.416696,54915.0,54497.0
par_8_1285,4.944,0.8069,58,1.993,5.506,1.628,3,63,58,10,103,16,157,59,82,1,24,18,2,54,5,49,36,29,3.022,1.922,1204,AV.AMERICA-ARTURO SORIA,40.4478378295898,-3.65236043930054,1917,0.0554890701880505,0.0038853812530354,0.1133685717432,0.0570286358845389,33.492422,33.887804,56606.0,54249.0
par_8_5617,8.481,0.555,99,8.252,8.24,5.232,2,31,30,0,135,14,97,57,38,2,10,11,0,58,7,9,19,4,2.981,5.5,1205,CANILLEJAS,40.4494018554688,-3.60967421531677,788,0.1973309570758687,0.0072850898494414,0.1249393203883495,0.1869085452238086,33.227022,31.381295,45671.0,46676.0
par_8_07333,3.681,0.2969,42,2.613,11.823,8.257,0,13,10,0,58,3,57,21,25,0,11,10,0,35,3,50,14,21,2.847,0.8340000000000001,1206,AV.LOGROÑO-PZA.PAJARONES,40.4752578735352,-3.58230257034302,214,0.0047806916693339,0.0019426906265177,0.0977126044039483,0.005240643532782,30.219723,30.876722,37917.0,46883.0
par_8_07205,2.327,0.8724,20,0.619,10.333,7.644,0,7,3,0,15,2,15,5,4,1,4,6,1,16,1,48,4,9,2.455,-0.1280000000000001,1212,CTRA.A2-POL.IND.LAS MERCEDES,40.4495964050293,-3.58112573623657,203,0.0400690202028407,0.0024283632831471,0.111339425728654,0.0108515883136972,33.747902,29.082319,44828.0,49809.0
par_8_07207,1.102,0.9694,7,0.127,11.333,8.759,0,0,0,0,1,0,10,0,0,0,1,2,0,5,0,7,1,0,1.938,-0.8359999999999999,1213,CTRA.A2-COL.FIN DE SEMANA,40.4494171142578,-3.56792831420898,196,0.0070844574224227,0.0009713453132588,0.1002239096573208,0.0019368784672783,35.866891,35.961559,46775.0,46909.0
par_8_07208,0.947,0.9716,6,0.098,12.071,9.572,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,5,0,0,1.908,-0.961,1214,CTRA.A2-HOTEL,40.4491844177246,-3.55829167366028,134,0.0015412886631284,0.0014570179698882,0.0911667035643126,0.0009804793485059,35.810911,35.363796,46785.0,45334.0
par_8_07300,1.697,0.9781,8,0.468,12.138,9.625,0,2,3,0,32,2,16,5,1,0,0,0,0,0,0,3,0,0,1.761,-0.0639999999999998,1218,CTRA.A2-HOTEL,40.4496765136719,-3.55770611763,134,0.0015412886631284,0.0014570179698882,0.0911667035643126,0.0009804793485059,35.369027,32.465778,45557.0,45836.0
par_8_07301,1.538,0.9142,12,0.416,11.507,8.93,0,4,3,0,39,2,16,8,3,0,0,1,0,1,0,8,1,0,1.662,-0.1239999999999998,1219,CTRA.A2-COL.FIN DE SEMANA,40.449878692627,-3.56593918800354,198,0.0017058512111344,0.0009713453132588,0.0911182900385006,1.2586269041255114e-05,36.094855,31.037673,47361.0,44393.0
par_8_07302,3.649,0.6344,42,0.972,10.525,7.824,0,15,15,0,79,7,22,23,11,1,5,5,1,13,2,47,4,10,2.146,1.503,1220,CTRA.A2-BARRIO DEL AEROPUERTO,40.4503173828125,-3.57906818389893,205,0.0084779926563693,0.0009713453132588,0.100160529260106,0.0009729096066968,32.865572,30.935055,45685.0,46284.0
par_8_07312,7.001,0.5936,78,5.557,9.227,6.348,2,28,31,1,125,12,88,57,44,0,10,8,0,56,3,9,10,6,2.7,4.301,1221,CTRA.A2-INSTITUTO,40.4502830505371,-3.59655666351318,232,0.0480893726340613,0.003399708596406,0.1112612125797038,0.0119504737108252,30.376803,31.336161,48454.0,48336.0
par_8_1283,2.966,0.4055,54,0.922,4.5,0.519,5,60,60,14,60,17,179,41,89,6,49,51,2,70,11,103,37,69,3.026,-0.0599999999999996,1222,AV.AMERICA-PARQUE AVENIDAS,40.4432220458984,-3.66522765159607,1934,0.0126387937327915,0.0014570179698882,0.1022343594836147,0.00066955975885,32.20809,35.551934,51889.0,53760.0
par_8_1284,4.48,0.7691,48,1.707,5.545,1.693,3,49,50,4,101,14,121,48,64,1,24,21,2,58,7,55,39,30,3.14,1.3400000000000003,1223,AV.AMERICA-ARTURO SORIA,40.4478340148926,-3.65157032012939,1917,0.0554890701880505,0.0038853812530354,0.1133685717432,0.0570286358845389,33.743732,33.175797,56935.0,55573.0
par_8_4770,3.941,0.5673,65,1.189,4.034,0.468,8,76,66,15,65,25,249,58,115,7,54,49,4,57,12,125,33,75,2.647,1.294,1224,AV.AMERICA-HOTEL,40.4404029846191,-3.67024636268616,1882,0.0026803127196382,0.0009713453132588,0.0934719447975304,5.7634148040682426e-05,33.659423,35.719383,52710.0,54142.0
par_8_1287,3.844,0.8526,40,0.664,6.257,2.658,3,37,45,3,82,11,97,41,56,1,3,3,1,15,0,13,14,10,1.998,1.846,1225,AV.AMERICA-PQUE.CONDE ORGAZ,40.4491310119629,-3.64029717445374,813,0.0513245994985777,0.0029140359397765,0.1121704074961865,0.0077366454025245,41.328873,32.711888,83739.0,54031.0
par_8_07077,6.652,0.4516,82,2.427,5.509,2.985,4,75,56,6,144,25,147,72,102,2,46,34,4,58,14,94,45,71,3.499,3.153,1228,HNOS.GªNOBLEJAS-CIUDAD LINEAL,40.4367136296803,-3.6374036385846,2135,2.5941768315234382e-05,0.0024283632831471,0.0750528541226215,0.0056841217412521,33.023817,31.999458,34515.0,34169.0
par_8_07192,5.818,0.3717,90,2.172,7.495,5.355,2,44,29,1,127,20,61,57,30,1,24,15,0,74,5,26,24,14,3.256,2.562,1229,AV.ARCENTALES-PZA.GRECIA,40.4350822488211,-3.60913927404085,1048,0.0007064312745274,0.0014570179698882,0.0853790014927848,0.0119643609555143,29.664671,29.989766,36637.0,32799.0
par_8_11760,6.327,0.3652,101,2.368,7.313,5.178,2,51,29,2,145,20,69,61,31,2,24,13,0,79,5,28,27,12,3.28,3.047,1230,AV.ARCENTALES-AV.CANILLEJAS A VICÁLVARO,40.4348093645002,-3.61134154256949,1051,0.0032572283842545,0.0043710539096648,0.0931505609844372,0.0288115868682855,29.785064,29.906791,35500.0,32032.0
par_8_242,5.939,0.3971,78,1.761,5.466,3.374,2,76,47,4,131,21,119,59,78,2,46,29,3,71,16,66,37,62,3.523,2.416,1232,ASCAO-JULIÁN CAMARILLO,40.4326577589938,-3.63446509204144,2129,6.53105298302004e-06,0.0024283632831471,0.0759610418357559,0.0052642386734916,31.906372,31.451735,30954.0,32045.0
par_8_243,6.194,0.31,80,2.169,5.494,3.422,2,76,47,4,133,20,119,68,80,2,43,24,3,71,16,61,37,56,3.441,2.753,1233,ASCAO-JULIÁN CAMARILLO,40.432471426835,-3.63394459876174,2129,6.53105298302004e-06,0.0024283632831471,0.0759610418357559,0.0052642386734916,31.796455,31.639564,30900.0,33025.0
par_8_3016,4.97,0.3979,71,1.404,6.751,4.664,2,40,23,1,103,16,55,49,28,1,26,13,1,71,10,52,33,16,3.454,1.5159999999999996,1234,AV.ARCENTALES-SAN ROMUALDO,40.4336390662383,-3.61795681109194,1016,0.0005932781216354,0.0009713453132588,0.0854569602390636,0.0014610240099924,29.737161,29.964282,30201.0,31666.0
par_8_3017,4.196,0.705,64,0.945,6.758,4.65,1,39,21,3,92,14,63,47,43,1,24,13,1,67,11,52,30,15,3.45,0.7459999999999996,1235,AV.ARCENTALES-SAN ROMUALDO,40.4339179514134,-3.61803010334606,1016,0.0005932781216354,0.0009713453132588,0.0854569602390636,0.0014610240099924,29.795454,30.433482,30154.0,31831.0
par_8_3018,5.993,0.1521,89,2.729,7.09,4.995,2,45,27,2,140,20,67,61,26,1,26,14,0,73,7,38,30,15,3.381,2.6120000000000005,1236,AV.ARCENTALES-AV.CANILLEJAS,40.434048665097,-3.61378694641697,1051,0.0032572283842545,0.0043710539096648,0.0931505609844372,0.0288115868682855,29.694216,29.819158,33150.0,32564.0
par_8_3019,6.327,0.3652,101,2.368,7.104,4.987,2,51,29,2,145,20,69,61,31,2,26,14,0,73,7,36,27,15,3.354,2.973,1237,AV.ARCENTALES-ALBADALEJO,40.4343549541098,-3.61378973158255,1051,0.0032572283842545,0.0043710539096648,0.0931505609844372,0.0288115868682855,29.75842,29.906791,33715.0,32032.0
par_8_4783,5.993,0.1521,89,2.729,7.275,5.167,2,45,27,2,140,20,67,61,26,2,26,13,0,79,7,32,30,13,3.348,2.6450000000000005,1238,AV.ARCENTALES-AV.CANILLEJAS A VICALVARO,40.4344026099504,-3.61159723711709,1051,0.0032572283842545,0.0043710539096648,0.0931505609844372,0.0288115868682855,29.734201,29.819158,35335.0,32564.0
par_8_4784,3.917,0.5254,53,1.234,7.528,5.402,0,29,16,1,94,12,43,37,21,1,23,14,0,73,7,26,25,15,3.318,0.5989999999999998,1239,AV.ARCENTALES-AV.NIZA,40.4349228278589,-3.60861907415094,1048,0.0007064312745274,0.0014570179698882,0.0853790014927848,0.0119643609555143,29.602071,29.609991,37083.0,34437.0
par_8_50009,4.178,0.539,51,1.529,7.944,5.908,0,34,20,1,88,15,50,46,24,0,14,6,0,47,4,21,15,9,2.526,1.652,1240,ESTOCOLMO-ESTADIO METROPOLITANO,40.4339804843305,-3.60277459503847,613,0.0001241950297374,0.0009713453132588,0.0787681713848508,0.0110090631352828,29.168773,29.982867,38370.0,33547.0
par_8_978,5.893,0.4673,81,1.421,5.552,3.703,4,63,37,4,122,18,95,64,71,3,39,21,2,78,12,45,30,36,3.433,2.46,1241,METRO GARCÍA NOBLEJAS,40.4303041527264,-3.63158998244333,1979,3.876500282967613e-06,0.0019426906265177,0.0778449905482041,0.0060657986151718,30.764307,30.834123,29871.0,31765.0
par_8_979,5.932,0.3069,75,1.838,5.548,3.687,4,70,46,4,122,18,117,55,79,3,39,21,2,78,12,44,30,39,3.441,2.4910000000000005,1242,METRO GARCÍA NOBLEJAS,40.4304295628616,-3.63172083731976,1979,3.876500282967613e-06,0.0019426906265177,0.0778449905482041,0.0060657986151718,30.804275,31.433648,29931.0,32210.0
par_8_980,4.222,0.7647,57,0.878,5.857,3.89,2,42,22,3,87,15,59,49,43,2,30,17,2,75,14,53,30,28,3.492,0.7300000000000004,1243,EMILIO MUÑOZ-STA.LEONOR,40.4316276637467,-3.62843100493287,994,7.4685717819315795e-06,0.0009713453132588,0.0750802217036172,0.0008156786498327,30.551713,30.71661,30253.0,31538.0
