stop_id,area,ellipticity,number_of_accessible_stops,concave_area,distance_betweenness,distance_from_landuse_centroid,cultural_institutions_multimodal,drugstores_multimodal,groceries_multimodal,healthcare_multimodal,parks_multimodal,religious_organizations_multimodal,restaurants_multimodal,schools_multimodal,services_multimodal,cultural_institutions_walk15,drugstores_walk15,groceries_walk15,healthcare_walk15,parks_walk15,religious_organizations_walk15,restaurants_walk15,schools_walk15,services_walk15,walk_area,area_difference,Unnamed: 27,stop_name,stop_lat,stop_lon,cluster,eigenvector_centrality,degree_centrality,closeness_centrality,betweenness_centrality,weighted_gini_walk,weighted_gini_multi,weighted_net_income_hh_walk,weighted_net_income_hh_multi
1842,4.933,0.6762,72,1.427,7.756,3.327,2,39,31,1,114,12,61,53,37,3,26,19,0,75,9,29,35,14,3.38,1.553,3460,Colonia Pinar Del Rey,40.47181,-3.65465,579,1.7195577824848018e-05,0.0009713453132588,0.0753936287074331,0.005293231936812,31.394393,30.56932,39608.0,44483.0
1843,5.063,0.6277,85,1.02,7.91,3.491,4,43,35,3,123,17,72,62,34,3,30,22,0,84,10,43,33,16,3.487,1.5759999999999996,3461,San Luis - Solsona,40.47239,-3.65182,603,3.026411857242892e-06,0.0009713453132588,0.0707317073170731,0.0044476236385711,30.831443,30.172526,37417.0,41920.0
1844,4.897,0.652,70,1.377,7.921,3.501,2,40,32,1,117,13,63,48,35,3,29,22,0,84,11,43,34,16,3.467,1.4300000000000002,3462,San Luis - Solsona,40.47256,-3.65199,603,3.026411857242892e-06,0.0009713453132588,0.0707317073170731,0.0044476236385711,30.813584,30.545576,37436.0,43880.0
1845,5.109,0.5408,84,1.596,8.024,3.616,4,44,35,3,123,16,69,59,33,3,27,23,0,74,11,43,32,18,3.415,1.694,3463,San Luis - Santos De La Humosa,40.47279,-3.64972,607,5.803643002218751e-07,0.0019426906265177,0.0669223518705106,0.0046732022153936,30.465336,30.224966,36646.0,41575.0
1846,3.674,0.523,53,0.747,8.157,3.758,3,29,28,2,82,10,43,39,16,3,28,23,0,66,10,42,34,16,3.306,0.3679999999999999,3464,Mar Caspio,40.4735,-3.648,605,1.0587944390578213e-07,0.0009713453132588,0.0629702122453972,0.0019860194527322,30.257413,30.584139,35559.0,37741.0
1847,4.916,0.4747,80,1.296,8.178,3.778,3,47,32,3,113,16,58,53,31,2,28,23,0,65,10,40,34,15,3.236,1.6800000000000002,3465,Mar Caspio,40.47369,-3.64795,605,1.0587944390578213e-07,0.0009713453132588,0.0629702122453972,0.0019860194527322,30.264698,30.680557,35362.0,41726.0
1848,2.967,0.4862,46,0.477,8.33,3.949,3,27,25,1,70,10,43,30,15,2,28,25,1,65,10,46,31,16,3.114,-0.1469999999999998,3466,Mar De Las Antillas - Mar Negro,40.47418,-3.6452,586,4.1532992783601564e-08,0.0019426906265177,0.0623146298650202,0.0055662654381589,29.815664,30.219265,35104.0,35881.0
1849,4.345,0.5166,70,1.767,8.344,3.96,3,39,31,2,99,12,50,44,29,2,28,25,1,65,10,44,30,16,3.104,1.2409999999999997,3467,Mar De Las Antillas - Mar Negro,40.47441,-3.64542,586,4.1532992783601564e-08,0.0019426906265177,0.0623146298650202,0.0055662654381589,29.856054,30.626903,34820.0,40938.0
1850,2.474,0.3768,36,0.446,8.449,4.046,2,25,21,0,60,9,35,30,13,2,27,22,0,61,8,43,28,14,2.864,-0.3899999999999997,3468,Mar De Las Antillas - Santa Susana,40.47597,-3.64677,588,7.534925630001328e-09,0.0014570179698882,0.0586709978913774,0.0029114400217868,29.904419,30.41801,33932.0,35025.0
1851,1.88,0.3535,30,0.22,8.642,4.235,2,22,18,0,48,7,20,24,13,2,24,19,0,57,8,36,28,14,2.605,-0.7250000000000001,3469,Parque Santa María,40.47769,-3.64621,589,1.3618066815293459e-09,0.0009713453132588,0.0554239569313593,0.0004854366640849,29.777883,30.306367,33097.0,34364.0
1852,2.406,0.397,38,0.347,8.644,4.219,2,25,23,0,58,9,39,29,13,2,21,17,0,52,5,22,29,10,2.644,-0.238,3470,Hortaleza,40.47882,-3.64943,591,1.3618066815293459e-09,0.0009713453132588,0.0554239569313593,0.0004854366640849,29.573119,30.253081,33271.0,34818.0
1853,3.185,0.5009,43,0.627,8.472,4.055,2,27,28,1,78,10,41,34,16,2,24,19,0,62,9,33,24,13,2.793,0.3919999999999999,3471,Mar De Las Antillas - Abarzuza,40.47685,-3.64861,588,7.534925630001328e-09,0.0014570179698882,0.0586709978913774,0.0029114400217868,29.865721,30.47481,33634.0,36909.0
1855,3.301,0.4058,35,0.725,5.338,2.482,6,82,106,6,60,24,347,29,213,5,78,98,5,54,22,347,25,194,3.11,0.1910000000000002,3472,San Amaro,40.45501,-3.697,1751,0.0002225265861456,0.0004856726566294,0.0842540306080694,0.0,35.800896,35.880952,47487.0,46891.0
1856,4.236,0.3158,46,1.403,5.47,2.468,11,104,118,9,67,30,445,42,240,7,81,105,6,59,22,370,29,188,3.423,0.8129999999999997,3473,General Cabrera,40.4563,-3.69584,1737,0.0013069890234433,0.0029140359397765,0.0920017873100983,0.0029632708806795,35.717244,35.667177,47445.0,48047.0
1857,4.23,0.5775,50,0.936,5.543,2.631,7,87,124,6,78,31,385,44,230,8,80,122,4,55,24,361,32,213,3.44,0.7900000000000005,3474,Infanta Mercedes,40.45681,-3.69769,1736,0.0002848857909726,0.0009713453132588,0.0855706092594131,0.0005391474552411,35.369289,35.080738,44061.0,43543.0
1858,5.142,0.1983,73,1.014,5.585,2.959,13,100,141,8,97,32,444,50,243,9,78,127,5,62,29,331,37,213,3.608,1.5340000000000005,3475,Bravo Murillo - Lope De Haro,40.45664,-3.70223,1816,0.0003662582072338,0.0019426906265177,0.0889493692759633,0.004981185634313,34.956063,34.960633,40314.0,43655.0
1859,5.297,0.3462,62,1.502,5.379,2.925,15,115,146,12,94,40,520,56,271,9,79,125,6,67,30,331,40,209,3.565,1.7319999999999998,3476,Estrecho,40.45462,-3.70301,1817,0.0001581679051285,0.0019426906265177,0.0912879627577033,0.0103253984056639,34.867631,35.15907,40852.0,45548.0
1860,4.863,0.1961,67,1.213,5.165,2.809,10,102,128,14,83,31,449,62,234,8,77,118,7,66,30,352,33,208,3.647,1.2160000000000006,3477,Estrecho,40.45274,-3.70247,1817,0.0001581679051285,0.0019426906265177,0.0912879627577033,0.0103253984056639,34.985091,35.498525,42905.0,46465.0
1861,3.757,0.4489,50,0.746,5.066,2.47,8,81,86,11,52,25,306,48,181,7,79,99,7,56,29,345,30,194,3.245,0.512,3478,General Perón - Aviador Zorita,40.4524,-3.69838,1746,0.0003002130220833,0.0014570179698882,0.0961026837806301,0.0055134123829782,35.51272,36.050992,45364.0,52500.0
1862,3.427,0.2575,37,0.78,3.444,2.837,44,100,125,22,35,34,755,65,236,33,98,106,23,43,32,581,64,221,3.589,-0.1619999999999999,3479,Glorieta Álvarez De Castro,40.43657,-3.70289,1786,3.5142667638508047e-05,0.0014570179698882,0.0843887044551006,0.0003008346586379,36.754611,37.267279,53050.0,49632.0
1865,4.301,0.3574,56,0.883,2.401,2.754,53,108,104,23,40,41,870,56,253,54,102,121,18,31,48,1143,56,281,3.99,0.3109999999999999,3480,Alonso Martínez,40.42836,-3.6957,1780,0.0004327336205594,0.0024283632831471,0.1015586465423695,0.0061567965207237,40.048396,39.273964,55664.0,59054.0
1866,4.117,0.2063,59,1.499,11.473,7.183,0,15,22,2,82,2,101,25,39,0,8,9,1,57,1,68,14,18,2.76,1.3570000000000002,3481,Monte Del Gozo,40.50929,-3.66781,855,0.0061242707173182,0.0038853812530354,0.0959817266455342,0.0183971693175972,28.427897,29.204824,61453.0,60009.0
1868,4.246,0.1974,58,1.031,2.907,2.607,53,111,135,24,49,45,920,73,274,47,97,99,20,38,39,809,61,222,3.841,0.4050000000000002,3482,Plaza Chamberí,40.4327,-3.69764,1793,9.509214027674046e-05,0.0019426906265177,0.0916129032258064,0.0006006880529385,38.52681,37.68549,54692.0,50878.0
1869,4.062,0.4107,44,0.869,3.132,2.564,29,111,104,21,45,31,625,57,226,41,100,102,22,40,32,700,62,214,3.822,0.2400000000000002,3483,Iglesia,40.43465,-3.69842,1795,0.000314650651616,0.0029140359397765,0.0977868541033434,0.0085129977245739,37.748722,37.237446,54816.0,51777.0
1870,1.887,0.7175,21,0.144,3.33,2.549,9,49,45,5,24,19,203,21,102,33,90,85,22,38,27,588,56,203,3.563,-1.6760000000000002,3484,Santa Engracia - García De Paredes,40.43634,-3.69917,1796,8.412471497857934e-05,0.0009713453132588,0.0895801609745486,0.0001417695883317,37.362101,36.549113,55251.0,44950.0
1875,3.326,0.4075,38,0.884,2.207,4.887,49,71,136,6,88,38,895,50,155,57,65,130,4,67,42,1086,38,136,3.565,-0.2389999999999998,3485,Palacio Real,40.41489,-3.7137,1484,4.36677102549081e-05,0.0014570179698882,0.0961206292890154,0.0023170213534327,36.703904,35.045048,38460.0,39983.0
1876,3.429,0.5587,38,0.725,2.178,4.879,59,89,166,5,61,47,1198,51,203,56,64,131,4,62,44,1081,36,134,3.47,-0.0410000000000003,3486,Palacio Real,40.41475,-3.71341,1484,4.36677102549081e-05,0.0014570179698882,0.0961206292890154,0.0023170213534327,36.839626,37.334562,38236.0,40912.0
1877,3.719,0.2065,45,0.725,2.128,5.114,53,73,136,5,96,38,793,50,146,32,58,109,5,69,37,753,32,107,3.079,0.6399999999999997,3487,Las Vistillas,40.41212,-3.71395,1862,2.0555507052269677e-05,0.0014570179698882,0.0888304068337719,0.000472663834289,35.681283,34.629037,39481.0,40285.0
1878,2.869,0.738,41,0.595,2.11,5.103,52,66,132,6,60,36,1001,44,168,32,57,111,5,67,39,782,34,107,3.029,-0.1599999999999997,3488,Las Vistillas,40.4121,-3.71374,1862,2.0555507052269677e-05,0.0014570179698882,0.0888304068337719,0.000472663834289,35.720444,36.337357,39368.0,39888.0
1879,4.2,0.3804,76,0.627,2.084,5.284,46,78,126,5,112,38,623,55,135,33,55,96,5,84,36,601,40,104,3.065,1.1350000000000002,3489,San Francisco El Grande,40.41001,-3.71399,1864,4.803904182163595e-05,0.0014570179698882,0.0929780988936554,0.0003695164308815,34.695752,33.162205,40440.0,40296.0
1880,2.309,0.6617,27,0.375,2.078,5.193,33,49,94,6,57,30,777,32,110,31,57,98,5,77,37,708,39,108,3.073,-0.7639999999999998,3490,San Francisco El Grande,40.41094,-3.71371,1865,2.856713295575445e-05,0.0009713453132588,0.0912394203926086,0.0002955523802971,35.2619,35.793775,39866.0,40297.0
1881,4.525,0.3432,81,0.961,2.017,5.338,47,81,129,5,123,41,639,61,140,31,52,91,5,85,33,547,40,101,2.992,1.5330000000000004,3491,La Paloma,40.40891,-3.71337,1863,0.0001466148840217,0.0019426906265177,0.0993150684931506,0.0023641259003446,34.157225,33.119989,40769.0,40138.0
1882,3.456,0.3655,47,1.055,2.002,5.315,55,70,139,6,92,42,890,51,161,33,53,96,5,87,34,579,43,107,3.04,0.4159999999999999,3492,La Paloma,40.40905,-3.71318,1863,0.0001466148840217,0.0019426906265177,0.0993150684931506,0.0023641259003446,34.328072,35.268813,40526.0,39501.0
1883,5.311,0.3264,103,1.36,1.91,5.405,49,98,155,6,138,46,711,75,184,39,59,108,5,96,36,556,50,112,3.232,2.079,3493,Puerta De Toledo,40.40733,-3.71221,1860,0.0006676773821878,0.0038853812530354,0.1096846366929469,0.0204096935383927,34.121016,33.036378,40082.0,39216.0
1884,5.267,0.2063,99,1.757,1.903,5.368,61,95,176,6,137,50,881,74,189,40,56,108,5,95,36,552,48,106,3.16,2.107,3494,Puerta De Toledo,40.40771,-3.71212,1860,0.0006676773821878,0.0038853812530354,0.1096846366929469,0.0204096935383927,34.131495,33.95196,40118.0,39631.0
1886,0.99,0.4086,8,0.09,1.965,4.609,24,34,62,0,14,24,612,12,62,70,76,143,5,57,52,1285,37,155,3.284,-2.294,3495,Plaza De La Villa,40.41561,-3.71009,1879,8.50878863044444e-06,0.0009713453132588,0.0878000938126306,0.0004187916102062,38.158797,39.268854,35728.0,35963.0
1887,1.197,0.5897,14,0.064,1.755,4.348,26,37,73,4,18,26,638,18,78,82,88,174,3,53,60,1600,46,198,3.615,-2.418,3496,Plaza Mayor,40.4163,-3.70663,1872,2.734868311183097e-05,0.0009713453132588,0.0870061271920557,0.0006516388318575,39.085159,38.17208,35480.0,35095.0
1890,6.032,0.4014,86,1.41,4.536,2.722,21,120,123,24,90,40,513,72,274,13,78,92,12,53,26,313,41,176,3.584,2.448,3497,Cuatro Caminos,40.4468,-3.70308,1809,0.0047327344389472,0.0029140359397765,0.1159608019824284,0.033793197274293,35.487123,35.726485,47525.0,48830.0
1891,4.313,0.6515,53,1.376,6.94,11.127,3,33,30,3,98,15,53,39,39,2,14,18,3,38,9,35,17,24,2.677,1.6359999999999997,3498,Maravedí,40.36324,-3.74791,801,2.594677908313287e-05,0.0024283632831471,0.082863811976819,0.006972730446255,29.182979,31.079709,35228.0,31011.0
1893,6.923,0.3172,103,2.921,3.126,2.094,54,163,125,36,69,49,988,97,303,24,81,51,15,21,29,526,46,161,3.572,3.351,3499,Museo Sorolla,40.4353,-3.69261,1764,0.0010817298308283,0.003399708596406,0.105997425997426,0.0072743786013267,39.646267,38.638037,61526.0,58734.0
1894,6.064,0.1879,94,2.283,3.101,2.107,51,136,94,33,54,43,854,89,267,24,82,51,15,22,28,518,44,161,3.559,2.505,3500,Museo Sorolla,40.43508,-3.69262,1764,0.0010817298308283,0.003399708596406,0.105997425997426,0.0072743786013267,39.639843,39.515853,61424.0,61407.0
1895,4.365,0.3517,56,1.297,3.174,2.487,31,116,116,23,46,26,690,65,229,37,91,89,20,42,29,618,55,198,3.638,0.7270000000000003,3501,Iglesia - Alonso Cano,40.43516,-3.69772,1795,0.000314650651616,0.0029140359397765,0.0977868541033434,0.0085129977245739,37.855691,37.106547,55662.0,53609.0
1896,3.447,0.3072,35,0.733,3.567,2.344,13,75,51,8,49,20,338,38,118,22,78,62,17,37,24,429,40,146,3.415,0.032,3502,Metro Alonso Cano,40.43878,-3.69769,1775,0.0010130761111819,0.0019426906265177,0.1047943811074918,0.0087805835920528,37.196046,37.058623,55579.0,57027.0
1897,3.336,0.4556,44,0.6,3.536,2.242,16,76,46,15,19,24,424,38,147,20,71,56,13,32,21,406,38,130,3.296,0.04,3503,Modesto Lafuente - Jose Abascal,40.43867,-3.69639,1774,0.0014663858747786,0.0019426906265177,0.1046293002693226,0.0008913838194274,37.585345,40.101616,57121.0,64014.0
1898,4.124,0.2198,40,0.924,3.863,2.26,16,85,67,14,59,24,399,51,153,15,74,60,14,42,19,359,41,127,3.493,0.6309999999999998,3504,Alonso Cano - Ríos Rosas,40.44153,-3.69746,1541,0.0039756151944437,0.0029140359397765,0.1151501593870588,0.0178967525675862,37.086346,36.41767,55036.0,56624.0
1899,4.583,0.52,56,1.465,3.842,2.149,19,98,68,17,52,29,469,53,177,14,68,48,12,42,21,324,43,109,3.505,1.0780000000000003,3505,Modesto Lafuente - Ríos Rosas,40.4415,-3.69613,1541,0.0039756151944437,0.0029140359397765,0.1151501593870588,0.0178967525675862,37.636303,37.784683,57430.0,58226.0
1900,3.554,0.3179,37,0.702,4.16,2.217,11,70,51,15,45,18,313,45,110,11,69,43,8,45,18,273,36,111,3.138,0.4159999999999999,3506,Alonso Cano - María De Guzmán,40.44427,-3.69725,1540,0.004606951423624,0.0014570179698882,0.1144206724090025,0.0003780817135918,36.650657,36.926375,53304.0,59677.0
1901,3.821,0.4587,45,0.712,4.146,2.104,15,80,59,9,51,23,379,40,133,10,65,39,9,40,16,274,37,104,3.191,0.6300000000000003,3507,Modesto Lafuente - María De Guzmán,40.44428,-3.69592,1540,0.004606951423624,0.0014570179698882,0.1144206724090025,0.0003780817135918,37.132999,37.478452,55965.0,58122.0
1902,3.014,0.4659,34,0.425,4.366,2.209,4,56,34,11,47,11,205,41,80,9,70,48,11,43,18,279,41,123,3.335,-0.3210000000000002,3508,Alonso Cano - Fernández Villaverde,40.44616,-3.69708,1800,0.0187374965449358,0.0019426906265177,0.1274370242000371,0.0024886513222015,36.453723,36.332706,53160.0,61600.0
1903,4.412,0.4019,54,0.977,4.469,2.1,17,92,78,12,56,32,414,52,177,8,69,53,12,43,19,271,47,122,3.329,1.0829999999999995,3509,Nuevos Ministerios,40.44724,-3.69563,1801,0.0043324589658651,0.0014570179698882,0.1143444216138168,0.0025613762508332,36.167139,36.509363,53667.0,52539.0
1904,2.353,0.546,25,0.23,4.672,2.233,4,57,44,7,39,9,250,20,102,8,76,67,8,43,25,293,35,144,3.275,-0.9219999999999996,3510,Basílica,40.44898,-3.6968,1803,0.0012181106083801,0.0009713453132588,0.103218367756166,0.0015474424584426,35.766952,35.276273,49941.0,57000.0
1905,3.19,0.4065,41,0.488,4.75,2.142,12,70,58,9,43,21,309,38,130,7,76,57,8,44,23,280,36,135,3.314,-0.1240000000000001,3511,Basílica,40.44981,-3.69542,1804,0.0008275904547058,0.0009713453132588,0.1038325769036812,0.0016884264965943,35.94306,37.213269,52173.0,53934.0
1906,3.763,0.3181,41,0.651,5.005,2.309,7,86,83,13,53,20,412,43,180,7,81,97,9,48,28,341,39,188,3.514,0.2490000000000001,3512,Edgar Neville,40.45203,-3.69653,1748,0.0003449758170097,0.0014570179698882,0.0950249215432896,0.0007635264177643,35.838357,36.191598,48877.0,54291.0
1907,3.816,0.3522,46,0.796,4.999,2.207,10,90,61,15,49,22,377,55,157,7,75,88,11,46,22,327,47,175,3.581,0.2349999999999998,3513,Orense - General Perón,40.45208,-3.69521,1747,0.0005258205704632,0.0029140359397765,0.0957852623743952,0.0023925518334174,36.046594,36.816631,51019.0,56821.0
1908,3.142,0.4895,31,0.535,5.162,2.264,6,78,51,13,43,16,322,43,128,5,75,87,6,51,18,317,25,166,2.899,0.2429999999999998,3514,Palacio De Congresos,40.45357,-3.69507,1749,0.0003120987949221,0.0009713453132588,0.0895723669900378,0.0001253542224082,35.862759,36.549182,50093.0,58027.0
1909,3.128,0.2945,34,0.521,5.254,2.326,6,67,80,7,56,17,358,24,174,6,83,96,6,54,21,361,27,192,3.314,-0.1859999999999999,3515,Julián Besteiro - Fortunata Y Jacinta,40.45438,-3.69535,1750,0.0002812917054778,0.0009713453132588,0.0893159241747278,9.703291229181268e-05,35.972006,35.6243,49323.0,52241.0
1910,4.333,0.2611,46,0.738,5.435,2.405,11,94,101,12,66,28,437,37,234,7,80,100,7,59,21,367,31,186,3.461,0.8720000000000003,3516,Julián Besteiro - San Germán,40.45603,-3.69519,1737,0.0013069890234433,0.0029140359397765,0.0920017873100983,0.0029632708806795,35.859674,35.743646,48926.0,50366.0
1911,4.363,0.1317,45,1.299,5.447,2.383,12,109,111,9,64,33,473,40,240,6,80,98,8,56,21,376,31,188,3.453,0.9100000000000006,3517,Orense - San Germán,40.45616,-3.69478,1737,0.0013069890234433,0.0029140359397765,0.0920017873100983,0.0029632708806795,35.91658,36.183352,49776.0,50395.0
1912,4.961,0.5809,88,1.402,5.443,2.231,9,88,106,17,71,26,430,56,222,6,78,82,12,46,19,373,29,190,3.515,1.4460000000000002,3518,Joan Maragall - San Germán,40.45623,-3.69255,1741,0.0007724225916558,0.0014570179698882,0.0971180604688458,0.0016634295998843,36.355021,36.170946,54984.0,55302.0
1913,4.78,0.249,52,1.139,5.465,2.256,13,108,118,10,78,31,466,43,244,7,79,83,10,46,19,378,31,191,3.508,1.2720000000000002,3519,Joan Maragall - San Germán,40.45643,-3.69273,1741,0.0007724225916558,0.0014570179698882,0.0971180604688458,0.0016634295998843,36.356605,35.701623,54612.0,49529.0
1914,3.243,0.5881,55,0.661,6.777,2.933,7,49,66,7,45,14,269,32,117,5,47,49,6,45,10,223,29,93,3.48,-0.2370000000000001,3520,Enrique Larreta,40.46826,-3.68648,2109,0.0612700854506031,0.0014570179698882,0.1139899241543486,4.211291279230229e-05,36.599468,35.385647,53628.0,46323.0
1915,2.708,0.3248,45,1.08,6.964,3.072,4,30,36,5,34,9,202,17,75,5,36,43,5,39,11,202,23,78,3.196,-0.488,3521,Agustín De Foxá,40.46992,-3.68571,2107,0.049836811034761,0.0009713453132588,0.1220799241076722,0.0005914743264617,35.856733,34.575934,52580.0,51951.0
1916,4.136,0.3878,67,1.036,6.992,3.099,8,64,85,9,69,18,312,38,140,5,35,40,5,45,10,203,23,74,3.138,0.9980000000000002,3522,Agustín De Foxá,40.47018,-3.68574,2107,0.049836811034761,0.0009713453132588,0.1220799241076722,0.0005914743264617,35.698452,35.663064,52235.0,48824.0
1917,4.188,0.2797,64,2.506,7.187,3.163,6,42,50,7,59,11,248,26,95,5,21,22,6,30,9,119,18,42,2.658,1.5299999999999998,3523,Chamartín,40.47176,-3.68236,2095,0.2314379658794344,0.0043710539096648,0.1383550598037898,0.2798950437716955,33.852489,33.905959,54536.0,53565.0
1918,4.792,0.6391,87,1.161,1.433,4.336,82,95,156,6,96,53,1252,49,167,89,90,175,5,49,58,1530,42,184,3.499,1.2929999999999997,3524,Benavente,40.41444,-3.70369,1871,0.0011704729857409,0.0024283632831471,0.1112191433047048,0.0087067925467095,38.996045,36.43164,35595.0,40094.0
1919,2.897,0.5361,32,0.56,1.396,4.553,71,71,130,5,38,43,977,36,128,87,83,166,5,56,55,1384,39,168,3.397,-0.5,3525,Tirso De Molina,40.4125,-3.70462,1876,0.0004792900691376,0.0019426906265177,0.1019256472451858,0.0039781388936715,38.30387,37.544819,35470.0,35572.0
1920,2.652,0.5714,30,0.398,1.069,4.279,62,64,110,5,37,41,934,32,110,82,79,159,1,35,48,1382,34,153,3.163,-0.5109999999999997,3526,Antón Martín,40.41288,-3.69988,1867,0.0011503178113518,0.0019426906265177,0.1076038672589495,0.0016762629857977,38.672083,37.697923,35584.0,36191.0
1921,3.744,0.5512,54,0.675,0.951,4.295,79,88,134,3,51,41,973,47,148,78,74,147,1,30,46,1209,33,137,3.012,0.7320000000000002,3527,Antón Martín,40.41217,-3.69884,1867,0.0011503178113518,0.0019426906265177,0.1076038672589495,0.0016762629857977,38.377242,35.54345,35287.0,39089.0
1922,4.51,0.3855,64,1.286,0.746,4.301,79,99,144,3,78,40,894,50,164,72,75,129,1,32,40,999,31,127,3.322,1.1879999999999995,3528,Desamparados,40.41115,-3.69681,1866,0.0041483345134649,0.0009713453132588,0.1186196566424703,0.0023099197524169,38.112055,34.96656,36836.0,40509.0
1923,3.024,0.57,30,0.54,0.733,4.285,69,69,116,6,44,41,889,36,121,69,74,129,1,32,39,970,31,120,3.005,0.0190000000000001,3529,Desamparados,40.4112,-3.69657,1866,0.0041483345134649,0.0009713453132588,0.1186196566424703,0.0023099197524169,37.962852,36.899731,36080.0,37767.0
1924,5.936,0.2284,87,1.544,0.395,4.322,94,127,181,4,106,46,1093,70,243,71,65,103,2,43,34,662,33,96,3.514,2.422,3530,Prado - Atocha,40.40949,-3.69327,1676,0.0231532573388778,0.0029140359397765,0.1341280698325841,0.0137384261404632,36.859406,34.416301,38346.0,41694.0
1925,4.307,0.1806,67,1.12,0.407,4.289,83,98,146,3,65,40,932,51,168,71,64,103,2,45,35,677,33,96,3.626,0.6810000000000005,3531,Prado - Atocha,40.40976,-3.69313,1676,0.0231532573388778,0.0029140359397765,0.1341280698325841,0.0137384261404632,36.991625,35.240074,38668.0,40277.0
1926,4.128,0.4206,76,1.003,0.742,5.045,42,84,104,4,98,23,379,58,117,47,71,102,1,77,23,401,58,114,3.523,0.605,3532,Palos De La Frontera,40.40366,-3.69711,1623,0.0272795117382871,0.0038853812530354,0.1318097432942833,0.0049608341854236,33.394097,32.856427,38137.0,39774.0
1927,5.928,0.2508,90,2.079,1.008,5.324,43,110,133,5,174,35,430,93,160,39,74,93,0,84,22,360,59,114,3.745,2.183,3533,Santa María De La Cabeza,40.40157,-3.69901,1635,0.0143154770454246,0.0038853812530354,0.1217766737638987,0.0060327158050014,32.829874,32.697289,38693.0,38151.0
1928,5.865,0.4507,87,2.207,1.108,5.457,42,102,131,6,163,34,429,85,158,36,71,86,1,94,19,323,56,113,3.618,2.2470000000000003,3534,Santa María De La Cabeza,40.40026,-3.69907,1635,0.0143154770454246,0.0038853812530354,0.1217766737638987,0.0060327158050014,32.075084,32.639474,39838.0,38997.0
1929,4.636,0.1005,69,1.489,1.042,5.385,50,93,127,5,122,31,509,77,156,38,71,89,0,84,21,323,57,114,3.554,1.0820000000000003,3535,Santa María De La Cabeza,40.40087,-3.69876,1635,0.0143154770454246,0.0038853812530354,0.1217766737638987,0.0060327158050014,32.497134,33.179563,39053.0,38700.0
1930,3.224,0.5163,44,0.573,0.868,5.283,61,70,97,1,64,26,553,45,110,33,68,80,1,85,16,291,49,104,3.377,-0.1529999999999995,3536,Ferrocarril,40.40072,-3.69541,1638,0.0104055204543968,0.0019426906265177,0.1196606032428662,0.0004628918573384,32.020131,33.780446,39940.0,38336.0
1931,4.417,0.3426,70,1.193,1.263,5.669,27,78,81,1,138,20,264,55,115,33,64,69,1,89,15,237,50,106,3.378,1.0389999999999997,3537,Jaime El Conquistador - Embajadores,40.39782,-3.69812,1630,0.0046982577647344,0.0019426906265177,0.1100422211533322,0.0008443057093496,31.271775,32.000177,41036.0,38729.0
1932,4.569,0.4656,76,1.057,1.255,5.664,43,91,119,5,121,29,420,69,143,32,64,69,1,91,15,236,49,103,3.391,1.178,3538,Jaime El Conquistador - Embajadores,40.3978,-3.69792,1630,0.0046982577647344,0.0019426906265177,0.1100422211533322,0.0008443057093496,31.257454,32.816094,41052.0,39144.0
1933,5.438,0.3533,78,2.708,1.466,5.884,29,84,88,2,167,22,278,73,118,25,59,55,1,98,11,205,51,86,3.314,2.124,3539,Jaime El Conquistador,40.39581,-3.69844,1447,0.0011251851223254,0.0009713453132588,0.1004831389390464,1.1012985411098223e-06,30.865802,31.863783,40956.0,38654.0
1934,3.914,0.5839,68,1.146,1.451,5.872,34,80,98,3,106,23,316,54,119,27,57,55,1,99,10,203,50,87,3.335,0.5790000000000002,3540,Jaime El Conquistador,40.39585,-3.69818,1447,0.0011251851223254,0.0009713453132588,0.1004831389390464,1.1012985411098223e-06,30.926511,32.282837,40915.0,39271.0
1935,7.519,0.3559,98,3.569,2.285,6.719,19,103,80,3,240,31,225,87,128,7,55,33,2,97,17,137,38,59,3.736,3.783,3541,Glorieta De Cádiz,40.38812,-3.69983,1083,0.0013052048750915,0.0038853812530354,0.1092655487157716,0.0186984680353966,32.815386,32.352032,33757.0,32971.0
1936,6.881,0.5177,90,3.268,2.398,6.831,18,97,78,3,221,30,217,80,126,7,52,31,1,105,17,120,37,51,3.572,3.309,3542,Glorieta De Cádiz,40.3873,-3.70073,1083,0.0013052048750915,0.0038853812530354,0.1092655487157716,0.0186984680353966,33.184153,32.300899,32334.0,33291.0
1938,3.262,0.549,39,0.631,2.56,6.993,8,42,20,1,78,13,95,34,33,9,45,18,1,90,15,94,34,28,3.391,-0.129,3543,San Antonio De Padua,40.38592,-3.70135,1075,0.0002705600573136,0.0009713453132588,0.0985733435465339,0.0,33.826122,33.789784,30080.0,30329.0
1939,3.649,0.5373,46,0.92,2.606,7.04,9,46,25,1,80,13,104,36,41,9,39,16,1,81,13,85,29,27,3.348,0.3010000000000001,3544,Santuario,40.38523,-3.70057,1074,0.0002780807249546,0.0014570179698882,0.0986347305389221,0.0044096406913203,33.960729,33.528351,29666.0,30820.0
1940,5.481,0.2189,72,0.901,4.544,2.719,20,114,123,22,81,39,481,62,272,12,78,93,12,55,27,318,38,176,3.64,1.841,3545,Cuatro Caminos,40.44689,-3.70304,1809,0.0047327344389472,0.0029140359397765,0.1159608019824284,0.033793197274293,35.4863,35.480658,47398.0,47942.0
