"12f7 -- 9. All data groups, 2010-2023"

"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Vocational diploma (KO)",1784
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",4032
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Academic degree - Higher university level degree (KO)",6023
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Aged 18 or over, total (HR)",16236
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average income of inhabitants (HR)",45114
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Median income of inhabitants (HR)",29258
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the lowest income category (HR)",2914
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the middle income category (HR)",6572
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants belonging to the highest income category (HR)",6750
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Accumulated purchasing power of inhabitants (HR)",732469677
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households, total (TE)",10380
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average size of households (TE)",1.7
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average floor area per person (TE)",39.0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","One-person households (TE)",5379
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Young one-person households (TE)",2226
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Young couples without children (TE)",822
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with children (TE)",1334
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with small children (TE)",364
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with children under school age (TE)",649
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with school-age children (TE)",541
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households with teenagers (TE)",435
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","One-parent households with children (TE)",266
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Adult households (TE)",6674
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Pensioner households (TE)",2400
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in owner-occupied dwellings (TE)",5026
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in rented dwellings (TE)",5289
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households living in other dwellings (TE)",65
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households, total (TR)",10380
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average income of households (TR)",70284
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Median income of households (TR)",41921
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the lowest income category (TR)",1840
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the middle income category (TR)",4098
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Households belonging to the highest income category (TR)",4442
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Accumulated purchasing power of households (TR)",729552153
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Free-time residences (RA)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Buildings, total (RA)",621
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Other buildings (RA)",305
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Residential buildings (RA)",316
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings (RA)",12341
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Average floor area per dwelling (RA)",65.8
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings in small houses (RA)",3
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Dwellings in blocks of flats (RA)",11721
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Other dwellings (RA)",617
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Workplaces, total (TP)",49712
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Primary production (TP)",24
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Processing (TP)",2274
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Services (TP)",47414
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","A Agriculture, forestry and fishing (TP)",24
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","B Mining and quarrying (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","C Manufacturing (TP)",1052
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",794
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","F Construction (TP)",428
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",5532
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","H Transportation and storage (TP)",1068
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","I Accommodation and food service activities (TP)",2808
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","J Information and communication (TP)",10047
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","K Financial and insurance activities (TP)",4341
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","L Real estate activities (TP)",1289
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","M Professional, scientific and technical activities (TP)",8247
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","N Administrative and support service activities (TP)",2105
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","O Public administration and defence; compulsory social security (TP)",1995
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","P Education (TP)",2705
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Q Human health and social work activities (TP)",2895
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","R Arts, entertainment and recreation (TP)",1935
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","S Other service activities (TP)",2395
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",52
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","X Industry unknown (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants, total (PT)",18373
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Employed (PT)",9682
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Unemployed (PT)",1083
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Children aged 0 to 14 (PT)",1801
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Students (PT)",1607
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Pensioners (PT)",3419
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Others (PT)",781
"00120  Punavuori - Bulevardi (Helsinki)","X coordinate",385531
"00120  Punavuori - Bulevardi (Helsinki)","Y coordinate",6671434
"00120  Punavuori - Bulevardi (Helsinki)","Surface area",414010
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (HE)",7216
"00120  Punavuori - Bulevardi (Helsinki)","Males (HE)",3424
"00120  Punavuori - Bulevardi (Helsinki)","Females (HE)",3792
"00120  Punavuori - Bulevardi (Helsinki)","Average age of inhabitants (HE)",41
"00120  Punavuori - Bulevardi (Helsinki)","0-2 years (HE)",143
"00120  Punavuori - Bulevardi (Helsinki)","3-6 years (HE)",217
"00120  Punavuori - Bulevardi (Helsinki)","7-12 years (HE)",352
"00120  Punavuori - Bulevardi (Helsinki)","13-15 years (HE)",176
"00120  Punavuori - Bulevardi (Helsinki)","16-17 years (HE)",107
"00120  Punavuori - Bulevardi (Helsinki)","18-19 years (HE)",107
"00120  Punavuori - Bulevardi (Helsinki)","20-24 years (HE)",546
"00120  Punavuori - Bulevardi (Helsinki)","25-29 years (HE)",890
"00120  Punavuori - Bulevardi (Helsinki)","30-34 years (HE)",688
"00120  Punavuori - Bulevardi (Helsinki)","35-39 years (HE)",566
"00120  Punavuori - Bulevardi (Helsinki)","40-44 years (HE)",551
"00120  Punavuori - Bulevardi (Helsinki)","45-49 years (HE)",451
"00120  Punavuori - Bulevardi (Helsinki)","50-54 years (HE)",467
"00120  Punavuori - Bulevardi (Helsinki)","55-59 years (HE)",377
"00120  Punavuori - Bulevardi (Helsinki)","60-64 years (HE)",352
"00120  Punavuori - Bulevardi (Helsinki)","65-69 years (HE)",333
"00120  Punavuori - Bulevardi (Helsinki)","70-74 years (HE)",345
"00120  Punavuori - Bulevardi (Helsinki)","75-79 years (HE)",281
"00120  Punavuori - Bulevardi (Helsinki)","80-84 years (HE)",151
"00120  Punavuori - Bulevardi (Helsinki)","85 years or over (HE)",116
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (KO)",6221
"00120  Punavuori - Bulevardi (Helsinki)","Basic level studies (KO)",679
"00120  Punavuori - Bulevardi (Helsinki)","With education, total (KO)",5542
"00120  Punavuori - Bulevardi (Helsinki)","Matriculation examination (KO)",1039
"00120  Punavuori - Bulevardi (Helsinki)","Vocational diploma (KO)",748
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",1480
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Higher university level degree (KO)",2275
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (HR)",6221
"00120  Punavuori - Bulevardi (Helsinki)","Average income of inhabitants (HR)",48502
"00120  Punavuori - Bulevardi (Helsinki)","Median income of inhabitants (HR)",29684
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the lowest income category (HR)",1098
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the middle income category (HR)",2444
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the highest income category (HR)",2679
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of inhabitants (HR)",301732169
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TE)",4047
"00120  Punavuori - Bulevardi (Helsinki)","Average size of households (TE)",1.8
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per person (TE)",39.4
"00120  Punavuori - Bulevardi (Helsinki)","One-person households (TE)",2042
"00120  Punavuori - Bulevardi (Helsinki)","Young one-person households (TE)",796
"00120  Punavuori - Bulevardi (Helsinki)","Young couples without children (TE)",327
"00120  Punavuori - Bulevardi (Helsinki)","Households with children (TE)",600
"00120  Punavuori - Bulevardi (Helsinki)","Households with small children (TE)",134
"00120  Punavuori - Bulevardi (Helsinki)","Households with children under school age (TE)",268
"00120  Punavuori - Bulevardi (Helsinki)","Households with school-age children (TE)",260
"00120  Punavuori - Bulevardi (Helsinki)","Households with teenagers (TE)",227
"00120  Punavuori - Bulevardi (Helsinki)","One-parent households with children (TE)",156
"00120  Punavuori - Bulevardi (Helsinki)","Adult households (TE)",2544
"00120  Punavuori - Bulevardi (Helsinki)","Pensioner households (TE)",919
"00120  Punavuori - Bulevardi (Helsinki)","Households living in owner-occupied dwellings (TE)",2165
"00120  Punavuori - Bulevardi (Helsinki)","Households living in rented dwellings (TE)",1840
"00120  Punavuori - Bulevardi (Helsinki)","Households living in other dwellings (TE)",42
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TR)",4047
"00120  Punavuori - Bulevardi (Helsinki)","Average income of households (TR)",74856
"00120  Punavuori - Bulevardi (Helsinki)","Median income of households (TR)",43238
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the lowest income category (TR)",696
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the middle income category (TR)",1566
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the highest income category (TR)",1785
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of households (TR)",302943400
"00120  Punavuori - Bulevardi (Helsinki)","Free-time residences (RA)",0
"00120  Punavuori - Bulevardi (Helsinki)","Buildings, total (RA)",237
"00120  Punavuori - Bulevardi (Helsinki)","Other buildings (RA)",87
"00120  Punavuori - Bulevardi (Helsinki)","Residential buildings (RA)",150
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings (RA)",4777
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per dwelling (RA)",69.5
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in small houses (RA)",7
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in blocks of flats (RA)",4492
"00120  Punavuori - Bulevardi (Helsinki)","Other dwellings (RA)",278
"00120  Punavuori - Bulevardi (Helsinki)","Workplaces, total (TP)",7131
"00120  Punavuori - Bulevardi (Helsinki)","Primary production (TP)",2
"00120  Punavuori - Bulevardi (Helsinki)","Processing (TP)",194
"00120  Punavuori - Bulevardi (Helsinki)","Services (TP)",6935
"00120  Punavuori - Bulevardi (Helsinki)","A Agriculture, forestry and fishing (TP)",2
"00120  Punavuori - Bulevardi (Helsinki)","B Mining and quarrying (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","C Manufacturing (TP)",162
"00120  Punavuori - Bulevardi (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","F Construction (TP)",32
"00120  Punavuori - Bulevardi (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",570
"00120  Punavuori - Bulevardi (Helsinki)","H Transportation and storage (TP)",142
"00120  Punavuori - Bulevardi (Helsinki)","I Accommodation and food service activities (TP)",593
"00120  Punavuori - Bulevardi (Helsinki)","J Information and communication (TP)",872
"00120  Punavuori - Bulevardi (Helsinki)","K Financial and insurance activities (TP)",805
"00120  Punavuori - Bulevardi (Helsinki)","L Real estate activities (TP)",69
"00120  Punavuori - Bulevardi (Helsinki)","M Professional, scientific and technical activities (TP)",1317
"00120  Punavuori - Bulevardi (Helsinki)","N Administrative and support service activities (TP)",328
"00120  Punavuori - Bulevardi (Helsinki)","O Public administration and defence; compulsory social security (TP)",491
"00120  Punavuori - Bulevardi (Helsinki)","P Education (TP)",289
"00120  Punavuori - Bulevardi (Helsinki)","Q Human health and social work activities (TP)",468
"00120  Punavuori - Bulevardi (Helsinki)","R Arts, entertainment and recreation (TP)",162
"00120  Punavuori - Bulevardi (Helsinki)","S Other service activities (TP)",806
"00120  Punavuori - Bulevardi (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",23
"00120  Punavuori - Bulevardi (Helsinki)","X Industry unknown (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (PT)",7216
"00120  Punavuori - Bulevardi (Helsinki)","Employed (PT)",3736
"00120  Punavuori - Bulevardi (Helsinki)","Unemployed (PT)",460
"00120  Punavuori - Bulevardi (Helsinki)","Children aged 0 to 14 (PT)",830
"00120  Punavuori - Bulevardi (Helsinki)","Students (PT)",564
"00120  Punavuori - Bulevardi (Helsinki)","Pensioners (PT)",1269
"00120  Punavuori - Bulevardi (Helsinki)","Others (PT)",357
"00130  Kaartinkaupunki (Helsinki)","X coordinate",386244
"00130  Kaartinkaupunki (Helsinki)","Y coordinate",6671474
"00130  Kaartinkaupunki (Helsinki)","Surface area",428960
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (HE)",1721
"00130  Kaartinkaupunki (Helsinki)","Males (HE)",832
"00130  Kaartinkaupunki (Helsinki)","Females (HE)",889
"00130  Kaartinkaupunki (Helsinki)","Average age of inhabitants (HE)",42
"00130  Kaartinkaupunki (Helsinki)","0-2 years (HE)",42
"00130  Kaartinkaupunki (Helsinki)","3-6 years (HE)",39
"00130  Kaartinkaupunki (Helsinki)","7-12 years (HE)",81
"00130  Kaartinkaupunki (Helsinki)","13-15 years (HE)",32
"00130  Kaartinkaupunki (Helsinki)","16-17 years (HE)",26
"00130  Kaartinkaupunki (Helsinki)","18-19 years (HE)",39
"00130  Kaartinkaupunki (Helsinki)","20-24 years (HE)",140
"00130  Kaartinkaupunki (Helsinki)","25-29 years (HE)",169
"00130  Kaartinkaupunki (Helsinki)","30-34 years (HE)",153
"00130  Kaartinkaupunki (Helsinki)","35-39 years (HE)",114
"00130  Kaartinkaupunki (Helsinki)","40-44 years (HE)",111
"00130  Kaartinkaupunki (Helsinki)","45-49 years (HE)",124
"00130  Kaartinkaupunki (Helsinki)","50-54 years (HE)",165
"00130  Kaartinkaupunki (Helsinki)","55-59 years (HE)",120
"00130  Kaartinkaupunki (Helsinki)","60-64 years (HE)",91
"00130  Kaartinkaupunki (Helsinki)","65-69 years (HE)",82
"00130  Kaartinkaupunki (Helsinki)","70-74 years (HE)",84
"00130  Kaartinkaupunki (Helsinki)","75-79 years (HE)",62
"00130  Kaartinkaupunki (Helsinki)","80-84 years (HE)",25
"00130  Kaartinkaupunki (Helsinki)","85 years or over (HE)",22
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (KO)",1501
"00130  Kaartinkaupunki (Helsinki)","Basic level studies (KO)",159
"00130  Kaartinkaupunki (Helsinki)","With education, total (KO)",1342
"00130  Kaartinkaupunki (Helsinki)","Matriculation examination (KO)",275
"00130  Kaartinkaupunki (Helsinki)","Vocational diploma (KO)",164
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",332
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Higher university level degree (KO)",571
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (HR)",1501
"00130  Kaartinkaupunki (Helsinki)","Average income of inhabitants (HR)",64088
"00130  Kaartinkaupunki (Helsinki)","Median income of inhabitants (HR)",31558
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the lowest income category (HR)",316
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the middle income category (HR)",477
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the highest income category (HR)",708
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of inhabitants (HR)",96196739
"00130  Kaartinkaupunki (Helsinki)","Households, total (TE)",948
"00130  Kaartinkaupunki (Helsinki)","Average size of households (TE)",1.8
"00130  Kaartinkaupunki (Helsinki)","Average floor area per person (TE)",44.4
"00130  Kaartinkaupunki (Helsinki)","One-person households (TE)",445
"00130  Kaartinkaupunki (Helsinki)","Young one-person households (TE)",161
"00130  Kaartinkaupunki (Helsinki)","Young couples without children (TE)",80
"00130  Kaartinkaupunki (Helsinki)","Households with children (TE)",150
"00130  Kaartinkaupunki (Helsinki)","Households with small children (TE)",38
"00130  Kaartinkaupunki (Helsinki)","Households with children under school age (TE)",66
"00130  Kaartinkaupunki (Helsinki)","Households with school-age children (TE)",65
"00130  Kaartinkaupunki (Helsinki)","Households with teenagers (TE)",49
"00130  Kaartinkaupunki (Helsinki)","One-parent households with children (TE)",30
"00130  Kaartinkaupunki (Helsinki)","Adult households (TE)",597
"00130  Kaartinkaupunki (Helsinki)","Pensioner households (TE)",205
"00130  Kaartinkaupunki (Helsinki)","Households living in owner-occupied dwellings (TE)",480
"00130  Kaartinkaupunki (Helsinki)","Households living in rented dwellings (TE)",460
"00130  Kaartinkaupunki (Helsinki)","Households living in other dwellings (TE)",8
"00130  Kaartinkaupunki (Helsinki)","Households, total (TR)",948
"00130  Kaartinkaupunki (Helsinki)","Average income of households (TR)",101682
"00130  Kaartinkaupunki (Helsinki)","Median income of households (TR)",49730
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the lowest income category (TR)",183
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the middle income category (TR)",284
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the highest income category (TR)",481
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of households (TR)",96394652
"00130  Kaartinkaupunki (Helsinki)","Free-time residences (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Buildings, total (RA)",140
"00130  Kaartinkaupunki (Helsinki)","Other buildings (RA)",103
"00130  Kaartinkaupunki (Helsinki)","Residential buildings (RA)",37
"00130  Kaartinkaupunki (Helsinki)","Dwellings (RA)",1192
"00130  Kaartinkaupunki (Helsinki)","Average floor area per dwelling (RA)",78.5
"00130  Kaartinkaupunki (Helsinki)","Dwellings in small houses (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Dwellings in blocks of flats (RA)",1000
"00130  Kaartinkaupunki (Helsinki)","Other dwellings (RA)",192
"00130  Kaartinkaupunki (Helsinki)","Workplaces, total (TP)",11708
"00130  Kaartinkaupunki (Helsinki)","Primary production (TP)",6
"00130  Kaartinkaupunki (Helsinki)","Processing (TP)",297
"00130  Kaartinkaupunki (Helsinki)","Services (TP)",11405
"00130  Kaartinkaupunki (Helsinki)","A Agriculture, forestry and fishing (TP)",6
"00130  Kaartinkaupunki (Helsinki)","B Mining and quarrying (TP)",1
"00130  Kaartinkaupunki (Helsinki)","C Manufacturing (TP)",126
"00130  Kaartinkaupunki (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",8
"00130  Kaartinkaupunki (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",9
"00130  Kaartinkaupunki (Helsinki)","F Construction (TP)",153
"00130  Kaartinkaupunki (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",431
"00130  Kaartinkaupunki (Helsinki)","H Transportation and storage (TP)",215
"00130  Kaartinkaupunki (Helsinki)","I Accommodation and food service activities (TP)",493
"00130  Kaartinkaupunki (Helsinki)","J Information and communication (TP)",1150
"00130  Kaartinkaupunki (Helsinki)","K Financial and insurance activities (TP)",1403
"00130  Kaartinkaupunki (Helsinki)","L Real estate activities (TP)",254
"00130  Kaartinkaupunki (Helsinki)","M Professional, scientific and technical activities (TP)",2781
"00130  Kaartinkaupunki (Helsinki)","N Administrative and support service activities (TP)",374
"00130  Kaartinkaupunki (Helsinki)","O Public administration and defence; compulsory social security (TP)",2002
"00130  Kaartinkaupunki (Helsinki)","P Education (TP)",159
"00130  Kaartinkaupunki (Helsinki)","Q Human health and social work activities (TP)",495
"00130  Kaartinkaupunki (Helsinki)","R Arts, entertainment and recreation (TP)",277
"00130  Kaartinkaupunki (Helsinki)","S Other service activities (TP)",1270
"00130  Kaartinkaupunki (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00130  Kaartinkaupunki (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",101
"00130  Kaartinkaupunki (Helsinki)","X Industry unknown (TP)",0
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (PT)",1721
"00130  Kaartinkaupunki (Helsinki)","Employed (PT)",910
"00130  Kaartinkaupunki (Helsinki)","Unemployed (PT)",81
"00130  Kaartinkaupunki (Helsinki)","Children aged 0 to 14 (PT)",188
"00130  Kaartinkaupunki (Helsinki)","Students (PT)",143
"00130  Kaartinkaupunki (Helsinki)","Pensioners (PT)",284
"00130  Kaartinkaupunki (Helsinki)","Others (PT)",115
"00140  Kaivopuisto - Ullanlinna (Helsinki)","X coordinate",386394
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Y coordinate",6670766
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Surface area",931841
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Inhabitants, total (HE)",7995
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Males (HE)",3656
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Females (HE)",4339
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Average age of inhabitants (HE)",43
"00140  Kaivopuisto - Ullanlinna (Helsinki)","0-2 years (HE)",189
"00140  Kaivopuisto - Ullanlinna (Helsinki)","3-6 years (HE)",263
"00140  Kaivopuisto - Ullanlinna (Helsinki)","7-12 years (HE)",387
"00140  Kaivopuisto - Ullanlinna (Helsinki)","13-15 years (HE)",178
"00140  Kaivopuisto - Ullanlinna (Helsinki)","16-17 years (HE)",106
"00140  Kaivopuisto - Ullanlinna (Helsinki)","18-19 years (HE)",120
"00140  Kaivopuisto - Ullanlinna (Helsinki)","20-24 years (HE)",573
"00140  Kaivopuisto - Ullanlinna (Helsinki)","25-29 years (HE)",783
"00140  Kaivopuisto - Ullanlinna (Helsinki)","30-34 years (HE)",705
"00140  Kaivopuisto - Ullanlinna (Helsinki)","35-39 years (HE)",633
"00140  Kaivopuisto - Ullanlinna (Helsinki)","40-44 years (HE)",593
"00140  Kaivopuisto - Ullanlinna (Helsinki)","45-49 years (HE)",494
"00140  Kaivopuisto - Ullanlinna (Helsinki)","50-54 years (HE)",481
"00140  Kaivopuisto - Ullanlinna (Helsinki)","55-59 years (HE)",512
"00140  Kaivopuisto - Ullanlinna (Helsinki)","60-64 years (HE)",446
