"12f7 -- 9. All data groups, 2010-2023"

"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",5311
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","H Transportation and storage (TP)",1023
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","I Accommodation and food service activities (TP)",3534
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","J Information and communication (TP)",11030
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","K Financial and insurance activities (TP)",4476
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","L Real estate activities (TP)",1330
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","M Professional, scientific and technical activities (TP)",9147
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","N Administrative and support service activities (TP)",2469
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","O Public administration and defence; compulsory social security (TP)",1728
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","P Education (TP)",2608
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Q Human health and social work activities (TP)",3278
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","R Arts, entertainment and recreation (TP)",1886
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","S Other service activities (TP)",2381
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",55
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","X Industry unknown (TP)",0
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Inhabitants, total (PT)",17893
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Employed (PT)",9748
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Unemployed (PT)",723
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Children aged 0 to 14 (PT)",1729
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Students (PT)",1542
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Pensioners (PT)",3387
"00100  Helsinki keskusta - Etu-Töölö (Helsinki)","Others (PT)",764
"00120  Punavuori - Bulevardi (Helsinki)","X coordinate",385531
"00120  Punavuori - Bulevardi (Helsinki)","Y coordinate",6671434
"00120  Punavuori - Bulevardi (Helsinki)","Surface area",414010
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (HE)",7230
"00120  Punavuori - Bulevardi (Helsinki)","Males (HE)",3390
"00120  Punavuori - Bulevardi (Helsinki)","Females (HE)",3840
"00120  Punavuori - Bulevardi (Helsinki)","Average age of inhabitants (HE)",41
"00120  Punavuori - Bulevardi (Helsinki)","0-2 years (HE)",158
"00120  Punavuori - Bulevardi (Helsinki)","3-6 years (HE)",197
"00120  Punavuori - Bulevardi (Helsinki)","7-12 years (HE)",351
"00120  Punavuori - Bulevardi (Helsinki)","13-15 years (HE)",179
"00120  Punavuori - Bulevardi (Helsinki)","16-17 years (HE)",131
"00120  Punavuori - Bulevardi (Helsinki)","18-19 years (HE)",122
"00120  Punavuori - Bulevardi (Helsinki)","20-24 years (HE)",563
"00120  Punavuori - Bulevardi (Helsinki)","25-29 years (HE)",845
"00120  Punavuori - Bulevardi (Helsinki)","30-34 years (HE)",721
"00120  Punavuori - Bulevardi (Helsinki)","35-39 years (HE)",514
"00120  Punavuori - Bulevardi (Helsinki)","40-44 years (HE)",523
"00120  Punavuori - Bulevardi (Helsinki)","45-49 years (HE)",472
"00120  Punavuori - Bulevardi (Helsinki)","50-54 years (HE)",486
"00120  Punavuori - Bulevardi (Helsinki)","55-59 years (HE)",393
"00120  Punavuori - Bulevardi (Helsinki)","60-64 years (HE)",336
"00120  Punavuori - Bulevardi (Helsinki)","65-69 years (HE)",350
"00120  Punavuori - Bulevardi (Helsinki)","70-74 years (HE)",320
"00120  Punavuori - Bulevardi (Helsinki)","75-79 years (HE)",290
"00120  Punavuori - Bulevardi (Helsinki)","80-84 years (HE)",161
"00120  Punavuori - Bulevardi (Helsinki)","85 years or over (HE)",118
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (KO)",6214
"00120  Punavuori - Bulevardi (Helsinki)","Basic level studies (KO)",695
"00120  Punavuori - Bulevardi (Helsinki)","With education, total (KO)",5519
"00120  Punavuori - Bulevardi (Helsinki)","Matriculation examination (KO)",1015
"00120  Punavuori - Bulevardi (Helsinki)","Vocational diploma (KO)",794
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",1451
"00120  Punavuori - Bulevardi (Helsinki)","Academic degree - Higher university level degree (KO)",2259
"00120  Punavuori - Bulevardi (Helsinki)","Aged 18 or over, total (HR)",6214
"00120  Punavuori - Bulevardi (Helsinki)","Average income of inhabitants (HR)",51469
"00120  Punavuori - Bulevardi (Helsinki)","Median income of inhabitants (HR)",30668
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the lowest income category (HR)",1026
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the middle income category (HR)",2497
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants belonging to the highest income category (HR)",2691
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of inhabitants (HR)",319825301
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TE)",4048
"00120  Punavuori - Bulevardi (Helsinki)","Average size of households (TE)",1.8
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per person (TE)",39.6
"00120  Punavuori - Bulevardi (Helsinki)","One-person households (TE)",2042
"00120  Punavuori - Bulevardi (Helsinki)","Young one-person households (TE)",826
"00120  Punavuori - Bulevardi (Helsinki)","Young couples without children (TE)",329
"00120  Punavuori - Bulevardi (Helsinki)","Households with children (TE)",627
"00120  Punavuori - Bulevardi (Helsinki)","Households with small children (TE)",145
"00120  Punavuori - Bulevardi (Helsinki)","Households with children under school age (TE)",262
"00120  Punavuori - Bulevardi (Helsinki)","Households with school-age children (TE)",261
"00120  Punavuori - Bulevardi (Helsinki)","Households with teenagers (TE)",239
"00120  Punavuori - Bulevardi (Helsinki)","One-parent households with children (TE)",162
"00120  Punavuori - Bulevardi (Helsinki)","Adult households (TE)",2511
"00120  Punavuori - Bulevardi (Helsinki)","Pensioner households (TE)",923
"00120  Punavuori - Bulevardi (Helsinki)","Households living in owner-occupied dwellings (TE)",2121
"00120  Punavuori - Bulevardi (Helsinki)","Households living in rented dwellings (TE)",1905
"00120  Punavuori - Bulevardi (Helsinki)","Households living in other dwellings (TE)",22
"00120  Punavuori - Bulevardi (Helsinki)","Households, total (TR)",4048
"00120  Punavuori - Bulevardi (Helsinki)","Average income of households (TR)",79394
"00120  Punavuori - Bulevardi (Helsinki)","Median income of households (TR)",44930
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the lowest income category (TR)",671
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the middle income category (TR)",1575
"00120  Punavuori - Bulevardi (Helsinki)","Households belonging to the highest income category (TR)",1802
"00120  Punavuori - Bulevardi (Helsinki)","Accumulated purchasing power of households (TR)",321386938
"00120  Punavuori - Bulevardi (Helsinki)","Free-time residences (RA)",0
"00120  Punavuori - Bulevardi (Helsinki)","Buildings, total (RA)",245
"00120  Punavuori - Bulevardi (Helsinki)","Other buildings (RA)",96
"00120  Punavuori - Bulevardi (Helsinki)","Residential buildings (RA)",149
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings (RA)",4816
"00120  Punavuori - Bulevardi (Helsinki)","Average floor area per dwelling (RA)",69.6
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in small houses (RA)",7
"00120  Punavuori - Bulevardi (Helsinki)","Dwellings in blocks of flats (RA)",4533
"00120  Punavuori - Bulevardi (Helsinki)","Other dwellings (RA)",276
"00120  Punavuori - Bulevardi (Helsinki)","Workplaces, total (TP)",7638
"00120  Punavuori - Bulevardi (Helsinki)","Primary production (TP)",3
"00120  Punavuori - Bulevardi (Helsinki)","Processing (TP)",232
"00120  Punavuori - Bulevardi (Helsinki)","Services (TP)",7401
"00120  Punavuori - Bulevardi (Helsinki)","A Agriculture, forestry and fishing (TP)",3
"00120  Punavuori - Bulevardi (Helsinki)","B Mining and quarrying (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","C Manufacturing (TP)",200
"00120  Punavuori - Bulevardi (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","F Construction (TP)",32
"00120  Punavuori - Bulevardi (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",630
"00120  Punavuori - Bulevardi (Helsinki)","H Transportation and storage (TP)",195
"00120  Punavuori - Bulevardi (Helsinki)","I Accommodation and food service activities (TP)",832
"00120  Punavuori - Bulevardi (Helsinki)","J Information and communication (TP)",1025
"00120  Punavuori - Bulevardi (Helsinki)","K Financial and insurance activities (TP)",916
"00120  Punavuori - Bulevardi (Helsinki)","L Real estate activities (TP)",92
"00120  Punavuori - Bulevardi (Helsinki)","M Professional, scientific and technical activities (TP)",1276
"00120  Punavuori - Bulevardi (Helsinki)","N Administrative and support service activities (TP)",276
"00120  Punavuori - Bulevardi (Helsinki)","O Public administration and defence; compulsory social security (TP)",510
"00120  Punavuori - Bulevardi (Helsinki)","P Education (TP)",299
"00120  Punavuori - Bulevardi (Helsinki)","Q Human health and social work activities (TP)",446
"00120  Punavuori - Bulevardi (Helsinki)","R Arts, entertainment and recreation (TP)",141
"00120  Punavuori - Bulevardi (Helsinki)","S Other service activities (TP)",748
"00120  Punavuori - Bulevardi (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00120  Punavuori - Bulevardi (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",15
"00120  Punavuori - Bulevardi (Helsinki)","X Industry unknown (TP)",2
"00120  Punavuori - Bulevardi (Helsinki)","Inhabitants, total (PT)",7230
"00120  Punavuori - Bulevardi (Helsinki)","Employed (PT)",3935
"00120  Punavuori - Bulevardi (Helsinki)","Unemployed (PT)",310
"00120  Punavuori - Bulevardi (Helsinki)","Children aged 0 to 14 (PT)",828
"00120  Punavuori - Bulevardi (Helsinki)","Students (PT)",562
"00120  Punavuori - Bulevardi (Helsinki)","Pensioners (PT)",1242
"00120  Punavuori - Bulevardi (Helsinki)","Others (PT)",353
"00130  Kaartinkaupunki (Helsinki)","X coordinate",386244
"00130  Kaartinkaupunki (Helsinki)","Y coordinate",6671474
"00130  Kaartinkaupunki (Helsinki)","Surface area",428960
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (HE)",1716
"00130  Kaartinkaupunki (Helsinki)","Males (HE)",843
"00130  Kaartinkaupunki (Helsinki)","Females (HE)",873
"00130  Kaartinkaupunki (Helsinki)","Average age of inhabitants (HE)",42
"00130  Kaartinkaupunki (Helsinki)","0-2 years (HE)",42
"00130  Kaartinkaupunki (Helsinki)","3-6 years (HE)",37
"00130  Kaartinkaupunki (Helsinki)","7-12 years (HE)",87
"00130  Kaartinkaupunki (Helsinki)","13-15 years (HE)",49
"00130  Kaartinkaupunki (Helsinki)","16-17 years (HE)",21
"00130  Kaartinkaupunki (Helsinki)","18-19 years (HE)",31
"00130  Kaartinkaupunki (Helsinki)","20-24 years (HE)",137
"00130  Kaartinkaupunki (Helsinki)","25-29 years (HE)",168
"00130  Kaartinkaupunki (Helsinki)","30-34 years (HE)",134
"00130  Kaartinkaupunki (Helsinki)","35-39 years (HE)",135
"00130  Kaartinkaupunki (Helsinki)","40-44 years (HE)",100
"00130  Kaartinkaupunki (Helsinki)","45-49 years (HE)",120
"00130  Kaartinkaupunki (Helsinki)","50-54 years (HE)",146
"00130  Kaartinkaupunki (Helsinki)","55-59 years (HE)",125
"00130  Kaartinkaupunki (Helsinki)","60-64 years (HE)",92
"00130  Kaartinkaupunki (Helsinki)","65-69 years (HE)",87
"00130  Kaartinkaupunki (Helsinki)","70-74 years (HE)",88
"00130  Kaartinkaupunki (Helsinki)","75-79 years (HE)",66
"00130  Kaartinkaupunki (Helsinki)","80-84 years (HE)",30
"00130  Kaartinkaupunki (Helsinki)","85 years or over (HE)",21
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (KO)",1480
"00130  Kaartinkaupunki (Helsinki)","Basic level studies (KO)",169
"00130  Kaartinkaupunki (Helsinki)","With education, total (KO)",1311
"00130  Kaartinkaupunki (Helsinki)","Matriculation examination (KO)",282
"00130  Kaartinkaupunki (Helsinki)","Vocational diploma (KO)",141
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Lowest level tertiary and lower university level degrees (KO)",325
"00130  Kaartinkaupunki (Helsinki)","Academic degree - Higher university level degree (KO)",563
"00130  Kaartinkaupunki (Helsinki)","Aged 18 or over, total (HR)",1480
"00130  Kaartinkaupunki (Helsinki)","Average income of inhabitants (HR)",84994
"00130  Kaartinkaupunki (Helsinki)","Median income of inhabitants (HR)",34786
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the lowest income category (HR)",270
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the middle income category (HR)",466
"00130  Kaartinkaupunki (Helsinki)","Inhabitants belonging to the highest income category (HR)",744
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of inhabitants (HR)",125791620
"00130  Kaartinkaupunki (Helsinki)","Households, total (TE)",934
"00130  Kaartinkaupunki (Helsinki)","Average size of households (TE)",1.8
"00130  Kaartinkaupunki (Helsinki)","Average floor area per person (TE)",44.4
"00130  Kaartinkaupunki (Helsinki)","One-person households (TE)",423
"00130  Kaartinkaupunki (Helsinki)","Young one-person households (TE)",150
"00130  Kaartinkaupunki (Helsinki)","Young couples without children (TE)",74
"00130  Kaartinkaupunki (Helsinki)","Households with children (TE)",151
"00130  Kaartinkaupunki (Helsinki)","Households with small children (TE)",37
"00130  Kaartinkaupunki (Helsinki)","Households with children under school age (TE)",57
"00130  Kaartinkaupunki (Helsinki)","Households with school-age children (TE)",64
"00130  Kaartinkaupunki (Helsinki)","Households with teenagers (TE)",60
"00130  Kaartinkaupunki (Helsinki)","One-parent households with children (TE)",39
"00130  Kaartinkaupunki (Helsinki)","Adult households (TE)",566
"00130  Kaartinkaupunki (Helsinki)","Pensioner households (TE)",222
"00130  Kaartinkaupunki (Helsinki)","Households living in owner-occupied dwellings (TE)",461
"00130  Kaartinkaupunki (Helsinki)","Households living in rented dwellings (TE)",465
"00130  Kaartinkaupunki (Helsinki)","Households living in other dwellings (TE)",8
"00130  Kaartinkaupunki (Helsinki)","Households, total (TR)",934
"00130  Kaartinkaupunki (Helsinki)","Average income of households (TR)",135005
"00130  Kaartinkaupunki (Helsinki)","Median income of households (TR)",55294
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the lowest income category (TR)",144
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the middle income category (TR)",279
"00130  Kaartinkaupunki (Helsinki)","Households belonging to the highest income category (TR)",511
"00130  Kaartinkaupunki (Helsinki)","Accumulated purchasing power of households (TR)",126094791
"00130  Kaartinkaupunki (Helsinki)","Free-time residences (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Buildings, total (RA)",143
"00130  Kaartinkaupunki (Helsinki)","Other buildings (RA)",107
"00130  Kaartinkaupunki (Helsinki)","Residential buildings (RA)",36
"00130  Kaartinkaupunki (Helsinki)","Dwellings (RA)",1212
"00130  Kaartinkaupunki (Helsinki)","Average floor area per dwelling (RA)",78.4
"00130  Kaartinkaupunki (Helsinki)","Dwellings in small houses (RA)",0
"00130  Kaartinkaupunki (Helsinki)","Dwellings in blocks of flats (RA)",1015
"00130  Kaartinkaupunki (Helsinki)","Other dwellings (RA)",197
"00130  Kaartinkaupunki (Helsinki)","Workplaces, total (TP)",12894
"00130  Kaartinkaupunki (Helsinki)","Primary production (TP)",14
"00130  Kaartinkaupunki (Helsinki)","Processing (TP)",328
"00130  Kaartinkaupunki (Helsinki)","Services (TP)",12551
"00130  Kaartinkaupunki (Helsinki)","A Agriculture, forestry and fishing (TP)",14
"00130  Kaartinkaupunki (Helsinki)","B Mining and quarrying (TP)",2
"00130  Kaartinkaupunki (Helsinki)","C Manufacturing (TP)",136
"00130  Kaartinkaupunki (Helsinki)","D Electricity, gas, steam and air conditioning supply (TP)",18
"00130  Kaartinkaupunki (Helsinki)","E Water supply; sewerage, waste management and remediation activities (TP)",7
"00130  Kaartinkaupunki (Helsinki)","F Construction (TP)",165
"00130  Kaartinkaupunki (Helsinki)","G Wholesale and retail trade; repair of motor vehicles and motorcycles (TP)",522
"00130  Kaartinkaupunki (Helsinki)","H Transportation and storage (TP)",104
"00130  Kaartinkaupunki (Helsinki)","I Accommodation and food service activities (TP)",769
"00130  Kaartinkaupunki (Helsinki)","J Information and communication (TP)",1721
"00130  Kaartinkaupunki (Helsinki)","K Financial and insurance activities (TP)",1402
"00130  Kaartinkaupunki (Helsinki)","L Real estate activities (TP)",286
"00130  Kaartinkaupunki (Helsinki)","M Professional, scientific and technical activities (TP)",3033
"00130  Kaartinkaupunki (Helsinki)","N Administrative and support service activities (TP)",415
"00130  Kaartinkaupunki (Helsinki)","O Public administration and defence; compulsory social security (TP)",2009
"00130  Kaartinkaupunki (Helsinki)","P Education (TP)",176
"00130  Kaartinkaupunki (Helsinki)","Q Human health and social work activities (TP)",375
"00130  Kaartinkaupunki (Helsinki)","R Arts, entertainment and recreation (TP)",325
"00130  Kaartinkaupunki (Helsinki)","S Other service activities (TP)",1306
"00130  Kaartinkaupunki (Helsinki)","T Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use (TP)",0
"00130  Kaartinkaupunki (Helsinki)","U Activities of extraterritorial organisations and bodies (TP)",108
"00130  Kaartinkaupunki (Helsinki)","X Industry unknown (TP)",1
"00130  Kaartinkaupunki (Helsinki)","Inhabitants, total (PT)",1716
"00130  Kaartinkaupunki (Helsinki)","Employed (PT)",936
"00130  Kaartinkaupunki (Helsinki)","Unemployed (PT)",49
"00130  Kaartinkaupunki (Helsinki)","Children aged 0 to 14 (PT)",200
"00130  Kaartinkaupunki (Helsinki)","Students (PT)",138
"00130  Kaartinkaupunki (Helsinki)","Pensioners (PT)",286
"00130  Kaartinkaupunki (Helsinki)","Others (PT)",107
"00140  Kaivopuisto - Ullanlinna (Helsinki)","X coordinate",386394
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Y coordinate",6670766
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Surface area",931841
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Inhabitants, total (HE)",7845
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Males (HE)",3591
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Females (HE)",4254
"00140  Kaivopuisto - Ullanlinna (Helsinki)","Average age of inhabitants (HE)",43
"00140  Kaivopuisto - Ullanlinna (Helsinki)","0-2 years (HE)",177
"00140  Kaivopuisto - Ullanlinna (Helsinki)","3-6 years (HE)",273
"00140  Kaivopuisto - Ullanlinna (Helsinki)","7-12 years (HE)",365
"00140  Kaivopuisto - Ullanlinna (Helsinki)","13-15 years (HE)",175
"00140  Kaivopuisto - Ullanlinna (Helsinki)","16-17 years (HE)",115
"00140  Kaivopuisto - Ullanlinna (Helsinki)","18-19 years (HE)",129
"00140  Kaivopuisto - Ullanlinna (Helsinki)","20-24 years (HE)",570
"00140  Kaivopuisto - Ullanlinna (Helsinki)","25-29 years (HE)",718
"00140  Kaivopuisto - Ullanlinna (Helsinki)","30-34 years (HE)",670
"00140  Kaivopuisto - Ullanlinna (Helsinki)","35-39 years (HE)",592
"00140  Kaivopuisto - Ullanlinna (Helsinki)","40-44 years (HE)",554
"00140  Kaivopuisto - Ullanlinna (Helsinki)","45-49 years (HE)",509
"00140  Kaivopuisto - Ullanlinna (Helsinki)","50-54 years (HE)",487
"00140  Kaivopuisto - Ullanlinna (Helsinki)","55-59 years (HE)",522
"00140  Kaivopuisto - Ullanlinna (Helsinki)","60-64 years (HE)",448
